attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Flag_fDOM	Data flag for fluorescent dissolved organic matter data (EXOfDOM_QSU_1 and EXOfDOM_RFU_1)	categorical 			NA	value is missing
Flag_Temp_Surf	Data flag for temperature data at 0.1m (ThermistorTemp_C_surface)	categorical 			NA	value is missing
Flag_Temp_1	Data flag for temperature data at 1m (ThermistorTemp_C_1)	categorical 			NA	value is missing
Flag_Temp_2	Data flag for  temperature data at 2m (ThermistorTemp_C_2)	categorical 			NA	value is missing
Flag_Temp_3	Data flag for  temperature data at 3m (ThermistorTemp_C_3)	categorical 			NA	value is missing
Flag_Temp_4	Data flag for  temperature data at 4m (ThermistorTemp_C_4)	categorical 			NA	value is missing
Flag_Temp_5	Data flag for  temperature data at 5m (ThermistorTemp_C_5)	categorical 			NA	value is missing
Flag_Temp_6	Data flag for  temperature data at 6m (ThermistorTemp_C_6)	categorical 			NA	value is missing
Flag_Temp_7	Data flag for temperature data at 7m (ThermistorTemp_C_7)	categorical 			NA	value is missing
Flag_Temp_8	Data flag for  temperature data at 8m (ThermistorTemp_C_8)	categorical 			NA	value is missing
Flag_Temp_9	Data flag for  temperature data at 9m (ThermistorTemp_C_9)	categorical 			NA	value is missing
