"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","PAR_umolm2s","ORP_mV","pH","Flag_DateTime","Flag_Temp","Flag_DO","Flag_DOSat","Flag_Cond","Flag_PAR","Flag_ORP","Flag_pH"
"BVR",50,2019-05-16 12:25:00,3,"18.8",9.17,97.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-16 12:26:00,4,"18.7",9.15,97.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-16 12:30:00,5,"12.6",11.11,103.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-16 12:32:00,6,"11",11.53,103.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-16 12:35:00,7,"10.4",11.76,104,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-16 12:38:00,8,"9.7",9.76,82.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-16 12:40:00,9,"8.6",0.99,8.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-16 12:43:00,10,"8.2",0.65,5.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-16 12:45:00,11,"8",0.6,5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:40:00,0.1,"23.3",10.12,116,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:42:00,1,"22.9",10.23,116.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:43:00,2,"22.7",10.18,116.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:44:00,3,"21.6",10.92,121.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:45:00,4,"18",10.41,108.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:47:00,5,"15.7",11.07,109.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:48:00,6,"12.2",13.17,120.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:50:00,7,"10.2",13.7,120.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:53:00,8,"9.2",1.8,14.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:54:00,9,"8.6",0.87,7.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:57:00,10,"8.3",0.73,6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-23 10:59:00,11,"8.2",0.67,5.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,0.1,"26.5",8.38,103.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,1,"26.3",8.39,103.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,2,"26",8.3,102.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,3,"23.7",9.35,110.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,4,"20.7",9.33,103.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,5,"15.4",10.2,101.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,6,"12.5",11.45,107.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,7,"10.5",10.79,95.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,8,"9.2",0.88,7.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,9,"8.7",0.72,6.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,10,"8.4",0.65,5.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-05-30 13:43:00,11,"8.2",0.59,5.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 10:47:00,0.1,"23.7",9.25,108.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 10:49:00,1,"23.5",9.33,109.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 10:53:00,3,"23.5",9.34,109.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 10:55:00,4,"23.5",9.31,108.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 10:57:00,5,"16.5",10.38,105.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 10:59:00,6,"12.3",12.36,114.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 11:01:00,7,"10.6",12.05,107.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 11:03:00,8,"9.4",0.9,7.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 11:04:00,9,"9",0.72,6.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 11:06:00,10,"9",0.66,5.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 11:08:00,11,"8.9",0.61,5.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-06 12:00:00,2,"23.5",9.3,108.4,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 10:38:00,0.1,"22.4",8.27,95,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-13 10:42:00,1,"21.8",8.42,95.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-13 10:43:00,2,"21.7",8.37,95,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,3,"21.6",8.37,94.7,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,4,"21.5",8.35,94.3,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,5,"17.5",9.4,97.1,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,6,"13.3",9.91,94.4,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,7,"10.8",8.02,71.8,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,8,"9.7",0.9,7.2,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,9,"8.8",0.63,3.6,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,10,"8.5",0.58,4.9,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-06-13 12:00:00,11,"8.2",0.56,4.8,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,2,"25.6",8.88,108.3,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,3,"24.5",8.65,102.9,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,4,"23.6",5.76,66.8,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,5,"22.1",0.77,8.6,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,6,"17.7",0.52,5.2,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,7,"14.5",0.51,4.9,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,8,"11.2",0.53,4.7,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,9,"9.9",0.53,4.8,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,10,"9.4",0.54,4.6,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:00:00,11,"9",0.54,4.7,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:39:00,0.1,"27",8.86,110.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-04 12:40:00,1,"26.2",9.01,110.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:48:00,0.5,"23.5",7.94,92.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:48:00,1,"23.2",8.02,92.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:48:00,1.5,"23.1",7.91,90.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:48:00,2,"23",7.92,90.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:48:00,2.5,"22.8",7.73,88.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:48:00,3,"22.7",7.61,87.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:51:00,3.5,"22.7",7.58,86.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:51:00,4,"22.6",7.3,83.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:51:00,4.5,"22.6",7.16,81.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:51:00,5,"20.9",0.51,5.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-09-20 12:51:00,5.5,"18.6",0.46,4.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,0.1,"15.6",8.95,89.6,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,1,"15.4",8.85,88.5,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,2,"15.3",8.85,88,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,3,"15.3",8.8,87.2,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,4,"15.3",8.78,87.3,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,5,"15.3",8.82,87.1,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,6,"15.2",8.78,86.5,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,7,"15.1",8.71,86.1,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,8,"10.7",0.95,8,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,9,"9.8",0.75,6.6,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:06:00,10,"9.4",0.67,5.9,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,0.1,"15.6",8.95,89.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,1,"15.4",8.85,88.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,2,"15.3",8.8,88,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,3,"15.3",8.8,87.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,4,"15.3",8.78,87.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,5,"15.3",8.82,87.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,6,"15.2",8.78,86.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,7,"15.1",8.71,86.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,8,"10.7",0.95,8.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,9,"9.8",0.75,6.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"BVR",50,2019-10-18 13:20:00,10,"9.4",0.67,5.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,0.1,"2.3",13.1,92.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,0.8,"2.3",13.08,93.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,1.6,"2.4",13.05,93.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,2.8,"2.5",13.06,93.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,3.8,"2.7",12.99,93.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,5,"3",12.9,94.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,6.2,"3.3",12.85,93.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,8,"3.4",12.86,94.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,9,"3.4",12.83,94,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-01-21 13:46:00,9.5,"3.4",12.82,93.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-01-21 16:25:00,0.1,"2",13.97,98.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-02-08 14:28:00,0.1,"7.6",11.93,97.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-02-08 14:28:00,0.1,"10.6",10.7,93.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,0.1,"9",12.02,101.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-03-18 10:56:00,0.1,"8.6",11.88,99.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-03-18 10:56:00,0.1,"10.8",11.08,97.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,0.8,"8.5",12.14,101.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,1.6,"8.5",12.15,102.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,2.8,"8.3",12.21,101.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,3.8,"8.3",12.14,101.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,5,"7.9",11.99,98.7,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,6.2,"6.8",11.83,94.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,8,"5.9",11.49,90.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,9,"5.7",11.56,90.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-03-18 10:56:00,9.5,"5.6",11.33,87.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-04-01 10:00:00,0.1,"10.8",11.12,98,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-04-01 10:00:00,1.6,"10.9",10.97,96,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-04-01 10:00:00,3.8,"9.9",11.15,96.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-04-01 10:00:00,5,"8.8",11.25,94.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-04-01 10:00:00,6.2,"8",10.69,87.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-04-01 10:00:00,8,"7.1",9.77,79.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-04-01 10:00:00,9,"6.7",9.23,74.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-04-01 12:00:00,0.1,"9.6",11.06,94.5,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",200,2019-04-01 12:00:00,0.1,"9.9",10.76,92.5,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-06 10:45:00,1.6,"20",9.35,101.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-06 10:52:00,3.8,"12.5",9.9,90.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-06 10:53:00,5,"10.1",8.02,69.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-06 10:55:00,6.2,"9.1",7.2,61.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-06 10:57:00,8,"8.5",6.37,53.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-06 11:00:00,9,"8.3",5.91,49.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-06 12:00:00,0.1,"20.4",9.33,101.5,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",100,2019-05-06 12:17:00,0.1,"18.7",9.45,99.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-05-06 12:50:00,0.1,"17.3",9.45,95.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,0.1,"21.1",9.33,104,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",100,2019-05-13 12:00:00,0.1,"18.4",9.61,101.5,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",200,2019-05-13 12:00:00,0.1,"16.7",9.48,96.5,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,0.8,"20.3",10.18,111.6,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,1.6,"19.7",10.5,112.8,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,2.8,"16.2",12.34,123.8,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,3.8,"12.5",11.29,104.9,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,5,"10.2",7.89,69.5,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,6.2,"9.3",6.45,55.7,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,8,"8.6",5.21,48.4,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-13 12:00:00,9,"8.4",5.2,43.6,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-20 09:50:00,0.1,"22.9",9.54,109,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-20 09:53:00,0.8,"22.1",9.64,108.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-20 09:55:00,1.6,"19.8",10.9,117.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-20 09:58:00,2.8,"16.8",13,131.2,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-20 10:00:00,3.8,"13.4",12.23,115.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-20 10:02:00,5,"10.8",9.25,81.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-20 10:04:00,6.2,"9.6",6.93,59.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-20 10:06:00,8,"8.8",4.84,40.9,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-20 10:07:00,9,"8.6",3.75,31.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",100,2019-05-20 11:56:00,0.1,"19.9",9.32,100.8,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",200,2019-05-20 12:15:00,0.1,"19.7",9.15,97.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 11:47:00,0.1,"23.3",9.22,101.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 11:49:00,1,"24.9",8.77,103.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 11:51:00,2,"23.7",10.05,115.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 11:52:00,3,"18.4",12.78,130.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 11:53:00,4,"14",11.77,111.4,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 11:54:00,5,"11.4",7.67,68.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 11:57:00,6,"9.8",5.12,44.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 11:58:00,7,"9.1",3.66,31.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 12:00:00,8,"8.8",3.6,30.3,"NA","NA","NA","NA",1,0,0,0,1,1,1,1
"FCR",50,2019-05-27 12:02:00,9,"8.7",2.21,18.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 13:32:00,0.1,"21.3",8.59,95.5,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-05-27 13:47:00,0.1,"22.2",8.08,90.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 10:29:00,0.1,"23.5",9.5,109.6,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 10:31:00,0.8,"23.5",9.54,110.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 10:33:00,1.6,"23.4",9.47,109.3,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
"FCR",50,2019-06-03 10:35:00,2.8,"20.1",13.32,145.1,"NA","NA","NA","NA",NA,0,0,0,1,1,1,1
