"Reservoir","Date","Site","Duration_days","Depth_m","CombinedXSA_m2","Filter1ID","Filter2ID","CombinedCollectionVol_L","CombinedFilterVol_L","CombinedSedMass_g","ICPTLi_mgL","ICPTNa_mgL","ICPTMg_mgL","ICPTAl_mgL","ICPTSi_mgL","ICPTK_mgL","ICPTCa_mgL","ICPTFe_mgL","ICPTMn_mgL","ICPTCu_mgL","ICPTSr_mgL","ICPTBa_mgL","AcidVol_L","DilutionFactor","TLi_g","TNa_g","TMg_g","TAl_g","TSi_g","TK_g","TCa_g","TFe_g","TMn_g","TCu_g","TSr_g","TBa_g","TLiFlux_gm2d","TNaFlux_gm2d","TMgFlux_gm2d","TAlFlux_gm2d","TSiFlux_gm2d","TKFlux_gm2d","TCaFlux_gm2d","TFeFlux_gm2d","TMnFlux_gm2d","TCuFlux_gm2d","TSrFlux_gm2d","TBaFlux_gm2d","TOC_g","TN_g","TOCFlux_gm2d","TNFlux_gm2d","Flag_Filter2ID","Flag_CombinedCollectionVol_L","Flag_CombinedSedMass_g","Flag_TOC_g","Flag_TN_g","Flag_ICPTLi_mgL","Flag_ICPTNa_mgL","Flag_ICPTMg_mgL","Flag_ICPTAl_mgL","Flag_ICPTSi_mgL","Flag_ICPTK_mgL","Flag_ICPTCa_mgL","Flag_ICPTFe_mgL","Flag_ICPTMn_mgL","Flag_ICPTCu_mgL","Flag_ICPTSr_mgL","Flag_ICPTBa_mgL","Flag_Duration_days"
"FCR",2018-06-25,50,21,4,0.008143,"F_Sed_4m_R1_F1_25Jun18","F_Sed_4m_R2_F3_25Jun18",3.4,0.169,0.00628000000000001,NA,0.633086610824249,0.142540965386577,1.92813272911953,0.194693047674827,0.254723436742927,2.38126473059984,4.94843828782771,0.420631657519427,0.011435487891031,0.0141562833003824,0.0410979390693765,0.01,20,NA,0.00254733074177804,0.000573537612206345,0.00775816719409042,0.000783380310170902,0.00102492270405438,0.00958142021779817,0.0199108759510227,0.00169248240895391,4.60126139994147e-05,5.6960193161302e-05,0.000165364488563172,NA,0.0148964096640295,0.00335396228257016,0.0453686028554494,0.00458109103449005,0.00599359487292258,0.0560307141851206,0.116435828324782,0.00989738430877767,0.0002690748934195,0.000333094701036251,0.00096702682738415,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-06-25,50,14,8,0.008143,"F_Sed_8m_R1_F5_25Jun18","F_Sed_8m_R2_F7_25Jun18",3.4,0.159,0.00959000000000001,NA,0.555957397402365,0.110135504612852,1.31353617856577,0.15950330506132,0.21823933884105,1.55449716158734,11.2691310797604,1.93890238915009,0.0259357691283612,0.0101140439714274,0.081102946904705,0.01,20,NA,0.0023776794354315,0.000471019768155593,0.00561763900267122,0.000682152499633318,0.000933350631521472,0.00664816396150561,0.048195026001491,0.00829216116114504,0.000110920270486073,4.32550308211989e-05,0.000346855370410059,NA,0.0208564712499035,0.00413167986663035,0.0492766706081579,0.00598368887943473,0.00818714260733559,0.0583162046411958,0.422755969206602,0.0727369797121545,0.000972967759215392,0.000379423438371247,0.00304253759065682,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-07-02,50,7,4,0.008143,"F_sed_4m_R1_F2_02Jul18","F_sed_4m_R2_F4_02Jul18",3.4,0.3,0.00623999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149418666666667,0.0221612,0.262133412864102,0.388786161646287,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"FCR",2018-07-02,50,7,4,0.008143,"F_Sed_4m_R1_F1_02Jul18","F_Sed_4m_R2_F3_02Jul18",3.4,0.303,0.00479099999999999,NA,0.509638587601649,0.0834713245839832,0.711114054158507,0.296127433740541,0.181458135199995,1.36911857958018,3.4625270507204,0.306967605316548,0.00648865061144944,0.00836141762980166,0.0346724241282372,0.01,20,NA,0.00114374336491459,0.000187328385204979,0.00159589952748444,0.00066457641895567,0.000407232778666655,0.00307260935351328,0.00777068777059364,0.000688904196750009,1.45619881709096e-05,1.876489765104e-05,7.78127010138657e-05,NA,0.0200653210455008,0.00328640524210064,0.0279977461357597,0.0116590308758736,0.00714430937468914,0.0539044815619599,0.136325463949644,0.0120858265074298,0.000255468994770436,0.000329202955229558,0.00136511115618789,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-07-09,50,14,8,0.008143,"F_sed_8m_R1_F2_09Jul18","F_sed_8m_R2_F4_09Jul18",3.4,0.2,0.01426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0386002,0.0269518,0.338592305398151,0.236415150611393,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"FCR",2018-07-09,50,14,8,0.008143,"F_Sed_8m_R1_F1_09Jul18","F_Sed_8m_R2_F3_09Jul18",3.4,0.198,0.00889000000000001,NA,0.623310523848917,0.0906680455747428,0.941188333066104,0.158037246919417,0.213699939128414,1.79026173548888,10.0420572596907,2.27685742975691,0.0151234598063321,0.0106802349514505,0.0686600643755814,0.0099,20,NA,0.00211925578108632,0.000308271354954126,0.00320004033242475,0.000537326639526018,0.000726579793036608,0.00608688990066219,0.0341429946829484,0.00774131526117349,5.14197633415291e-05,3.63127988349317e-05,0.000233444218876977,NA,0.0185896368580053,0.00270408725245281,0.0280700367750106,0.00471330888516007,0.0063733951425116,0.0533928343420483,0.29949469906623,0.0679050829035762,0.000451042642598631,0.00031852773490756,0.00204772038101943,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-07-16,50,14,4,0.008143,"F_sed_4m_R2_F4_16Jul18","F_sed_4m_R1_F2_16Jul18",3.4,0.15,0.00476000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0307133333333333,0.044064,0.269410478178745,0.386519534745005,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"FCR",2018-07-16,50,14,4,0.008143,"F_Sed_4m_R1_F1_16Jul18","F_Sed_4m_R2_F3_16Jul18",3.4,0.153,0.00504999999999999,NA,0.570712888164491,0.0892237124304079,0.718717748121539,0.202957667632744,0.198416157673606,1.80176495297153,3.33488812198602,0.275768044344507,0.00515469237073766,0.0107193937127575,0.0323256763365185,0.01,20,NA,0.00253650172517552,0.000396549833024035,0.0031943011027624,0.000902034078367751,0.000881849589660471,0.00800784423542902,0.0148217249866045,0.00122563575264225,2.29097438699452e-05,4.76417498344778e-05,0.000143669672606749,NA,0.022249624788824,0.00347844628185501,0.02801969353838,0.00791244082005361,0.00773538700777593,0.0702430153455994,0.130012850534241,0.0107510021985777,0.000200959139926889,0.000417902754640074,0.00126023817658242,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-07-23,50,14,8,0.008143,"F_sed_8m_R2_F4_23Jul18","F_sed_8m_R1_F2_23Jul18",3.4,0.103,0.0115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0629891262135922,0.0672407766990291,0.552526501408679,0.589821026815575,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"FCR",2018-07-23,50,14,8,0.008143,"F_Sed_8m_R1_F1_23Jul18","F_Sed_8m_R2_F3_23Jul18",3.4,0.103,0.01121,NA,0.464766993009443,0.0691565370863968,0.545212979860879,0.325424886823037,0.164221438445391,1.17059096054194,13.4784493978348,1.73570567231223,0.0128209618286027,0.00776360195221262,0.0729905248262787,0.0099,20,NA,0.0030376809679025,0.000452001755015168,0.00356346968973149,0.002126951784556,0.0010733385666159,0.00765089159841586,0.0880940983943921,0.0113444374621417,8.37968107088868e-05,5.07422993614518e-05,0.000477060401097581,NA,0.0266458568086744,0.00396485811665732,0.0312579576650541,0.0186571444760268,0.00941508540741299,0.0671119067947568,0.772741692201822,0.0995108635124093,0.000735046847501682,0.000445100080362202,0.00418466694529553,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"BVR",2018-08-02,50,14,8,0.008143,"B_sed_8m_R2_F4_02Aug18","B_sed_8m_R1_F2_02Aug18",3.4,0.115,0.01015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0451046956521739,0.039735652173913,0.395648283821108,0.348552237451212,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"BVR",2018-08-02,50,14,8,0.008143,"B_Sed_8m_R1_F1_02Aug18","B_Sed_8m_R2_F3_02Aug18",3.4,0.121,0.00935999999999998,NA,0.600588719971138,0.0813614874806746,1.12176262454184,0.135978661848242,0.189815224508649,2.19271849791771,11.7707499851058,0.0856807539369054,0.00526117646029465,0.0128186495134583,0.0472911418297584,0.0099,20,NA,0.00334145724202124,0.000452665730347026,0.00624107932926915,0.000756535827737492,0.00105606288544812,0.0121994883702331,0.0654881726444068,0.000476696558267146,2.9271272670003e-05,7.13183045657862e-05,0.000263110716361929,NA,0.0293105142192351,0.00397068235949392,0.0547453494611423,0.00663616276677157,0.00926354700310626,0.107011178490141,0.574447576747836,0.00418147539751185,0.000256761045157129,0.000625588187626412,0.00230794824969675,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-08-13,50,21,8,0.008143,"F_sed_8m_R1_F2_13Aug18","F_sed_8m_R2_F4_13Aug18",3.4,0.104,0.00929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0508365384615385,0.0579961538461538,0.297284483088241,0.339152844372051,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"FCR",2018-08-13,50,21,8,0.008143,"F_Sed_8m_R1_F1_13Aug18","F_Sed_8m_R2_F3_13Aug18",3.4,0.132,0.00779000000000002,NA,0.463245233727827,0.0547142918947026,0.463920216341664,0.215977762530399,0.147392423517525,1.25130320427012,10.6091661962508,0.358193006856651,0.00510835631208085,0.00800664130207731,0.0673238924767287,0.01,20,NA,0.00238641484041608,0.000281861503699983,0.00238989202357827,0.00111261271606569,0.000759294302969068,0.00644610741593698,0.0546532804049284,0.00184523670198881,2.63157749410226e-05,4.12463339803983e-05,0.000346820052152845,NA,0.0139553975100792,0.00164828396987177,0.0139757315577988,0.00650639296425029,0.00444023966228118,0.0376958732650128,0.31960421983783,0.0107906685963919,0.000153890720870526,0.000241202399843268,0.00202815185787878,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-08-20,50,35,4,0.008143,"F_sed_4m_R2_F4_20Aug18","F_sed_4m_R1_F2_20Aug18",3.4,0.148,0.01495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0510367567567568,0.0518454054054054,0.179073197862342,0.181910511764374,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"FCR",2018-08-20,50,35,4,0.008143,"F_Sed_4m_R1_F1_20Aug18","F_Sed_4m_R2_F3_20Aug18",3.4,0.163,0.00781299999999999,NA,0.439476976209162,0.076619599004234,0.481206254431506,0.195253546247931,0.177304860606967,1.03226269354206,6.02325253477409,0.301575552645401,0.00751126576255675,0.00656393104126399,0.0341099043873413,0.01,20,NA,0.00183340088234497,0.000319640044925639,0.00200748621480628,0.000814554671463761,0.00073967671909655,0.0043063719730589,0.0251276792861741,0.00125810659999308,3.13353418315251e-05,2.73832706015921e-05,0.000142298987628172,NA,0.00643287269467192,0.0011215243414173,0.00704368770655351,0.00285803642554959,0.00259531137733215,0.015109812014031,0.088165748973436,0.00441433167836734,0.00010994663894151,9.60799656202246e-05,0.000499285934029832,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-08-27,50,14,8,0.008143,"F_sed_8m_R2_F4_27Aug18","F_sed_8m_R1_F2_27Aug18",3.4,0.102,0.01122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0630533333333333,0.04332,0.5530897118764,0.37999333345029,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"FCR",2018-08-27,50,14,8,0.008143,"F_Sed_8m_R1_F1_27Aug18","F_Sed_8m_R2_F3_27Aug18",3.4,0.1,0.01166,NA,0.594462357868785,0.0747172772337178,0.54752033551699,0.285051635546758,0.185457526467148,1.60743190019531,19.3230323805518,0.259357188155742,0.00846610705928668,0.00963972325146066,0.0382975480477185,0.01,20,NA,0.00404234403350774,0.000508077485189281,0.00372313828151553,0.00193835112171795,0.00126111117997661,0.0109305369213281,0.131396620187752,0.00176362887945905,5.75695280031494e-05,6.55501181099325e-05,0.000260423326724486,NA,0.0354585361090835,0.00445674185706638,0.0326585347758419,0.0170027817206536,0.0110621846983089,0.0958802207095324,1.15258171073974,0.0154701573609151,0.000504987000255692,0.00057499094849154,0.0022843750699504,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-09-03,50,14,4,0.008143,"F_sed_4m_R1_F2_03Sep18","F_sed_4m_R2_F4_03Sep18",3.4,0.142,0.00531999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0373377464788732,0.0359011267605634,0.327518345984046,0.314916639713017,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"FCR",2018-09-03,50,14,4,0.008143,"F_Sed_4m_R1_F1_03Sep18","F_Sed_4m_R2_F3_03Sep18",3.4,0.141,0.00497,NA,0.636878968561047,0.106768749530354,1.03450662614967,0.246881712107738,0.204076462758836,3.05018354329586,4.27784843010941,0.267186673878616,0.00440185458088845,0.0171664428311155,0.0353740303285901,0.0099,20,NA,0.00304075830947019,0.000509763987119392,0.00493921887038268,0.00117872885525482,0.000974356558363464,0.0145630039811828,0.0204244508024798,0.00127567424719918,2.10165142117312e-05,8.19606334319642e-05,0.000168892178845439,NA,0.0266728505593778,0.00447153547410916,0.0433257212187741,0.0103395454049474,0.00854683740954951,0.127743407845325,0.179158706009367,0.0111899286608935,0.000184352153573896,0.000718940311853864,0.00148148434979596,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"BVR",2018-09-07,50,14,4,0.008143,"B_sed_4m_R2_F4_07Sep18","B_sed_4m_R1_F2_07Sep18",3.4,0.131,0.00788999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0742238167938931,0.036735572519084,0.651074689864153,0.322236210935633,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"BVR",2018-09-07,50,14,4,0.008143,"B_Sed_4m_R1_F1_07Sep18","B_Sed_4m_R2_F3_07Sep18",3.4,0.132,0.00896999999999998,NA,0.607952463003433,0.0860334093723618,0.903265615279217,0.27451668992479,0.247248728796646,1.9788086332563,17.81162525079,0.126225535235778,0.00182655904110449,0.0117043631029243,0.0408179174055223,0.0099,20,NA,0.00310055756131751,0.000438770387799045,0.00460665463792401,0.00140003511861643,0.00126096851686289,0.0100919240296071,0.090839288779029,0.000643750229702468,9.3154511096329e-06,5.96922518249139e-05,0.000208171378768164,NA,0.0271973961975887,0.00384879552814025,0.0404085422880652,0.0122807943598922,0.0110609332894414,0.0885240963281971,0.796821887151357,0.00564683277225371,8.17130498555543e-05,0.000523607057989456,0.00182603269037529,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"BVR",2018-09-07,50,36,8,0.008143,"B_Sed_8m_R1_F1_07Sep18","B_Sed_8m_R2_F3_07Sep18",3.4,0.151,0.01367,NA,0.882896037613194,0.212951223214233,2.4014009928906,0.188231260460557,0.339226359383488,6.58810065517018,4.43972416322882,1.60248057458469,0.00214902126061582,0.0373811896585082,0.171557935830852,0.0099,20,NA,0.00393619610941194,0.000949395784555111,0.0107061135656553,0.000839187314847993,0.00151236546448321,0.0293715851725865,0.0197935252098387,0.00714430412457227,9.58093452083821e-06,0.000166655740914621,0.000764852996035295,NA,0.013427334006754,0.00323862275899924,0.0365211891797157,0.00286267453589311,0.00515905093837654,0.100193708204001,0.0675205875866071,0.0243709802713042,3.26829264427464e-05,0.000568503762313305,0.00260910187357681,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"FCR",2018-09-10,50,14,8,0.008143,"F_Sed_8m_R1_F1_10Sep18","F_Sed_8m_R2_F3_10Sep18",3.4,0.078,0.0421,NA,0.601498885338155,0.103553755943868,0.719252970969557,0.234775130713434,0.19851743471674,2.22225704469555,39.3418783583659,0.242632862213177,0.00996818369099526,0.0136281013936881,0.04594435627057,0.0099,20,NA,0.00519139807191854,0.000893748570530922,0.00620770641098341,0.00202628997431133,0.00171335816732448,0.0191797877242185,0.33955067321605,0.00209410824156296,8.60330930868976e-05,0.000117620998182447,0.000396535136427535,NA,0.0455377806698,0.00783976220181157,0.0544526096996843,0.0177741616314743,0.0150291939380404,0.16824080037384,2.97846242360705,0.0183690482760211,0.000754663015446199,0.00103174504116109,0.00347831736660352,NA,NA,NA,NA,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"BVR",2018-09-21,50,14,4,0.008143,"B_sed_4m_R2_F4_21Sep18","B_sed_4m_R1_F2_21Sep18",3.4,0.148,0.01206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0545286486486486,0.0379054054054054,0.478313087916428,0.332497722894383,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
