Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent.Rate..m.s.,Flag,Density_mg_m3
2018-04-20T19:53:23Z,6.3,7.1464,4.2968,1.2959,38.42,24.704809,8.1078,67.049,6.785,284.0179,6.0634,3.161169728685001,0.048,0,NA
2018-04-20T19:53:23Z,6.6,7.1249,4.2105,1.5222,38.549,24.757378,7.7045,63.649,6.731,289.1778,4.7887,3.174411837111639,0.127,0,NA
2018-04-20T19:53:23Z,7,7.0986,4.1091,1.4465,38.56,24.751231,7.5654,62.475,6.74,287.554,3.7377,3.1777715976713683,0.055,0,NA
2018-04-20T19:53:23Z,7.3,7.0756,3.4732,1.512,38.53,24.717396,7.7135,63.668,6.73,288.4381,2.7656,3.177235854732571,0.046,0,NA
2018-04-20T19:53:23Z,7.6,7.0454,3.6674,1.5328,38.599,24.737232,7.7619,64.016,6.71,288.9023,2.0697,3.1860519094060997,0.072,0,NA
2018-04-20T19:53:23Z,8,7.0108,3.6587,1.7327,39.179,25.077613,7.2568,59.792,6.693,290.3815,1.5228,3.240225893522863,0.058,0,NA
2018-04-20T19:53:23Z,8.3,6.9764,2.8952,1.8647,38.944,24.90004,7.1277,58.678,6.681,289.715,1.1931,3.222744661687994,0.065,0,NA
2018-04-20T19:53:23Z,8.6,6.9483,2.9574,1.9421,39.103,24.995994,7.0358,57.909,6.683,289.6678,0.87343,3.2393616993756607,0.028,0,NA
2018-04-20T19:53:23Z,9,6.9276,2.9414,1.9261,39.305,25.099358,7.0956,58.353,6.648,291.6567,0.65811,3.259103945996569,0.094,0,NA
2018-04-20T19:53:23Z,9.3,6.9273,2.759,1.8699,39.319,25.108302,6.929,56.983,6.653,291.687,0.49104,3.2603494738623793,0.048,0,NA
2018-04-23T14:48:55Z,0.1,13.5212,1.1368,1.0719,36.55,28.16262,9.4781,91.015,7.268,275.0612,187.39,2.5189275436969445,0.052,0,NA
2018-04-23T14:48:55Z,0.3,13.5218,1.1969,1.0802,36.49,28.114548,8.5803,82.389,7.313,274.7981,150.83,2.514490474762581,0.086,0,NA
2018-04-23T14:48:55Z,0.6,13.5174,1.191,1.105,36.535,28.147647,8.2107,78.836,7.316,276.1407,127.96,2.5180584429377046,0.094,0,NA
2018-04-23T14:48:55Z,1,13.5172,1.2481,1.0214,36.476,28.100709,8.7239,83.76,7.308,278.7349,94.547,2.513742032083867,0.085,0,NA
2018-04-23T14:48:55Z,1.3,13.5166,1.4378,1.2531,36.462,28.086668,8.3439,80.104,7.291,279.345,78.124,2.5127454921686816,0.102,0,NA
2018-04-23T14:48:55Z,1.6,13.4678,1.4599,1.1146,36.43,28.025069,9.0296,86.589,7.295,280.866,61.477,2.5135636783575936,0.07,0,NA
2018-04-23T14:48:55Z,2,13.3321,1.7386,1.0623,36.33,27.814556,9.6603,92.26,7.272,282.6492,48.719,2.5150543660971394,0.093,0,NA
2018-04-23T14:48:55Z,2.3,13.0145,2.4474,1.0624,36.199,27.450359,9.738,92.247,7.276,283.3779,40.243,2.5261970254905055,0.077,0,NA
2018-04-23T14:48:55Z,2.6,12.5556,2.604,1.2674,36.081,27.003454,9.9633,93.339,7.278,285.0188,30.986,2.5478687227224177,0.069,0,NA
2018-04-23T14:48:55Z,3,11.9248,2.9912,1.2769,36.002,26.477664,9.8414,90.85,7.268,285.1326,25.149,2.5846524806956044,0.075,0,NA
2018-04-23T14:48:55Z,3.3,10.7408,3.3448,1.4389,36.956,26.101839,9.9816,89.09,7.211,285.992,19.372,2.7432333273126015,0.081,0,NA
2018-04-23T14:48:55Z,3.6,9.1198,4.109,1.4534,37.636,25.539462,9.5763,82.707,7.162,286.9186,15.707,2.9243554597874204,0.066,0,NA
2018-04-23T14:48:55Z,4,8.3889,5.3284,1.261,37.836,25.251403,8.9046,75.872,7.079,290.3546,11.879,3.001802816783396,0.06,0,NA
2018-04-23T14:48:55Z,4.3,8.1104,6.3995,1.4815,37.924,25.079219,8.6583,73.229,6.996,292.522,9.4409,3.033030760827152,0.07,0,NA
2018-04-23T14:48:55Z,4.6,7.8905,7.8027,1.4384,37.966,24.966923,8.484,71.432,6.944,293.9062,7.394,3.055634293582442,0.048,0,NA
2018-04-23T14:48:55Z,5,7.7932,7.708,1.4498,38.004,24.919194,8.3181,69.871,6.897,294.2924,5.6951,3.0673684948211197,0.047,0,NA
2018-04-23T14:48:55Z,5.3,7.6849,8.1958,1.6958,38.031,24.830493,8.3161,69.615,6.84,296.4309,4.3978,3.079181094283032,0.077,0,NA
2018-04-23T14:48:55Z,5.6,7.6043,8.1586,1.6508,38.124,24.840867,8.654,72.326,6.818,296.8175,3.4072,3.094300848054321,0.093,0,NA
2018-04-23T14:48:55Z,6,7.4956,7.6292,1.4755,38.148,24.776594,8.1053,67.566,6.809,297.3638,2.6593,3.1060170664895868,0.052,0,NA
2018-04-23T14:48:55Z,6.3,7.4301,7.5581,1.6522,38.11,24.699167,8.121,67.581,6.783,298.2398,2.0284,3.1085500814030977,0.085,0,NA
2018-04-23T14:48:55Z,6.6,7.3593,6.9217,1.7031,38.17,24.696571,8.0925,67.252,6.767,299.5033,1.6131,3.1200809784941805,0.068,0,NA
2018-04-23T14:48:55Z,7,7.32,6.7764,1.6949,38.123,24.63359,8.1812,67.919,6.753,299.5263,1.2047,3.119502601593812,0.053,0,NA
2018-04-23T14:48:55Z,7.3,7.2731,6.4894,1.6758,38.23,24.671046,7.9852,66.223,6.732,301.2186,0.89213,3.133025698315973,0.095,0,NA
2018-04-23T14:48:55Z,7.6,7.2489,5.5242000000000004,1.7135,38.155,24.605218,7.9205,65.65,6.731,301.7361,0.71532,3.128653201160392,0.072,0,NA
2018-04-23T14:48:55Z,8,7.2259,5.6064,1.7388,38.324,24.698987,7.7246,63.993,6.712,302.3827,0.58368,3.145460022864574,0.069,0,NA
2018-04-23T14:48:55Z,8.3,7.1903,5.0429,1.7107,38.284,24.645261,7.4981,62.061,6.698,301.4667,0.45122,3.1451783588664792,0.059,0,NA
2018-04-23T14:48:55Z,8.6,7.1456,4.8769,1.8772,38.495,24.736173,7.5018,62.003,6.684,303.6249,0.37351,3.167683779723462,0.056,0,NA
2018-04-23T14:48:55Z,9,7.0848,4.4983,1.7246,38.472,24.687782,7.3096,60.348,6.671,305.385,0.2868,3.171217506502725,0.065,0,NA
2018-04-23T14:48:55Z,9.3,7.0671,4.1337,1.8891,38.956,24.981071,7.129,58.826,6.661,304.8559,0.25802,3.2152983756781173,0.072,0,NA
2018-04-23T18:07:14Z,0.1,13.5607,1.1247,1.2464,36.446,28.119393,9.9528,95.679,7.42,301.5369,202.52,2.508754474963788,0.072,0,NA
2018-04-23T18:07:14Z,0.3,13.5507,1.2712,1.0088,36.43,28.078019,9.9384,95.459,7.444,302.7744,168.29,2.508225510129457,0.092,0,NA
2018-04-23T18:07:14Z,0.6,13.5272,1.7397,1.0438,36.417,28.062246,9.8987,95.058,7.44,305.8901,138.84,2.508787675444728,0.058,0,NA
2018-04-23T18:07:14Z,1,13.5007,1.8008,1.2712,36.421,28.046481,9.9029,95.045,7.416,306.2926,115.92,2.510788599524759,0.055,0,NA
2018-04-23T18:07:14Z,1.3,13.3842,1.654,1.1306,36.341,27.761554,9.9995,95.319,7.364,308.0697,95.066,2.512489474893065,0.073,0,NA
2018-04-23T18:07:14Z,1.6,12.5781,1.7672,1.0805,36.033,26.978355,10.1294,94.925,7.375,307.1001,72.331,2.5428018486520996,0.066,0,NA
2018-04-23T18:07:14Z,2,12.0929,2.486,1.3038,36.109,26.726669,10.1799,94.481,7.355,309.3574,58.899,2.5813123890634504,0.072,0,NA
2018-04-23T18:07:14Z,2.3,11.6597,3.5992,1.4823,36.183,26.407594,10.1002,92.641,7.311,310.3401,45.436,2.6168828671032376,0.099,0,NA
2018-04-23T18:07:14Z,2.6,11.235900000000001,3.5824,1.482,36.337,26.321388,10.0855,91.925,7.297,311.7546,35.569,2.6587051147134053,0.101,0,NA
2018-04-23T18:07:14Z,3,10.9533,3.3972,1.5378,36.507,26.242768,10.0754,91.251,7.262,312.1917,27.13,2.6923267835839306,0.09,0,NA
2018-04-23T18:07:14Z,3.3,10.8257,3.5801,1.4916,36.634,26.166547,10.0853,90.856,7.235,311.8219,21.437,2.7116032352963138,0.116,0,NA
2018-04-23T18:07:14Z,3.6,10.4183,4.2526,1.5344,36.957,26.141282,10.1341,90.56,7.209,311.5258,16.887,2.767453738047987,0.086,0,NA
2018-04-23T18:07:14Z,4,10.1969,4.6504,1.3436,37.296,26.138235,10.0588,89.202,7.192,313.8103,13.149,2.811370808069738,0.089,0,NA
2018-04-23T18:07:14Z,4.3,9.7699,5.2283,1.2526,37.38,25.931917,9.8777,86.867,7.141,316.7682,10.161,2.8513300735646787,0.106,0,NA
2018-04-23T18:07:14Z,4.6,9.4807,5.7448,1.2006,37.557,25.845578,9.7371,85.065,7.117,316.6624,8.0243,2.8886641959561405,0.09,0,NA
2018-04-23T18:07:14Z,5,9.0219,6.5965,1.26,37.536,25.375461,9.6514,83.099,7.087,317.4324,6.1182,2.9240131834991323,0.104,0,NA
2018-04-23T18:07:14Z,5.3,7.8112,7.0761,1.431,38.303,24.952404,8.9988,75.195,7.055,318.5392,4.8551,3.091432249596671,0.11,0,NA
2018-04-23T18:07:14Z,5.6,7.5232,7.0614,1.4655,38.351,24.929607,7.9066,65.954,6.997,321.1086,3.7558,3.1211416734732045,0.106,0,NA
2018-04-23T18:07:14Z,6,7.4408,7.0123,1.6678,38.376,24.872408,7.8509,65.335,6.965,321.2068,2.9903,3.1306838133678934,0.083,0,NA
2018-04-23T18:07:14Z,6.3,7.4223,6.2312,1.7335,38.405,24.897565,7.8716,65.521,6.916,320.4909,2.2182,3.1348489546629823,0.105,0,NA
2018-04-23T18:07:14Z,6.6,7.3934,6.2446,1.6492,38.422,24.874692,7.8033,64.883,6.899,320.8282,1.6631,3.1389124569264455,0.08,0,NA
2018-04-23T18:07:14Z,7,7.2767,6.3044,1.6702,38.55,24.870409,7.6876,63.74,6.869,322.5976,1.268,3.1606130335892524,0.104,0,NA
2018-04-23T18:07:14Z,7.3,7.2229,5.4205,1.7038,38.633,24.897698,7.5411,62.473,6.841,322.8352,0.93482,3.1727489724284292,0.11,0,NA
2018-04-23T18:07:14Z,7.6,7.2201,5.1146,1.871,38.599,24.871283,7.5215,62.302,6.829,324.5683,0.73438,3.1700183941047038,0.073,0,NA
2018-04-23T18:07:14Z,8,7.2233,5.0019,1.9365,38.685,24.924964,7.5181,62.271,6.813,324.1784,0.6073,3.1772208397665236,0.094,0,NA
2018-04-23T18:07:14Z,8.3,7.2109,4.8637,1.8612,38.661,24.908708,7.4784,61.94,6.792,324.8198,0.45536,3.1762425820639413,0.093,0,NA
2018-04-23T18:07:14Z,8.6,7.1979,4.8065,1.934,38.707,24.918104,7.4424,61.603,6.776,325.8584,0.34489,3.1814367366785916,0.115,0,NA
2018-04-23T18:07:14Z,9,7.169,4.6448,1.9796,38.806,24.966173,7.3487,60.795,6.756,326.5983,0.27575,3.19273565679615,0.116,0,NA
2018-04-23T18:07:14Z,9.3,7.1637,4.5881,1.9139,38.796,24.944482,7.3408,60.701,6.748,325.5313,0.23109,3.1923317099633595,0.106,0,NA
2018-04-30T14:39:40Z,0.1,14.1982,0.4783,1.2956,35.157,27.558524,9.147,89.136,7.082,296.4617,145.1,2.37542755628242,0.005,0,NA
2018-04-30T14:39:40Z,0.3,14.1811,0.4713,1.2856,34.824,27.288655,9.2287,89.906,7.164,294.363,1401.1,2.3525809104976645,0.072,0,NA
2018-04-30T14:39:40Z,0.6,14.172,0.5265,1.1572,34.987,27.416308,9.2843,90.447,7.158,298.225,653.13,2.3648068221722895,0.064,0,NA
2018-04-30T14:39:40Z,1,14.1616,0.5162,1.3392,34.774,27.232914,9.2139,89.715,7.088,300.902,669.34,2.350147858994345,0.081,0,NA
2018-04-30T14:39:40Z,1.3,14.1434,0.5294,1.2368,34.778,27.229431,9.2909,90.446,7.134,304.9844,568.62,2.351518919506917,0.052,0,NA
2018-04-30T14:39:40Z,1.6,14.1285,0.5875,1.3491,34.826,27.257483,9.2781,90.295,7.132,304.4403,361.9,2.355850333304246,0.063,0,NA
2018-04-30T14:39:40Z,2,14.1139,0.6587,1.3126,34.767,27.174653,9.2474,89.892,7.12,305.5657,305.83,2.3524837341467624,0.069,0,NA
2018-04-30T14:39:40Z,2.3,13.9776,0.6521,1.2176,34.829,27.148655,9.2718,89.917,7.108,308.1652,263.67,2.3651718748576758,0.06,0,NA
2018-04-30T14:39:40Z,2.6,13.965,0.6918,1.2514,34.865,27.171497,9.2923,90.102,7.1,308.6675,189.24,2.368521373592601,0.064,0,NA
2018-04-30T14:39:40Z,3,13.6391,0.6926,1.3017,34.888,26.921339,9.2836,89.259,7.09,310.1923,139.43,2.3901275596289113,0.045,0,NA
2018-04-30T14:39:40Z,3.3,13.1468,0.76,1.3256,35.125,26.728924,9.0452,85.937,7.061,309.771,108.65,2.4382531164547214,0.058,0,NA
2018-04-30T14:39:40Z,3.6,11.0374,0.9536,1.3564,36.915,26.295541,8.7973,79.074,7.009,314.1974,85.891,2.7181000673911937,0.062,0,NA
2018-04-30T14:39:40Z,4,9.6818,1.6032,1.2775,37.635,25.998993,8.4687,74.217,6.924,314.5111,65.706,2.879012718315846,0.072,0,NA
2018-04-30T14:39:40Z,4.3,9.0021,3.4782,1.4781,38.011,25.686629,8.3203,71.617,6.872,315.7812,51.569,2.9650345703359395,0.073,0,NA
2018-04-30T14:39:40Z,4.6,8.395,4.8804,1.7351,38.285,25.553614,8.5286,72.675,6.824,320.6288,39.877,3.039136981396941,0.065,0,NA
2018-04-30T14:39:40Z,5,8.2838,6.1977,1.7021,38.341,25.496472,8.7068,73.971,6.778,319.7078,29.145,3.0534313395363646,0.062,0,NA
2018-04-30T14:39:40Z,5.3,8.2022,6.3835,1.7107,38.351,25.4571,8.8188,74.814,6.737,320.5318,20.332,3.061327256838075,0.074,0,NA
2018-04-30T14:39:40Z,5.6,8.1805,6.6955,1.9271,38.378,25.455614,8.8515,75.043,6.696,322.7285,14.242,3.065487697044922,0.099,0,NA
2018-04-30T14:39:40Z,6,8.1558,6.6747,1.6649,38.397,25.467398,8.875,75.241,6.67,323.3923,10.833,3.069233638874666,0.072,0,NA
2018-04-30T14:39:40Z,6.3,8.1557,6.8384,1.7243,38.386,25.455502,8.8695,75.185,6.646,325.7262,8.143,3.0682915479608,0.092,0,NA
2018-04-30T14:39:40Z,6.6,8.1538,6.8379,1.6884,38.41,25.46991,8.8638,75.132,6.636,323.6191,6.0788,3.0704805926254166,0.068,0,NA
2018-04-30T14:39:40Z,7,8.1419,6.9249,1.7702,38.398,25.453312,8.8656,75.126,6.63,325.367,4.4939,3.0704796703905703,0.055,0,NA
2018-04-30T14:39:40Z,7.3,8.1386,6.9649,1.7218,38.385,25.441893,8.8566,75.044,6.616,327.1488,3.2093,3.069645019237438,0.083,0,NA
2018-04-30T14:39:40Z,7.6,8.1382,6.9662,1.8542,38.426,25.470733,8.849,74.984,6.611,329.6851,2.377,3.0731501724214256,0.065,0,NA
2018-04-30T14:39:40Z,8,8.1402,7.2157,1.6887,38.423,25.468216,8.8504,74.994,6.6,330.1561,1.7284,3.0727045512086852,0.059,0,NA
2018-04-30T14:39:40Z,8.3,8.1392,7.2802,1.786,38.436,25.477453,8.8506,74.997,6.59,329.9878,1.2582,3.0738806127771023,0.07,0,NA
2018-04-30T14:39:40Z,8.6,8.1408,7.1861,1.767,38.342,25.414999,8.832,74.839,6.582,329.6448,0.91184,3.06573133500133,0.078,0,NA
2018-04-30T14:39:40Z,9,8.1391,7.1078,1.916,38.341,25.414066,8.8446,74.947,6.573,331.4971,0.68409,3.0657781332828553,0.075,0,NA
2018-04-30T14:39:40Z,9.3,8.1396,7.0771,1.8878,38.365,25.42919,8.8663,75.128,6.566,331.7884,0.49758,3.0677586280457496,0.072,0,NA
2018-04-30T21:04:05Z,0.1,15.2336,0.3362,1.2892,34.948,28.162112,7.64,76.243,7.223,323.9848,1195.4,2.299306507714701,-0.036,0,NA
2018-04-30T21:04:05Z,0.3,15.3693,0.331,1.31,34.764,28.040019,9.4687,94.571,7.191,324.9607,657.46,2.278683699717123,0.088,0,NA
2018-04-30T21:04:05Z,0.6,15.2107,0.3523,1.2832,34.755,27.942763,9.5038,94.657,7.186,327.9192,547,2.287137013442404,0.092,0,NA
2018-04-30T21:04:05Z,1,15.0933,0.4573,1.3522,34.72,27.814792,9.5061,94.386,7.181,329.2309,428.25,2.291442208847449,0.117,0,NA
2018-04-30T21:04:05Z,1.3,14.9745,0.6534,1.269,34.74,27.747443,9.4684,93.769,7.185,330.6868,315.88,2.299710461511847,0.1,0,NA
2018-04-30T21:04:05Z,1.6,14.8801,0.5966,1.249,34.756,27.718029,9.4789,93.75,7.169,330.5576,219.25,2.306315773512414,0.106,0,NA
2018-04-30T21:04:05Z,2,14.5657,0.6406,1.3226,34.641,27.228874,9.4913,92.707,7.167,331.3343,184.77,2.31659388416255,0.099,0,NA
2018-04-30T21:04:05Z,2.3,13.9168,0.6816,1.3024,34.669,26.903615,9.3794,90.614,7.156,332.23630000000003,144.45,2.3573213894825145,0.103,0,NA
2018-04-30T21:04:05Z,2.6,12.8236,0.8206,1.4468,35.523,26.50454,9.3492,87.359,7.124,334.8821,112.77,2.4885054569074647,0.11,0,NA
2018-04-30T21:04:05Z,3,11.4832,1.2252,1.2907,36.6,26.501863,8.7989,80.175,7.068,335.5958,87.115,2.6614254597689073,0.105,0,NA
2018-04-30T21:04:05Z,3.3,10.7979,1.5513,1.2379,37.056,26.39004,8.7487,78.622,7.022,334.7726,66.442,2.7468677238909964,0.109,0,NA
2018-04-30T21:04:05Z,3.6,10.164,1.9156,1.2819,37.385,26.169579,8.4983,75.291,6.969,338.4724,49.973,2.8210541320682214,0.099,0,NA
2018-04-30T21:04:05Z,4,9.3011,3.2105,1.3148,37.994,25.625401,8.5929,73.848,6.928,338.8329,38.505,2.9390483309387587,0.122,0,NA
2018-04-30T21:04:05Z,4.3,8.3081,4.4377,1.5062,38.39,25.512752,8.6991,73.869,6.88,342.5887,29.003,3.055511942211916,0.134,0,NA
2018-04-30T21:04:05Z,4.6,8.2312,6.0481,1.866,38.374,25.481383,9.0491,76.79,6.836,343.4263,21.471,3.0607959017472726,0.148,0,NA
2018-04-30T21:04:05Z,5,8.1914,5.4561,1.7198,38.41,25.496373,8.9722,76.115,6.809,342.9261,15.839,3.067290197271183,0.135,0,NA
2018-04-30T21:04:05Z,5.3,8.1886,5.6292,1.8652,38.369,25.471995,8.9652,76.063,6.773,342.8378,11.673,3.064036107686432,0.134,0,NA
2018-04-30T21:04:05Z,5.6,8.1974,5.6825,1.764,38.416,25.509997,8.9844,76.242,6.756,344.4945,8.6943,3.0672465332170358,0.107,0,NA
2018-04-30T21:04:05Z,6,8.1876,6.1092,1.8854,38.377,25.469718,8.9634,76.028,6.734,345.9244,6.0348,3.06476847049358,0.123,0,NA
2018-04-30T21:04:05Z,6.3,8.1761,6.1148,1.946,38.344,25.441763,8.9577,75.967,6.71,346.2004,4.4869,3.0629488704906263,0.165,0,NA
2018-04-30T21:04:05Z,6.6,8.1754,6.2489,1.9067,38.387,25.470844,8.9652,76.031,6.71,345.0355,3.2645,3.066645409049475,0.122,0,NA
2018-04-30T21:04:05Z,7,8.1743,7.0778,1.7314,38.372,25.458367,8.9707,76.073,6.692,346.1791,2.4269,3.0654510294809345,0.133,0,NA
2018-04-30T21:04:05Z,7.3,8.1719,7.5834,1.7024,38.413,25.486084,8.9425,75.834,6.694,347.2894,1.7325,3.0691258487750823,0.128,0,NA
2018-04-30T21:04:05Z,7.6,8.1712,7.7576,1.9571,38.349,25.443037,8.9572,75.957,6.679,347.9081,1.3312,3.063734434605335,0.148,0,NA
2018-04-30T21:04:05Z,8,8.1709,7.1445,1.6961,38.391,25.470857,8.9542,75.932,6.675,348.3485,0.92573,3.067310705823511,0.132,0,NA
2018-04-30T21:04:05Z,8.3,8.1724,7.5086,1.95,38.347,25.443027,8.9308,75.735,6.66,348.4592,0.68387,3.0634266881477163,0.141,0,NA
2018-04-30T21:04:05Z,8.6,8.1717,7.3271,1.9738,38.369,25.457006,8.9397,75.81,6.656,348.9327,0.52835,3.0653394019915594,0.145,0,NA
2018-04-30T21:04:05Z,9,8.171,7.017,1.9683,38.347,25.44178,8.9237,75.673,6.642,349.3554,0.39683,3.063515614087618,0.18,0,NA
2018-04-30T21:04:05Z,9.3,8.1728,7.1483,1.9053,38.39,25.469601,8.9271,75.7,6.647,349.4153,0.32256,3.066996137662051,0.138,0,NA
2018-05-04T17:50:57Z,0.1,19.5629,0.4115,0.5757,35.155,31.30807,8.8077,95.967,7.336,349.5555,914.58,2.0829917724270124,0.034,0,NA
2018-05-04T17:50:57Z,0.3,19.3437,0.4877,0.6733,35.067,31.037411,8.8345,95.73,7.403,348.6064,186.43,2.0881775117691,0.047,0,NA
2018-05-04T17:50:57Z,0.6,17.653,0.5368,0.5857,34.925,29.605185,8.8005,91.788,7.34,356.6693,313.04,2.1647117464088845,0.059,0,NA
2018-05-04T17:50:57Z,1,16.6785,0.7124,0.811,34.794,28.865044,9.2704,94.882,7.304,356.4221,295.69,2.207868868252211,0.071,0,NA
2018-05-04T17:50:57Z,1.3,16.011,0.8088,0.7769,34.803,28.47509,9.2794,93.835,7.296,353.587,210.34,2.245143412829892,0.053,0,NA
2018-05-04T17:50:57Z,1.6,15.7267,0.9162,0.9641,34.963,28.458487,9.2121,92.735,7.269,358.9992,272.02,2.272092062919699,0.062,0,NA
2018-05-04T17:50:57Z,2,15.309,0.9386,0.8438,35,28.148758,9.1958,91.614,7.235,357.2427,398.3,2.298522621782679,0.056,0,NA
2018-05-04T17:50:57Z,2.3,14.8617,0.9831,0.7905,34.895,27.688415,9.3248,91.825,7.18,356.6344,305.17,2.31716038877655,0.115,0,NA
2018-05-04T17:50:57Z,2.6,14.3548,1.0407,0.8206,34.937,27.452871,9.3433,91.239,7.187,358.6231,251.6,2.3501620433209607,0.035,0,NA
2018-05-04T17:50:57Z,3,13.4197,0.9672,0.8358,35.25,27.033871,9.1169,87.196,7.173,356.9179,169.11,2.4301992418507607,0.047,0,NA
2018-05-04T17:50:57Z,3.3,12.4211,1.092,0.726,36.282,27.096718,8.6615,80.997,7.103,360.9364,161.82,2.5720049191584913,0.048,0,NA
2018-05-04T17:50:57Z,3.6,11.5081,0.9642,0.9839,37.281,27.095391,8.1487,74.48,6.988,363.0757,122.33,2.7122292136362196,0.056,0,NA
2018-05-04T17:50:57Z,4,10.1153,0.7545,0.7981,38.329,26.680622,7.6618,67.568,6.867,364.5717,92.262,2.9006829678242765,0.104,0,NA
2018-05-04T17:50:57Z,4.3,9.3695,0.98740000000000006,1.1222,38.674,26.504426,7.5195,65.47,6.843,367.5556,80.45,2.989306430799119,0.072,0,NA
2018-05-04T17:50:57Z,4.6,8.7734,1.0238,1.0877,39.015,26.333169,8.6681,74.538,6.808,366.9779,70.704,3.067948357890218,0.088,0,NA
2018-05-04T17:50:57Z,5,8.7247,1.7864,1.6139,39.014,26.312266,8.8473,76.029,6.77,367.2236,56.194,3.072044829388476,0.081,0,NA
2018-05-04T17:50:57Z,5.3,8.6704,1.9489,1.8042,38.923,26.205317,8.851,75.955,6.743,368.9975,41.716,3.0690863700106368,0.061,0,NA
2018-05-04T17:50:57Z,5.6,8.5968,2.1815,1.6474,39.024,26.224749,9.0698,77.714,6.708,371.9597,33.424,3.0839186713019626,0.092,0,NA
2018-05-04T17:50:57Z,6,8.5743,2.6089,1.9625,38.961,26.161106,9.1517,78.364,6.692,369.7256,25.438,3.080557376042673,0.083,0,NA
2018-05-04T17:50:57Z,6.3,8.5549,4.2785,2.009,38.95,26.13878,9.2124,78.847,6.665,374.6076,19.29,3.0812980225332587,0.091,0,NA
2018-05-04T17:50:57Z,6.6,8.5462,4.4724,1.9334,38.937,26.124917,9.2204,78.904,6.66,373.8827,14.998,3.0809432489006303,0.07,0,NA
2018-05-04T17:50:57Z,7,8.5465,4.882,1.8847,38.903,26.099532,9.2192,78.886,6.641,371.7298,11.193,3.07803990967706,0.082,0,NA
2018-05-04T17:50:57Z,7.3,8.5398,4.9304,1.9166,38.906,26.099636,9.2474,79.124,6.619,373.5894,8.3532,3.0788567876062154,0.093,0,NA
