Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR_umolm2s,Desc_rate,Flag,Reservoir,Site
2022-02-24T08:01:48Z,-0.034,5.1548,6.8806,3.8895,32.089,19.35312,10.3569,82.275,6.304,338.2781,27.172,0.007,0,BVR,50
2022-02-24T08:01:48Z,-0.029,5.1578,6.8682,3.9344,31.734,19.133794,10.3347,82.761,6.317,337.8871,25.943,0.003,0,BVR,50
2022-02-24T08:01:48Z,-0.024,5.1619,6.8337,3.8783,31.531,19.012836,10.3434,83.01,6.327,337.1037,25.405,-0.001,0,BVR,50
2022-02-24T08:01:48Z,-0.025,5.1652,6.8125,3.8256,31.551,19.031141,10.3866,82.993,6.336,336.5497,25.938,-0.004,0,BVR,50
2022-02-24T08:01:48Z,-0.033,5.1555,6.8117,3.844,31.872,19.228406,10.4638,82.798,6.346,336.5226,26.511,-0.005,0,BVR,50
2022-02-24T08:01:48Z,-0.041,5.1406,6.7327,3.8957,32.218,19.433715,10.544,82.532,6.355,336.6897,26.95,-0.005,0,BVR,50
2022-02-24T08:01:48Z,-0.043,5.146,6.5742,3.9038,32.104,19.359181,10.5725,82.291,6.365,336.85,26.655,-0.004,0,BVR,50
2022-02-24T08:01:48Z,-0.038,5.1595,6.4845,3.8735,31.763,19.150944,10.5618,82.111,6.376,336.8261,25.519,-0.002,0,BVR,50
2022-02-24T08:01:48Z,-0.032,5.1673,6.4881,3.8714,31.626,19.070262,10.5305,81.93,6.387,336.6593,24.576,0,0,BVR,50
2022-02-24T08:01:48Z,-0.032,5.1615,6.5596,3.8776,31.635,19.080645,10.4931,81.664,6.397,336.7259,24.448,0.001,0,BVR,50
2022-02-24T08:01:48Z,-0.035,5.1461,6.6663,3.8809,31.529,19.023042,10.4649,81.34,6.406,336.8574,24.961,-0,0,BVR,50
2022-02-24T08:01:48Z,-0.038,5.1425,6.7126,3.877,31.386,18.944052,10.4454,81.055,6.416,336.7863,25.384,-0.001,0,BVR,50
2022-02-24T08:01:48Z,-0.039,5.1474,6.7041,3.8644,31.391,18.94929,10.4285,80.89,6.426,336.5542,25.427,0,0,BVR,50
2022-02-24T08:01:48Z,-0.039,5.1551,6.6884,3.933,31.416,18.959653,10.3892,80.838,6.436,336.1165,26.833,0.004,0,BVR,50
2022-02-24T08:01:48Z,-0.038,5.1662,6.6727,4.0585,31.4,18.942627,10.34,80.792,6.443,335.6231,29.845,0.01,0,BVR,50
2022-02-24T08:01:48Z,-0.034,5.1799,6.6632,4.1172,31.501,18.99687,10.2965,80.677,6.45,335.3209,30.679,0.015,0,BVR,50
2022-02-24T08:01:48Z,-0.029,5.1859,6.6653,4.1311,31.593,19.045239,10.2727,80.52,6.46,335.3883,28.174,0.019,0,BVR,50
2022-02-24T08:01:48Z,-0.023,5.1749,6.7485,4.09,31.458,18.957179,10.2765,80.37,6.471,336.6096,24.825,0.019,0,BVR,50
2022-02-24T08:01:48Z,-0.015,5.1605,6.9029,3.9955,31.231,18.819207,10.2792,80.332,6.483,338.5587,22.348,0.017,0,BVR,50
2022-02-24T08:01:48Z,-0.008,5.1526,6.9848,3.946,31.144,18.77098,10.262,80.466,6.492,338.7365,21.325,0.017,0,BVR,50
2022-02-24T08:01:48Z,-0.006,5.1408,6.9895,3.901,31.216,18.817592,10.2457,80.676,6.497,337.0377,20.668,0.023,0,BVR,50
2022-02-24T08:01:48Z,-0.008,5.1248,6.9756,3.8607,31.209,18.812552,10.225,80.86,6.502,336.0007,19.439,0.039,0,BVR,50
2022-02-24T08:01:48Z,-0.008,5.1233,6.8752,3.8688,31.247,18.836761,10.2135,80.92,6.509,336.3506,18.32,0.07,0,BVR,50
2022-02-24T08:01:48Z,0.005,5.1359,6.6999,3.8625,31.903,19.237026,10.2381,80.866,6.516,337.0522,17.27,0.111,0,BVR,50
2022-02-24T08:01:48Z,0.033,5.1453,6.5951,3.8193,33.017,19.913713,10.2628,80.823,6.525,337.515,16.595,0.149,0,BVR,50
2022-02-24T08:01:48Z,0.083,5.1364,6.5733,3.8233,33.666,20.302018,10.2955,80.81,6.535,337.7298,15.732,0.172,0,BVR,50
2022-02-24T08:01:48Z,0.161,5.1373,6.5198,3.8768,33.737,20.32025,10.305,80.814,6.544,337.8424,14.19,0.175,0,BVR,50
2022-02-24T08:01:48Z,0.236,5.149,6.4219,3.8857,33.714,20.260862,10.2819,80.845,6.553,338.0161,13.387,0.158,0,BVR,50
2022-02-24T08:01:48Z,0.276,5.1553,6.3643,3.8631,33.716,20.21758,10.2789,80.909,6.56,338.282,13.209,0.124,0,BVR,50
2022-02-24T08:01:48Z,0.288,5.1651,6.3561,3.8764,33.702,20.177085,10.2746,81.014,6.566,338.4755,13.201,0.081,0,BVR,50
2022-02-24T08:01:48Z,0.288,5.1296,6.389,3.9788,33.695,20.151402,10.2828,81.109,6.572,338.5487,13.46,0.04,0,BVR,50
2022-02-24T08:01:48Z,0.283,5.0435,6.4547,4.076,33.731,20.160483,10.3113,81.096,6.577,338.5651,13.659,0.011,0,BVR,50
2022-02-24T08:01:48Z,0.279,4.9724,6.4852,4.062,33.744,20.16015,10.3355,80.947,6.583,338.588,13.719,-0.001,0,BVR,50
2022-02-24T08:01:48Z,0.279,4.9275,6.4826,4.0477,33.731,20.147361,10.3638,80.682,6.589,338.7404,13.714,-0.002,0,BVR,50
2022-02-24T08:01:48Z,0.281,4.8966,6.4977,4.0402,33.712,20.132581,10.3912,80.344,6.595,339.0307,13.611,0,0,BVR,50
2022-02-24T08:01:48Z,0.282,4.8803,6.5263,3.9704,33.674,20.108177,10.3933,79.955,6.601,339.4297,13.465,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.283,4.8701,6.5369,3.8869,33.672,20.10576,10.3765,79.484,6.604,339.7799,13.333,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.284,4.8623,6.5261,3.8172,33.67,20.103351,10.3429,78.935,6.606,339.8238,13.108,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.286,4.8576,6.5119,3.879,33.631,20.079053,10.2972,78.369,6.608,339.702,12.858,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.287,4.8555,6.4989,4.0534,33.611,20.065436,10.2533,77.843,6.611,339.6835,12.762,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.287,4.8544,6.4849,4.1151,33.614,20.065436,10.1915,77.345,6.615,339.7723,12.728,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.288,4.853,6.4757,4.0777,33.64,20.079043,10.1191,76.835,6.619,340.0011,12.653,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.289,4.8508,6.4714,4.0465,33.685,20.103227,10.0426,76.314,6.622,340.299,12.59,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.29,4.8485,6.4827,4.0107,33.692,20.104379,9.9775,75.819,6.625,340.5353,12.572,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.292,4.8458,6.5212,3.9519,33.678,20.092973,9.9174,75.404,6.628,340.7928,12.633,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8426,6.5462,3.8827,33.681,20.092039,9.8518,75.048,6.633,341.0892,12.732,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8389,6.5351,3.8571,33.689,20.093096,9.7853,74.704,6.637,341.2793,12.807,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8343,6.5196,3.8819,33.716,20.105751,9.7177,74.372,6.641,341.3714,12.838,0.001,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8297,6.5087,3.9084,33.743,20.11831,9.6679,74.044,6.644,341.6002,12.868,0,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8249,6.4957,3.905,33.748,20.118205,9.6275,73.711,6.647,341.8949,12.886,0,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.82,6.4866,3.8741,33.729,20.104486,9.5822,73.376,6.651,342.0089,12.862,0,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8151,6.4901,3.8768,33.692,20.079159,9.542,73.036,6.653,342.0319,12.829,-0.001,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8104,6.4967,3.9031,33.673,20.065438,9.5024,72.715,6.656,342.0875,12.773,-0.001,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8058,6.4908,3.8852,33.678,20.065313,9.4588,72.421,6.66,342.2507,12.774,0,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.8013,6.4861,3.8653,33.704,20.077654,9.4193,72.144,6.664,342.4558,12.877,0,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.7972,6.5066,3.9354,33.726,20.087918,9.3737,71.874,6.667,342.6745,12.961,0.001,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.793,6.5387,4.0491,33.688,20.062675,9.3334,71.581,6.669,342.9163,13.006,0.001,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.7887,6.5491,4.1129,33.632,20.025905,9.2983,71.266,6.671,343.057,13.079,0.001,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.7843,6.5411,4.0929,33.633,20.023516,9.2625,70.963,6.674,343.1711,13.17,0.001,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.7799,6.5341,4.0124,33.656,20.033791,9.2319,70.707,6.678,343.3491,13.215,0.001,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.7756,6.5471,3.9592,33.644,20.023404,9.195,70.487,6.679,343.6602,13.224,0,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.7708,6.5814,3.9277,33.651,20.02466,9.1536,70.27,6.679,344.0084,13.257,0,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.766,6.5994,3.8704,33.696,20.048966,9.1138,70.035,6.681,344.1172,13.242,-0.001,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.7614,6.5902,3.847,33.726,20.063829,9.0825,69.77,6.683,344.1153,13.229,-0.001,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.7569,6.5695,3.8844,33.754,20.077635,9.058,69.486,6.686,344.3295,13.293,0,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.7524,6.55,3.912,33.778,20.089165,9.0308,69.215,6.687,344.5558,13.368,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.293,4.7481,6.545,3.9073,33.761,20.076503,9.0036,68.977,6.685,344.5284,13.404,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.294,4.7439,6.5433,3.8618,33.724,20.051264,8.9692,68.756,6.684,344.4286,13.399,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.297,4.7398,6.5373,3.8412,33.705,20.03746,8.9325,68.553,6.684,344.4679,13.417,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.299,4.7361,6.5383,3.8962,33.708,20.03633,8.8966,68.376,6.685,344.5728,13.475,0.006,0,BVR,50
2022-02-24T08:01:48Z,0.299,4.732,6.5392,3.9117,33.716,20.037596,8.8685,68.19,6.686,344.5788,13.54,0.007,0,BVR,50
2022-02-24T08:01:48Z,0.3,4.7276,6.5318,3.8577,33.746,20.052762,8.8422,67.998,6.687,344.7121,13.589,0.008,0,BVR,50
2022-02-24T08:01:48Z,0.302,4.7233,6.5319,3.8246000000000002,33.818,20.092971,8.8132,67.804,6.686,345.0662,13.639,0.008,0,BVR,50
2022-02-24T08:01:48Z,0.305,4.7189,6.5401,3.8533,33.907,20.143558,8.7972,67.586,6.683,345.3331,13.643,0.008,0,BVR,50
2022-02-24T08:01:48Z,0.308,4.7147,6.5402,3.897,33.933,20.157488,8.7717,67.357,6.68,345.3573,13.549,0.007,0,BVR,50
2022-02-24T08:01:48Z,0.312,4.7104,6.5328,3.9093,33.898,20.134665,8.7475,67.126,6.679,345.2736,13.443,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.313,4.7062,6.5421,3.8995,33.879,20.121069,8.7266,66.903,6.68,345.3529,13.35,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.311,4.7025,6.5772,3.88,33.882,20.119833,8.6967,66.708,6.683,345.6279,13.33,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.31,4.7005,6.5994,3.8454,33.888,20.119721,8.6683,66.553,6.686,345.8451,13.404,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.31,4.6991,6.5948,3.8222,33.893,20.119709,8.6384,66.426,6.69,345.8287,13.432,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.311,4.6952,6.588,3.8383,33.898,20.119689,8.6095,66.287,6.694,345.7734,13.438,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.313,4.6895,6.5838,3.8701,33.902,20.119472,8.5846,66.114,6.696,345.8646,13.477,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.315,4.6841,6.5858,3.899,33.902,20.117083,8.5664,65.911,6.698,345.8993,13.527,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.315,4.6793,6.5946,3.8809,33.862,20.090795,8.554,65.712,6.698,345.8488,13.601,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.314,4.6753,6.5903,3.8217,33.807,20.055081,8.5374,65.568,6.7,345.9422,13.684,0.001,0,BVR,50
2022-02-24T08:01:48Z,0.314,4.672,6.5845,3.8669,33.83,20.065458,8.5159,65.447,6.703,346.1679,13.722,0.001,0,BVR,50
2022-02-24T08:01:48Z,0.314,4.6683,6.5989,4.017,33.875,20.089528,8.4895,65.289,6.707,346.4266,13.721,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.315,4.6642,6.6066,4.0986,33.885,20.092653,8.4604,65.122,6.711,346.6616,13.699,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.317,4.66,6.5946,4.0682,33.906,20.103239,8.4443,64.956,6.716,346.7723,13.679,0.003,0,BVR,50
2022-02-24T08:01:48Z,0.319,4.6555,6.5617,3.9571,33.889,20.090792,8.437,64.789,6.721,346.8186,13.684,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.319,4.6513,6.5165,3.8477,33.857,20.068892,8.4112,64.628,6.726,346.9626,13.707,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.319,4.6478,6.4978,3.839,33.9,20.091899,8.3915,64.443,6.729,347.1375,13.741,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.319,4.6442,6.4935,3.8529,33.943,20.115506,8.3731,64.268,6.731,347.2121,13.746,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.321,4.6407,6.5239,3.8446,33.921,20.10086,8.3464,64.064,6.734,347.1761,13.736,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.324,4.6366,6.6071,3.8408,33.824,20.041536,8.3364,63.874,6.739,347.133,13.761,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.326,4.6334,6.659,3.8069,33.381,19.778426,8.3028,63.804,6.742,347.2932,13.805,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.327,4.6301,6.6598,3.8102,32.171,19.073978,8.2881,63.8,6.745,347.4787,13.857,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.327,4.6281,6.625,3.8472,30.565,18.177144,8.2641,64.072,6.747,347.3962,13.911,-0.003,0,BVR,50
2022-02-24T08:01:48Z,0.327,4.6242,6.5635,3.8432,29.453,17.615344,8.2211,65.029,6.75,347.2423,14.015,-0.007,0,BVR,50
2022-02-24T08:01:48Z,0.326,4.6226,6.5317,3.8654,28.955,17.413484,8.2335,67.164,6.755,347.4244,14.274,-0.007,0,BVR,50
2022-02-24T08:01:48Z,0.321,4.617,6.5313,3.8763,28.699,17.320482,8.2163,70.964,6.761,347.9638,14.71,-0.003,0,BVR,50
2022-02-24T08:01:48Z,0.313,4.6974,6.5335,3.8386,28.529,17.2512,8.2139,76.224,6.763,348.2577,15.093,0.002,0,BVR,50
2022-02-24T08:01:48Z,0.311,4.9143,6.5334,3.8526,28.43,17.209389,8.2767,82.01,6.763,347.9657,15.2,0.006,0,BVR,50
2022-02-24T08:01:48Z,0.319,5.0971,6.5309,3.9094,28.393,17.195098,8.4681,87.254,6.766,347.5307,15.163,0.011,0,BVR,50
2022-02-24T08:01:48Z,0.331,5.1886,6.5364,3.9447,28.406,17.205127,8.9465,91.314,6.772,347.3863,15.182,0.019,0,BVR,50
2022-02-24T08:01:48Z,0.338,5.2423,6.5418,3.9378,28.403,17.203944,9.6473,93.993,6.779,347.5108,15.329,0.03,0,BVR,50
2022-02-24T08:01:48Z,0.337,5.2704,6.5455,3.9282,28.364,17.18079,10.4299,95.349,6.781,347.7453,15.483,0.041,0,BVR,50
2022-02-24T08:01:48Z,0.339,5.2824,6.573,3.9659,28.361,17.178598,11.1195,95.808,6.776,347.8987,15.394,0.051,0,BVR,50
2022-02-24T08:01:48Z,0.354,5.2831,6.5998,3.9834,28.359,17.177436,11.6341,95.781,6.771,347.9889,15,0.057,0,BVR,50
2022-02-24T08:01:48Z,0.382,5.2838,6.5866,3.9349,28.34,17.166737,11.9822,95.531,6.768,348.0614,14.505,0.063,0,BVR,50
2022-02-24T08:01:48Z,0.41,5.2853,6.4885,3.8912,28.354,17.175952,12.1226,95.279,6.766,348.0866,14.179,0.069,0,BVR,50
2022-02-24T08:01:48Z,0.427,5.2829,6.3374,3.9002,28.33,17.162137,12.1637,95.051,6.765,348.2072,14.075,0.071,0,BVR,50
2022-02-24T08:01:48Z,0.436,5.2835,6.2579,3.9068,28.268,17.126418,12.1544,94.791,6.767,348.23,14.007,0.069,0,BVR,50
2022-02-24T08:01:48Z,0.447,5.2869,6.2509,3.8686,28.259,17.124218,12.1039,94.525,6.771,348.1043,13.839,0.069,0,BVR,50
2022-02-24T08:01:48Z,0.465,5.2867,6.3196,3.8141,28.273,17.135537,12.076,94.302,6.775,348.1497,13.626,0.073,0,BVR,50
2022-02-24T08:01:48Z,0.485,5.2874,6.4471,3.7937,28.272,17.136565,12.0508,94.102,6.775,348.2629,13.43,0.08,0,BVR,50
2022-02-24T08:01:48Z,0.509,5.291,6.5121,3.8272,28.271,17.136649,12.0145,93.892,6.772,348.3543,13.226,0.085,0,BVR,50
2022-02-24T08:01:48Z,0.535,5.2976,6.5217,3.8433,28.27,17.136553,11.9747,93.681,6.762,348.652,12.988,0.084,0,BVR,50
2022-02-24T08:01:48Z,0.561,5.3037,6.5301,3.8174,28.266,17.135412,11.947,93.466,6.748,349.0238,12.756,0.077,0,BVR,50
2022-02-24T08:01:48Z,0.583,5.3061,6.5633,3.822,28.245,17.122855,11.9232,93.25,6.738,349.0643,12.549,0.065,0,BVR,50
2022-02-24T08:01:48Z,0.598,5.3061,6.6236,3.8643,28.227,17.111431,11.895,93.079,6.737,348.8837,12.357,0.049,0,BVR,50
2022-02-24T08:01:48Z,0.608,5.3076,6.652,3.885,28.25,17.123998,11.8679,92.987,6.744,348.6461,12.172,0.031,0,BVR,50
2022-02-24T08:01:48Z,0.612,5.3103,6.6493,3.8679,28.292,17.148093,11.8413,92.965,6.756,348.4283,12,0.015,0,BVR,50
2022-02-24T08:01:48Z,0.612,5.3112,6.6076,3.8622,28.297,17.14934,11.81,92.991,6.768,348.4875,11.93,0.004,0,BVR,50
2022-02-24T08:01:48Z,0.608,5.3098,6.5296,3.8841,28.283,17.139067,11.7867,93.018,6.777,348.588,12.011,-0.001,0,BVR,50
2022-02-24T08:01:48Z,0.603,5.3067,6.4892,3.9283,28.304,17.150597,11.7781,92.999,6.786,348.5253,12.158,-0.004,0,BVR,50
2022-02-24T08:01:48Z,0.601,5.3032,6.4854,3.9188,28.324,17.162031,11.7754,92.923,6.797,348.5033,12.251,-0.007,0,BVR,50
2022-02-24T08:01:48Z,0.604,5.3009,6.4753,3.8369,28.306,17.150597,11.7832,92.806,6.807,348.4944,12.284,-0.009,0,BVR,50
2022-02-24T08:01:48Z,0.606,5.298,6.4503,3.8265,28.29,17.139069,11.7894,92.699,6.815,348.5037,12.366,-0.009,0,BVR,50
2022-02-24T08:01:48Z,0.603,5.2952,6.4248,3.8611,28.31,17.149351,11.7882,92.634,6.822,348.7014,12.533,-0.005,0,BVR,50
2022-02-24T08:01:48Z,0.594,5.295,6.416,3.8452,28.31,17.148209,11.7781,92.583,6.827,349.0774,12.717,0.005,0,BVR,50
2022-02-24T08:01:48Z,0.587,5.2949,6.3521,3.8051,28.273,17.125255,11.7609,92.561,6.827,349.3506,12.799,0.019,0,BVR,50
2022-02-24T08:01:48Z,0.591,5.2913,6.2191,3.8208,28.27,17.125245,11.7449,92.589,6.82,349.3372,12.701,0.036,0,BVR,50
2022-02-24T08:01:48Z,0.606,5.287,6.1474,3.8978,28.303,17.148083,11.7425,92.588,6.807,349.3461,12.504,0.053,0,BVR,50
2022-02-24T08:01:48Z,0.631,5.2846,6.1425,3.917,28.298,17.147969,11.7352,92.533,6.789,349.4583,12.279,0.068,0,BVR,50
2022-02-24T08:01:48Z,0.657,5.2836,6.2017,3.8819,28.255,17.123873,11.7289,92.555,6.774,349.4898,12.048,0.077,0,BVR,50
2022-02-24T08:01:48Z,0.679,5.2877,6.3312,3.8832,28.227,17.110163,11.7378,92.706,6.771,349.5534,11.833,0.077,0,BVR,50
