attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Flag_EXOCond_uScm_1.5	Data flag for EXO2 conductivity data at 1.5 meters depth (EXOCond_uScm_1.5)	categorical 			NA	value is missing
Flag_EXOSpCond_uScm_1.5	Data flag for EXO2 specific conductance data at 1.5 meters depth (EXOSpCond _uScm_1.5)	categorical 			NA	value is missing
Flag_EXOTDS_mgL_1.5	Data flag for EXO2 total dissolved solids data at 1.5 meters depth (EXOTDS_mgL_1.5)	categorical 			NA	value is missing
Flag_EXODOsat_percent_1.5	Data flag for EXO2 DO saturation at 1.5 meters depth (EXODOsat_percent_1.5)	categorical 			NA	value is missing
Flag_EXODO_mgL_1.5	Data flag for EXO2 DO data in mgL at 1.5 meters depth (EXODO_mgL_1.5)	categorical 			NA	value is missing
Flag_EXOChla_RFU_1.5	Data flag for EXO2 chlorophyll data in RFU at 1.5 meters depth (EXOChla_RFU_1.5)	categorical 			NA	value is missing
Flag_EXOChla_ugL_1.5	Data flag for EXO2 chlorophyll data in ugL at 1.5 meters depth (EXOChla_ugL_1.5)	categorical 			NA	value is missing
Flag_EXOBGAPC_RFU_1.5	Data flag for EXO2 phycocyanin data in RFU at 1.5 meters depth (EXOBGAPC_RFU_1.5)	categorical 			NA	value is missing
Flag_EXOBGAPC_ugL_1.5	Data flag for EXO2 phycocyanin data in ugL at 1.5 meters depth (EXOBGAPC _ugL_1.5)	categorical 			NA	value is missing
Flag_EXOfDOM_RFU_1.5	Data flag for EXO2 fluorescent dissolved organic matter data in RFU at 1.5 meters depth (EXOfDOM_RFU_1.5)	categorical 			NA	value is missing
Flag_EXOfDOM_QSU_1.5	Data flag for EXO2 fluorescent dissolved organic matter data in QSU at 1.5 meters depth (EXO2fDOM_QSU_1.5)	categorical 			NA	value is missing
Flag_EXOTurbidity_FNU_1.5	Data flag for EXO2 turbidity data in FNU at 1.5 meters depth (EXOTurbidity_FNU_1.5)	categorical 			NA	value is missing
Flag_EXOPressure_psi	Data flag for EXO2 pressure sensor in psi (EXOPressure_psi)	categorical 			NA	value is missing
Flag_EXODepth_m	Data flag for EXO2 depth sensor in meters (EXODepth_m)	categorical 			NA	value is missing
Flag_EXOBattery_V	Data flag for EXO2 battery in volts (EXOBattery_V)	categorical 			NA	value is missing
Flag_EXOCablepower_V	Data flag for EXO2 cable power in volts (EXOCablepower_V)	categorical 			NA	value is missing
Flag_EXOWiper_V	Data flag for EXO2 wiper in volts (EXOWiper_V)	categorical 			NA	value is missing
Flag_LvlPressure_psi_13	Data flag for pressure sensor (LvlPressure_psi_13)	categorical 			NA	value is missing
Flag_LvlTemp_C_13	Data flag for pressure sensor (LvlTemp_C_13)	categorical 			NA	value is missing
