"","Reservoir","Site","Date","Depth_m","Temp_C","DO_mgL","DO_pSat","Cond_uScm","Spec_Cond_uScm","Chla_ugL","Turb_NTU","pH","ORP_mV","PAR_umolm2s","Desc_rate","Flag_Temp","Flag_DO","Flag_Cond","Flag_SpecCond","Flag_Chla","Flag_Turb","Flag_pH","Flag_ORP","Flag_PAR","Flag_DescRate"
"3231","FCR",50,2020-11-02 15:25:21,6.6,12.8599,6.1142,57.623,42.082,31.862412,4.1462,8.9473,NA,278.6644,0.12368,0.036,0,0,0,0,0,0,2,0,0,0
"3232","FCR",50,2020-11-04 13:43:23,6.6,11.8117,7.0924,65.825,42.314,31.157109,4.8951,7.0783,NA,307.0194,0.12369,0.029,0,0,0,0,0,0,2,0,0,0
"3233","FCR",50,2020-11-09 10:58:11,6.6,11.7452,6.7114,61.965,42.88,31.515857,3.4925,5.1878,NA,317.5241,0.12368,0.017,0,0,0,0,0,0,2,0,0,0
"3234","FCR",50,2020-12-14 13:20:56,6.6,6.0713,10.5215,84.438,35.442,21.974713,3.4568,2.9967,NA,341.6639,0.76563,0.052,0,0,0,0,0,0,2,0,0,0
"3235","FCR",50,2020-06-18 20:01:02,6.7,9.3097,0.0475,0.554,69.176,47.423589,0,2.1021,6.495,-48.7834,0.12369,0.056,0,0,0,0,0,0,0,0,0,0
"3236","FCR",50,2020-06-22 08:34:20,6.7,9.6423,0.0503,0.545,71.508,49.392007,0.2937,2.3854,6.503,-90.4792,0.12371,0.021,0,0,0,0,0,0,0,0,0,0
"3237","FCR",50,2020-06-25 09:31:50,6.7,9.4978,0.0439,0.523,74.63,51.503612,4.1828,2.3642,6.455,-64.8527,0.21989,0.058,0,0,0,0,0,0,0,0,0,0
"3238","FCR",50,2020-06-28 21:40:34,6.7,9.4678,0.0459,0.523,75.661,52.163371,0.2524,1.6657,6.5,-98.826,0.12372,0.014,0,0,0,0,0,0,0,0,0,0
"3239","FCR",50,2020-06-28 22:41:31,6.7,9.618,0.035,0.529,72.994,50.536785,0.8276,1.8821,6.524,-107.0281,0.12372,0.017,0,0,0,0,0,0,0,0,0,0
"3240","FCR",50,2020-06-29 10:47:05,6.7,9.5994,0.0414,0.591,77.59,53.694813,0.4285,1.5761,6.588,-136.9196,0.2661,0.003,0,0,0,0,0,0,0,0,0,0
"3241","FCR",50,2020-06-29 18:00:17,6.7,9.5285,0.0871,1.176,77.073,53.208582,0,3.3862,6.454,-82.7843,0.12371,0.034,0,0,0,0,0,0,0,0,0,0
"3242","FCR",50,2020-07-02 09:32:25,6.7,9.8468,0.4078,5.09,65.254,45.485385,1.6056,7.7643,6.565,29.7793,0.1235,0.028,0,0,0,0,0,0,0,0,0,0
"3243","FCR",50,2020-07-06 10:24:12,6.7,10.1153,0.0451,0.621,47.595,33.427659,1.6073,8.1876,6.381,131.1371,0.1236,0.014,0,0,0,0,0,0,0,0,0,0
"3244","FCR",50,2020-07-09 09:42:08,6.7,10.2342,0.5482,6.917,44.723,31.518138,2.76,9.389,6.52,168.4694,0.12363,0.035,0,0,0,0,0,0,0,0,0,0
"3245","FCR",50,2020-07-09 15:22:06,6.7,10.4129,0.6593,8.418,45.117,31.954433,2.603,9.0734,6.493,86.4578,0.12348,0.062,0,0,0,0,0,0,0,0,0,0
"3246","FCR",50,2020-07-13 11:08:51,6.7,10.4538,0.6253,7.993,44.811,31.765117,3.8354,10.9922,6.521,191.4888,0.12374,0.038,0,0,0,0,0,0,0,0,0,0
"3247","FCR",50,2020-07-13 13:18:57,6.7,10.4171,0.6271,8.111,44.866,31.781721,3.4781,11.1276,6.348,181.7355,0.12356,0.026,0,0,0,0,0,0,0,0,0,0
"3248","FCR",50,2020-07-17 09:52:45,6.7,10.66,0.941,12.095,45.207,32.241173,3.3585,9.6358,6.984,266.0037,0.12354,0.086,0,0,0,0,0,0,0,0,0,0
"3249","FCR",50,2020-07-23 14:47:15,6.7,10.8915,0.3131,4.096,45.74,32.82996,2.0971,49.8999,6.859,175.0278,0.12364,0.055,0,0,0,0,0,0,0,0,0,0
"3250","FCR",50,2020-07-27 09:24:05,6.7,10.9555,0.1726,2.241,46.286,33.285426,1.5278,8.5058,6.572,166.5665,0.12358,0.018,0,0,0,0,0,0,0,0,0,0
"3251","FCR",50,2020-07-30 14:06:20,6.7,11.0408,0.1408,1.698,46.563,33.565851,1.2312,8.2034,6.89,32.2485,0.12351,0.045,0,0,0,0,0,0,0,0,0,0
"3252","FCR",50,2020-08-03 11:16:39,6.7,11.1392,0.3582,4.643,47.094,34.041743,0.3196,5.8509,6.902,125.8313,0.1236,0.012,0,0,0,0,0,0,0,0,0,0
"3253","FCR",50,2020-08-06 09:42:29,6.7,11.2554,0.7424,9.737,47.433,34.383814,0.9851,6.8975,NA,121.3806,0.12371,0.084,0,0,0,0,0,0,2,0,0,0
"3254","FCR",50,2020-08-10 11:11:15,6.7,11.3707,1.032,13.458,48.541,35.310734,0.0651,8.5803,NA,174.9824,0.12351,0.017,0,0,0,0,0,0,2,0,0,0
"3255","FCR",50,2020-08-17 09:25:40,6.7,11.5368,1.4365,18.881,49.536,36.209886,0.5449,10.7343,NA,151.1162,0.12364,0.012,0,0,0,0,0,0,2,0,0,0
"3256","FCR",50,2020-08-24 08:54:31,6.7,11.7062,1.753,23.168,50.757,37.266112,0,13.9577,NA,115.076,0.12371,0.066,0,0,0,0,0,0,2,0,0,0
"3257","FCR",50,2020-09-02 09:40:29,6.7,11.9214,2.139,28.28,52.606,38.845566,0,13.0035,NA,177.6072,0.12365,0.066,0,0,0,0,0,0,2,0,0,0
"3258","FCR",50,2020-09-03 09:10:45,6.7,11.9281,2.2493,29.801,52.748,38.96318,0,12.9841,NA,173.2514,0.12362,0.034,0,0,0,0,0,0,2,0,0,0
"3259","FCR",50,2020-09-09 13:42:23,6.7,12.0652,2.4107,32.044,54.096,40.102899,0,11.1182,NA,194.952,0.12368,0.041,0,0,0,0,0,0,2,0,0,0
"3260","FCR",50,2020-09-11 09:05:27,6.7,12.1812,2.4445,32.672,54.342,40.382474,0,13.0798,NA,193.0078,0.12364,0.034,0,0,0,0,0,0,2,0,0,0
"3261","FCR",50,2020-09-15 08:20:40,6.7,12.074,1.7036,22.578,54.626,40.499614,0,13.0184,NA,186.6651,0.12368,0.043,0,0,0,0,0,0,2,0,0,0
"3262","FCR",50,2020-09-21 09:17:16,6.7,11.9835,0.303,2.993,56.293,41.649151,0,13.4325,NA,119.4424,0.12371,0.033,0,0,0,0,0,0,2,0,0,0
"3263","FCR",50,2020-09-25 09:25:12,6.7,12.024,0.1197,1.768,63.898,47.319208,0,8.9906,NA,152.9587,0.12381,0.044,0,0,0,0,0,0,2,0,0,0
"3264","FCR",50,2020-09-25 15:53:40,6.7,11.9113,0.0503,0.64,67.064,49.509195,0,9.307,NA,137.2679,0.12365,0.024,0,0,0,0,0,0,2,0,0,0
"3265","FCR",50,2020-09-30 09:19:00,6.7,12.1358,1.445,13.519,58.069,43.131551,0,15.8252,NA,120.0179,0.12378,0.015,0,0,0,0,0,0,2,0,0,0
"3266","FCR",50,2020-10-04 13:07:59,6.7,12.2951,1.4149,18.923,58.922,43.952912,0,20.2999,NA,102.2997,0.12363,0.022,0,0,0,0,0,0,2,0,0,0
"3267","FCR",50,2020-10-06 09:28:34,6.7,12.374,2.1178,19.966,59.142,44.203448,0,23.9707,NA,135.0987,0.1237,0.026,0,0,0,0,0,0,2,0,0,0
"3268","FCR",50,2020-10-13 10:45:52,6.7,12.5897,2.4325,22.781,61.073,45.909668,0,32.0253,NA,169.5805,0.12364,0.054,0,0,0,0,0,0,2,0,0,0
"3269","FCR",50,2020-10-16 14:15:32,6.7,12.6777,2.6353,24.892,61.624,46.442989,0,35.7554,NA,145.9905,0.12375,0.021,0,0,0,0,0,0,2,0,0,0
"3270","FCR",50,2020-10-16 18:29:09,6.7,12.6866,2.6426,24.903,61.611,46.441614,0,35.6711,NA,143.2311,0.12368,0.057,0,0,0,0,0,0,2,0,0,0
"3271","FCR",50,2020-10-16 21:13:15,6.7,12.6887,2.5759,24.48,61.716,46.521865,0,37.0137,NA,139.8402,0.1238,0.021,0,0,0,0,0,0,2,0,0,0
"3272","FCR",50,2020-10-17 01:25:34,6.7,12.6972,2.6665,24.96,61.841,46.627028,0,37.5975,NA,131.4212,0.12372,0.088,0,0,0,0,0,0,2,0,0,0
"3273","FCR",50,2020-10-17 05:25:42,6.7,12.7149,2.5571,23.799,61.861,46.663136,0,37.2616,NA,134.6142,0.1237,0.01,0,0,0,0,0,0,2,0,0,0
"3274","FCR",50,2020-10-17 09:22:30,6.7,12.7111,2.5986,24.701,61.96,46.734242,0,37.3407,NA,143.2307,0.12372,0.035,0,0,0,0,0,0,2,0,0,0
"3275","FCR",50,2020-10-17 13:57:15,6.7,12.7195,2.6114,24.647,61.885,46.690503,0,34.5223,NA,183.8444,0.12381,0.028,0,0,0,0,0,0,2,0,0,0
"3276","FCR",50,2020-10-19 11:51:56,6.7,12.7764,2.855,26.916,62.381,47.137705,0,32.0703,NA,229.4714,0.12376,0.027,0,0,0,0,0,0,2,0,0,0
"3277","FCR",50,2020-10-28 09:58:30,6.7,13.0118,2.8785,27.306,64.365,48.933917,0.3921,21.9355,NA,245.1907,0.12379,0.068,0,0,0,0,0,0,2,0,0,0
"3278","FCR",50,2020-10-28 13:45:32,6.7,13.0264,2.8594,27.154,64.384,48.96875,0.2566,20.6999,NA,246.218,0.12372,0.128,0,0,0,0,0,0,2,0,0,0
"3279","FCR",50,2020-11-02 10:13:10,6.7,13.0458,5.0033,47.684,45.415,34.559323,4.2716,11.5121,NA,301.6867,0.12375,0.052,0,0,0,0,0,0,2,0,0,0
"3280","FCR",50,2020-11-02 15:25:21,6.7,12.8506,6.1752,58.462,42.072,31.849704,4.1281,8.7224,NA,279.2518,0.12372,0.012,0,0,0,0,0,0,2,0,0,0
"3281","FCR",50,2020-11-04 13:43:23,6.7,11.811,7.1125,65.674,42.289,31.133913,4.8312,7.104,NA,308.1281,0.12363,0.029,0,0,0,0,0,0,2,0,0,0
"3282","FCR",50,2020-11-09 10:58:11,6.7,11.7504,6.7189,61.949,42.872,31.512633,3.5918,5.4143,NA,317.6461,0.12385,0.017,0,0,0,0,0,0,2,0,0,0
"3283","FCR",50,2020-12-14 13:20:56,6.7,5.9981,10.4818,84.513,35.43,21.969341,3.5675,2.9792,NA,341.6528,0.69093,0.046,0,0,0,0,0,0,2,0,0,0
"3284","FCR",50,2020-06-18 20:01:02,6.8,9.2606,0.0475,0.621,70.173,48.08094,0,2.1172,6.5,-52.6786,0.12365,0.025,0,0,0,0,0,0,0,0,0,0
"3285","FCR",50,2020-06-22 08:34:20,6.8,9.4251,0.0476,0.49,71.69,49.305187,0.1163,2.6058,6.504,-91.972,0.12365,0.024,0,0,0,0,0,0,0,0,0,0
"3286","FCR",50,2020-06-25 09:31:50,6.8,9.4909,0.0462,0.586,74.543,51.390029,2.4964,2.3204,6.458,-66.4225,0.19313,0.06,0,0,0,0,0,0,0,0,0,0
"3287","FCR",50,2020-06-28 21:40:34,6.8,9.5083,0.0421,0.524,75.518,52.109185,0.1736,1.6338,6.506,-99.6475,0.12369,0.014,0,0,0,0,0,0,0,0,0,0
"3288","FCR",50,2020-06-28 22:41:31,6.8,9.5886,0.0415,0.566,73.268,50.686858,0.6687,2.1434,6.529,-108.4401,0.1237,0.013,0,0,0,0,0,0,0,0,0,0
"3289","FCR",50,2020-06-29 10:47:05,6.8,9.5731,0.0418,0.508,76.391,52.815635,0.0928,1.6158,6.605,-138.8857,0.24359,0.008,0,0,0,0,0,0,0,0,0,0
"3290","FCR",50,2020-06-29 18:00:17,6.8,9.5472,0.0995,1.331,78.061,53.922075,0,3.159,6.467,-85.8908,0.12362,0.01,0,0,0,0,0,0,0,0,0,0
"3291","FCR",50,2020-07-02 09:32:25,6.8,9.8571,0.4097,5.081,65.233,45.485258,1.9973,7.976,6.56,28.6201,0.12356,0.051,0,0,0,0,0,0,0,0,0,0
"3292","FCR",50,2020-07-06 10:24:12,6.8,10.1142,0.0429,0.608,47.673,33.481981,1.2502,8.149,6.375,131.2633,0.12375,0.013,0,0,0,0,0,0,0,0,0,0
"3293","FCR",50,2020-07-09 09:42:08,6.8,10.2344,0.5411,6.984,44.694,31.499173,2.7486,9.4672,6.512,170.3427,0.1237,0.061,0,0,0,0,0,0,0,0,0,0
"3294","FCR",50,2020-07-09 15:22:06,6.8,10.4056,0.6491,8.315,45.059,31.909194,2.6249,9.1661,6.481,85.7923,0.1234,0.039,0,0,0,0,0,0,0,0,0,0
"3295","FCR",50,2020-07-13 11:08:51,6.8,10.434,0.6204,7.901,44.79,31.741815,3.91,10.973,6.512,192.5175,0.12355,0.033,0,0,0,0,0,0,0,0,0,0
"3296","FCR",50,2020-07-13 13:18:57,6.8,10.4159,0.6254,8.126,44.956,31.853223,3.0703,11.781,6.339,183.2427,0.12355,0.014,0,0,0,0,0,0,0,0,0,0
"3297","FCR",50,2020-07-17 09:52:45,6.8,10.6553,0.9368,11.859,45.21,32.240124,3.0653,8.9302,6.966,265.7471,0.12357,0.086,0,0,0,0,0,0,0,0,0,0
"3298","FCR",50,2020-07-23 14:47:15,6.8,10.8999,0.3128,4.04,45.774,32.880487,2.0099,49.9228,6.858,174.6414,0.12361,0.034,0,0,0,0,0,0,0,0,0,0
"3299","FCR",50,2020-07-27 09:24:05,6.8,10.9539,0.1865,2.303,46.304,33.29927,1.5903,7.0515,6.566,167.639,0.12373,0.005,0,0,0,0,0,0,0,0,0,0
"3300","FCR",50,2020-07-30 14:06:20,6.8,11.0399,0.123,1.757,46.584,33.577937,1.4467,7.4271,6.887,34.4667,0.12359,0.091,0,0,0,0,0,0,0,0,0,0
"3301","FCR",50,2020-08-03 11:16:39,6.8,11.1328,0.3828,5.094,47.122,34.05432,0.4797,6.4282,6.901,128.8313,0.12361,0.016,0,0,0,0,0,0,0,0,0,0
"3302","FCR",50,2020-08-06 09:42:29,6.8,11.2385,0.7512,9.716,47.426,34.369976,0.8619,7.2567,NA,122.0052,0.12369,0.068,0,0,0,0,0,0,2,0,0,0
"3303","FCR",50,2020-08-10 11:11:15,6.8,11.3681,1.0395,13.502,48.56,35.323436,0.1292,8.7057,NA,180.2519,0.12345,0.021,0,0,0,0,0,0,2,0,0,0
"3304","FCR",50,2020-08-17 09:25:40,6.8,11.5314,1.4444,18.952,49.528,36.190599,0.4212,11.0437,NA,152.9909,0.12374,0.014,0,0,0,0,0,0,2,0,0,0
"3305","FCR",50,2020-08-24 08:54:31,6.8,11.7084,1.7608,23.177,50.814,37.307082,0,14.4056,NA,116.899,0.12363,0.068,0,0,0,0,0,0,2,0,0,0
"3306","FCR",50,2020-09-02 09:40:29,6.8,11.9175,2.136,28.231,52.585,38.828192,0,12.9814,NA,179.3435,0.12369,0.078,0,0,0,0,0,0,2,0,0,0
"3307","FCR",50,2020-09-03 09:10:45,6.8,11.944,2.2458,29.865,52.727,38.948069,0,13.074,NA,174.9649,0.12366,0.039,0,0,0,0,0,0,2,0,0,0
"3308","FCR",50,2020-09-09 13:42:23,6.8,12.0665,2.4233,32.104,54.038,40.058141,0,11.1668,NA,198.2994,0.12367,0.041,0,0,0,0,0,0,2,0,0,0
"3309","FCR",50,2020-09-11 09:05:27,6.8,12.1257,2.4388,32.213,54.397,40.391842,0,12.9822,NA,194.1522,0.12373,0.032,0,0,0,0,0,0,2,0,0,0
"3310","FCR",50,2020-09-15 08:20:40,6.8,12.0642,1.6521,21.716,54.58,40.482771,0,12.8459,NA,188.837,0.12361,0.033,0,0,0,0,0,0,2,0,0,0
"3311","FCR",50,2020-09-21 09:17:16,6.8,11.9821,0.1034,1.444,56.369,41.704461,0,12.997,NA,121.58,0.12368,0.029,0,0,0,0,0,0,2,0,0,0
"3312","FCR",50,2020-09-25 09:25:12,6.8,12.0042,0.1182,1.33,67.7,50.038442,0,9.0073,NA,154.7462,0.12361,0.047,0,0,0,0,0,0,2,0,0,0
"3313","FCR",50,2020-09-25 15:53:40,6.8,11.9112,0.0493,0.628,67.508,49.834915,0,9.3271,NA,134.9993,0.12367,0.028,0,0,0,0,0,0,2,0,0,0
"3314","FCR",50,2020-09-30 09:19:00,6.8,12.1353,1.4558,13.483,58.058,43.125774,0,16.1685,NA,120.0164,0.12374,0.036,0,0,0,0,0,0,2,0,0,0
"3315","FCR",50,2020-10-04 13:07:59,6.8,12.2902,1.4193,18.937,58.967,43.980827,0,19.2667,NA,104.3716,0.12372,0.02,0,0,0,0,0,0,2,0,0,0
"3316","FCR",50,2020-10-06 09:28:34,6.8,12.3636,2.1284,19.849,59.2,44.242674,0,22.2443,NA,139.3068,0.12376,0.033,0,0,0,0,0,0,2,0,0,0
"3317","FCR",50,2020-10-13 10:45:52,6.8,12.5823,2.4422,22.891,61.056,45.895723,0,31.9175,NA,171.1518,0.12367,0.058,0,0,0,0,0,0,2,0,0,0
"3318","FCR",50,2020-10-16 14:15:32,6.8,12.6832,2.6182,24.82,61.663,46.468157,0,35.7101,NA,148.8746,0.12385,0.014,0,0,0,0,0,0,2,0,0,0
"3319","FCR",50,2020-10-16 18:29:09,6.8,12.6837,2.6202,24.715,61.651,46.467128,0,36.1436,NA,144.8102,0.12368,0.071,0,0,0,0,0,0,2,0,0,0
"3320","FCR",50,2020-10-16 21:13:15,6.8,12.6879,2.5981,24.445,61.737,46.536967,0,37.1039,NA,143.7916,0.12374,0.03,0,0,0,0,0,0,2,0,0,0
"3321","FCR",50,2020-10-17 01:25:34,6.8,12.6965,2.6603,24.988,61.809,46.60184,0,37.5302,NA,132.5604,0.12384,0.131,0,0,0,0,0,0,2,0,0,0
"3322","FCR",50,2020-10-17 05:25:42,6.8,12.7092,2.576,24.177,61.887,46.676875,0,37.1471,NA,137.7808,0.12371,0.041,0,0,0,0,0,0,2,0,0,0
"3323","FCR",50,2020-10-17 09:22:30,6.8,12.7078,2.625,24.824,61.891,46.680477,0,37.6721,NA,146.0607,0.12374,0.021,0,0,0,0,0,0,2,0,0,0
"3324","FCR",50,2020-10-17 13:57:15,6.8,12.7134,2.6129,24.537,61.922,46.708989,0,34.1274,NA,185.5551,0.12384,0.031,0,0,0,0,0,0,2,0,0,0
"3325","FCR",50,2020-10-19 11:51:56,6.8,12.8449,2.8661,27.086,62.413,47.168127,0,31.7216,NA,232.4516,0.12376,0.108,0,0,0,0,0,0,2,0,0,0
"3326","FCR",50,2020-10-28 09:58:30,6.8,13.0104,2.8749,27.404,64.325,48.903598,0.3954,22.3481,NA,245.6557,0.12366,0.077,0,0,0,0,0,0,2,0,0,0
"3327","FCR",50,2020-10-28 13:45:32,6.8,13.0258,2.8561,27.173,64.415,48.992983,0.2733,20.9738,NA,246.5294,0.12379,0.072,0,0,0,0,0,0,2,0,0,0
"3328","FCR",50,2020-11-02 10:13:10,6.8,13.0444,5.0261,47.62,45.361,34.517591,4.1393,11.7547,NA,301.7175,0.12375,0.035,0,0,0,0,0,0,2,0,0,0
"3329","FCR",50,2020-11-02 15:25:21,6.8,12.8397,6.2338,58.959,42.066,31.834883,4.3762,8.7333,NA,280.0138,0.1237,0.01,0,0,0,0,0,0,2,0,0,0
"3330","FCR",50,2020-11-04 13:43:23,6.8,11.804,7.167,66.034,42.346,31.172836,4.9173,7.2936,NA,308.4773,0.12364,0.037,0,0,0,0,0,0,2,0,0,0
"3331","FCR",50,2020-11-09 10:58:11,6.8,11.7504,6.7264,62.165,42.879,31.514358,3.3462,5.5231,NA,316.7457,0.12373,0.041,0,0,0,0,0,0,2,0,0,0
"3332","FCR",50,2020-12-14 13:20:56,6.8,6.0471,10.5341,84.738,35.368,21.957331,3.1874,2.9752,NA,342.4964,0.66583,0.032,0,0,0,0,0,0,2,0,0,0
"3333","FCR",50,2020-06-18 20:01:02,6.9,9.256,0.0499,0.552,70.513,48.294857,0,1.9352,6.505,-56.8298,0.12372,0.039,0,0,0,0,0,0,0,0,0,0
"3334","FCR",50,2020-06-22 08:34:20,6.9,9.4018,0.0413,0.639,71.966,49.503932,0.1139,2.2692,6.507,-93.9411,0.12362,0.04,0,0,0,0,0,0,0,0,0,0
"3335","FCR",50,2020-06-25 09:31:50,6.9,9.4637,0.0487,0.519,75.269,51.871391,1.257,2.0782,6.458,-67.616,0.14409,0.075,0,0,0,0,0,0,0,0,0,0
"3336","FCR",50,2020-06-28 21:40:34,6.9,9.4696,0.0382,0.521,75.675,52.17847,0.1529,1.5401,6.511,-100.9286,0.12358,0.009,0,0,0,0,0,0,0,0,0,0
"3337","FCR",50,2020-06-28 22:41:31,6.9,9.5508,0.0455,0.51,73.758,50.932364,0.7825,1.6259,6.534,-109.9889,0.12375,0.017,0,0,0,0,0,0,0,0,0,0
"3338","FCR",50,2020-06-29 10:47:05,6.9,9.5418,0.0353,0.539,76.455,52.825106,0.1615,1.8417,6.62,-140.3285,0.13197,0.007,0,0,0,0,0,0,0,0,0,0
"3339","FCR",50,2020-06-29 18:00:17,6.9,9.5103,0.1202,1.419,78.728,54.355856,0,3.9179,6.474,-88.7764,0.12352,0.023,0,0,0,0,0,0,0,0,0,0
"3340","FCR",50,2020-07-02 09:32:25,6.9,9.8642,0.4059,5.151,65.197,45.451575,1.9514,7.8576,6.559,29.6133,0.12363,0.065,0,0,0,0,0,0,0,0,0,0
"3341","FCR",50,2020-07-06 10:24:12,6.9,10.1418,0.0416,0.62,47.758,33.578537,1.2004,8.2847,6.367,133.2675,0.12358,0.009,0,0,0,0,0,0,0,0,0,0
"3342","FCR",50,2020-07-09 09:42:08,6.9,10.2561,0.5548,7.061,44.66,31.49414,2.7198,9.8454,6.505,174.0418,0.12353,0.063,0,0,0,0,0,0,0,0,0,0
"3343","FCR",50,2020-07-09 15:22:06,6.9,10.4003,0.6595,8.32,45.104,31.933237,2.5258,9.1585,6.466,86.8856,0.1234,0.072,0,0,0,0,0,0,0,0,0,0
"3344","FCR",50,2020-07-13 11:08:51,6.9,10.4303,0.61,7.794,44.788,31.737327,4.2485,10.6257,6.504,194.3169,0.12363,0.023,0,0,0,0,0,0,0,0,0,0
"3345","FCR",50,2020-07-13 13:18:57,6.9,10.4216,0.6309,8.124,44.856,31.773646,3.2777,11.0913,6.333,185.6976,0.1237,0.023,0,0,0,0,0,0,0,0,0,0
"3346","FCR",50,2020-07-17 09:52:45,6.9,10.6532,0.9182,11.873,45.228,32.253844,2.9511,9.1144,6.958,263.9972,0.12354,0.072,0,0,0,0,0,0,0,0,0,0
"3347","FCR",50,2020-07-23 14:47:15,6.9,10.9014,0.3161,4.046,45.777,32.852926,2.0863,50.301,6.856,178.7465,0.12359,0.038,0,0,0,0,0,0,0,0,0,0
"3348","FCR",50,2020-07-27 09:24:05,6.9,10.9681,0.1653,2.138,46.256,33.275251,1.3886,6.9931,6.555,169.4531,0.1236,0.013,0,0,0,0,0,0,0,0,0,0
"3349","FCR",50,2020-07-30 14:06:20,6.9,11.0377,0.1329,1.844,46.602,33.593211,1.3792,7.562,6.887,34.5186,0.12357,0.077,0,0,0,0,0,0,0,0,0,0
"3350","FCR",50,2020-08-03 11:16:39,6.9,11.1323,0.3631,4.677,47.092,34.033574,0.2599,6.1322,6.899,130.9558,0.12355,0.016,0,0,0,0,0,0,0,0,0,0
"3351","FCR",50,2020-08-06 09:42:29,6.9,11.2317,0.7638,9.921,47.452,34.388447,0.7855,6.8449,NA,124.8986,0.12366,0.013,0,0,0,0,0,0,2,0,0,0
"3352","FCR",50,2020-08-10 11:11:15,6.9,11.3672,1.0266,13.396,48.593,35.348819,0.185,8.6912,NA,182.3079,0.12349,0.023,0,0,0,0,0,0,2,0,0,0
"3353","FCR",50,2020-08-17 09:25:40,6.9,11.5324,1.4397,18.887,49.52,36.184618,0.3394,10.8935,NA,154.9967,0.12372,0.019,0,0,0,0,0,0,2,0,0,0
"3354","FCR",50,2020-08-24 08:54:31,6.9,11.711,1.7608,23.078,50.769,37.282254,0,14.158,NA,117.8491,0.12368,0.058,0,0,0,0,0,0,2,0,0,0
"3355","FCR",50,2020-09-02 09:40:29,6.9,11.916,2.1345,28.291,52.623,38.856793,0,12.9872,NA,180.2417,0.12369,0.075,0,0,0,0,0,0,2,0,0,0
"3356","FCR",50,2020-09-03 09:10:45,6.9,11.9259,2.2592,29.876,52.724,38.94102,0,12.7927,NA,177.4783,0.12366,0.025,0,0,0,0,0,0,2,0,0,0
"3357","FCR",50,2020-09-09 13:42:23,6.9,12.0732,2.4147,32.04,54.065,40.078753,0,11.1883,NA,204.2095,0.12367,0.054,0,0,0,0,0,0,2,0,0,0
"3358","FCR",50,2020-09-11 09:05:27,6.9,12.1588,2.4515,32.722,54.408,40.420444,0,13.0343,NA,197.8687,0.12364,0.033,0,0,0,0,0,0,2,0,0,0
"3359","FCR",50,2020-09-15 08:20:40,6.9,12.0603,1.6209,21.744,54.675,40.519601,0,13.0541,NA,190.4219,0.12377,0.036,0,0,0,0,0,0,2,0,0,0
"3360","FCR",50,2020-09-21 09:17:16,6.9,11.9732,0.1151,1.04,56.878,42.055907,0,12.8441,NA,122.259,0.12373,0.028,0,0,0,0,0,0,2,0,0,0
"3361","FCR",50,2020-09-25 09:25:12,6.9,11.9294,0.0707,0.735,68.78,50.788449,0,8.9903,NA,153.5133,0.12374,0.041,0,0,0,0,0,0,2,0,0,0
"3362","FCR",50,2020-09-25 15:53:40,6.9,11.9099,0.0461,0.608,70.181,51.80287,0,9.4577,NA,133.1795,0.12368,0.03,0,0,0,0,0,0,2,0,0,0
"3363","FCR",50,2020-09-30 09:19:00,6.9,12.135,1.4421,13.468,58.062,43.125898,0,15.7453,NA,122.802,0.12379,0.016,0,0,0,0,0,0,2,0,0,0
"3364","FCR",50,2020-10-04 13:07:59,6.9,12.2907,1.4216,18.984,58.914,43.941697,0,19.3104,NA,109.1592,0.12369,0.019,0,0,0,0,0,0,2,0,0,0
"3365","FCR",50,2020-10-06 09:28:34,6.9,12.3643,2.11,19.804,59.153,44.207185,0,22.7123,NA,141.0294,0.12379,0.022,0,0,0,0,0,0,2,0,0,0
"3366","FCR",50,2020-10-13 10:45:52,6.9,12.5814,2.4378,22.826,61.037,45.881871,0,32.174,NA,172.5954,0.12372,0.046,0,0,0,0,0,0,2,0,0,0
"3367","FCR",50,2020-10-16 14:15:32,6.9,12.6748,2.6368,24.451,61.632,46.44173,0,35.2579,NA,153.227,0.1237,0.029,0,0,0,0,0,0,2,0,0,0
"3368","FCR",50,2020-10-16 18:29:09,6.9,12.6806,2.6215,24.725,61.64,46.456853,0,36.6698,NA,146.4264,0.12363,0.044,0,0,0,0,0,0,2,0,0,0
"3369","FCR",50,2020-10-16 21:13:15,6.9,12.6859,2.5752,24.354,61.721,46.524385,0,37.138,NA,144.8073,0.1237,0.044,0,0,0,0,0,0,2,0,0,0
"3370","FCR",50,2020-10-17 01:25:34,6.9,12.6955,2.6519,24.822,61.818,46.609146,0,37.3784,NA,133.1907,0.12363,0.099,0,0,0,0,0,0,2,0,0,0
"3371","FCR",50,2020-10-17 05:25:42,6.9,12.7034,2.5765,24.17,61.855,46.645477,0,38.0966,NA,140.8074,0.12379,0.078,0,0,0,0,0,0,2,0,0,0
"3372","FCR",50,2020-10-17 09:22:30,6.9,12.7076,2.6336,25.051,61.929,46.706754,0,37.0583,NA,148.2086,0.12377,0.026,0,0,0,0,0,0,2,0,0,0
"3373","FCR",50,2020-10-17 13:57:15,6.9,12.713,2.6343,24.594,61.922,46.708259,0,34.8677,NA,187.6887,0.1237,0.035,0,0,0,0,0,0,2,0,0,0
"3374","FCR",50,2020-10-19 11:51:56,6.9,12.7821,2.8698,27.097,62.433,47.167448,0,31.2795,NA,232.3796,0.12372,0.068,0,0,0,0,0,0,2,0,0,0
