"","Reservoir","Site","DateTime","Depth_m","Chla_ugL","Pheo_ugL","Flag_DateTime","Flag_Chla_ugL","Flag_Pheo_ugL"
"1070","FCR",50,2024-06-24 10:13:00,1.6,28.84,0,0,6,4
"1071","SNP",111,2024-06-25 12:00:00,0.1,0.75,0.22,1,1,1
"1072","SNP",200,2024-06-25 12:00:00,0.1,0.75,0.06,1,1,4
"1073","SNP",41,2024-06-25 12:00:00,0.1,0.45,0,1,6,4
"1074","SNP",41,2024-06-28 12:00:00,0.1,1.1,0.34,1,0,0
"1075","SNP",200,2024-06-28 12:00:00,0.1,1.14,0.2,1,0,0
"1076","SNP",111,2024-06-28 12:00:00,0.1,1.08,0,1,6,4
"1077","BVR",50,2024-07-01 09:38:00,1.6,3.44,4.61,0,0,0
"1078","FCR",50,2024-07-01 10:26:00,1.6,57.14,0,0,6,4
"1079","SNP",41,2024-07-01 12:00:00,0.1,1.07,0.17,1,1,1
"1080","SNP",111,2024-07-01 12:00:00,0.1,0.81,0.01,1,1,45
"1081","SNP",200,2024-07-01 12:00:00,0.1,1.29,0.34,1,0,0
"1082","SNP",41,2024-07-03 12:00:00,0.1,0.64,0,1,6,4
"1083","SNP",111,2024-07-03 12:00:00,0.1,0.75,0.1,1,1,4
"1084","SNP",200,2024-07-03 12:00:00,0.1,0.54,0,1,6,4
"1085","BVR",50,2024-07-08 09:26:00,1.6,8.59,4.19,0,0,0
"1086","FCR",50,2024-07-08 12:00:00,1.6,27.49,3.44,1,0,0
"1087","SNP",111,2024-07-10 12:00:00,0.1,0.57,0,1,1,4
"1088","SNP",41,2024-07-10 12:00:00,0.1,0.46,0,1,6,4
"1089","SNP",200,2024-07-10 12:00:00,0.1,0.46,0,1,6,4
"1090","CCR",101,2024-07-11 12:00:00,0.1,0.69,0.71,1,1,1
"1091","CCR",50,2024-07-11 12:00:00,0.1,0.86,0.25,1,1,1
"1092","CCR",98,2024-07-11 12:00:00,0.1,23.2,10.62,1,0,0
"1093","CCR",96,2024-07-11 12:00:00,0.1,4.98,0.21,1,0,0
"1094","CCR",88,2024-07-11 12:00:00,0.1,1.29,0.14,1,1,1
"1095","CCR",90,2024-07-11 12:00:00,0.1,1.55,0.06,1,1,4
"1096","CCR",100,2024-07-11 12:00:00,0.1,0.72,0.32,1,1,1
"1097","CCR",92,2024-07-11 12:00:00,0.1,0.69,2.78,1,0,0
"1098","SNP",200,2024-07-12 12:00:00,0.1,0.69,0,1,6,45
"1099","SNP",111,2024-07-12 12:00:00,0.1,0.57,0.25,1,1,1
"1100","SNP",41,2024-07-12 12:00:00,0.1,0.57,0,1,1,4
"1101","BVR",50,2024-07-15 09:15:00,1.6,14.32,1.76,0,0,0
"1102","FCR",50,2024-07-15 10:35:00,1.6,12.89,0.93,0,0,0
"1103","SNP",200,2024-07-16 12:00:00,10,8.2,0.26,1,0,4
"1104","SNP",200,2024-07-16 12:00:00,0.1,0.64,0,1,6,4
"1105","SNP",41,2024-07-16 12:00:00,0.1,0.64,0,1,6,4
"1106","SNP",111,2024-07-16 12:00:00,0.1,0.75,0,1,6,4
"1107","SNP",111,2024-07-18 12:00:00,0.1,1.07,0.02,1,1,45
"1108","SNP",41,2024-07-18 12:00:00,0.1,0.64,0,1,6,4
"1109","SNP",200,2024-07-18 12:00:00,10,9.82,0.24,1,0,0
"1110","SNP",200,2024-07-18 12:00:00,0.1,0.86,0,1,6,4
"1111","SNP",200,2024-07-19 12:00:00,10,8.7,0.58,1,5,5
"1112","SNP",200,2024-07-19 12:00:00,0.1,0.7,0.06,1,6,45
"1113","FCR",50,2024-07-22 09:35:00,1.6,1.43,27.02,0,0,0
"1114","BVR",50,2024-07-22 12:00:00,1.6,23.48,3.73,1,0,0
"1115","SNP",111,2024-07-23 12:00:00,0.1,0.86,0.07,1,1,4
"1116","SNP",41,2024-07-23 12:00:00,0.1,0.88,0,1,6,4
"1117","SNP",200,2024-07-23 12:00:00,0.1,0.75,0.02,1,1,4
"1118","SNP",200,2024-07-23 12:00:00,11,10.1,1.04,1,0,0
"1119","SNP",111,2024-07-25 12:00:00,0.1,0.91,0.25,1,1,1
"1120","SNP",200,2024-07-25 12:00:00,9,9.67,0,1,6,4
"1121","SNP",200,2024-07-25 12:00:00,0.1,0.91,0.18,1,1,1
"1122","SNP",41,2024-07-25 12:00:00,0.1,1.21,0.17,1,0,0
"1123","BVR",50,2024-07-29 09:32:00,1.6,5.16,15.47,0,0,0
"1124","FCR",50,2024-07-29 10:09:00,1.6,13.32,20.09,0,0,0
"1125","SNP",41,2024-08-01 12:00:00,0.1,0.86,0,1,6,4
"1126","SNP",111,2024-08-01 12:00:00,0.1,0.86,0.07,1,1,4
"1127","BVR",50,2024-08-05 09:52:00,1.6,17.18,2.61,0,0,0
"1128","FCR",50,2024-08-05 10:08:00,1.6,11.6,3.25,0,0,0
"1129","SNP",111,2024-08-08 12:00:00,0.1,0.86,0,1,6,4
"1130","SNP",41,2024-08-08 12:00:00,0.1,0.86,0,1,6,4
"1131","FCR",50,2024-08-12 11:04:00,1.6,10.6,1.78,0,5,5
"1132","CCR",100,2024-08-14 12:00:00,0.1,0.38,0,1,6,4
"1133","CCR",96,2024-08-14 12:00:00,0.1,7.26,0.72,1,0,0
"1134","CCR",50,2024-08-14 12:00:00,0.1,1.72,0.34,1,0,0
"1135","CCR",88,2024-08-14 12:00:00,0.1,1.72,0.14,1,0,4
"1136","CCR",92,2024-08-14 12:00:00,0.1,1.58,0.28,1,1,1
"1137","CCR",98,2024-08-14 12:00:00,0.1,3.87,0.05,1,0,4
"1138","CCR",101,2024-08-14 12:00:00,0.1,0.38,0,1,6,4
"1139","CCR",90,2024-08-14 12:00:00,0.1,2.15,0.22,1,0,0
"1140","SNP",111,2024-08-16 12:00:00,0.1,1.27,0,1,6,4
"1141","SNP",41,2024-08-16 12:00:00,0.1,0.86,0,1,6,4
"1142","FCR",50,2024-08-19 09:42:00,1.6,9.16,4.03,0,0,0
"1143","SNP",200,2024-08-21 12:00:00,9,1.76,0.65,1,1,1
"1144","SNP",111,2024-08-23 12:00:00,0.1,0.86,0,1,6,4
"1145","SNP",41,2024-08-23 12:00:00,0.1,1.29,0,1,6,4
"1146","BVR",50,2024-08-26 09:21:00,1.6,14.89,1.6,0,0,0
"1147","FCR",50,2024-08-26 09:52:00,1.6,5.37,3.14,0,0,0
"1148","SNP",41,2024-08-30 12:00:00,0.1,0.86,0,1,6,4
"1149","SNP",111,2024-08-30 12:00:00,0.1,1.29,0,1,6,4
"1150","FCR",50,2024-09-02 09:40:00,1.6,NA,NA,0,2,2
"1151","BVR",50,2024-09-02 10:05:00,1.6,7.52,9.18,0,5,5
"1152","SNP",41,2024-09-06 12:00:00,0.1,0.86,0,1,6,4
"1153","SNP",111,2024-09-06 12:00:00,0.1,1.27,0,1,6,4
"1154","FCR",50,2024-09-09 12:00:00,1.6,1.53,12.91,1,0,0
"1155","SNP",111,2024-09-12 12:00:00,0.1,0.86,0,1,6,4
"1156","SNP",41,2024-09-12 12:00:00,0.1,0.85,0,1,6,4
"1157","CCR",50,2024-09-16 12:00:00,0.1,2.66,0.04,1,0,4
"1158","CCR",92,2024-09-16 12:00:00,0.1,10.6,1.16,1,5,5
"1159","CCR",101,2024-09-16 12:00:00,0.1,0.7,0.82,1,0,0
"1160","CCR",88,2024-09-16 12:00:00,0.1,3.29,0.32,1,0,0
"1161","CCR",90,2024-09-16 12:00:00,0.1,4.12,0.08,1,0,4
"1162","FCR",50,2024-09-17 10:20:00,1.6,5.44,1.85,0,5,5
"1163","SNP",41,2024-09-19 12:00:00,0.1,0.42,0,1,6,4
"1164","SNP",111,2024-09-19 12:00:00,0.1,0.86,0.07,1,1,4
"1165","BVR",50,2024-09-23 10:46:00,1.6,7.45,1.17,0,5,5
"1166","FCR",50,2024-09-23 13:34:00,1.6,10.1,2.43,0,0,0
"1167","SNP",111,2024-09-30 12:00:00,0.1,1.29,0,1,6,4
"1168","SNP",41,2024-09-30 12:00:00,0.1,1.29,0,1,6,4
"1169","CCR",92,2024-09-30 12:00:00,0.1,4.37,1.14,1,0,0
"1170","CCR",88,2024-09-30 12:00:00,0.1,4.73,0.53,1,0,0
"1171","CCR",101,2024-09-30 12:00:00,0.1,0.31,0.14,1,1,1
"1172","CCR",96,2024-09-30 12:00:00,0.1,0,0.06,1,4,4
"1173","CCR",100,2024-09-30 12:00:00,0.1,0.16,0,1,6,4
"1174","CCR",90,2024-09-30 12:00:00,0.1,5.58,0.6,1,0,0
"1175","CCR",98,2024-09-30 12:00:00,0.1,0.16,0,1,6,4
"1176","FCR",50,2024-10-01 12:00:00,1.6,14.89,4.7,1,0,0
"1177","FCR",50,2024-10-07 12:00:00,1.6,16.04,1.7,1,0,0
"1178","BVR",50,2024-10-07 12:00:00,1.6,8.02,1.67,1,0,0
"1179","FCR",50,2024-10-15 12:00:00,1.6,19.48,1.97,1,0,0
"1180","FCR",50,2024-10-21 12:00:00,1.6,26.35,0,1,6,4
"1181","BVR",50,2024-10-21 12:00:00,1.6,6.01,1.82,1,0,0
"1182","CCR",96,2024-10-28 12:00:00,0.1,5.73,0.66,1,0,0
"1183","CCR",101,2024-10-28 12:00:00,0.1,0.2,0,1,6,4
"1184","CCR",92,2024-10-28 12:00:00,0.1,4.76,0.67,1,5,5
"1185","CCR",88,2024-10-28 12:00:00,0.1,5.16,0.65,1,0,0
"1186","CCR",90,2024-10-28 12:00:00,0.1,5.02,0.97,1,0,0
"1187","CCR",50,2024-10-28 12:00:00,0.1,9.22,1.24,1,0,0
"1188","CCR",98,2024-10-28 12:00:00,0.1,2.88,1.27,1,0,0
"1189","CCR",100,2024-10-28 12:00:00,0.1,0.1,0,1,6,4
"1190","FCR",50,2024-10-29 12:00:00,0.1,29.64,0,1,6,45
"1191","FCR",50,2024-10-29 12:00:00,1.6,34.37,1.1,1,0,0
"1192","BVR",50,2024-11-04 12:00:00,1.6,7.05,14.11,1,5,5
"1193","FCR",50,2024-11-04 12:00:00,1.6,15.47,39.59,1,0,0
"1194","BVR",50,2024-11-19 12:00:00,1.6,9.74,3.46,1,5,5
"1195","FCR",50,2024-11-19 12:00:00,1.6,28.78,5.55,1,0,0
"1196","BVR",50,2024-12-03 12:00:00,1.6,8.59,2.05,1,0,0
"1197","FCR",50,2024-12-03 12:00:00,1.6,24.92,6.32,1,0,0
"1198","CCR",50,2024-12-17 12:00:00,0.1,6.87,1.29,1,0,0
"1199","CCR",98,2024-12-17 12:00:00,0.1,0.17,0,1,6,4
"1200","CCR",101,2024-12-17 12:00:00,0.1,0.52,0,1,6,4
"1201","CCR",90,2024-12-17 12:00:00,0.1,5.33,0.36,1,0,0
"1202","CCR",92,2024-12-17 12:00:00,0.1,0.19,0.02,1,1,4
"1203","CCR",96,2024-12-17 12:00:00,0.1,0.09,0,1,6,4
"1204","CCR",88,2024-12-17 12:00:00,0.1,6.01,0.3,1,0,0
"1205","CCR",100,2024-12-17 12:00:00,0.1,0.18,0,1,4,4
