Advanced Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,0,0,0,0,0,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,26-Jul-2012 19:25:42,0.0000010000001111620804,-0.000219000008655712,1.0031330585479736,-0.000022000000171829015,0.0019970000721514225,0.42111098766326904,0,1,0
,Power,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9
,,,1,0,0,0,0,0,0,0,0

Field Calibration Data
,Temperature,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Pressure,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,Power,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0
,DO,date,coef1,coef2,coef3,coef4,coef5
,,19-Feb-2018 12:42:00,1,0.559999942779541,0,0,0
,DO Temp,date,coef1,coef2,coef3,coef4,coef5
,,,1,0,0,0,0

Sensor/File information
Sensor SN,0021230023,,Modbus Addr.,3
Sensor Type,DO2,,Initialized w/fw Rev,v2.131
Sensor Name,FCR DO 1m  (3)
File Name,FCR_DO_1m_20200902

# Records,1814
Statistical Data,,Temperature (°C),Pressure (psi),Power (V),DO (ppm),DO Temp (°C)
322,06-Sep-2020 00:36:10,25.125,-26.020,12.847,7.310,24.79
323,06-Sep-2020 00:51:10,25.125,-25.211,12.847,7.290,24.74
324,06-Sep-2020 01:06:10,25.063,-26.161,12.788,7.380,24.67
325,06-Sep-2020 01:21:10,25.000,-26.242,12.817,7.330,24.64
326,06-Sep-2020 01:36:10,24.938,-26.229,12.847,7.320,24.58
327,06-Sep-2020 01:51:10,24.875,-26.230,12.847,7.330,24.53
328,06-Sep-2020 02:06:10,24.875,-26.674,12.817,7.320,24.48
329,06-Sep-2020 02:21:10,24.813,-26.841,12.847,7.280,24.42
330,06-Sep-2020 02:36:10,24.750,-27.196,12.817,7.290,24.36
331,06-Sep-2020 02:51:10,24.688,-27.199,12.847,7.260,24.29
332,06-Sep-2020 03:06:10,24.625,-27.442,12.788,7.260,24.23
333,06-Sep-2020 03:21:10,24.500,-26.504,12.817,7.280,24.16
334,06-Sep-2020 03:36:10,24.500,-27.085,12.788,7.270,24.12
335,06-Sep-2020 03:51:10,24.438,-26.964,12.847,7.220,24.08
336,06-Sep-2020 04:06:10,24.375,-25.688,12.758,7.200,24.03
337,06-Sep-2020 04:21:10,24.375,-26.060,12.817,7.170,24.01
338,06-Sep-2020 04:36:10,24.313,-26.133,12.817,7.180,23.98
339,06-Sep-2020 04:51:10,24.250,-26.751,12.788,7.210,23.94
340,06-Sep-2020 05:06:10,24.250,-26.730,12.758,7.150,23.91
341,06-Sep-2020 05:21:10,24.188,-26.774,12.788,7.150,23.88
342,06-Sep-2020 05:36:10,24.188,-27.358,12.788,7.130,23.83
343,06-Sep-2020 05:51:10,24.125,-27.137,12.788,7.080,23.80
344,06-Sep-2020 06:06:10,24.125,-27.251,12.728,7.000,23.76
345,06-Sep-2020 06:21:10,24.063,-27.631,12.758,6.900,23.72
346,06-Sep-2020 06:36:10,24.000,-26.936,12.788,6.800,23.66
347,06-Sep-2020 06:51:10,24.000,-26.835,12.758,6.780,23.64
348,06-Sep-2020 07:06:10,23.938,-26.326,12.698,6.730,23.60
349,06-Sep-2020 07:21:10,23.938,-26.621,12.728,6.730,23.56
350,06-Sep-2020 07:36:10,23.875,-26.323,12.758,6.790,23.52
351,06-Sep-2020 07:51:10,23.813,-26.782,12.758,6.880,23.49
352,06-Sep-2020 08:06:10,23.813,-27.174,12.758,6.920,23.45
353,06-Sep-2020 08:21:10,23.750,-26.309,12.877,6.970,23.41
354,06-Sep-2020 08:36:10,23.750,-26.080,13.086,7.080,23.40
355,06-Sep-2020 08:51:10,23.750,-25.619,13.265,7.160,23.40
356,06-Sep-2020 09:06:10,23.813,-25.496,13.384,7.340,23.38
357,06-Sep-2020 09:21:10,23.875,-26.237,13.473,7.540,23.38
358,06-Sep-2020 09:36:10,23.938,-26.270,13.533,7.720,23.41
359,06-Sep-2020 09:51:10,23.938,-25.077,13.563,7.840,23.41
360,06-Sep-2020 10:06:10,24.000,-25.456,13.563,7.910,23.41
361,06-Sep-2020 10:21:10,24.000,-25.298,13.682,7.930,23.42
362,06-Sep-2020 10:36:10,24.000,-25.726,13.741,8.180,23.55
363,06-Sep-2020 10:51:10,24.063,-26.367,13.861,8.460,23.66
364,06-Sep-2020 11:06:10,24.063,-25.756,13.891,8.720,23.68
365,06-Sep-2020 11:21:10,24.125,-26.022,13.891,8.990,23.73
366,06-Sep-2020 11:36:10,24.188,-26.112,13.920,9.360,23.79
367,06-Sep-2020 11:51:10,24.250,-26.382,13.891,9.920,23.87
368,06-Sep-2020 12:06:10,24.438,-26.360,13.920,10.640,23.98
369,06-Sep-2020 12:21:10,24.563,-26.774,13.891,11.400,24.18
370,06-Sep-2020 12:36:10,24.750,-26.971,13.891,12.070,24.28
371,06-Sep-2020 12:51:10,24.875,-26.581,13.891,12.580,24.33
372,06-Sep-2020 13:06:10,25.125,-26.562,13.920,13.310,24.20
373,06-Sep-2020 13:21:10,25.250,-26.513,13.891,13.980,23.70
374,06-Sep-2020 13:36:10,25.438,-26.221,13.891,14.550,23.70
375,06-Sep-2020 13:51:10,25.688,-26.197,13.891,14.940,23.88
376,06-Sep-2020 14:06:10,25.750,-26.140,13.891,15.120,23.95
377,06-Sep-2020 14:21:10,25.813,-26.149,13.920,15.340,24.14
378,06-Sep-2020 14:36:10,25.813,-25.785,13.920,15.410,24.18
379,06-Sep-2020 14:51:10,25.813,-26.044,13.920,15.410,24.16
380,06-Sep-2020 15:06:10,26.000,-26.279,13.920,15.310,24.09
381,06-Sep-2020 15:21:10,26.063,-25.553,13.891,15.200,24.09
382,06-Sep-2020 15:36:10,26.063,-25.637,13.920,12.720,24.06
383,06-Sep-2020 15:51:10,26.063,-25.655,13.891,14.100,24.03
384,06-Sep-2020 16:06:10,26.188,-24.836,13.920,14.410,24.02
385,06-Sep-2020 16:21:10,26.188,-26.105,13.891,14.470,23.92
386,06-Sep-2020 16:36:10,26.313,-25.518,13.920,14.120,23.84
387,06-Sep-2020 16:51:10,26.625,-25.710,13.920,13.610,23.76
388,06-Sep-2020 17:06:10,26.875,-25.096,13.891,13.380,23.73
389,06-Sep-2020 17:21:10,27.063,-25.311,13.920,12.990,23.70
390,06-Sep-2020 17:36:10,27.063,-25.285,13.920,11.840,23.62
391,06-Sep-2020 17:51:10,27.063,-24.594,13.891,9.970,23.63
392,06-Sep-2020 18:06:10,27.000,-23.979,13.801,9.030,23.64
393,06-Sep-2020 18:21:10,26.813,-22.552,13.712,8.750,23.80
394,06-Sep-2020 18:36:10,26.750,-22.954,13.712,8.730,23.94
395,06-Sep-2020 18:51:10,26.563,-22.871,13.652,8.620,23.98
396,06-Sep-2020 19:06:10,26.375,-23.451,12.996,8.660,23.97
397,06-Sep-2020 19:21:10,26.250,-22.834,13.026,8.510,24.05
398,06-Sep-2020 19:36:10,26.188,-23.118,12.966,8.390,24.36
399,06-Sep-2020 19:51:10,26.188,-30.044,12.966,8.170,24.50
400,06-Sep-2020 20:06:10,26.125,-29.292,12.907,8.120,24.47
401,06-Sep-2020 20:21:10,26.063,-29.439,12.937,7.770,24.37
402,06-Sep-2020 20:36:10,26.000,-28.863,12.937,7.720,24.49
403,06-Sep-2020 20:51:10,25.875,-27.951,12.937,7.720,24.39
404,06-Sep-2020 21:06:10,25.813,-28.037,12.907,7.390,24.48
405,06-Sep-2020 21:21:10,25.750,-27.675,12.937,7.270,24.71
406,06-Sep-2020 21:36:10,25.625,-27.783,12.937,7.220,24.72
407,06-Sep-2020 21:51:10,25.563,-27.343,12.937,7.290,24.63
408,06-Sep-2020 22:06:10,25.500,-27.307,12.877,7.470,24.40
409,06-Sep-2020 22:21:10,25.438,-28.042,12.907,7.710,24.39
410,06-Sep-2020 22:36:10,25.375,-27.676,12.907,7.960,24.34
411,06-Sep-2020 22:51:10,25.313,-27.906,12.907,7.990,24.22
412,06-Sep-2020 23:06:10,25.250,-27.137,12.877,7.880,24.24
413,06-Sep-2020 23:21:10,25.188,-27.348,12.877,8.000,24.19
414,06-Sep-2020 23:36:10,25.125,-26.787,12.847,7.720,24.30
415,06-Sep-2020 23:51:10,25.063,-27.192,12.877,7.620,24.35
416,07-Sep-2020 00:06:10,25.000,-27.254,12.847,7.540,24.46
417,07-Sep-2020 00:21:10,24.938,-27.948,12.877,7.510,24.44
418,07-Sep-2020 00:36:10,24.875,-27.796,12.877,7.420,24.45
419,07-Sep-2020 00:51:10,24.813,-27.496,12.877,7.470,24.39
420,07-Sep-2020 01:06:10,24.813,-27.318,12.788,7.520,24.34
421,07-Sep-2020 01:21:10,24.688,-27.356,12.847,7.460,24.30
422,07-Sep-2020 01:36:10,24.625,-26.899,12.847,7.400,24.24
423,07-Sep-2020 01:51:10,24.563,-26.980,12.847,7.450,24.19
424,07-Sep-2020 02:06:10,24.500,-26.898,12.788,7.480,24.12
425,07-Sep-2020 02:21:10,24.438,-26.156,12.847,7.510,24.06
426,07-Sep-2020 02:36:10,24.438,-25.331,12.847,7.550,23.99
427,07-Sep-2020 02:51:10,24.313,-26.164,12.847,7.560,23.94
428,07-Sep-2020 03:06:10,24.250,-25.676,12.817,7.540,23.89
429,07-Sep-2020 03:21:10,24.250,-25.301,12.847,7.550,23.84
430,07-Sep-2020 03:36:10,24.188,-25.112,12.847,7.480,23.80
431,07-Sep-2020 03:51:10,24.125,-24.301,12.817,7.430,23.77
432,07-Sep-2020 04:06:10,24.063,-24.465,12.788,7.390,23.73
433,07-Sep-2020 04:21:10,24.063,-23.767,12.788,7.380,23.69
434,07-Sep-2020 04:36:10,24.063,-24.074,12.817,7.360,23.63
435,07-Sep-2020 04:51:10,23.938,-23.969,12.817,7.330,23.60
436,07-Sep-2020 05:06:10,23.938,-24.574,12.728,7.240,23.57
437,07-Sep-2020 05:21:10,23.875,-23.887,12.788,7.230,23.54
438,07-Sep-2020 05:36:10,23.875,-24.701,12.788,7.220,23.51
439,07-Sep-2020 05:51:10,23.813,-24.781,12.788,7.150,23.48
440,07-Sep-2020 06:06:10,23.813,-24.053,12.758,7.130,23.44
441,07-Sep-2020 06:21:10,23.750,-23.691,12.758,7.050,23.37
442,07-Sep-2020 06:36:10,23.688,-23.961,12.788,7.080,23.34
443,07-Sep-2020 06:51:10,23.688,-23.475,12.758,7.050,23.30
444,07-Sep-2020 07:06:10,23.625,-24.397,12.698,7.020,23.27
445,07-Sep-2020 07:21:10,23.625,-24.496,12.728,7.060,23.25
446,07-Sep-2020 07:36:10,23.563,-24.843,12.728,7.090,23.22
447,07-Sep-2020 07:51:10,23.563,-24.817,12.728,7.130,23.17
448,07-Sep-2020 08:06:10,23.500,-24.470,12.758,7.160,23.15
449,07-Sep-2020 08:21:10,23.500,-24.832,12.847,7.200,23.14
450,07-Sep-2020 08:36:10,23.500,-24.776,12.966,7.190,23.11
451,07-Sep-2020 08:51:10,23.500,-24.470,13.116,7.220,23.10
452,07-Sep-2020 09:06:10,23.500,-25.070,13.145,7.480,23.09
453,07-Sep-2020 09:21:10,23.625,-25.118,13.324,7.550,23.09
454,07-Sep-2020 09:36:10,23.688,-25.214,13.414,7.680,23.11
455,07-Sep-2020 09:51:10,23.750,-25.036,13.414,7.770,23.15
456,07-Sep-2020 10:06:10,23.750,-24.368,13.384,7.870,23.15
457,07-Sep-2020 10:21:10,23.750,-25.226,13.443,7.980,23.15
458,07-Sep-2020 10:36:10,23.813,-24.863,13.473,8.100,23.15
459,07-Sep-2020 10:51:10,23.813,-25.445,13.473,8.240,23.15
460,07-Sep-2020 11:06:10,23.875,-25.176,13.473,8.400,23.17
461,07-Sep-2020 11:21:10,23.875,-24.707,13.592,8.700,23.22
462,07-Sep-2020 11:36:10,23.938,-24.798,13.652,9.080,23.23
463,07-Sep-2020 11:51:10,24.000,-26.556,13.741,9.690,23.22
464,07-Sep-2020 12:06:10,24.063,-25.294,13.771,10.380,23.21
465,07-Sep-2020 12:21:10,24.063,-24.106,13.891,11.170,23.22
466,07-Sep-2020 12:36:10,24.125,-24.455,13.891,11.980,23.25
467,07-Sep-2020 12:51:10,24.250,-24.032,13.920,12.690,23.25
468,07-Sep-2020 13:06:10,24.250,-24.464,13.920,13.250,23.26
469,07-Sep-2020 13:21:10,24.313,-24.789,13.891,14.050,23.28
470,07-Sep-2020 13:36:10,24.438,-24.586,13.891,14.610,23.30
471,07-Sep-2020 13:51:10,24.625,-25.267,13.891,14.720,23.28
472,07-Sep-2020 14:06:10,24.688,-24.926,13.891,14.760,23.26
473,07-Sep-2020 14:21:10,24.688,-25.065,13.920,14.700,23.25
474,07-Sep-2020 14:36:10,24.688,-24.865,13.891,14.790,23.28
475,07-Sep-2020 14:51:10,24.688,-24.092,13.920,14.760,23.28
476,07-Sep-2020 15:06:10,24.625,-24.544,13.891,14.430,23.24
477,07-Sep-2020 15:21:10,24.625,-25.156,13.891,14.470,23.27
478,07-Sep-2020 15:36:10,24.625,-24.977,13.920,14.370,23.26
479,07-Sep-2020 15:51:10,24.688,-24.903,13.920,14.200,23.25
480,07-Sep-2020 16:06:10,24.813,-25.109,13.920,14.150,23.25
481,07-Sep-2020 16:21:10,24.813,-24.929,13.920,14.060,23.23
482,07-Sep-2020 16:36:10,24.750,-25.063,13.920,13.800,23.25
483,07-Sep-2020 16:51:10,24.875,-25.403,13.891,13.530,23.23
484,07-Sep-2020 17:06:10,24.938,-25.252,13.891,13.160,23.21
485,07-Sep-2020 17:21:10,25.000,-25.120,13.891,12.810,23.27
486,07-Sep-2020 17:36:10,25.250,-25.258,13.891,11.370,23.39
487,07-Sep-2020 17:51:10,25.313,-25.275,13.861,9.810,23.45
488,07-Sep-2020 18:06:10,25.438,-25.895,13.831,9.110,24.07
489,07-Sep-2020 18:21:10,25.500,-25.340,13.801,8.700,24.46
490,07-Sep-2020 18:36:10,25.563,-24.558,13.712,8.740,24.58
491,07-Sep-2020 18:51:10,25.563,-24.340,13.652,8.770,24.66
492,07-Sep-2020 19:06:10,25.500,-25.330,13.056,8.660,24.90
493,07-Sep-2020 19:21:10,25.438,-24.902,12.996,8.470,24.98
494,07-Sep-2020 19:36:10,25.375,-25.119,12.966,8.260,24.95
495,07-Sep-2020 19:51:10,25.313,-25.081,12.966,8.090,24.92
496,07-Sep-2020 20:06:10,25.250,-24.908,12.907,8.030,24.70
497,07-Sep-2020 20:21:10,25.125,-24.875,12.907,7.930,24.71
498,07-Sep-2020 20:36:10,25.125,-24.830,12.966,7.940,24.76
499,07-Sep-2020 20:51:10,25.063,-25.146,12.907,7.910,24.77
500,07-Sep-2020 21:06:10,25.063,-24.572,12.907,7.840,24.74
501,07-Sep-2020 21:21:10,25.000,-24.015,12.907,7.840,24.71
502,07-Sep-2020 21:36:10,25.000,-24.301,12.907,7.820,24.70
503,07-Sep-2020 21:51:10,25.000,-24.451,12.937,7.810,24.68
504,07-Sep-2020 22:06:10,25.000,-24.075,12.877,7.750,24.65
505,07-Sep-2020 22:21:10,24.938,-24.211,12.907,7.570,24.62
506,07-Sep-2020 22:36:10,24.938,-24.200,12.907,7.670,24.60
507,07-Sep-2020 22:51:10,24.938,-24.300,12.907,7.650,24.56
508,07-Sep-2020 23:06:10,24.875,-24.396,12.877,7.590,24.54
509,07-Sep-2020 23:21:10,24.875,-24.687,12.877,7.540,24.51
510,07-Sep-2020 23:36:10,24.813,-24.324,12.877,7.590,24.47
511,07-Sep-2020 23:51:10,24.750,-24.841,12.877,7.560,24.42
512,08-Sep-2020 00:06:10,24.750,-24.316,12.817,7.550,24.38
513,08-Sep-2020 00:21:10,24.688,-24.890,12.877,7.530,24.35
514,08-Sep-2020 00:36:10,24.688,-24.319,12.847,7.470,24.31
515,08-Sep-2020 00:51:10,24.625,-24.118,12.877,7.460,24.27
516,08-Sep-2020 01:06:10,24.563,-23.898,12.847,7.390,24.23
517,08-Sep-2020 01:21:10,24.563,-24.319,12.847,7.360,24.20
518,08-Sep-2020 01:36:10,24.500,-24.787,12.877,7.380,24.15
519,08-Sep-2020 01:51:10,24.500,-24.392,12.847,7.390,24.11
520,08-Sep-2020 02:06:10,24.375,-24.305,12.817,7.400,24.07
521,08-Sep-2020 02:21:10,24.375,-24.286,12.847,7.400,24.04
522,08-Sep-2020 02:36:10,24.375,-23.495,12.847,7.370,23.99
523,08-Sep-2020 02:51:10,24.313,-23.314,12.847,7.340,23.95
524,08-Sep-2020 03:06:10,24.250,-23.341,12.817,7.250,23.91
525,08-Sep-2020 03:21:10,24.250,-23.372,12.847,7.290,23.87
526,08-Sep-2020 03:36:10,24.188,-23.462,12.847,7.260,23.84
527,08-Sep-2020 03:51:10,24.125,-23.307,12.847,7.250,23.80
528,08-Sep-2020 04:06:10,24.125,-23.512,12.788,7.220,23.76
529,08-Sep-2020 04:21:10,24.063,-23.010,12.817,7.180,23.71
530,08-Sep-2020 04:36:10,24.000,-23.004,12.817,7.230,23.65
531,08-Sep-2020 04:51:10,24.000,-23.349,12.817,7.210,23.60
532,08-Sep-2020 05:06:10,23.938,-23.055,12.817,7.160,23.56
533,08-Sep-2020 05:21:10,23.875,-23.611,12.817,7.130,23.51
534,08-Sep-2020 05:36:10,23.813,-23.976,12.817,7.070,23.48
535,08-Sep-2020 05:51:10,23.750,-30.484,12.788,7.020,23.45
536,08-Sep-2020 06:06:10,23.750,-29.284,12.758,7.040,23.41
537,08-Sep-2020 06:21:10,23.688,-28.744,12.817,7.010,23.37
538,08-Sep-2020 06:36:10,23.688,-28.756,12.788,6.990,23.33
539,08-Sep-2020 06:51:10,23.625,-28.188,12.788,7.010,23.29
540,08-Sep-2020 07:06:10,23.625,-27.903,12.728,7.060,23.26
541,08-Sep-2020 07:21:10,23.563,-28.016,12.758,7.060,23.24
542,08-Sep-2020 07:36:10,23.563,-28.138,12.758,7.070,23.22
543,08-Sep-2020 07:51:10,23.563,-27.555,12.788,7.080,23.19
544,08-Sep-2020 08:06:10,23.500,-27.149,12.758,7.180,23.15
545,08-Sep-2020 08:21:10,23.500,-27.065,12.877,7.280,23.13
546,08-Sep-2020 08:36:10,23.438,-26.793,13.056,7.370,23.10
547,08-Sep-2020 08:51:10,23.438,-27.010,13.205,7.360,23.09
548,08-Sep-2020 09:06:10,23.500,-26.671,13.294,7.560,23.08
549,08-Sep-2020 09:21:10,23.563,-26.900,13.414,7.780,23.09
550,08-Sep-2020 09:36:10,23.688,-27.406,13.473,7.900,23.11
551,08-Sep-2020 09:51:10,23.688,-27.044,13.503,8.040,23.15
552,08-Sep-2020 10:06:10,23.813,-27.403,13.473,8.070,23.16
553,08-Sep-2020 10:21:10,23.813,-27.471,13.533,8.070,23.15
554,08-Sep-2020 10:36:10,23.938,-27.251,13.563,8.180,23.15
555,08-Sep-2020 10:51:10,24.000,-27.042,13.592,8.240,23.18
556,08-Sep-2020 11:06:10,24.125,-27.969,13.563,8.430,23.16
557,08-Sep-2020 11:21:10,24.188,-27.454,13.682,8.690,23.19
558,08-Sep-2020 11:36:10,24.188,-27.783,13.771,9.210,23.22
559,08-Sep-2020 11:51:10,24.188,-27.580,13.891,9.940,23.20
560,08-Sep-2020 12:06:10,24.188,-27.682,13.920,10.760,23.19
561,08-Sep-2020 12:21:10,24.188,-27.495,13.920,11.700,23.19
562,08-Sep-2020 12:36:10,24.188,-27.518,13.920,12.480,23.21
563,08-Sep-2020 12:51:10,24.250,-27.813,13.861,12.970,23.19
564,08-Sep-2020 13:06:10,24.375,-27.983,13.920,13.690,23.20
565,08-Sep-2020 13:21:10,24.375,-27.561,13.920,14.430,23.20
566,08-Sep-2020 13:36:10,24.438,-27.820,13.920,14.920,23.22
567,08-Sep-2020 13:51:10,24.563,-27.510,13.891,15.110,23.23
568,08-Sep-2020 14:06:10,24.625,-28.147,13.920,15.240,23.26
569,08-Sep-2020 14:21:10,24.688,-27.926,13.891,15.250,23.27
570,08-Sep-2020 14:36:10,24.688,-28.061,13.920,15.050,23.29
571,08-Sep-2020 14:51:10,24.625,-28.104,13.920,14.910,23.27
572,08-Sep-2020 15:06:10,24.625,-28.110,13.920,14.870,23.28
573,08-Sep-2020 15:21:10,24.750,-27.680,13.920,14.760,23.28
574,08-Sep-2020 15:36:10,24.750,-27.459,13.920,14.590,23.27
575,08-Sep-2020 15:51:10,25.000,-27.481,13.920,14.550,23.28
576,08-Sep-2020 16:06:10,25.250,-28.726,13.891,14.620,23.37
577,08-Sep-2020 16:21:10,25.500,-26.331,13.920,14.390,23.32
578,08-Sep-2020 16:36:10,25.625,-25.918,13.920,13.540,23.31
579,08-Sep-2020 16:51:10,25.750,-25.885,13.920,12.620,23.28
580,08-Sep-2020 17:06:10,25.875,-26.050,13.920,11.750,23.28
581,08-Sep-2020 17:21:10,25.938,-25.828,13.920,11.620,23.68
582,08-Sep-2020 17:36:10,26.000,-25.684,13.920,11.670,24.07
583,08-Sep-2020 17:51:10,26.125,-24.489,13.920,10.710,24.76
584,08-Sep-2020 18:06:10,26.250,-24.917,13.920,10.170,24.71
585,08-Sep-2020 18:21:10,26.250,-24.598,13.861,9.590,24.59
586,08-Sep-2020 18:36:10,26.250,-24.305,13.801,9.210,24.36
587,08-Sep-2020 18:51:10,26.188,-24.811,13.682,8.890,24.70
588,08-Sep-2020 19:06:10,26.125,-24.002,13.086,8.670,24.81
589,08-Sep-2020 19:21:10,26.125,-24.542,12.996,8.420,24.72
590,08-Sep-2020 19:36:10,26.063,-24.588,12.937,8.210,24.72
591,08-Sep-2020 19:51:10,26.000,-24.743,12.937,8.020,25.08
592,08-Sep-2020 20:06:10,26.000,-32.663,12.937,7.950,24.77
593,08-Sep-2020 20:21:10,25.938,-32.444,12.937,7.650,24.64
594,08-Sep-2020 20:36:10,25.938,-32.512,12.937,7.390,24.79
595,08-Sep-2020 20:51:10,25.875,-31.924,12.937,7.330,24.78
596,08-Sep-2020 21:06:10,25.875,-31.820,12.907,7.400,25.25
597,08-Sep-2020 21:21:10,25.750,-31.967,12.937,7.540,25.17
598,08-Sep-2020 21:36:10,25.750,-31.805,12.937,7.530,25.18
599,08-Sep-2020 21:51:10,25.688,-31.831,12.907,7.480,25.15
600,08-Sep-2020 22:06:10,25.563,-31.632,12.877,7.440,25.16
601,08-Sep-2020 22:21:10,25.500,-31.379,12.907,7.280,25.15
602,08-Sep-2020 22:36:10,25.438,-31.415,12.907,7.260,25.10
603,08-Sep-2020 22:51:10,25.375,-31.226,12.907,7.420,25.02
604,08-Sep-2020 23:06:10,25.313,-30.763,12.847,7.500,24.99
605,08-Sep-2020 23:21:10,25.313,-30.692,12.877,7.310,24.97
606,08-Sep-2020 23:36:10,25.313,-30.378,12.877,7.140,24.91
607,08-Sep-2020 23:51:10,25.250,-30.701,12.907,6.980,24.90
608,09-Sep-2020 00:06:10,25.250,-30.899,12.847,6.840,24.91
609,09-Sep-2020 00:21:10,25.188,-30.898,12.877,6.780,24.86
610,09-Sep-2020 00:36:10,25.188,-31.236,12.877,6.780,24.81
611,09-Sep-2020 00:51:10,25.188,-30.555,12.877,6.850,24.79
612,09-Sep-2020 01:06:10,25.125,-30.461,12.817,6.780,24.76
613,09-Sep-2020 01:21:10,25.125,-29.861,12.847,6.950,24.58
614,09-Sep-2020 01:36:10,25.063,-30.158,12.877,7.240,24.48
615,09-Sep-2020 01:51:10,25.000,-29.676,12.877,7.320,24.53
616,09-Sep-2020 02:06:10,25.000,-29.451,12.847,7.030,24.60
617,09-Sep-2020 02:21:10,24.938,-30.071,12.847,7.170,24.42
618,09-Sep-2020 02:36:10,24.938,-29.666,12.877,7.360,24.39
619,09-Sep-2020 02:51:10,24.938,-29.235,12.847,7.410,24.24
620,09-Sep-2020 03:06:10,24.875,-29.041,12.847,7.500,24.11
621,09-Sep-2020 03:21:10,24.875,-28.990,12.847,7.560,23.75
622,09-Sep-2020 03:36:10,24.875,-29.063,12.847,7.480,23.67
623,09-Sep-2020 03:51:10,24.813,-28.766,12.847,7.470,23.92
624,09-Sep-2020 04:06:10,24.750,-28.899,12.788,7.440,24.09
625,09-Sep-2020 04:21:10,24.750,-28.848,12.847,7.520,23.91
626,09-Sep-2020 04:36:10,24.750,-28.986,12.817,7.550,23.71
627,09-Sep-2020 04:51:10,24.688,-28.925,12.847,7.540,23.54
628,09-Sep-2020 05:06:10,24.688,-28.469,12.788,7.400,23.40
629,09-Sep-2020 05:21:10,24.625,-28.312,12.817,7.160,23.42
630,09-Sep-2020 05:36:10,24.625,-28.732,12.817,7.200,23.35
631,09-Sep-2020 05:51:10,24.625,-28.255,12.817,7.180,23.29
632,09-Sep-2020 06:06:10,24.563,-27.996,12.758,7.000,23.38
633,09-Sep-2020 06:21:10,24.500,-28.213,12.817,6.960,23.56
634,09-Sep-2020 06:36:10,24.563,-28.497,12.817,7.120,23.37
635,09-Sep-2020 06:51:10,24.500,-28.515,12.817,7.130,23.23
636,09-Sep-2020 07:06:10,24.438,-28.165,12.758,7.300,23.25
637,09-Sep-2020 07:21:10,24.438,-27.900,12.788,7.450,23.24
638,09-Sep-2020 07:36:10,24.438,-27.518,12.788,7.350,23.25
639,09-Sep-2020 07:51:10,24.375,-28.096,12.847,7.440,23.25
640,09-Sep-2020 08:06:10,24.375,-27.954,12.937,7.550,23.30
641,09-Sep-2020 08:21:10,24.375,-27.457,13.205,7.660,23.40
642,09-Sep-2020 08:36:10,24.375,-27.930,13.473,7.720,23.46
643,09-Sep-2020 08:51:10,24.375,-27.923,13.652,8.470,23.37
644,09-Sep-2020 09:06:10,24.438,-28.267,13.771,8.900,23.26
645,09-Sep-2020 09:21:10,24.438,-27.158,13.861,9.180,23.26
646,09-Sep-2020 09:36:10,24.500,-27.665,13.920,9.380,23.38
647,09-Sep-2020 09:51:10,24.563,-27.559,13.891,9.740,23.39
648,09-Sep-2020 10:06:10,24.563,-27.646,13.920,9.820,23.49
649,09-Sep-2020 10:21:10,24.625,-27.710,13.891,9.860,23.59
650,09-Sep-2020 10:36:10,24.625,-27.506,13.920,10.050,23.58
651,09-Sep-2020 10:51:10,24.625,-27.613,13.920,9.830,23.75
652,09-Sep-2020 11:06:10,24.625,-27.968,13.801,9.220,23.89
653,09-Sep-2020 11:21:10,24.625,-26.935,13.891,9.310,24.01
654,09-Sep-2020 11:36:10,24.625,-26.739,13.920,10.240,24.04
655,09-Sep-2020 11:51:10,24.688,-27.276,13.920,11.000,24.13
656,09-Sep-2020 12:06:10,24.750,-27.532,13.920,11.580,24.02
657,09-Sep-2020 12:21:10,24.813,-27.656,13.891,10.990,23.96
658,09-Sep-2020 12:36:10,24.875,-27.380,13.891,10.860,23.78
659,09-Sep-2020 12:51:10,24.875,-27.408,13.920,10.620,24.00
660,09-Sep-2020 13:06:10,24.875,-27.619,13.891,9.820,24.24
661,09-Sep-2020 13:21:10,24.875,-27.704,13.891,10.850,24.39
662,09-Sep-2020 13:36:10,25.000,-27.618,13.920,11.710,24.44
663,09-Sep-2020 13:51:10,25.563,-27.704,13.920,11.510,24.51
664,09-Sep-2020 14:06:10,25.688,-27.474,13.920,11.990,24.56
665,09-Sep-2020 14:21:10,25.688,-27.697,13.920,11.290,24.56
666,09-Sep-2020 14:36:10,25.688,-27.602,13.891,11.930,24.55
667,09-Sep-2020 14:51:10,25.688,-27.440,13.891,12.200,24.57
668,09-Sep-2020 15:06:10,25.750,-27.731,13.891,12.460,24.62
