No. ,Hole  Pos.,Weight  [mg],Name  ,Method  ,N  Area,C  Area,N  [%],C  [%],N  Factor,C  Factor,N  Blank,C  Blank,C/N  ratio,Memo  ,Info  ,Date,Time
16,16,49.36,f_sed_4m_r1_8/20/18,soil,2039,21120,1.492,13.065,0.974,0.9938,0,0,8.7575,,,2019-APR-10,3:09:58 PM
17,17,48.75,f_sed_4m_r1_60418,soil,1424,14780,1.1,9.28,0.974,0.9938,0,0,8.4365,,,2019-APR-10,3:18:34 PM
18,18,45.6,f_sed_8m_r2_09jul18,soil,1404,15116,1.16,10.145,0.974,0.9938,0,0,8.7428,,,2019-APR-10,3:27:25 PM
19,19,44.78,DUP_f_sed_4m_r1_60418,soil,1322,13656,1.113,9.341,0.974,0.9938,0,0,8.3944,,,2019-APR-10,3:36:04 PM
20,20,25.03,aa run as unknown,aspartic acid 1,7759,29521,10.458,35.959,0.974,0.9938,0,0,3.4383,,,2019-APR-10,3:46:55 PM
21,21,42.9,f_sed_8m_r2_5-14-18,soil,1932,18821,1.635,13.405,0.974,0.9938,0,0,8.2013,,,2019-APR-10,3:55:36 PM
22,22,52.02,f_sed_8m_r2_9jul18,soil,1638,17772,1.163,10.442,0.974,0.9938,0,0,8.9822,,,2019-APR-10,4:04:32 PM
23,23,42.29,f_sed_8m_r2_52818,soil,839,10713,0.747,7.779,0.974,0.9938,0,0,10.4077,,,2019-APR-10,4:13:16 PM
24,24,44.66,f_sed_8m_r1_61118,soil,1406,15429,1.186,10.571,0.974,0.9938,0,0,8.9112,,,2019-APR-10,4:22:12 PM
25,25,22.86,f_sed_4m_r1_70218,soil,562,7901,0.919,10.657,0.974,0.9938,0,0,11.5975,,,2019-APR-10,4:30:59 PM
26,26,48.87,f_sed_4m_r2_60418,soil,1132,14340,0.874,8.984,0.974,0.9938,0,0,10.2803,,,2019-APR-10,4:39:52 PM
27,27,42.12,f_sed_4m_r2_52118,soil,1162,14026,1.04,10.197,0.974,0.9938,0,0,9.8014,,,2019-APR-10,4:48:32 PM
28,28,42.92,fcr_4m_7/16/18,soil,1676,18563,1.438,13.216,0.974,0.9938,0,0,9.1919,,,2019-APR-10,4:57:27 PM
29,29,43.02,f_8m_r1_81318,soil,1197,13344,1.049,9.503,0.974,0.9938,0,0,9.0587,,,2019-APR-10,5:06:11 PM
30,30,43.71,f_sed_8m_r1_9jul18,soil,1213,13427,1.046,9.41,0.974,0.9938,0,0,8.9935,,,2019-APR-10,5:15:04 PM
31,31,44.39,f_sed_4m_r1_52118,soil,1267,15215,1.076,10.489,0.974,0.9938,0,0,9.7505,,,2019-APR-10,5:23:49 PM
32,32,24.65,aa run as unknown,aspartic acid 1,7572,29065,10.37,35.951,0.974,0.9938,0,0,3.4669,,,2019-APR-10,5:34:45 PM
33,33,47.6,f_sed_8m_r1_52818,soil,1023,12733,0.811,8.199,0.974,0.9938,0,0,10.113,,,2019-APR-10,5:43:29 PM
34,34,44.74,f_sed_8m_r1_7/09/18,soil,1160,13409,0.978,9.182,0.974,0.9938,0,0,9.389,,,2019-APR-10,5:52:24 PM
35,35,43.15,fcr_sed_4m_r2_9/3/18,soil,1469,17666,1.282,12.514,0.974,0.9938,0,0,9.7639,,,2019-APR-10,6:01:14 PM
36,36,43.27,f_8m_r2_81318,soil,1247,13092,1.086,9.271,0.974,0.9938,0,0,8.5353,,,2019-APR-10,6:10:08 PM
37,37,43.96,fcr_sed_4m_r1_9318,soil,1927,20033,1.591,13.919,0.974,0.9938,0,0,8.747,,,2019-APR-10,6:18:53 PM
38,38,42.67,f_8m_r1_13aug18,soil,1496,15621,1.308,11.2,0.974,0.9938,0,0,8.5659,,,2019-APR-10,6:27:50 PM
39,39,43.58,fcr_sed_8m_r1_7/23/18,soil,1263,14082,1.093,9.895,0.974,0.9938,0,0,9.0528,,,2019-APR-10,6:36:35 PM
40,40,48.67,f_8m_r2_13aug18,soil,1868,17733,1.397,11.137,0.974,0.9938,0,0,7.9702,,,2019-APR-10,6:45:32 PM
41,41,300.39,fcr_t10_e1,soil,5007,60814,0.57,6.164,0.974,0.9938,0,0,10.8138,,,2019-APR-10,6:54:43 PM
42,42,307.96,fcr_t45_e2,soil,4560,59926,0.508,5.925,0.974,0.9938,0,0,11.6571,,,2019-APR-10,7:04:12 PM
43,43,323.77,DUP_fcr_t10_e1,soil,5330,67659,0.562,6.362,0.974,0.9938,0,0,11.3292,,,2019-APR-10,7:13:15 PM
44,44,25.15,aa run as unknown,aspartic acid 1,7782,29933,10.438,36.285,0.974,0.9938,0,0,3.4762,,,2019-APR-10,7:24:14 PM
45,45,307.35,bvr_2,soil,3438,39542,0.389,3.919,0.974,0.9938,0,0,10.0708,,,2019-APR-10,7:33:06 PM
46,46,302.24,fcr_t30_e2,soil,2148,32108,0.255,3.238,0.974,0.9938,0,0,12.6758,,,2019-APR-10,7:42:04 PM
47,47,309.84,fcr_t45_e1.5,soil,2338,35139,0.269,3.456,0.974,0.9938,0,0,12.827,,,2019-APR-10,7:50:52 PM
48,48,305.49,fcr_t30_e1,soil,3850,45488,0.436,4.535,0.974,0.9938,0,0,10.4035,,,2019-APR-10,8:00:16 PM
49,49,318.06,fcr_t20_e1.5,soil,1966,31449,0.224,3.014,0.974,0.9938,0,0,13.458,,,2019-APR-10,8:09:08 PM
50,50,347.34,fcr_t20_e1,soil,6562,76602,0.64,6.715,0.974,0.9938,0,0,10.4889,,,2019-APR-10,8:19:04 PM
51,51,305.75,bvr_1,soil,2961,37913,0.34,3.778,0.974,0.9938,0,0,11.1133,,,2019-APR-10,8:27:53 PM
52,52,337.87,fcr_t10_e2,soil,1809,27426,0.196,2.476,0.974,0.9938,0,0,12.6601,,,2019-APR-10,8:36:55 PM
53,53,349.24,bvr_5,soil,8112,84911,0.783,7.403,0.974,0.9938,0,0,9.457,,,2019-APR-10,8:46:26 PM
54,54,347.12,fcr_t50_e1,soil,2330,30412,0.24,2.671,0.974,0.9938,0,0,11.1432,,,2019-APR-10,8:55:30 PM
55,55,320.22,DUP_fcr_t50_e1,soil,2194,28899,0.246,2.752,0.974,0.9938,0,0,11.1915,,,2019-APR-10,9:04:19 PM
56,56,25.01,aa run as unknown,aspartic acid 1,7712,29619,10.405,36.107,0.974,0.9938,0,0,3.4702,,,2019-APR-10,9:15:14 PM
57,57,325.19,fcr_t10_e1.5,soil,3191,50945,0.343,4.77,0.974,0.9938,0,0,13.9127,,,2019-APR-10,9:24:00 PM
58,58,301.19,bvr_3,soil,3742,44375,0.43,4.487,0.974,0.9938,0,0,10.4267,,,2019-APR-10,9:33:12 PM
59,59,314.41,fcr_t30_e1.5,soil,4229,51290,0.463,4.967,0.974,0.9938,0,0,10.7259,,,2019-APR-10,9:42:09 PM
60,60,331.98,fcr_t20_e2,soil,684,9779,0.077,0.905,0.974,0.9938,0,0,11.7052,,,2019-APR-10,9:50:55 PM
61,61,303.34,bvr_4,soil,3824,42738,0.436,4.291,0.974,0.9938,0,0,9.8379,,,2019-APR-10,9:59:41 PM
62,62,312.08,fcr_t45_e1,soil,4382,53138,0.483,5.185,0.974,0.9938,0,0,10.7401,,,2019-APR-10,10:09:08 PM
63,63,334.12,DUP_fcr_t45_e1,soil,4518,55738,0.464,5.079,0.974,0.9938,0,0,10.9399,,,2019-APR-10,10:17:59 PM
64,64,325.06,DUP_bvr_3,soil,4069,48153,0.432,4.511,0.974,0.9938,0,0,10.4464,,,2019-APR-10,10:27:10 PM
65,65,25,aa run as unknown,aspartic acid 1,7677,29784,10.362,36.321,0.974,0.9938,0,0,3.5051,,,2019-APR-10,10:37:52 PM
66,66,0,,,0,0,0,0,0.974,0.9938,0,0,0,,,,
