"x","cast","Reservoir","Site","DateTime","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","YellowSubstances_ugL","TotalConc_ugL","Transmission","Depth_m","Temp_degC","RFU_525nm","RFU_570nm","RFU_610nm","RFU_370nm","RFU_590nm","RFU_470nm"
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:21:41,8.97,2.35,2.66,0.03,0.58,14.01,100,1.97,23.62,15.57,5.54,22.43,25.03,23.37,45.69
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:21:43,8.72,2.63,3.16,0,0.57,14.52,100,2.01,23.56,16.78,5.99,24.12,25.65,24.58,47.03
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:21:46,8.52,2.72,3.2,0,0.55,14.44,100,2.08,23.58,16.76,6.29,24.43,25.31,24.73,46.44
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:21:48,8.48,2.74,2.88,0.14,0.62,14.24,100,2.13,23.73,16.57,6.27,24.33,25.62,25.18,46.04
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:21:51,8.69,2.65,2.96,0,0.6,14.3,100,2.18,23.41,16.37,5.88,23.95,25.59,24.49,46.3
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:21:53,8.94,2.53,2.88,0,0.55,14.34,100,2.22,23.17,16.11,5.47,23.53,25.17,24.08,46.26
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:21:55,9.07,2.52,2.87,0,0.57,14.45,100,2.26,23.25,16.15,5.88,23.53,25.48,24.12,46.76
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:21:58,8.78,2.88,3.08,0,0.53,14.74,100,2.33,23.04,16.71,6.31,25.49,25.35,25.19,46.59
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:00,9.05,2.79,2.82,0.14,0.54,14.8,100,2.38,22.77,16.62,6.26,24.92,25.56,25.84,46.99
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:02,8.56,3.17,3.45,0.03,0.51,15.2,100,2.43,22.79,17.69,6.65,26.58,25.71,27.23,47.56
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:05,8.47,3.61,3.59,0.24,0.51,15.91,100,2.48,22.84,18.99,7.85,29.29,26.57,29.74,49.01
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:07,8.32,4.52,4.03,0.78,0.59,17.66,100,2.53,22.68,22.61,9.92,35.12,29.54,35.97,53.8
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:10,8.33,4.92,4.37,1.16,0.57,18.77,100,2.58,22.48,24.87,10.8,38.07,30.92,39.58,56.92
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:12,8.29,4.65,4.16,1.36,0.52,18.46,100,2.64,22.06,24.63,10.81,37.09,30.14,38.9,56.29
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:14,8.36,4.38,4.05,0.8,0.54,17.59,100,2.68,21.75,22.49,9.46,34.42,29,35.67,53.58
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:17,8.6,4.25,3.78,1.19,0.56,17.82,100,2.68,21.36,23.15,10.04,34.77,29.74,36.45,55.04
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:19,8.55,5.19,4.6,0.68,0.54,19.02,100,2.72,21.18,24.21,10.4,38.54,30.65,39.32,56.39
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:22,8.45,5.51,4.74,1.26,0.51,19.97,100,2.76,21.21,26.53,11.28,41.27,31.76,43.16,59.17
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:24,8.23,5.67,4.9,1.57,0.49,20.36,100,2.89,21.22,27.75,12.47,42.87,32.09,44.64,60.32
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:26,8.42,5.84,5.06,1.27,0.53,20.59,100,2.87,21.39,27.58,11.83,43.1,32.65,44.84,60.7
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:29,8.93,6.33,4.96,2.22,0.51,22.44,100,2.95,21.32,30.96,14.27,48.1,35.1,50.62,66.12
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:31,8.87,7.19,6.12,1.9,0.45,24.08,100,3.01,21.28,33.22,15.28,52.38,36.45,54.03,69.42
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:33,9.12,7.8,5.82,2.28,0.46,25.02,100,3.05,21.13,34.35,16.66,56.07,37.52,57.78,70.87
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:36,9.46,8.74,5.58,2.32,0.4,26.1,100,3.13,20.98,34.76,17,60.2,37.77,62.18,70.93
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:38,9.29,13.91,7.27,1.73,0.25,32.2,100,3.2,20.37,40.65,22.14,83.77,41.81,82.88,75.79
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:41,11.46,38.46,17.41,12.42,0.15,79.76,96.16,3.25,19.32,119.44,67.25,232.16,98.58,239.63,181.86
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:43,8.93,50.6,29.87,34.23,0.59,123.64,91.72,3.31,18.88,226.82,123.8,352.02,168.57,382.98,332.28
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:45,12.17,47.49,32.36,26.67,0,118.7,92.06,3.37,18.3,206.84,105.85,323.7,152.61,348.32,315.91
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:48,13.74,57.2,39.95,40.19,0,151.08,86.54,3.43,17.91,276.34,140.32,408.71,200.43,450.48,416.49
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:50,14.08,58.89,39.76,42.85,0,155.59,87.58,3.48,17.99,285.81,145.43,422.59,206.34,468.26,429.12
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:52,7.66,57.35,34.29,23.42,0,122.72,89.03,3.53,17.9,207.02,110.36,357.87,154.29,375.53,297.64
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:55,6.71,58.29,28.41,16.89,0,110.3,91.2,3.59,18.03,172.47,96.19,339.47,129.31,348.17,241.41
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:22:57,2.69,56.75,25.48,11.33,0,96.25,93.06,3.63,18.01,144.69,82.16,311.8,108.96,314.94,190.03
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:00,3.39,61.37,28.03,6.26,0,99.04,94.59,3.67,18.1,139.03,80.18,323.84,108.57,317.88,182.86
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:02,2.94,64.76,27.74,0,0,95.45,93.32,3.72,18.4,121.26,74.84,327.11,97.85,303.43,154.28
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:04,3.3,60.14,21.07,0,0,84.51,93.77,3.78,18.05,101.73,65.41,296.63,83.98,280.77,124.21
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:07,5.18,57.67,20.38,3.63,0,86.86,94.02,3.83,17.38,110.7,69.49,294.34,92.05,285.52,141.47
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:09,4.22,56.51,16.78,0,0.38,77.5,93.86,3.87,17.56,90.41,59.2,275.96,81.38,262.69,109.14
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:12,4.82,57.52,17.58,0.45,0.55,80.37,93.97,3.94,17.91,95.11,64.19,283.51,86.91,269.13,118.25
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:14,3.19,55.4,14.6,0,2.72,73.19,94.2,4.02,16.73,90.03,58.29,271.8,99.46,253.32,114.68
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:16,0.97,50.67,4.95,0,5.27,56.6,94.41,4.08,15.99,69.05,47.23,243.62,102.42,219.56,83.93
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:19,0,46.67,0.79,0,8.18,47.47,94.39,4.16,16.19,65.43,41.62,222.03,121.33,198.98,83.18
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:21,0,43.81,0,0,9.73,43.81,94.74,4.24,16,64.96,39.7,206.63,139.98,189.06,83.18
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:23,0,44.4,0,0,9.66,44.4,94.56,4.32,15.32,64.84,39.05,210.11,139.17,190.95,83.69
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:26,0,41.43,0,0,10.27,41.43,94.95,4.34,14.54,63.12,37,197.74,145.28,178.05,85.33
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:28,0,38.43,0,0,10.5,38.43,94.91,4.39,15.4,59.95,33.66,184.54,148.81,165.42,82.29
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:31,0,39.18,0,0,10.37,39.18,94.34,4.43,16.02,60.79,34.44,187.38,146.34,169.05,83.41
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:33,0,39.38,0,0,10.33,39.38,94.82,4.48,15.86,61.57,34.69,187.46,144.88,170.6,84.5
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:35,0,37.5,0,0,10.31,37.5,94.96,4.52,15.62,59.21,32.87,179.41,143.81,162.4,83.26
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:38,0,36.84,0,0,10.25,36.84,94.86,4.59,15.27,58.61,32.05,176.14,142.21,159.91,83.15
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:40,0,36.39,0,0,9.88,36.39,94.95,4.66,14.96,58.05,32.38,174.68,135.28,156.95,83.25
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:42,0,32.38,0,0,9.33,32.38,94.53,4.73,14.92,53.48,28.4,153.51,120.71,143.08,84.74
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:45,0,33.94,0,0,9.24,33.94,94.59,4.79,14.87,53.57,30.28,162.92,122.53,147.04,83.01
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:47,0,31.23,0.22,0,8.8,31.45,95.29,4.86,14.33,51.42,28.51,147.06,114.77,139.32,81.18
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:50,3.08,29.31,0.39,0,7.37,32.77,96.07,4.91,14.06,47.27,26.61,144.2,102.97,129.42,80.32
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:52,4.22,25.25,2.01,0,5.59,31.49,95.66,4.96,14.11,43.49,24.02,124.59,86.05,117.12,75.55
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:54,4.5,26.05,1.75,0,5.7,32.29,96.14,5.03,14.14,44.03,24.25,128.44,87.7,120.3,76.41
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:57,11.54,21.39,1.73,0,2.46,34.66,96.83,5.06,13.6,35.8,21.32,113.08,60.8,103,71.21
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:23:59,10.84,22.23,1.69,0,2.78,34.75,96.78,5.12,12.8,36.82,21.55,116.06,63.62,106.52,71.61
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:02,10.6,20.97,2.4,0,2.41,33.98,96.88,5.16,12.73,36.25,20.98,109.6,59.77,102.72,70.64
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:04,11.66,19.1,1.65,0,2.07,32.41,97.58,5.28,12.4,32.73,19.08,102.2,55.07,93.61,67.33
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:06,12.49,19,1.79,0,1.61,33.29,97.72,5.33,11.57,32.28,19.14,102.39,51.72,93.71,66.9
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:09,12.06,19.83,1.74,0,1.67,33.64,97.69,5.39,11.63,32.79,19.83,106.27,52.27,96.26,66.06
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:11,12.5,19.83,1.58,0,1.62,33.92,97.45,5.43,11.87,32.6,19.61,106.98,52.13,95.87,66.37
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:13,12.12,19.15,1.7,0,1.53,32.97,97.85,5.45,12.02,31.73,19.27,102.65,50.31,93.81,64.7
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:16,12.49,19.54,1.61,0,1.52,33.64,97.84,5.51,12.38,32.14,19.47,105.58,50.91,94.68,65.54
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:18,12.71,20.01,1.38,0,1.52,34.09,97.97,5.54,12.23,32.12,19.7,107.77,51.16,96.41,65.38
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:21,12.37,19.97,1.6,0,1.47,33.94,97.57,5.59,12.15,32.24,19.83,107.07,50.55,96.66,64.87
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:23,12.74,19.23,1.56,0,1.41,33.53,97.54,5.65,12.58,31.65,19.17,104.48,49.85,93.25,65.16
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:25,12.19,18.23,1.62,0,1.45,32.04,97.67,5.73,12.49,30.62,18.35,98.46,48.75,89.8,63.63
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:28,11.98,18.13,1.73,0,1.42,31.84,98.32,5.75,11.53,30.6,18.4,97.85,48.3,89.4,63.2
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:30,11.9,18.54,1.68,0,1.36,32.11,97.89,5.81,11.14,30.63,18.57,99.78,47.76,90.71,62.33
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:32,12.29,18.84,1.55,0,1.35,32.68,97.51,5.85,11.12,30.83,18.82,101.91,48.27,91.59,63.05
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:35,12.3,18.47,1.58,0,1.42,32.35,97.69,5.89,11.36,30.73,18.69,99.98,48.71,90.41,63.62
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:37,11.48,17.84,1.79,0,1.39,31.11,97.74,5.92,11.74,30.12,17.89,96.03,47.13,87.97,61.48
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:40,11.76,18.19,1.74,0,1.42,31.69,97.71,5.95,11.82,30.56,18.32,97.9,48.07,89.54,62.58
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:42,12.31,18.64,1.41,0,1.37,32.35,97.64,6,11.71,30.4,18.85,101.31,48.12,90.07,62.58
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:44,11.74,18.71,1.76,0,1.4,32.21,98.2,6.03,11.99,30.87,19.05,99.72,48.22,92.22,62.58
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:47,12.17,18.26,1.44,0,1.4,31.86,98.18,6.09,12.43,30.03,19.09,98.66,47.99,89.24,62.41
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:49,11.97,18.28,1.54,0,1.4,31.78,97.86,6.15,12.36,30.22,18.22,98.57,47.8,89.53,62.14
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:51,11.72,17.99,1.8,0,1.4,31.5,97.79,6.2,12.1,30.36,18.19,96.14,47.74,89.6,62.47
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:54,12.05,18.25,1.71,0,1.38,32.01,97.87,6.25,12.31,30.58,18.43,98.35,48.05,89.97,63.04
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:56,11.65,17.43,1.69,0,1.46,30.76,98.01,6.31,12.22,29.81,17.41,94.06,47.58,86.51,61.99
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:24:59,11.6,17.39,1.59,0,1.45,30.58,97.8,6.35,11.5,29.55,17.42,94.27,47.29,85.65,61.38
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:01,11.69,17.2,1.83,0,1.47,30.72,97.84,6.4,11.54,30,17.67,93.43,47.86,85.51,62.77
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:03,12.04,17.85,1.52,0,1.44,31.41,97.92,6.44,11.75,30.03,18.05,97.35,48.03,87.11,62.5
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:06,12.41,17.31,1.28,0,1.4,30.99,97.94,6.5,11.61,29.14,17.37,95.15,47.28,84.67,62.08
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:08,11.86,16.63,1.54,0,1.43,30.03,98.07,6.55,11.39,28.85,16.63,90.5,46.73,83.18,61.51
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:11,11.56,16.64,2.01,0,1.49,30.21,97.81,6.6,11.23,29.94,17.22,90.8,47.75,83.44,63.12
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:13,11.57,17.43,2.06,0,1.52,31.06,96.06,6.66,11.36,30.8,17.91,94.38,48.78,86.88,63.92
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:15,11.66,18.17,1.66,0,1.49,31.49,92.57,6.7,11.45,30.5,17.95,98.05,48.41,88.97,62.37
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:18,11.3,17.63,1.91,0,1.48,30.84,94.53,6.75,11.63,30.3,18.03,94.58,47.85,87.63,62.1
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:20,12.15,18.47,1.43,0,1.44,32.05,96.03,6.82,12.06,30.54,18.33,101.41,48.52,88.4,62.66
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:22,12.25,18.23,1.65,0,1.52,32.13,96.65,6.89,11.98,30.88,18.3,98.14,49.61,90.47,64.51
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:25,12.5,18.91,1.69,0,1.45,33.11,97.05,6.93,11.6,31.64,19.01,103.03,49.82,91.83,65.12
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:27,13.01,19.42,1.42,0,1.51,33.85,97.16,6.97,11.71,31.92,19.27,105.77,51.11,93.9,66.23
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:30,12.96,18.87,1.4,0,1.52,33.24,97.07,7.03,11.74,31.38,18.91,102.93,50.71,91.82,65.92
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:32,12.53,18.72,1.67,0,1.57,32.92,96.71,7.08,11.67,31.74,18.72,101.54,50.96,91.81,66.08
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:34,12.21,17.07,1.71,0,1.61,31,96.42,7.15,11.74,30.33,17.08,92.85,49.75,85.86,65.05
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:37,12.89,18.14,1.83,0,1.63,32.85,95.22,7.2,11.72,31.99,18.31,99.02,51.94,90.3,68.25
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:39,13.39,19.45,1.61,0,1.57,34.45,95.72,7.25,11.83,32.75,19.33,105.98,52.63,95.08,68.79
"20220906_BVR_50.txt","54","BVR",50,2022-09-06 15:25:41,12.7,19.58,2.18,0,1.61,34.45,95.59,7.29,11.87,33.7,20.14,104.64,53.14,97.61,69.51
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:45:58,14.15,0.64,3.67,0,0.56,18.45,100,0.23,23.31,19.69,4.16,20.83,32.58,20.82,65.89
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:00,14.19,0.7,3.45,0,0.56,18.35,100,0.29,23.29,19.16,5.03,20.81,32.35,20.88,65.12
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:03,14.31,0.74,3.48,0.01,0.48,18.54,100,0.38,23.28,19.07,5.46,20.53,31.83,21.7,65.08
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:05,14.87,0.97,3.44,0,0.59,19.28,100,0.52,23.28,19.85,5.62,23.16,33.79,21.97,67.55
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:08,14.05,0.68,4.35,0,0.55,19.08,100,0.6,23.27,21.36,3.19,21.11,33.51,22.41,68.51
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:10,13.68,0.98,4.09,0,0.68,18.75,100,0.66,23.26,21.12,4.08,22.86,34.17,22.07,67.34
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:12,14.36,0.7,4.1,0,0.55,19.16,100,0.75,23.23,20.83,4.72,21.49,33.55,21.95,68.4
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:15,14,0.63,4.48,0,0.52,19.11,100,0.84,23.23,21.34,5.45,21.35,33.42,21.49,68.72
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:17,13.87,0.53,4.67,0,0.53,19.07,100,0.9,23.26,21.78,4.09,20.79,33.55,21.59,69.18
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:19,14.5,0.76,4.1,0,0.59,19.37,100,0.99,23.23,21.06,4.84,21.51,34.3,22.74,69.3
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:22,13.74,0.86,4.59,0,0.66,19.18,100,1.07,23.19,21.99,5.51,22.19,34.76,22.62,69.5
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:24,14.66,0.72,4.08,0,0.71,19.46,100,1.16,23.18,21.37,5.38,22.05,35.66,22.13,70.61
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:27,14.68,0.72,3.74,0,0.66,19.14,100,1.23,23.17,20.39,5.57,21.69,34.55,21.64,68.75
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:29,14.82,0.64,4.4,0,0.46,19.86,100,1.28,23.21,21.55,4.9,21.95,33.78,22.21,70.48
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:31,13.5,0.72,4.51,0,0.76,18.73,100,1.32,23.24,21.91,4.45,21.22,35.25,22.12,69.19
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:34,14.06,0.79,4.5,0,0.58,19.35,100,1.36,23.22,21.72,5.4,22.19,34.19,22.26,69.48
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:36,13.29,0.79,4.79,0,0.61,18.87,100,1.43,23.17,21.98,5.73,21.43,33.92,22.34,68.55
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:39,13.85,0.65,4.55,0,0.52,19.05,100,1.48,23.14,21.45,5.73,21.56,33.37,21.3,68.58
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:41,13.75,0.69,4.58,0,0.61,19.01,100,1.54,23.15,21.75,5.13,21.63,34.12,21.63,69.03
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:43,13.01,0.65,4.97,0,0.64,18.63,100,1.57,23.17,22.31,5.25,21.5,34.05,21.07,68.62
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:46,12.72,0.72,4.76,0,0.72,18.2,100,1.6,23.17,21.94,4.48,20.77,34.17,21.69,67.49
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:48,12.98,0.71,4.81,0,0.58,18.5,100,1.66,23.16,21.9,4.71,21.81,33.2,20.84,67.4
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:50,13.37,0.7,4.41,0,0.62,18.48,100,1.76,23.14,21.18,4.95,21.2,33.42,21.19,67.18
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:53,13.69,0.8,4.79,0,0.63,19.28,100,1.87,23.07,22.36,5.58,22.11,34.79,22.48,70.08
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:55,14.36,0.9,5.46,0,0.6,20.72,100,1.95,23.02,24.44,5.65,24.19,36.66,23.86,74.95
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:46:58,14.46,1.06,5.57,0,0.59,21.09,100,2.04,23,24.78,5.73,24.26,36.92,25.6,75.68
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:00,14.38,1.24,5.78,0,0.67,21.4,100,2.12,22.97,25.71,6.19,26.51,38.22,25.2,77.1
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:02,14.67,1.17,6.05,0,0.71,21.89,100,2.2,22.9,26.56,5.57,26.02,39.4,26.35,79.48
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:05,14.57,1.29,6.71,0,0.7,22.57,100,2.28,22.79,28.09,6.9,27.49,40.33,26.92,81.99
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:07,14.77,1.42,6.69,0,0.7,22.88,100,2.35,22.6,28.27,6.86,27.81,40.74,28.15,82.65
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:10,14.45,1.41,7.4,0,0.72,23.26,100,2.39,22.47,29.86,7.26,28.81,41.7,27.97,84.89
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:12,15.22,1.45,7.28,0,0.63,23.95,100,2.43,22.46,29.82,6.9,28.98,41.67,29.17,86.11
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:14,14.81,1.43,7.47,0,0.67,23.71,100,2.47,22.42,30.14,7.02,29.06,41.84,28.65,85.96
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:17,15.29,1.45,7.92,0,0.72,24.66,100,2.51,22.36,31.67,6.87,29.83,43.79,29.9,89.89
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:19,15.33,1.49,8.02,0,0.78,24.84,100,2.57,22.35,32.14,7.55,30.71,44.76,29.64,91.01
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:21,14.74,1.58,7.75,0,0.76,24.06,100,2.64,22.23,31.12,7.42,30.08,43.27,29.42,87.74
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:24,13.8,1.65,9.07,0,0.75,24.52,100,2.72,22.1,33.77,7.76,30.85,44.14,30.51,90.5
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:26,15.41,1.8,9,0,0.65,26.21,100,2.77,21.86,34.45,7.89,33,45.36,32.1,94.57
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:29,14.64,1.99,9.97,0,0.71,26.6,100,2.83,21.67,36.61,8.68,34.2,46.74,33.33,96.97
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:31,15.17,2.05,10.38,0,0.65,27.6,100,2.89,21.6,37.81,8.54,34.89,47.64,34.95,100.03
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:33,15.45,2.66,11.03,0,0.66,29.14,100,2.95,21.42,40.05,9.44,38.65,49.65,38.36,104.01
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:36,15.13,3.51,11.74,0,0.75,30.38,100,3,21.23,42.54,10.52,43.2,52.05,42.26,107.18
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:38,15.94,6.06,13.5,0,0.61,35.49,100,3.06,21.16,49,13.01,57.1,56.65,55.49,117.2
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:40,16.71,11.71,16.83,0,0.54,45.25,100,3.14,20.85,61.88,19.42,86.11,67.04,83.96,135.73
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:43,18.39,37.28,37.08,14.48,0,107.23,94.49,3.23,20.37,175.46,76.8,257.29,139.72,270.75,299.94
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:45,23.14,57.11,54,41.9,0,176.15,88.74,3.3,19.53,319.61,151.7,437.02,231.46,478.6,520.15
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:48,16.38,67.44,68.25,53.07,0,205.14,84.95,3.37,18.61,393.45,190.51,520.32,279.39,571.37,611.55
"20220913_FCR_50.txt","55","FCR",50,2022-09-13 09:47:50,15,73.88,72.91,56.24,0,218.03,83.16,3.41,18.45,419.14,197.96,558.63,294.38,617.61,644.37
