Reservoir,Site,Site_code,Date,Time,Depth_m,Rep,label,samp_Id_eems,Totals (TNTP),Solubles,VT_Metals,Ions,Alkalinity,Chla,EEMs,Isotope
CCR,50,C50,6/19/2024,9:10:00,20,2,C50_19JUN24_20R2,20241118_C50_19JUN24_20R2.csv,X,X,,,,,X,
CCR,88,CC4,6/19/2024,9:45:00,0.1,1,CC4_19jun24_01r1,20240726_CC4_19jun24_01r1.csv,X,X,,,,X,X,X
CCR,88,CC4,6/19/2024,9:45:00,0.1,2,CC4_19jun24_01r2,,X,X,,,,,X,
CCR,88,CC4,6/19/2024,9:45:00,1.5,1,CC4_19jun24_15r1,20240708_CC4_19jun24_15r1.csv,X,X,,,,,X,X
CCR,88,CC4,6/19/2024,9:45:00,1.5,2,CC4_19jun24_15r2,,X,X,,,,,X,
CCR,88,CC4,6/19/2024,9:45:00,6,1,CC4_19jun24_6r1,20240726_CC4_19jun24_6r1.csv,X,X,,,,,X,X
CCR,88,CC4,6/19/2024,9:45:00,6,2,CC4_19JUN24_6R2,20241118_CC4_19JUN24_6R2.csv,X,X,,,,,X,
CCR,88,CC4,6/19/2024,9:45:00,9,1,CC4_19jun24_9r1,,X,X,,,,,X,X
CCR,88,CC4,6/19/2024,9:45:00,9,2,CC4_19jun24_9r2,20240726_CC4_19jun24_9r2.csv,X,X,,,,,X,
CCR,88,CC4,6/19/2024,9:45:00,13,1,CC4_19jun24_BOTr1,,X,X,,,,,X,X
CCR,88,CC4,6/19/2024,9:45:00,13,2,CC4_19jun24_BOTr2,20240726_CC4_19jun24_BOTr2.csv,X,X,,,,,X,
CCR,90,CC3,6/19/2024,10:20:00,0.1,1,CC3_19jun24_01r1,20240823_CC3_19jun24_01r1.csv,X,X,,,,X,X,X
CCR,90,CC3,6/19/2024,10:20:00,0.1,2,CC3_19jun24_01r2,20240708_CC3_19jun24_01r2.csv,X,X,,,,,X,
CCR,90,CC3,6/19/2024,10:20:00,1.5,1,CC3_19jun24_15r1,20240708_CC3_19jun24_15r1.csv,X,X,,,,,X,X
CCR,90,CC3,6/19/2024,10:20:00,1.5,2,CC3_19jun24_15r2,20240708_CC3_19jun24_15r2.csv,X,X,,,,,X,
CCR,90,CC3,6/19/2024,10:20:00,6,1,CC3_19jun24_BOTr1,20240708_CC3_19jun24_BOTr1.csv,X,X,,,,,X,X
CCR,90,CC3,6/19/2024,10:20:00,6,2,CC3_19jun24_BOTr2,,X,X,,,,,X,
CCR,92,CC2,6/19/2024,10:56:00,0.1,1,CC2_19jun24_01r1,,X,X,,,,X,X,X
CCR,92,CC2,6/19/2024,10:56:00,0.1,2,CC2_19jun24_01r2,20240726_CC2_19jun24_01r2.csv,X,X,,,,,X,
CCR,92,CC2,6/19/2024,10:56:00,1.5,1,CC2_19jun24_BOTr1,20240708_CC2_19jun24_BOTr1.csv,X,X,,,,,X,X
CCR,92,CC2,6/19/2024,10:56:00,1.5,2,CC2_19jun24_BOTr2,20240708_CC2_19jun24_BOTr2.csv,X,X,,,,,X,
CCR,94,CC1,6/19/2024,11:18:00,0.1,1,CC1_19jun24_01r1,20240708_CC1_19jun24_01r1.csv,X,X,,,,X,X,X
CCR,94,CC1,6/19/2024,11:18:00,0.1,2,CC1_19jun24_01r2,,X,X,,,,,X,
CCR,94,CC1,6/19/2024,11:18:00,1,1,CC1_19jun24_BOTr1,20240708_CC1_19jun24_BOTr1.csv,X,X,,,,,X,X
CCR,94,CC1,6/19/2024,11:18:00,1,2,CC1_19jun24_BOTr2,,X,X,,,,,X,
CCR,96,CP2,6/19/2024,11:57:00,0.1,1,CP2_19jun24_01r1,,X,X,,,,X,X,X
CCR,96,CP2,6/19/2024,11:57:00,0.1,2,CP2_19jun24_01r2,20240708_CP2_19jun24_01r2.csv,X,X,,,,,X,
CCR,96,CP2,6/19/2024,11:57:00,1,1,CP2_19jun24_BOTr1,,X,X,,,,,X,X
CCR,96,CP2,6/19/2024,11:57:00,1,2,CP2_19jun24_BOTr2,20240708_CP2_19jun24_BOTr2.csv,X,X,,,,,X,
CCR,98,CP1,6/19/2024,11:00:00,0.1,1,CP1_19jun24_01r1,,X,X,,,,X,X,X
CCR,98,CP1,6/19/2024,11:00:00,0.1,2,CP1_19jun24_01r2,20240708_CP1_19jun24_01r2.csv,X,X,,,,,X,
CCR,98,CP1,6/19/2024,11:00:00,0.3,1,CP1_19jun24_BOTr1,20240708_CP1_19jun24_BOTr1.csv,X,X,,,,,X,X
CCR,98,CP1,6/19/2024,11:00:00,0.3,2,CP1_19jun24_BOTr2,,X,X,,,,,X,
CCR,100,CS2,6/19/2024,12:05:00,0.1,1,CS2_19jun24_01r1,20240708_CS2_19jun24_01r1.csv,X,X,,,,X,X,X
CCR,100,CS2,6/19/2024,12:05:00,0.1,2,CS2_19jun24_01r2,20240823_CS2_19jun24_01r2.csv,X,X,,,,,X,
CCR,101,CS1,6/19/2024,11:45:00,0.1,1,CS1_19jun24_01r1,20240708_CS1_19jun24_01r1.csv,X,X,,,,X,X,X
CCR,101,CS1,6/19/2024,11:45:00,0.1,2,CS1_19JUN24_01R2,20241118_CS1_19JUN24_01R1.csv,X,X,,,,,X,
CCR,50,C50,7/11/2024,9:20:00,0.1,1,C50_11JUL24_01R1,,X,X,,,,X,X,X
CCR,50,C50,7/11/2024,9:20:00,0.1,2,C50_11JUL24_01R2,,X,X,,,,,X,
CCR,50,C50,7/11/2024,9:20:00,1.5,1,C50_11JUL24_15R1,,X,X,,,,,X,X
CCR,50,C50,7/11/2024,9:20:00,1.5,2,C50_11JUL24_15R2,,X,X,,,,,X,
CCR,50,C50,7/11/2024,9:20:00,6,1,C50_11JUL24_6R1,,X,X,,,,,X,X
CCR,50,C50,7/11/2024,9:20:00,6,2,C50_11JUL24_6R2,,X,X,,,,,X,
CCR,50,C50,7/11/2024,9:20:00,9,1,C50_11JUL24_9R1,,X,X,,,,,X,X
CCR,50,C50,7/11/2024,9:20:00,9,2,C50_11JUL24_9R2,,X,X,,,,,X,
CCR,50,C50,7/11/2024,9:20:00,20,1,C50_11JUL24_20R1,,X,X,,,,,X,X
CCR,50,C50,7/11/2024,9:20:00,20,2,C50_11JUL24_20R2,,X,X,,,,,X,
CCR,88,CC4,7/11/2024,9:50:00,0.1,1,CC4_11jul24_01r1,20240725_CC4_11jul24_01r1.csv,X,X,,,,X,X,X
CCR,88,CC4,7/11/2024,9:50:00,0.1,2,CC4_11jul24_01r2,,X,X,,,,,X,
CCR,88,CC4,7/11/2024,9:50:00,1.5,1,CC4_11jul24_15r1,20240725_CC4_11jul24_15r1.csv,X,X,,,,,X,X
CCR,88,CC4,7/11/2024,9:50:00,1.5,2,CC4_11jul24_15r2,,X,X,,,,,X,
CCR,88,CC4,7/11/2024,9:50:00,6,1,CC4_11jul24_6r1,20240725_CC4_11jul24_6r1.csv,X,X,,,,,X,X
CCR,88,CC4,7/11/2024,9:50:00,6,2,CC4_11jul24_6r2,,X,X,,,,,X,
CCR,88,CC4,7/11/2024,9:50:00,9,1,CC4_11jul24_9r1,20240823_CC4_11jul24_9r1.csv,X,X,,,,,X,X
CCR,88,CC4,7/11/2024,9:50:00,9,2,CC4_11jul24_9r2,20240725_CC4_11jul24_9r2.csv,X,X,,,,,X,
CCR,88,CC4,7/11/2024,9:50:00,12,1,CC4_11jul24_BOTr1,,X,X,,,,,X,X
CCR,88,CC4,7/11/2024,9:50:00,12,2,CC4_11jul24_BOTr2,20240725_CC4_11jul24_BOTr2.csv,X,X,,,,,X,
CCR,90,CC3,7/11/2024,10:15:00,0.1,1,CC3_11jul24_01r1,,X,X,,,,X,X,X
CCR,90,CC3,7/11/2024,10:15:00,0.1,2,CC3_11jul24_01r2,20240725_CC3_11jul24_01r2.csv,X,X,,,,,X,
CCR,90,CC3,7/11/2024,10:15:00,1.5,1,CC3_11jul24_15r1,20240726_CC3_11jul24_15r1.csv,X,X,,,,,X,X
CCR,90,CC3,7/11/2024,10:15:00,1.5,2,CC3_11jul24_15r2,20240725_CC3_11jul24_15r2.csv,X,X,,,,,X,
CCR,90,CC3,7/11/2024,10:15:00,5,1,CC3_11jul24_BOTr1,20240726_CC3_11jul24_BOTr1.csv,X,X,,,,,X,X
CCR,90,CC3,7/11/2024,10:15:00,5,2,CC3_11jul24_BOTr2,,X,X,,,,,X,
CCR,92,CC2,7/11/2024,10:45:00,0.1,1,CC2_11jul24_01r1,20240725_CC2_11jul24_01r1.csv,X,X,,,,X,X,X
CCR,92,CC2,7/11/2024,10:45:00,0.1,2,CC2_11jul24_01r2,,X,X,,,,,X,
CCR,92,CC2,7/11/2024,10:45:00,1,1,CC2_11jul24_BOTr1,20240726_CC2_11jul24_BOTr1.csv,X,X,,,,,X,X
CCR,92,CC2,7/11/2024,10:45:00,1,2,CC2_11jul24_BOTr2,,X,X,,,,,X,
CCR,94,CC1,7/11/2024,11:10:00,0.1,1,CC1_11jul24_01r1,20240725_CC1_11jul24_01r1.csv,X,X,,,,X,X,X
CCR,94,CC1,7/11/2024,11:10:00,0.1,2,CC1_11jul24_01r2,,X,X,,,,,X,
CCR,94,CC1,7/11/2024,11:10:00,0.5,1,CC1_11jul24_BOTr1,,X,X,,,,,X,X
CCR,94,CC1,7/11/2024,11:10:00,0.5,2,CC1_11jul24_BOTr2,20240725_CC1_11jul24_BOTr2.csv,X,X,,,,,X,
CCR,96,CP2,7/11/2024,11:33:00,0.1,1,CP2_11jul24_01r1,20240725_CP2_11jul24_01r1.csv,X,X,,,,X,X,X
CCR,96,CP2,7/11/2024,11:33:00,0.1,2,CP2_11jul24_01r2,,X,X,,,,,X,
CCR,96,CP2,7/11/2024,11:33:00,0.5,1,CP2_11jul24_BOTr1,,X,X,,,,,X,X
CCR,96,CP2,7/11/2024,11:33:00,0.5,2,CP2_11jul24_BOTr2,20240725_CP2_11jul24_BOTr2.csv,X,X,,,,,X,
CCR,98,CP1,7/11/2024,10:52:00,0.1,1,CP1_11jul24_01r1,,X,X,,,,X,X,X
CCR,98,CP1,7/11/2024,10:52:00,0.1,2,CP1_11jul24_01r2,20240725_CP1_11jul24_01r2.csv,X,X,,,,,X,
CCR,100,CS2,7/11/2024,11:25:00,0.1,1,CS2_11jul24_01r1,,X,X,,,,X,X,X
CCR,100,CS2,7/11/2024,11:25:00,0.1,2,CS2_11jul24_01r2,20240726_CS2_11jul24_01r2.csv,X,X,,,,,X,
CCR,101,CS1,7/11/2024,11:36:00,0.1,1,CS1_11jul24_01r1,20240725_CS1_11jul24_01r1.csv,X,X,,,,X,X,X
CCR,101,CS1,7/11/2024,11:36:00,0.1,2,CS1_11jul24_01r2,,X,X,,,,,X,
CCR,90,CC3,7/31/2024,12:00:00,0.1,2,CC3_31jul24_01_noon,20240823_CC3_31jul24_01_noon.csv,X,X,,,,,X,
CCR,90,CC3,7/31/2024,12:00:00,4.5,2,CC3_31jul24_BOT_noon,20240823_CC3_31jul24_BOT_noon.csv,X,X,,,,,X,
CCR,90,CC3,8/1/2024,6:00:00,0.1,2,CC3_1aug24_01_6am,20240823_CC3_1aug24_01_6am.csv,X,X,,,,,X,
CCR,90,CC3,8/1/2024,0:00:00,0.1,2,CC3_1aug24_01_midnight,20240823_CC3_1aug24_01_midnight.csv,X,X,,,,,X,
CCR,90,CC3,8/1/2024,6:00:00,4.5,2,CC3_1aug24_BOT_6am,20240823_CC3_1aug24_BOT_6am.csv,X,X,,,,,X,
CCR,90,CC3,8/1/2024,0:00:00,4.5,2,CC3_1aug24_BOT_midnight,20240823_CC3_1aug24_BOT_midnight.csv,X,X,,,,,X,
CCR,50,C50,8/14/2024,9:20:00,0.1,1,C50_15aug24_01R1,,X,X,,,,X,X,X
CCR,50,C50,8/14/2024,9:20:00,0.1,2,C50_15aug24_01R2,,X,X,,,,,X,
CCR,50,C50,8/14/2024,9:20:00,1.5,1,C50_15aug24_15R1,,X,X,,,,,X,X
CCR,50,C50,8/14/2024,9:20:00,1.5,2,C50_15aug24_15R2,,X,X,,,,,X,
CCR,50,C50,8/14/2024,9:20:00,6,1,C50_15aug24_6R1,,X,X,,,,,X,X
CCR,50,C50,8/14/2024,9:20:00,6,2,C50_15aug24_6R2,,X,X,,,,,X,
CCR,50,C50,8/14/2024,9:20:00,9,1,C50_15aug24_9R1,,X,X,,,,,X,X
CCR,50,C50,8/14/2024,9:20:00,9,2,C50_15aug24_9R2,,X,X,,,,,X,
CCR,50,C50,8/14/2024,9:20:00,20,1,C50_15aug24_20R1,,X,X,,,,,X,X
CCR,50,C50,8/14/2024,9:20:00,20,2,C50_15aug24_20R2,,X,X,,,,,X,
CCR,88,CC4,8/14/2024,9:53:00,0.1,1,CC4_15aug24_01r1,,X,X,,,,X,X,X
CCR,88,CC4,8/14/2024,9:53:00,0.1,2,CC4_15aug24_01r2,20240822_CC4_15aug24_01r2.csv,X,X,,,,,X,
CCR,88,CC4,8/14/2024,9:53:00,1.5,1,CC4_15aug24_15r1,20240822_CC4_15aug24_15r1.csv,X,X,,,,,X,X
CCR,88,CC4,8/14/2024,9:53:00,1.5,2,CC4_15aug24_15r2,,X,X,,,,,X,
CCR,88,CC4,8/14/2024,9:53:00,6,1,CC4_15aug24_6r1,20240822_CC4_15aug24_6r1.csv,X,X,,,,,X,X
CCR,88,CC4,8/14/2024,9:53:00,6,2,CC4_15aug24_6r2,20240822_CC4_15aug24_6r2.csv,X,X,,,,,X,
CCR,88,CC4,8/14/2024,9:53:00,9,1,CC4_15aug24_9r1,,X,X,,,,,X,X
CCR,88,CC4,8/14/2024,9:53:00,9,2,CC4_15aug24_9r2,20240823_CC4_15aug24_9r2.csv,X,X,,,,,X,
CCR,88,CC4,8/14/2024,9:53:00,10,1,CC4_15aug24_BOTr1,,X,X,,,,,X,X
CCR,88,CC4,8/14/2024,9:53:00,10,2,CC4_15aug24_BOTr2,20240823_CC4_15aug24_BOTr2.csv,X,X,,,,,X,
CCR,90,CC3,8/14/2024,10:30:00,0.1,1,CC3_15aug24_01r1,,X,X,,,,X,X,X
CCR,90,CC3,8/14/2024,10:30:00,0.1,2,CC3_15aug24_01r2,20240822_CC3_15aug24_01r2.csv,X,X,,,,,X,
CCR,90,CC3,8/14/2024,10:30:00,1.5,1,CC3_15aug24_15r1,,X,X,,,,,X,X
CCR,90,CC3,8/14/2024,10:30:00,1.5,2,CC3_15aug24_15r2,20240822_CC3_15aug24_15r2.csv,X,X,,,,,X,
CCR,90,CC3,8/14/2024,10:30:00,4,1,CC3_15aug24_BOTr1,20240822_CC3_15aug24_BOTr1.csv,X,X,,,,,X,X
CCR,90,CC3,8/14/2024,10:30:00,4,2,CC3_15aug24_BOTr2,,X,X,,,,,X,
CCR,92,CC2,8/14/2024,10:55:00,0.1,1,CC2_15aug24_01r1,,X,X,,,,X,X,X
CCR,92,CC2,8/14/2024,10:55:00,0.1,2,CC2_15aug24_01r2,20240822_CC2_15aug24_01r2.csv,X,X,,,,,X,
CCR,92,CC2,8/14/2024,10:55:00,0.5,1,CC2_15aug24_BOTr1,20240822_CC2_15aug24_BOTr1.csv,X,X,,,,,X,X
CCR,92,CC2,8/14/2024,10:55:00,0.5,2,CC2_15aug24_BOTr2,,X,X,,,,,X,
CCR,96,CP2,8/14/2024,11:24:00,0.1,1,CP2_15aug24_01r1,,X,X,,,,X,X,X
CCR,96,CP2,8/14/2024,11:24:00,0.1,2,CP2_15aug24_01r2,20240822_CP2_15aug24_01r2.csv,X,X,,,,,X,
CCR,98,CP1,8/14/2024,11:44:00,0.1,1,CP1_15aug24_01r1,20240823_CP1_15aug24_01r1.csv,X,X,,,,X,X,X
CCR,98,CP1,8/14/2024,11:44:00,0.1,2,CP1_15aug24_01r2,,X,X,,,,,X,
CCR,100,CS2,8/14/2024,11:53:00,0.1,1,CS2_15aug24_01r1,20240822_CS2_15aug24_01r1.csv,X,X,,,,X,X,X
CCR,100,CS2,8/14/2024,11:53:00,0.1,2,CS2_15aug24_01r2,,X,X,,,,,X,
CCR,101,CS1,8/14/2024,12:02:00,0.1,1,CS1_15aug24_01r1,20240822_CS1_15aug24_01r1.csv,X,X,,,,X,X,X
CCR,101,CS1,8/14/2024,12:02:00,0.1,2,CS1_15aug24_01r2,20240822_CS1_15aug24_01r2.csv,X,X,,,,,X,
CCR,50,C50,9/16/2024,10:30:00,0.1,1,C50_16sep24_01R1,,X,X,,,,X,X,X
CCR,50,C50,9/16/2024,10:30:00,0.1,2,C50_16sep24_01R2,,X,X,,,,,X,
CCR,50,C50,9/16/2024,10:30:00,1.5,1,C50_16sep24_15R1,,X,X,,,,,X,X
CCR,50,C50,9/16/2024,10:30:00,1.5,2,C50_16sep24_15R2,,X,X,,,,,X,
CCR,50,C50,9/16/2024,10:30:00,6,1,C50_16sep24_6R1,,X,X,,,,,X,X
CCR,50,C50,9/16/2024,10:30:00,6,2,C50_16sep24_6R2,,X,X,,,,,X,
CCR,50,C50,9/16/2024,10:30:00,9,1,C50_16sep24_9R1,,X,X,,,,,X,X
CCR,50,C50,9/16/2024,10:30:00,9,2,C50_16sep24_9R2,,X,X,,,,,X,
CCR,50,C50,9/16/2024,10:30:00,20,1,C50_16sep24_20R1,,X,X,,,,,X,X
CCR,50,C50,9/16/2024,10:30:00,20,2,C50_16sep24_20R2,,X,X,,,,,X,
CCR,88,CC4,9/16/2024,11:00:00,0.1,1,CC4_16SEP24_01R1,,X,X,,,,X,X,X
CCR,88,CC4,9/16/2024,11:00:00,0.1,2,CC4_16SEP24_01R2,20240923_CC4_16SEP24_01R2.csv,X,X,,,,,X,
CCR,88,CC4,9/16/2024,11:00:00,1.5,1,CC4_16SEP24_15R1,20240923_CC4_16SEP24_15R1.csv,X,X,,,,,X,X
CCR,88,CC4,9/16/2024,11:00:00,1.5,2,CC4_16SEP24_15R2,20240923_CC4_16SEP24_15R2.csv,X,X,,,,,X,
CCR,88,CC4,9/16/2024,11:00:00,6,1,CC4_16SEP24_6R1,20240923_CC4_16SEP24_6R1.csv,X,X,,,,,X,X
CCR,88,CC4,9/16/2024,11:00:00,6,2,CC4_16SEP24_6R2,,X,X,,,,,X,
CCR,88,CC4,9/16/2024,11:00:00,9,1,CC4_16SEP24_9R1,20240923_CC4_16SEP24_9R1.csv,X,X,,,,,X,X
CCR,88,CC4,9/16/2024,11:00:00,9,2,CC4_16SEP24_9R2,,X,X,,,,,X,
CCR,88,CC4,9/16/2024,11:00:00,10,1,CC4_16SEP24_BOTR1,20240923_CC4_16SEP24_BOTR1.csv,X,X,,,,,X,X
CCR,88,CC4,9/16/2024,11:00:00,10,2,CC4_16SEP24_BOTR2,,X,X,,,,,X,
CCR,90,CC3,9/16/2024,11:30:00,0.1,1,CC3_16SEP24_01R1,20240923_CC3_16SEP24_01R1.csv,X,X,,,,X,X,X
CCR,90,CC3,9/16/2024,11:30:00,0.1,2,CC3_16SEP24_01R2,,X,X,,,,,X,
CCR,90,CC3,9/16/2024,11:30:00,1.5,1,CC3_16SEP24_15R1,20240923_CC3_16SEP24_15R1.csv,X,X,,,,,X,X
CCR,90,CC3,9/16/2024,11:30:00,1.5,2,CC3_16SEP24_15R2,,X,X,,,,,X,
CCR,90,CC3,9/16/2024,11:30:00,3,1,CC3_16SEP24_BOTR1,,X,X,,,,,X,X
CCR,90,CC3,9/16/2024,11:30:00,3,2,CC3_16SEP24_BOTR2,20240923_CC3_16SEP24_BOTR2.csv,X,X,,,,,X,
CCR,92,CC2,9/16/2024,12:30:00,0.1,1,CC2_16SEP24_01R1,20240923_CC2_16SEP24_01R1.csv,X,X,,,,X,X,X
CCR,92,CC2,9/16/2024,12:30:00,0.1,2,CC2_16SEP24_01R2,20240923_CC2_16SEP24_01R2.csv,X,X,,,,,X,
CCR,101,CS1,9/16/2024,13:15:00,0.1,1,CS1_16SEP24_01R1,,X,X,,,,X,X,X
CCR,101,CS1,9/16/2024,13:15:00,0.1,2,CS1_16SEP24_01R2,20240923_CS1_16SEP24_01R2.csv,X,X,,,,,X,
CCR,50,C50,9/30/2024,15:00:00,0.1,1,C50_30SEP24_01R1,,X,X,,,,X,X,X
CCR,50,C50,9/30/2024,15:00:00,0.1,2,C50_30SEP24_01R2,,X,X,,,,,X,
CCR,50,C50,9/30/2024,15:00:00,1.5,1,C50_30SEP24_15R1,,X,X,,,,,X,X
CCR,50,C50,9/30/2024,15:00:00,1.5,2,C50_30SEP24_15R2,,X,X,,,,,X,
CCR,50,C50,9/30/2024,15:00:00,6,1,C50_30SEP24_6R1,,X,X,,,,,X,X
CCR,50,C50,9/30/2024,15:00:00,6,2,C50_30SEP24_6R2,,X,X,,,,,X,
CCR,50,C50,9/30/2024,15:00:00,9,1,C50_30SEP24_9R1,,X,X,,,,,X,X
