"","ICP-MS Data","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32"
"25","4   05/18/2020","0.44510921902443584","2625.7187547763356","870.00238444580782","48.132605605965061","7087.2806655621971","6.8191451021613219","-0.14202384061838744","-0.35981438379357888","1030.5601009650409","2116.2006523996979","0.69041297434858562","3.5207515528331131E-2","0.31569761120901146",0.128402109460588,"128.40210946058821",0.0265151450092326,"26.515145009232644","7.1567612363015551E-2","0.36928479770180084","4.1881383237719794","68.441672329628361","3.9051135617452951E-2","0.15755312130010762","13.385150092298828","2.1518708905818373E-2","7.1047534504011607E-4","2.6742453486769621E-2","0.23063904065183868","15.224516668604798","0.39478768679318316","3.0777595245791798E-3"
"26","7   05/18/2020","0.41164665374387133","2570.3633960565671","928.23098591259941","38.381882361129485","7331.1907916387445","23.797915751134401","-0.43074672094144129","-0.57288609968399651","918.44071644329142","2251.0902581867767","0.97358360714848058","7.467273439106116E-2","0.21469783757223329",1.00158613795316,"1001.5861379531572",0.171205092994501,"171.20509299450094","0.30826248772878623","0.19880711596324455","1.2742931759581213","12.827610730523276","5.6989436733071205E-2","-1.5141522878297835E-2","14.561008141465413","9.2387105550540954E-3","2.9848282020154488E-3","7.9806614208829414E-3","0.11277397128305872","20.336916357696271","0.10787209500591256","3.733357898622492E-3"
"27","8   05/18/2020","0.40893162115440157","2619.6158323743225","941.33747180577916","33.439964472291066","7369.3870870881356","3.8762274191208159","-0.44059265262255043","-0.26320575096705195","928.50332928360967","2283.3603149364194","0.62920374564466097","-2.1668377724873782E-2","0.28932870441138003",0.0807925669867149,"80.79256698671486",0.159760102900128,"159.76010290012823","0.25174993714363469","0.24960880870624164","0.72690893521969369","24.183759246402932","4.2175325069741927E-2","6.8778866895846516E-2","14.791454226791576","6.7969332141116509E-3","1.0419796021894686E-3","9.6433404030400027E-3","0.12273811364865188","21.867840359150922","5.5237275258847328E-2","2.9169394182199031E-3"
"28","13   05/18/2020","0.36998609240724584","2799.6288338463355","1045.4528424633036","35.234660695713394","8274.4618543369761","19.612336641815102","-0.53237598884736881","-0.43495561329791449","1010.8264426372624","2643.2005515244427","0.95123221318998852","9.6621977981914797E-2","0.18300321062955988",3.42113709935089,"3421.1370993508908",0.626716800373814,"626.71680037381384","1.4012258819313879","0.22721815289499461","1.9747320135613264","7.8984864609059757","9.8562126208396078E-2","2.5636666612290148E-2","17.351379591773618","8.8071867779863242E-2","2.6794553117613111E-3","5.9345585498745126E-3","0.11027059049797537","30.563116931866119","9.7734704864178595E-2","3.9523541457343872E-3"
"29","14   05/18/2020","0.38459529158734496","2760.3555941115114","1033.6254003663196","26.247321931533563","8143.490699084301","6.5623589282173889","-0.64597804131575953","-0.42515121451658533","1003.2519968997551","2636.2073343553288","0.73288200861364283","2.7211977312706758E-2","0.14171100077659904",2.96296271432346,"2962.9627143234579",0.62490430067026,"624.90430067026011","1.3786883836509478","0.23555659121428335","0.64513131138285307","22.618161331589999","9.8555867548205472E-2","-9.8525492965846187E-2","17.289043244156243","9.0523234411101938E-2","1.0099787466883099E-2","8.4118315343223692E-3","0.11734833186717079","29.9184693848016","8.6438513689403751E-2","2.2832673399085729E-3"
"30","3   05/25/2020","0.46335697019026018","2165.8638971135106","819.9338318393385","196.8882799504093","6702.8420598260391","19.382407967379514","-2.2573588700753044E-2","-0.68831860223835362","856.99688240157161","1894.9814025847597","3.5652932346340336","0.39246801281465543","0.41147590265098349",0.44074510203438,"440.7451020343799",0.0297610108519383,"29.761010851938256","0.16475814963557256","0.21997759693521751","0.68286418854606445","1.9136598824073945","4.0101609704768448E-2","4.3989671983755349E-2","12.723242513992751","-1.2938782659585085E-3","9.8131923517790001E-3","8.0421597611038554E-3","0.18618939602530599","17.05103561491341","0.36485822135358248","1.7088403212611875E-2"
"31","4   05/25/2020","0.40653532381226049","2160.1272095044546","795.83669008764912","31.768699424812215","6548.0245541222166","5.2684123410527395","-1.0589336894854976E-2","-0.65258849783467399","863.66732112585169","1860.9175030959045","0.76083626202848564","7.5943789292612224E-2","0.18640439610481752",0.077323508187814,"77.323508187813999",0.0212133863144099,"21.213386314409881","6.5304547337132368E-2","0.184651846379804","0.72750990463457765","10.208441071429936","2.0924054332526074E-2","3.5653816351207748E-2","12.493988339802147","-8.5449282608400286E-3","8.9050174798211107E-4","9.9493398627473681E-3","0.13799232314280607","15.745782604403916","4.4643160253868927E-2","5.559215619088724E-3"
"32","7   05/25/2020","0.45304492029799182","2437.2668692131347","919.40631886969902","150.94719675865898","7199.0895765312007","22.58829193320269","-0.29703364969676083","-0.60903485728063567","904.07553072170151","2207.1583015932183","2.8804212523063808","0.31172365497036753","0.28783640757288664",0.944679086723315,"944.67908672331475",0.241631007466886,"241.63100746688622","0.66942004216544282","0.2375424248124165","1.0659582235126985","2.953210700672392","5.9321336490113251E-2","3.0402996246909345E-2","14.736489687358088","4.9616222638612139E-3","1.4705334865724273E-3","5.92211060859032E-3","0.10927775979767355","24.198800633353596","0.17471865263852274","8.6394215412829937E-3"
"33","8   05/25/2020","0.39803260508901306","2406.3872101460634","901.30073513337436","22.897894163247432","7179.7091166715791","4.422328042989764","-0.27967837210158064","-0.59750599266565341","894.83925390640388","2189.7394853372193","0.62611473697640696","1.5049691677952908E-2","0.13248037994463319",0.420027094708348,"420.0270947083481",0.243502324526194,"243.50232452619386","0.60486751740868294","0.17498784048506832","0.44879721366679265","6.948812563091507","4.8479560978569577E-2","3.7793703125978677E-2","14.658133316993986","2.7097857122609184E-3","-1.0888659540749528E-3","3.6977356318548954E-3","0.10227066895624194","22.338694056059051","3.1221890531342857E-2","3.244399509820669E-3"
"34","13   05/25/2020","0.38244854194920813","2730.5333014033636","1039.1774239286815","75.883888807421982","8113.7434205375739","20.233187896595432","-0.74950387470986257","-0.48514889079847012","991.66413480752374","2631.824081591255","1.7012165488448581","0.20837115727302025","0.22434548672354299",4.20795958178633,"4207.9595817863319",0.64755065763989,"647.55065763989012","1.4677163615963231","0.22094262161180039","1.7927307179165415","1.6705365233671328","0.11992039129496279","4.3869341231864221E-2","17.574002054427776","0.11744304603012504","2.9866262117934561E-3","4.5884712616564164E-3","9.2804835156516205E-2","31.806754738132756","9.6069154151737599E-2","5.743528852842677E-3"
"35","14   05/25/2020","0.36277644515533741","2714.8040185185782","1039.8167522615936","29.937105256327079","8038.613838723043","12.679190365222558","-0.69878148076224167","-0.47650516494978179","992.70305020757735","2652.9113041362875","1.0332501798404157","0.10058877564543685","0.15529415739261662",4.34456209055762,"4344.5620905576216",0.667173564050019,"667.17356405001897","1.4871897287463982","0.23215646030821832","0.35160869996383576","7.2134013654667344","0.11658051224153716","2.1202631574985083E-2","17.673328960375663","0.13463012038177674","2.4579491918013271E-3","2.4367965547108859E-3","8.8395118646295887E-2","32.366873307073064","4.5001020572976808E-2","3.2051332136373636E-3"
"36","15   05/25/2020","0.50057981768401261","1925.7202578129661","614.90669724810948","265.08334842486732","5899.1278613273416","15.353349088848528","-0.91522366175331682","-0.71043342343035998","984.34676330085222","1424.3737678118991","4.3292588105513499","0.36523439528390261","0.36854358100820611",0.422378881126663,"422.37888112666275",0.0325299553919062,"32.529955391906149","0.15542310496692083","0.19821762722325614","0.51676424698475565","3.1771777888599","4.7414058133970621E-2","-3.8065609847175254E-2","10.121340527791764","-1.5748911153725578E-2","7.7817586718107845E-4","8.7277842994879038E-3","8.2555158499702089E-2","18.185673004230491","0.63400467699775032","1.0361185698598077E-2"
"37","16   05/25/2020","0.40028367636346962","1968.055033731059","604.57008026156041","26.652937782616199","5767.4222797333532","4.6290153315240063","-0.84311551135319951","-0.68127102753604429","971.8172906979496","1401.6733357192504","0.57177872946461061","3.8833693992258583E-2","0.26680108845053302",0.0548042761944204,"54.804276194420446",0.00111699090539038,"1.1169909053903762","2.3165628605361463E-2","9.150041935978713E-2","0.22581075560618025","6.1414613777954434","1.8988057823545634E-2","0.14444598333559258","9.6679061334564231","-1.6994154264176494E-2","-2.2470387025480278E-3","1.1184893163243984E-3","7.3232130516755409E-2","13.718135340810111","5.3926569083501373E-2","1.8765856580747222E-3"
"38","17   05/25/2020","0.84864935399997332","2569.8548463482875","1067.7104961608795","850.86271844356816","9994.3709239239324","46.201529993489622","0.7865621690418253","-0.61155864931378012","896.04824280792502","2367.2646460025867","17.675423073719411","1.9192846021032048","1.2412510115679118",1.31462629419174,"1314.6262941917353",0.0397582977140278,"39.758297714027833","0.66699406419482044","0.60867397143610857","0.88912569894693483","5.1466180986285579","5.7036227367859856E-2","-0.22083745149504094","16.314414143472067","-9.4358674255088093E-3","6.1543289287508936E-3","8.0771802611526916E-2","8.405128109961553E-2","28.269004404579889","0.87869556122538783","2.7905246109610166E-2"
"39","18   05/25/2020","0.49800953126446884","2620.4637682888392","1013.9409546768725","29.247464048162541","9349.3317396650327","12.025149312960055","0.90337487995861621","-0.56309935748181184","788.7946540987615","2336.4018620889774","0.89758770301678004","0.28265613078417007","0.18279139764903191",0.276406202447736,"276.40620244773578",0.0248673394018531,"24.867339401853105","0.25848570107927082","0.18288542589732648","0.2052138879587761","9.279006919304214","1.6478205761694269E-2","-2.5294745883166343E-2","15.26135433271009","-1.072136608016187E-2","-2.0715672447461412E-3","4.18701649573615E-3","7.6535375308263709E-2","17.266230144644158","5.1249535140330593E-2","2.3481418298433522E-3"
"40","29   05/25/2020","1.0307736736787694","1914.8454728363736","721.28500181030358","1062.5861497485866","6680.9428276360004","43.454926424643439","-0.94021602808186011","-0.7949576713058315","1067.0738180211904","1650.6121229293619","19.991329288957999","1.5106330761323965","1.105466962161832",1.56972176017487,"1569.7217601748687",0.159652200571468,"159.65220057146783","0.72855302271089251","0.59097774580168394","3.6220390428757026","6.8181448528981319","0.13664306867450859","-0.15996556010724466","12.128921009735603","6.7106871768883667E-3","2.0729958716265734E-2","2.7071077884128113E-2","0.17008377836804459","37.038307796687135","1.5876463654314579","4.6138344725650711E-2"
"41","3   06/03/2020","0.47485596543799069","2297.1674577984477","834.99213006882087","87.568923818811427","7204.4166920305106","11.717161961612366","-0.25036434212913683","-0.64627165136935361","878.41956628730725","1947.7354528807632","1.6448653246747955","0.23657570801114264","0.22223870485652011",0.395187382199075,"395.18738219907465",0.0220911406000531,"22.091140600053066","0.11161844634600378","0.15425179466805128","0.54096212070358363","1.4734525619965062","3.0937131264159094E-2","4.5798278934854171E-2","13.117988622787212","-7.509826957571181E-3","2.40984226284765E-3","2.9385091263850771E-3","9.8612176444625999E-2","16.088230736461391","9.5621964491631156E-2","8.2084467586112098E-3"
"42","4   06/03/2020","0.42260578132132454","2259.1411172227067","802.37253491868921","29.13960391084014","6880.9112193770707","3.5718462093759991","-0.31937896469484822","-0.60851541982193424","873.93068644886159","1859.3335815144958","0.64257985584057264","4.6337380666550881E-2","0.15676140867820595",0.0604663224724376,"60.466322472437568",0.0028393764589403,"2.8393764589402952","2.6690638025527732E-2","0.14130688246454498","0.60319857562599499","19.168930375808962","2.2471792491926816E-2","-6.0473074196325804E-2","12.610073715809499","-1.084883696824252E-2","-1.5220163131114117E-3","3.3758338838624871E-3","0.10845923624400546","15.03755261776703","3.521045731102708E-2","4.3102713674821923E-3"
"43","7   06/03/2020","0.43091241442234862","2315.9644250507831","893.35678987202664","123.80170506831725","7173.1781805277578","23.680517883032163","-0.20808864078091061","-0.64663628680982577","882.09706808740555","2132.8964077933529","2.4366682032569793","0.28382719579796906","0.2594358131888313",0.968498004897922,"968.49800489792176",0.249698569942379,"249.69856994237853","0.61532849715805538","0.21942463109338417","1.0676983278391634","1.9832661099235944","5.6598276594277686E-2","2.9304122899996194E-2","14.244134497259894","-8.3099628253706023E-4","-3.7716854551889047E-4","8.357099046758321E-3","7.2079957987131932E-2","23.486877594863195","0.13466141270428808","7.4671178134797624E-3"
"44","8   06/03/2020","0.40356906622129191","2368.1625021581672","895.69383367003013","21.981265191745077","7094.2736208664228","3.2084406112748232","-0.26478784004978567","-0.61320551595674133","889.54370816572191","2159.0316513408557","0.61907438330896236","-2.4946745369872035E-3","0.15237884702160898",0.343194521823256,"343.19452182325603",0.260886329624171,"260.88632962417063","0.59927502927658238","0.17281657577198883","0.5129739698088005","12.488636725701429","3.9300069866317719E-2","1.3610995556702114E-3","14.42239848455916","-2.1672312937088072E-3","-2.5169911736688867E-3","5.1498774916145466E-3","6.6978588321736712E-2","21.635516933972827","1.8395654846389282E-2","2.6580714500634615E-3"
"45","13   06/03/2020","0.33754433514167814","2724.0707015953535","1054.4933606688446","56.408220898843638","8138.2164548121518","41.483573913149641","-1.1566573770939708","-0.50241053901832278","1008.3072475072956","2781.9353238260751","1.5050682854004485","0.28389443937881947","0.18208913117378861",7.33684991030291,"7336.8499103029071",0.821544784082581,"821.54478408258115","1.8606225161330794","0.2373801301368002","1.9117889075907646","1.5753529166353368","0.20355865150322061","-2.9639101881993216E-2","19.180042465514287","0.21892157354371361","2.5378671307784012E-3","4.8240083482396353E-3","6.5681969867809872E-2","39.387724954586631","9.2191915765468618E-2","5.9717221393035397E-3"
"46","14   06/03/2020","0.35600819155467323","2788.0946054934625","1064.4879352075327","30.161151737806684","8239.248046525061","25.065836344220223","-1.0594827565052405","-0.46692135446552002","1018.8169480730988","2784.2540323052963","0.83107194366739379","0.19970118182533514","0.15778484102641641",6.76187176719371,"6761.871767193712",0.803046931401423,"803.04693140142274","1.7948123785918544","0.21212700197614195","0.40979575777367605","9.3776631450983405","0.19020274028896922","9.3902455626836023E-2","18.97473384342247","0.19633097916684344","3.5683871694993714E-4","1.9692431789293304E-3","6.0204901012493317E-2","37.051782991952606","2.0288961139393772E-2","3.32619465425918E-3"
"47","19   06/04/2020","0.25451582125365885","1757.9264501054884","639.61467194782779","47.787878220718667","4636.9146317142722","3.7125868510883864","-1.155847235792131","-0.68157723628618039","1078.1107114978686","1325.9572690622363","0.77184354839803448","0.11813632448938398","0.17606346695691777",0.201113453398794,"201.11345339879381",0.0295734824480711,"29.573482448071076","8.6258469766522503E-2","0.13487488694852662","0.70283731732642007","9.4428605409629203","6.543259738158122E-2","7.5334946243306139E-2","9.1038455273121546","-1.2646882388352229E-2","-2.5401304682481397E-3","4.8169839729264507E-3","5.7956899104694079E-2","19.169575594340813","0.10150647102207751","4.8995725929343436E-3"
