"","ICP-MS Data","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32"
"92","12   06/22/2020","0.34781169189764211","2729.8965927789768","1068.5007641916313","22.74735851954545","8246.9741350776621","24.895985852976448","-1.49225638637947","-0.62549823396788273","1043.0249290396205","2823.2689952602791","0.82397266431167515","0.31475758297343309","0.18635412558504685",8.25175984240121,"8251.7598424012085",0.906750411500659,"906.75041150065908","2.078798889391293","0.21424439799207837","0.28098468110908936","7.3318499712782099","0.24827988245882657","-1.9635977673332732E-2","19.160877316967909","0.1361757335355348","1.9286812204669141E-3","2.1850606184245442E-3","3.4928973772226729E-2","40.116865352033749","3.7952885678803942E-2","5.2695291407820035E-3"
"93","13   06/22/2020","0.34804943368045871","2721.1975867850642","1079.3190488826517","95.458365520693789","8157.0759564736763","57.750758943742575","-1.2919559433626784","-0.48460537488281397","1057.6839366611043","2875.4259228600426","2.0282200963334134","0.48857702635770206","0.19999746847412472",9.66225259597503,"9662.2525959750328",0.933830830768957,"933.8308307689573","2.0662161016781853","0.2707846449891535","1.8617082267682623","2.6013566828500108","0.28054517664331735","-5.6590219553773483E-2","19.796647965765029","0.2535585611192373","2.5292868210128956E-3","7.2069096745583008E-3","4.0389958169451963E-2","45.440821581036033","0.17065535511045979","9.3360644617462209E-3"
"94","14   06/22/2020","0.3424498065761894","2681.4233240622975","1060.4558169374629","24.526079742073136","7981.3661927367057","46.67140149484365","-1.2714900394546595","-0.60321946022788542","1046.7154540403062","2863.4668320638489","0.8482490844170768","0.33619967994450878","0.2012825176190127",9.53272698739559,"9532.7269873955902",0.930930452957972,"930.93045295797162","1.9580975393101783","0.19390099379210238","0.29217184542159841","11.183777309014868","0.26536816432261268","1.152049973311654E-3","19.627601503567284","0.23147727210779945","1.5811163211430712E-3","2.8880924156687304E-3","4.5461298224307514E-2","44.172982732303787","5.4120532638509619E-2","5.6789704182370728E-3"
"95","15   06/22/2020","0.47163708269935156","1897.3119017521178","651.66774360672332","195.9528190572731","5631.9986080718581","13.002877431482229","-1.0066280322024768","-0.84124654224502871","1017.5809621191762","1472.8417548715834","3.6563321234963038","0.32636676826251593","0.22947165001409331",0.414941813769774,"414.94181376977428",0.0331252003041408,"33.12520030414079","0.14732133007579179","0.18233746078618648","0.46662272694582646","9.0572347570460572","6.2589570037344E-2","-7.9501959464951685E-2","10.307768877744499","-1.117201867729819E-2","-1.4106538408580906E-3","6.948277323663452E-3","2.4939967220028E-2","19.65483445378652","0.89087327596481758","9.8062154694224801E-3"
"96","16   06/22/2020","0.37871938644502651","1922.5608731907475","630.47062762256667","21.354293029267918","5533.2772179499379","3.4267554558236921","-0.85618342839167294","-0.77128942133403167","1033.1059082991837","1446.891325391339","0.51197077184353201","4.6598564628593873E-2","9.1913716313432245E-2",0.0436816441503094,"43.681644150309374",0.00130106432292464,"1.3010643229246355","2.0034663319156747E-2","9.6000336362225547E-2","0.26671549029030223","12.444338419811645","3.9982770537614232E-2","0.10946038741170712","10.013793380379036","-1.4527148919581045E-2","-3.7231207956665894E-3","3.8818321510840545E-3","2.3627496071631705E-2","15.693795128871209","0.45569571578226753","1.6921115700845356E-3"
"97","17   06/22/2020","0.73942137235808303","2720.8656168964503","1096.3320396451888","561.15910324578999","10327.972174326625","40.453061090732476","0.44585964756840057","-0.70568555564756286","876.68192263843036","2459.9467398111301","14.790741159066542","1.5886208239659874","0.88102697430791366",1.78360421885049,"1783.6042188504919",0.0548234902056767,"54.823490205676656","0.69116004084972404","0.49925361345609653","0.70247151936005381","15.958202240133286","6.9158668374241158E-2","-0.17362993178162645","16.689598592720209","-7.4791782815525967E-3","1.3261147141643088E-3","1.138584761736134E-2","2.0427296058686775E-2","26.995983952593821","1.225969908515105","2.2406394921246922E-2"
"98","18   06/22/2020","0.50394202716596093","2802.5449419198562","1054.0550817901249","23.136670572514149","9979.2447134698468","9.6579191171666281","0.51185819959936951","-0.68069311600652183","814.34059967905694","2432.5153903773512","0.84951130971611277","0.33119247584478612","0.10089221949798551",0.487280912842584,"487.28091284258358",0.0356424446024097,"35.642444602409697","0.33640596906172954","0.21009162939523507","0.17511511281617828","15.340619322726743","3.1342075648736645E-2","-2.1636571607468229E-2","15.987315424622443","-3.0511073513870314E-3","-3.2890430518443441E-3","4.9627002240375208E-3","2.0824015947917055E-2","21.730665329749314","0.36331458141267819","2.4365085881376818E-3"
"99","29   06/22/2020","0.9337505162926466","1831.5356849087352","751.69349381071856","971.06081089463601","6325.2920577224822","37.794646671458928","-0.93244330661225694","-0.87783703761367726","1102.0819016674373","1652.1976396598391","19.108941337076896","1.4970036928920467","1.1982247480268065",1.56462212993814,"1564.6221299381414",0.160585890847414,"160.58589084741394","0.72785733814301401","0.82306951046085564","2.2821325838171944","14.434970236394191","0.13170583357574139","-0.2795031487974553","12.07437562635509","-9.4104476998047824E-3","4.594418356640941E-3","0.17305490445170663","2.5772532594389858E-2","36.091088923355478","1.9171211811817868","3.8852282860671536E-2"
"100","19   06/25/2020","0.26746052766326406","1695.8854901305442","643.17380888942171","41.525684691889083","4395.5012602767474","7.090590529252899","-1.1116419540629963","-0.86679801312289029","1078.6966800680207","1335.1656284962251","0.75210675268275118","6.3122368108246646E-2","0.13540162875119427",0.26424665803726,"264.24665803725958",0.016380707909905,"16.380707909905013","6.5392718614062081E-2","0.13707691608634523","0.4869946816627021","3.7656230202362924","7.4524169422772249E-2","4.3335269610068922E-2","9.2827038251791532","1.7049642132326162E-3","8.7303073044473524E-3","8.4628016880561076E-3","0.10195844679271789","17.135181626512978","0.11634186918321296","1.6557699237718965E-2"
"101","20   06/25/2020","0.25150556730957963","1697.3627953312041","638.77252354256677","23.424116146846188","4320.8661437949331","1.8823956524991161","-1.1654661777814428","-0.85867349065061949","1060.9037561995513","1312.8592341408441","0.43874261978450863","2.3105036162277093E-2","0.13024014483860707",0.138666499117372,"138.66649911737167",0.00269975769508333,"2.6997576950833317","2.375731569240749E-2","0.11054230244883573","0.30224391401639811","13.045413597140422","6.6907335142360996E-2","0.10721143736759743","9.1905211133653477","-3.9407709097583092E-3","1.7371223374729927E-3","3.9805086645383313E-3","5.6875768103195785E-2","16.508769443664569","6.1210170767804467E-2","7.0940026349599105E-3"
"102","21   06/25/2020","0.39421471830624005","1696.3703160340224","638.30093364461982","52.248916620946282","4387.279678033211","7.9590679496221863","-1.0980819299121956","-0.86532760964648858","1068.3075127063644","1349.33999972777","0.73002437366193806","7.4794615892974328E-2","0.16229145712010848",0.272960552358925,"272.9605523589247",0.0162237301876056,"16.2237301876056","7.0573840888346354E-2","0.13463666499903729","0.41920901082890971","8.5243911375441002","6.715603771587661E-2","-2.5611859809152371E-2","9.3229420197410064","-1.0882333073654991E-2","4.7747417448744508E-4","1.1153766771161902E-2","5.1358782566628985E-2","17.773097983425973","0.10751578556714557","7.0421566702196679E-3"
"103","22   06/25/2020","0.26224709191140649","1695.1205007626247","636.29806704918929","23.989751061314166","4343.3454956549831","3.0332430940735771","-1.1178856972052631","-0.81353200052747687","1051.557237199796","1336.1608235028175","0.51110585724602653","7.9246590059568231E-2","0.16181924800613967",0.1373505335829,"137.35053358290023",0.00526539266147931,"5.2653926614793143","3.4446144937215789E-2","0.17441848950729202","0.42442706181218048","15.748818451490687","5.8280467019877519E-2","9.642379117365962E-3","9.1930574263919898","-1.1918457014410262E-2","-1.292510127203692E-3","7.323673986343488E-3","4.1820138750565172E-2","17.034073017965195","5.9318798383272753E-2","4.6667299513550829E-3"
"104","23   06/25/2020","0.22369837924522701","1687.2836923431228","652.81012195301685","26.143680166554766","4355.123826382579","2.3855040487113559","-1.1117953790564796","-0.82061354128603414","1063.1565484077471","1423.7486769451532","0.50976647778889972","1.4240831482658546E-2","0.11902668877331889",0.108311437991514,"108.31143799151403",0.114845434504782,"114.84543450478232","7.6874829024443009E-2","0.13159445771892647","0.37877151489591865","14.307038680805004","5.8873730765362564E-2","1.255371052464061E-2","9.9524181918727894","-1.5317538588861097E-2","-2.0634353273487264E-3","5.9330219143147013E-3","3.335777938488782E-2","25.003183619935772","6.0944680667052727E-2","3.6799199332289765E-3"
"105","24   06/25/2020","0.24703162078877297","1687.8501779259948","656.02206816295416","69.732988773331385","4359.9068790752672","6.0725388105348355","-1.0111447508228952","-0.86606301790795592","1059.8988711158045","1424.2098722414414","0.9427479079694826","0.12500948511973087","0.13792647041044348",0.316391933714454,"316.39193371445447",0.128933735635694,"128.93373563569381","0.11118004320511785","0.34727894542716226","2.1358230555062012","2.6183749380089139","6.0161704890233744E-2","3.9174415229021303E-3","9.9694013975316604","-1.6068940490216243E-2","-1.6742275456019455E-3","6.3363265702418127E-3","2.6126679085699649E-2","22.770796897597805","0.1152446278485932","6.3868816518470534E-3"
"106","25   06/25/2020","0.25537997196076079","1813.4644902137079","697.30188882107132","52.810762823338408","5188.4299513779815","15.465470550114757","-1.3438097020283686","-0.77028161976620235","1151.7494361290098","1742.9662317523794","0.86081493218350935","0.13499356801331791","0.20016595909088508",3.69548500142672,"3695.4850014267236",0.76685014723689,"766.8501472368896","1.3861801027892549","0.2359451599500644","0.35499276844947381","4.1658482821066531","0.20695061637486267","-7.644944128044788E-2","11.886525480584917","4.5079169231801081E-2","3.4856879909406007E-3","9.9587801765564123E-3","3.8405746701077124E-2","48.843271042991041","0.18534672006776232","6.9056198519692191E-3"
"107","26   06/25/2020","0.23796028238444425","1812.9903151461472","695.96024197077384","17.926976106554932","5121.0543201332484","3.5241601760335333","-1.3961142254777996","-0.77512061174832803","1151.1946634773858","1723.7967600281834","0.51403484384548837","4.5084977079114165E-2","8.6160031511703442E-2",3.43453128312318,"3434.5312831231813",0.762475027061868,"762.47502706186799","1.3597952314367707","0.15610410574736419","0.14352635225414218","12.253704319134663","0.20270077098478681","-0.17914879746323878","11.843945309273719","4.0677904718028034E-2","-2.0055128266665652E-3","4.7804442707099761E-3","2.6533285530162317E-2","42.28773866509372","4.8939316973577188E-2","3.0481591925087571E-3"
"108","27   06/25/2020","0.2078966165123762","1987.9299246583955","738.39247745352816","75.119966966868802","6020.2908082222448","36.535953349568416","-1.5653977211814225","-0.58500407742685456","1282.0132317276277","2056.2058327695026","1.0184426797840251","0.23515894197595028","0.20353045097779354",12.1711955807124,"12171.195580712385",1.13496374913166,"1134.9637491316591","1.7720746813894768","0.30879002394975236","1.1068766929628817","7.0869032350917331","0.4445277828180289","3.1002367499344111E-2","13.821850847922123","0.19218786411375646","2.8387776428395956E-3","1.6051011285169801E-2","6.2923891156486098E-2","71.451591815405479","0.56163297239209453","8.848877918552189E-3"
"109","28   06/25/2020","0.20735741260320939","1946.2043524283411","733.3827864093314","23.44562812424482","5918.5453674723212","22.729547578698078","-1.5687876393031144","-0.69056468258906656","1241.5907661691599","2001.9553240173016","0.58438647355088502","0.15909262453089934","0.13839088215414055",12.1838265672775,"12183.826567277472",1.13219108541216,"1132.1910854121588","1.7061598164914207","0.18525868239081253","0.25647961179635509","12.813365274053522","0.42706247977778139","-9.8284101720817335E-2","13.709630807648624","0.17657612029260544","2.8763953948422539E-3","3.6486362971673001E-3","3.8942803878354033E-2","70.027050151679759","8.6400672390230873E-2","4.7315020267833484E-3"
