Reservoir,Site,Transect,DateTime,Depth_m,Ebu_rate,Diff_rate,Flag_depth,Flag_ebu,Flag_diff
FCR,s3,NT,2016-05-09,1,9.5771,NA,0,0,1
FCR,s3,NT,2016-05-09,1,10.3548,NA,0,0,1
FCR,s3,NT,2016-05-09,1,14.4753,NA,0,0,1
FCR,s3,NT,2016-05-09,1,15.5302,NA,0,0,1
FCR,s3,NT,2016-05-16,1,23.0358,NA,0,0,1
FCR,s3,NT,2016-05-16,1,24.1519,NA,0,0,1
FCR,s3,NT,2016-05-16,1,25.0537,NA,0,0,1
FCR,s3,NT,2016-05-16,1,48.8269,NA,0,0,1
FCR,s3,NT,2016-05-23,1,13.2838,NA,0,0,1
FCR,s3,NT,2016-05-23,1,12.1585,NA,0,0,1
FCR,s3,NT,2016-05-23,1,48.9859,NA,0,0,1
FCR,s3,NT,2016-05-23,1,47.5814,NA,0,0,1
FCR,s3,NT,2016-05-30,1,31.0991,NA,0,0,1
FCR,s3,NT,2016-05-30,1,30.8795,NA,0,0,1
FCR,s3,NT,2016-05-30,1,51.5886,NA,0,0,1
FCR,s3,NT,2016-05-30,1,79.1855,NA,0,0,1
FCR,s3,NT,2016-06-06,1,54.0813,NA,0,0,1
FCR,s3,NT,2016-06-06,1,0.0000,NA,0,0,1
FCR,s3,NT,2016-06-06,1,22.5739,NA,0,0,1
FCR,s3,NT,2016-06-06,1,43.4056,NA,0,0,1
FCR,s3,NT,2016-06-13,1,19.9587,NA,0,0,1
FCR,s3,NT,2016-06-13,1,25.1241,NA,0,0,1
FCR,s3,NT,2016-06-13,1,25.1618,NA,0,0,1
FCR,s3,NT,2016-06-13,1,34.9389,NA,0,0,1
FCR,s3,NT,2016-06-20,1,45.6964,NA,0,0,1
FCR,s3,NT,2016-06-20,1,70.5785,NA,0,0,1
FCR,s3,NT,2016-06-20,1,50.0629,NA,0,0,1
FCR,s3,NT,2016-06-20,1,28.3873,NA,0,0,1
FCR,s3,NT,2016-06-27,1,72.4374,NA,0,0,1
FCR,s3,NT,2016-06-27,1,118.3378,NA,0,0,1
FCR,s3,NT,2016-06-27,1,123.7211,NA,0,0,1
FCR,s3,NT,2016-06-27,1,210.1749,NA,0,0,1
FCR,s3,NT,2016-07-05,1,108.0562,NA,0,0,1
FCR,s3,NT,2016-07-05,1,92.1913,NA,0,0,1
FCR,s3,NT,2016-07-05,1,123.2999,NA,0,0,1
FCR,s3,NT,2016-07-05,1,166.4908,NA,0,0,1
FCR,s3,NT,2016-07-12,1,51.7963,NA,0,0,1
FCR,s3,NT,2016-07-12,1,20.6019,NA,0,0,1
FCR,s3,NT,2016-07-12,1,38.0249,NA,0,0,1
FCR,s3,NT,2016-07-12,1,140.8301,NA,0,0,1
FCR,s3,NT,2016-07-18,1,104.3929,NA,0,0,1
FCR,s3,NT,2016-07-18,1,19.5801,NA,0,0,1
FCR,s3,NT,2016-07-18,1,105.7018,NA,0,0,1
FCR,s3,NT,2016-07-18,1,164.4259,NA,0,0,1
FCR,s3,NT,2016-07-24,1,114.1380,NA,0,0,1
FCR,s3,NT,2016-07-24,1,124.9786,NA,0,0,1
FCR,s3,NT,2016-07-24,1,90.0307,NA,0,0,1
FCR,s3,NT,2016-07-24,1,90.8405,NA,0,0,1
FCR,s3,NT,2016-08-01,1,74.3869,NA,0,0,1
FCR,s3,NT,2016-08-01,1,61.3737,NA,0,0,1
FCR,s3,NT,2016-08-01,1,66.8070,NA,0,0,1
FCR,s3,NT,2016-08-01,1,66.9231,NA,0,0,1
FCR,s3,NT,2016-08-08,1,98.7874,NA,0,0,1
FCR,s3,NT,2016-08-08,1,116.6171,NA,0,0,1
FCR,s3,NT,2016-08-08,1,105.8373,NA,0,0,1
FCR,s3,NT,2016-08-08,1,194.1022,NA,0,0,1
FCR,s3,NT,2016-08-15,1,92.1552,NA,0,0,1
FCR,s3,NT,2016-08-15,1,87.1075,NA,0,0,1
FCR,s3,NT,2016-08-15,1,114.5174,NA,0,0,1
FCR,s3,NT,2016-08-15,1,31.6060,NA,0,0,1
FCR,s3,NT,2016-08-26,1,9.1322,NA,0,0,1
FCR,s3,NT,2016-08-26,1,112.3680,NA,0,0,1
FCR,s3,NT,2016-08-26,1,42.5307,NA,0,0,1
FCR,s3,NT,2016-08-26,1,7.0099,NA,0,0,1
FCR,s3,NT,2016-09-02,1,3.3915,NA,0,0,1
FCR,s3,NT,2016-09-02,1,2.5160,NA,0,0,1
FCR,s3,NT,2016-09-09,1,90.1346,NA,0,0,1
FCR,s3,NT,2016-09-09,1,80.1133,NA,0,0,1
FCR,s3,NT,2016-09-09,1,126.3867,NA,0,0,1
FCR,s3,NT,2016-09-09,1,118.5622,NA,0,0,1
FCR,s3,NT,2016-09-16,1,21.2438,NA,0,0,1
FCR,s3,NT,2016-09-16,1,5.3198,NA,0,0,1
FCR,s3,NT,2016-09-16,1,70.6567,NA,0,0,1
FCR,s3,NT,2016-09-16,1,71.5854,NA,0,0,1
FCR,s3,NT,2016-09-30,1,21.1095,NA,0,0,1
FCR,s3,NT,2016-09-30,1,45.9144,NA,0,0,1
FCR,s3,NT,2016-09-30,1,29.1961,NA,0,0,1
FCR,s3,NT,2016-09-30,1,39.3168,NA,0,0,1
FCR,s3,NT,2016-10-07,1,64.3442,NA,0,0,1
FCR,s3,NT,2016-10-07,1,51.4285,NA,0,0,1
FCR,s3,NT,2016-10-14,1,37.0238,NA,0,0,1
FCR,s3,NT,2016-10-14,1,41.6538,NA,0,0,1
FCR,s4,NT,2015-05-25,1,0.0151,NA,0,0,1
FCR,s4,NT,2015-05-25,1,0.0546,NA,0,0,1
FCR,s4,NT,2015-05-25,1,0.0798,NA,0,0,1
FCR,s4,NT,2015-06-01,1,0.0167,NA,0,0,1
FCR,s4,NT,2015-06-01,1,0.0469,NA,0,0,1
FCR,s4,NT,2015-06-01,1,0.0179,NA,0,0,1
FCR,s4,NT,2015-06-08,1,0.1998,NA,0,0,1
FCR,s4,NT,2015-06-08,1,0.2630,NA,0,0,1
FCR,s4,NT,2015-06-08,1,2.7372,NA,0,0,1
FCR,s4,NT,2015-06-15,1,0.2646,NA,0,0,1
FCR,s4,NT,2015-06-15,1,0.2965,NA,0,0,1
FCR,s4,NT,2015-06-15,1,1.0396,NA,0,0,1
FCR,s4,NT,2015-06-22,1,0.7811,NA,0,0,1
FCR,s4,NT,2015-06-22,1,1.0227,NA,0,0,1
FCR,s4,NT,2015-06-22,1,2.5983,NA,0,0,1
FCR,s4,NT,2015-06-22,1,2.6157,NA,0,0,1
FCR,s4,NT,2015-06-29,1,0.7770,NA,0,0,1
FCR,s4,NT,2015-06-29,1,0.9709,NA,0,0,1
FCR,s4,NT,2015-06-29,1,3.3875,NA,0,0,1
FCR,s4,NT,2015-06-29,1,3.9662,NA,0,0,1
FCR,s4,NT,2015-07-06,1,0.4574,NA,0,0,1
FCR,s4,NT,2015-07-06,1,0.6460,NA,0,0,1
FCR,s4,NT,2015-07-06,1,4.2116,NA,0,0,1
FCR,s4,NT,2015-07-13,1,0.8177,NA,0,0,1
FCR,s4,NT,2015-07-13,1,1.4108,NA,0,0,1
FCR,s4,NT,2015-07-13,1,2.7302,NA,0,0,1
FCR,s4,NT,2015-07-20,1,1.3263,NA,0,0,1
FCR,s4,NT,2015-07-20,1,1.8961,NA,0,0,1
FCR,s4,NT,2015-07-27,1,2.1032,NA,0,0,1
FCR,s4,NT,2015-07-27,1,0.8175,NA,0,0,1
FCR,s4,NT,2015-07-27,1,1.5959,NA,0,0,1
FCR,s4,NT,2015-08-03,1,1.5466,NA,0,0,1
FCR,s4,NT,2015-08-10,1,1.5059,NA,0,0,1
FCR,s4,NT,2015-08-17,1,0.2431,NA,0,0,1
FCR,s4,NT,2015-08-17,1,1.9576,NA,0,0,1
FCR,s4,NT,2015-08-17,1,0.0333,NA,0,0,1
FCR,s4,NT,2015-08-24,1,0.0000,NA,0,0,1
FCR,s4,NT,2015-08-31,1,1.5636,NA,0,0,1
FCR,s4,NT,2015-08-31,1,1.7761,NA,0,0,1
FCR,s4,NT,2015-08-31,1,1.9413,NA,0,0,1
FCR,s4,NT,2015-09-07,1,NA,NA,0,1,1
FCR,s4,NT,2015-09-14,1,1.6822,NA,0,0,1
FCR,s4,NT,2015-09-14,1,1.2705,NA,0,0,1
FCR,s4,NT,2015-09-14,1,1.2516,NA,0,0,1
FCR,s4,NT,2015-09-14,1,0.3099,NA,0,0,1
FCR,s4,NT,2015-09-21,1,NA,NA,0,1,1
FCR,s4,NT,2015-09-28,1,10.0119,NA,0,0,1
FCR,s4,NT,2015-09-28,1,3.9532,NA,0,0,1
FCR,s4,NT,2015-09-28,1,6.9245,NA,0,0,1
FCR,s4,NT,2015-10-05,1,NA,NA,0,1,1
FCR,s4,NT,2015-10-19,1,NA,NA,0,1,1
FCR,s4,NT,2015-11-09,1,NA,NA,0,1,1
FCR,s4,NT,2015-12-07,1,0.0261,NA,0,0,1
FCR,s4,NT,2015-12-07,1,0.0021,NA,0,0,1
FCR,s4,NT,2015-12-07,1,0.0345,NA,0,0,1
FCR,s4,NT,2016-03-30,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-03-30,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-04-25,1,0.0032,NA,0,0,1
FCR,s4,NT,2016-04-25,1,0.3363,NA,0,0,1
FCR,s4,NT,2016-04-25,1,0.0339,NA,0,0,1
FCR,s4,NT,2016-04-25,1,0.2465,NA,0,0,1
FCR,s4,NT,2016-05-02,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-05-02,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-05-09,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-05-16,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-05-23,1,0.2411,NA,0,0,1
FCR,s4,NT,2016-05-30,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-06-06,1,0.0066,NA,0,0,1
FCR,s4,NT,2016-06-06,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-06-13,1,0.2615,NA,0,0,1
FCR,s4,NT,2016-06-13,1,0.0289,NA,0,0,1
FCR,s4,NT,2016-06-20,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-06-20,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-06-20,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-06-20,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-06-27,1,0.1739,NA,0,0,1
FCR,s4,NT,2016-06-27,1,9.9620,NA,0,0,1
FCR,s4,NT,2016-06-27,1,7.3116,NA,0,0,1
FCR,s4,NT,2016-07-05,1,3.6763,NA,0,0,1
FCR,s4,NT,2016-07-12,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-07-18,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-07-24,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-07-24,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-07-24,1,0.0642,NA,0,0,1
FCR,s4,NT,2016-07-24,1,0.0910,NA,0,0,1
FCR,s4,NT,2016-08-08,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-08-15,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-08-26,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-08-26,1,0.7015,NA,0,0,1
FCR,s4,NT,2016-09-02,1,0.0006,NA,0,0,1
FCR,s4,NT,2016-09-02,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-09-09,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-09-16,1,5.7393,NA,0,0,1
FCR,s4,NT,2016-09-30,1,2.2490,NA,0,0,1
FCR,s4,NT,2016-10-07,1,0.0000,NA,0,0,1
FCR,s4,NT,2016-10-07,1,0.1741,NA,0,0,1
FCR,s4,NT,2016-10-14,1,1.6310,NA,0,0,1
FCR,s4,NT,2016-10-14,1,0.0000,NA,0,0,1
FCR,s6,NT,2015-05-25,1,0.0000,NA,0,0,1
FCR,s6,NT,2015-06-01,1,0.2495,NA,0,0,1
FCR,s6,NT,2015-06-08,1,1.6614,NA,0,0,1
FCR,s6,NT,2015-06-15,1,0.7209,NA,0,0,1
FCR,s6,NT,2015-06-15,1,2.8202,NA,0,0,1
FCR,s6,NT,2015-06-22,1,1.0136,NA,0,0,1
FCR,s6,NT,2015-06-22,1,1.4163,NA,0,0,1
FCR,s6,NT,2015-06-22,1,3.5305,NA,0,0,1
FCR,s6,NT,2015-06-22,1,6.1862,NA,0,0,1
FCR,s6,NT,2015-06-29,1,0.5287,NA,0,0,1
FCR,s6,NT,2015-06-29,1,0.8867,NA,0,0,1
FCR,s6,NT,2015-06-29,1,5.2075,NA,0,0,1
FCR,s6,NT,2015-07-06,1,4.4222,NA,0,0,1
FCR,s6,NT,2015-07-06,1,4.3344,NA,0,0,1
FCR,s6,NT,2015-07-13,1,0.3617,NA,0,0,1
FCR,s6,NT,2015-07-20,1,3.8131,NA,0,0,1
FCR,s6,NT,2015-07-20,1,4.3045,NA,0,0,1
FCR,s6,NT,2015-07-20,1,5.3499,NA,0,0,1
FCR,s6,NT,2015-07-27,1,2.8511,NA,0,0,1
FCR,s6,NT,2015-07-27,1,3.8295,NA,0,0,1
FCR,s6,NT,2015-07-27,1,2.8919,NA,0,0,1
FCR,s6,NT,2015-07-27,1,2.5219,NA,0,0,1
FCR,s6,NT,2015-08-03,1,2.9231,NA,0,0,1
FCR,s6,NT,2015-08-10,1,2.1730,NA,0,0,1
FCR,s6,NT,2015-08-17,1,0.0000,NA,0,0,1
FCR,s6,NT,2015-08-24,1,0.0000,NA,0,0,1
FCR,s6,NT,2015-08-31,1,0.5433,NA,0,0,1
FCR,s6,NT,2015-08-31,1,0.5993,NA,0,0,1
FCR,s6,NT,2015-08-31,1,0.9560,NA,0,0,1
FCR,s6,NT,2015-09-07,1,NA,NA,0,1,1
FCR,s6,NT,2015-09-14,1,1.6321,NA,0,0,1
FCR,s6,NT,2015-09-14,1,1.4332,NA,0,0,1
FCR,s6,NT,2015-09-14,1,2.4924,NA,0,0,1
FCR,s6,NT,2015-09-14,1,1.8567,NA,0,0,1
FCR,s6,NT,2015-09-21,1,NA,NA,0,1,1
FCR,s6,NT,2015-09-28,1,2.2272,NA,0,0,1
FCR,s6,NT,2015-10-05,1,NA,NA,0,1,1
FCR,s6,NT,2015-10-19,1,NA,NA,0,1,1
FCR,s6,NT,2015-11-09,1,NA,NA,0,1,1
FCR,s6,NT,2015-12-07,1,0.0356,NA,0,0,1
FCR,s6,NT,2015-12-07,1,0.0464,NA,0,0,1
FCR,s6,NT,2016-03-30,1,0.0000,NA,0,0,1
FCR,s6,NT,2016-03-30,1,0.0006,NA,0,0,1
FCR,s6,NT,2016-03-30,1,0.0016,NA,0,0,1
FCR,s6,NT,2016-03-30,1,0.0032,NA,0,0,1
FCR,s6,NT,2016-04-11,1,0.2543,NA,0,0,1
FCR,s6,NT,2016-04-11,1,0.0007,NA,0,0,1
FCR,s6,NT,2016-04-25,1,0.0004,NA,0,0,1
FCR,s6,NT,2016-05-02,1,0.0147,NA,0,0,1
FCR,s6,NT,2016-05-02,1,0.0000,NA,0,0,1
FCR,s6,NT,2016-05-09,1,0.0130,NA,0,0,1
FCR,s6,NT,2016-05-16,1,0.0315,NA,0,0,1
FCR,s6,NT,2016-05-23,1,0.0051,NA,0,0,1
FCR,s6,NT,2016-05-30,1,0.0762,NA,0,0,1
FCR,s6,NT,2016-06-06,1,0.3037,NA,0,0,1
FCR,s6,NT,2016-06-06,1,0.0000,NA,0,0,1
FCR,s6,NT,2016-06-06,1,0.0000,NA,0,0,1
FCR,s6,NT,2016-06-13,1,0.2484,NA,0,0,1
FCR,s6,NT,2016-06-13,1,0.0288,NA,0,0,1
FCR,s6,NT,2016-06-20,1,0.3800,NA,0,0,1
FCR,s6,NT,2016-06-20,1,0.0000,NA,0,0,1
FCR,s6,NT,2016-06-20,1,0.0000,NA,0,0,1
FCR,s6,NT,2016-06-27,1,2.9315,NA,0,0,1
FCR,s6,NT,2016-06-27,1,0.3616,NA,0,0,1
FCR,s6,NT,2016-06-27,1,9.2976,NA,0,0,1
FCR,s6,NT,2016-07-05,1,1.0806,NA,0,0,1
FCR,s6,NT,2016-07-05,1,0.1928,NA,0,0,1
FCR,s6,NT,2016-07-05,1,10.1438,NA,0,0,1
FCR,s6,NT,2016-07-12,1,0.1437,NA,0,0,1
FCR,s6,NT,2016-07-12,1,0.0161,NA,0,0,1
FCR,s6,NT,2016-07-12,1,0.7768,NA,0,0,1
FCR,s6,NT,2016-07-18,1,0.0065,NA,0,0,1
FCR,s6,NT,2016-07-18,1,0.1741,NA,0,0,1
FCR,s6,NT,2016-07-24,1,1.1960,NA,0,0,1
FCR,s6,NT,2016-07-24,1,5.0982,NA,0,0,1
FCR,s6,NT,2016-08-08,1,0.2530,NA,0,0,1
FCR,s6,NT,2016-08-08,1,5.0294,NA,0,0,1
FCR,s6,NT,2016-08-15,1,0.6061,NA,0,0,1
FCR,s6,NT,2016-08-15,1,1.9785,NA,0,0,1
FCR,s6,NT,2016-08-26,1,0.1628,NA,0,0,1
FCR,s6,NT,2016-08-26,1,0.1761,NA,0,0,1
FCR,s6,NT,2016-08-26,1,0.0185,NA,0,0,1
FCR,s6,NT,2016-08-26,1,10.3441,NA,0,0,1
FCR,s6,NT,2016-09-02,1,0.1557,NA,0,0,1
FCR,s6,NT,2016-09-02,1,0.0000,NA,0,0,1
FCR,s6,NT,2016-09-02,1,0.2082,NA,0,0,1
FCR,s6,NT,2016-09-09,1,4.4621,NA,0,0,1
FCR,s6,NT,2016-09-09,1,5.0993,NA,0,0,1
FCR,s6,NT,2016-09-09,1,6.1178,NA,0,0,1
FCR,s6,NT,2016-09-09,1,0.4104,NA,0,0,1
FCR,s6,NT,2016-09-16,1,6.5840,NA,0,0,1
FCR,s6,NT,2016-09-16,1,6.4329,NA,0,0,1
FCR,s6,NT,2016-09-16,1,7.6378,NA,0,0,1
FCR,s6,NT,2016-09-30,1,1.0842,NA,0,0,1
FCR,s6,NT,2016-09-30,1,2.1580,NA,0,0,1
FCR,s6,NT,2016-09-30,1,0.8633,NA,0,0,1
FCR,s6,NT,2016-10-07,1,0.1310,NA,0,0,1
FCR,s6,NT,2016-10-14,1,0.0475,NA,0,0,1
FCR,s6,NT,2016-10-14,1,0.0190,NA,0,0,1
FCR,s6,NT,2016-10-14,1,0.0000,NA,0,0,1
FCR,sC,NT,2015-05-25,9,0.0000,NA,0,0,1
FCR,sC,NT,2015-06-01,9,0.0005,NA,0,0,1
FCR,sC,NT,2015-06-01,9,0.0004,NA,0,0,1
FCR,sC,NT,2015-06-08,9,0.0021,NA,0,0,1
FCR,sC,NT,2015-06-15,9,0.0024,NA,0,0,1
FCR,sC,NT,2015-06-15,9,0.0068,NA,0,0,1
FCR,sC,NT,2015-06-15,9,0.0156,NA,0,0,1
FCR,sC,NT,2015-06-15,9,0.0282,NA,0,0,1
FCR,sC,NT,2015-06-22,9,0.0035,NA,0,0,1
FCR,sC,NT,2015-06-22,9,0.0047,NA,0,0,1
FCR,sC,NT,2015-06-22,9,0.0051,NA,0,0,1
FCR,sC,NT,2015-06-22,9,0.0066,NA,0,0,1
FCR,sC,NT,2015-06-29,9,0.0023,NA,0,0,1
FCR,sC,NT,2015-06-29,9,0.0027,NA,0,0,1
FCR,sC,NT,2015-06-29,9,0.0043,NA,0,0,1
FCR,sC,NT,2015-06-29,9,0.0052,NA,0,0,1
FCR,sC,NT,2015-07-06,9,0.0011,NA,0,0,1
FCR,sC,NT,2015-07-06,9,0.0014,NA,0,0,1
FCR,sC,NT,2015-07-13,9,0.0011,NA,0,0,1
FCR,sC,NT,2015-07-13,9,0.0026,NA,0,0,1
FCR,sC,NT,2015-07-13,9,0.0032,NA,0,0,1
FCR,sC,NT,2015-07-20,9,0.0372,NA,0,0,1
