"","Reservoir","Site","DateTime","Depth_m","Rep","ch4_umolL","co2_umolL","flag_ch4","flag_co2"
"2232","FCR",50,2017-10-09,8,1,0.125746887,NA,1,3
"2233","FCR",50,2017-10-09,8,2,0.114437682,645.2327169,1,3
"2234","FCR",50,2017-10-09,9,1,0.037732548,620.4697782,1,1
"2235","FCR",50,2017-10-09,9,2,0.033050937,558.4441202,1,1
"2236","FCR",100,2017-10-09,0.1,1,0.010303789,16.97737596,1,1
"2237","FCR",100,2017-10-09,0.1,2,0.013007923,17.82378902,1,1
"2238","FCR",50,2017-10-16,0.1,1,0.150141934,4.390102286,1,2
"2239","FCR",50,2017-10-16,0.1,2,0.123158743,6.785818662,1,2
"2240","FCR",50,2017-10-16,1.6,1,0.161902773,8.471178785,1,1
"2241","FCR",50,2017-10-16,1.6,2,0.147520535,8.888898097,1,1
"2242","FCR",50,2017-10-16,3.8,1,0.117095533,NA,1,3
"2243","FCR",50,2017-10-16,3.8,2,0.12733805,18.38830814,1,3
"2244","FCR",50,2017-10-16,5,1,0.197845767,356.3524998,1,1
"2245","FCR",50,2017-10-16,5,2,0.249933126,397.9098701,1,1
"2246","FCR",50,2017-10-16,6.2,1,0.083670718,314.1236505,1,1
"2247","FCR",50,2017-10-16,6.2,2,0.082687306,334.8078365,1,1
"2248","FCR",50,2017-10-16,8,1,0.050882947,504.0758724,1,1
"2249","FCR",50,2017-10-16,8,2,0.047461478,538.7731503,1,1
"2250","FCR",50,2017-10-16,9,1,0.031044681,566.896624,1,1
"2251","FCR",50,2017-10-16,9,2,0.023218199,606.7274343,1,1
"2252","FCR",100,2017-10-16,0.1,1,0.010322186,16.89079596,1,1
"2253","FCR",100,2017-10-16,0.1,2,0.008869087,15.33670064,1,1
"2254","BVR",50,2017-10-17,0.1,1,1.052767645,14.23994992,1,3
"2255","BVR",50,2017-10-17,0.1,2,0.883643732,NA,1,3
"2256","BVR",50,2017-10-17,3,1,0.622650039,18.84015173,1,1
"2257","BVR",50,2017-10-17,3,2,0.674848778,17.57113054,1,1
"2258","BVR",50,2017-10-17,6,1,NA,NA,3,3
"2259","BVR",50,2017-10-17,6,2,4.861187611,17.03179653,3,3
"2260","BVR",50,2017-10-17,9,1,NA,NA,3,3
"2261","BVR",50,2017-10-17,9,2,40.69889448,24.13831519,3,3
"2262","FCR",50,2017-10-23,0.1,1,0.059111208,22.31135645,1,1
"2263","FCR",50,2017-10-23,0.1,2,0.063164155,19.33143747,1,1
"2264","FCR",50,2017-10-23,1.6,1,0.067815096,27.51878084,1,1
"2265","FCR",50,2017-10-23,1.6,2,0.063164155,25.56100471,1,1
"2266","FCR",50,2017-10-23,3.8,1,0.046339001,35.59049925,1,1
"2267","FCR",50,2017-10-23,3.8,2,0.05400468,26.17600422,1,1
"2268","FCR",50,2017-10-23,5,1,0.037386779,61.20634484,1,1
"2269","FCR",50,2017-10-23,5,2,0.035278977,59.17191733,1,1
"2270","FCR",50,2017-10-23,6.2,1,0.023474279,595.3953008,2,2
"2271","FCR",50,2017-10-23,6.2,2,0.034262126,848.3939189,2,2
"2272","FCR",50,2017-10-23,8,1,0.037207617,650.3649294,1,3
"2273","FCR",50,2017-10-23,8,2,0.039397687,NA,1,3
"2274","FCR",50,2017-10-23,9,1,0.073357917,NA,1,3
"2275","FCR",50,2017-10-23,9,2,0.085893615,650.9921854,1,3
"2276","FCR",100,2017-10-23,0.1,1,0.013190393,NA,1,3
"2277","FCR",100,2017-10-23,0.1,2,0.014586789,19.57324773,1,3
"2278","FCR",50,2017-11-06,0.1,1,0.003569446,27.95105414,1,1
"2279","FCR",50,2017-11-06,0.1,2,NA,NA,4,4
"2280","FCR",50,2017-11-06,1.6,1,0.006410291,30.68853667,1,1
"2281","FCR",50,2017-11-06,1.6,2,NA,NA,4,4
"2282","FCR",50,2017-11-06,3.8,1,0.010575133,46.09332146,1,1
"2283","FCR",50,2017-11-06,3.8,2,NA,NA,4,4
"2284","FCR",50,2017-11-06,5,1,0.012845997,54.74460513,1,1
"2285","FCR",50,2017-11-06,5,2,NA,NA,4,4
"2286","FCR",50,2017-11-06,6.2,1,0.015116249,40.42331814,1,1
"2287","FCR",50,2017-11-06,6.2,2,NA,NA,4,4
"2288","FCR",50,2017-11-06,8,1,0.018520477,46.80755732,1,1
"2289","FCR",50,2017-11-06,8,2,NA,NA,4,4
"2290","FCR",50,2017-11-06,9,1,0.020411119,50.39702149,1,1
"2291","FCR",50,2017-11-06,9,2,NA,NA,4,4
"2292","FCR",100,2017-11-06,0.1,1,5.67e-05,17.32867245,1,1
"2293","FCR",100,2017-11-06,0.1,2,NA,NA,4,4
"2294","BVR",50,2017-11-07,0.1,1,0.001,168.1878632,3,1
"2295","BVR",50,2017-11-07,0.1,2,NA,171.5427075,3,1
"2296","BVR",50,2017-11-07,3,1,0.002890225,220.6249254,3,1
"2297","BVR",50,2017-11-07,3,2,NA,217.5520008,3,1
"2298","BVR",50,2017-11-07,6,1,0.009632415,157.8696026,3,1
"2299","BVR",50,2017-11-07,6,2,NA,135.8516748,3,1
"2300","BVR",50,2017-11-07,9,1,0.016374606,173.0932658,3,1
"2301","BVR",50,2017-11-07,9,2,NA,176.1379984,3,1
"2302","FCR",50,2017-12-12,0.1,1,0.090993278,38.93439766,1,1
"2303","FCR",50,2017-12-12,0.1,2,0.096671714,29.64301435,1,1
"2304","FCR",50,2017-12-12,1.6,1,0.093181969,10.33213829,1,1
"2305","FCR",50,2017-12-12,1.6,2,0.093299196,13.12218356,1,1
"2306","FCR",50,2017-12-12,3.8,1,0.091253881,16.90377757,1,1
"2307","FCR",50,2017-12-12,3.8,2,0.084304764,18.18308196,1,1
"2308","FCR",50,2017-12-12,5,1,0.094653652,NA,1,3
"2309","FCR",50,2017-12-12,5,2,0.093325246,16.36799417,1,3
"2310","FCR",50,2017-12-12,6.2,1,0.092882376,16.137399,1,1
"2311","FCR",50,2017-12-12,6.2,2,0.096580591,15.75046825,1,1
"2312","FCR",50,2017-12-12,8,1,0.098480854,15.64002464,1,1
"2313","FCR",50,2017-12-12,8,2,0.094757827,18.18308196,1,1
"2314","FCR",50,2017-12-12,9,1,0.093559693,NA,1,3
"2315","FCR",50,2017-12-12,9,2,0.093168943,17.46848411,1,3
"2316","FCR",100,2017-12-12,0.1,1,0.005429681,30.54616464,1,3
"2317","FCR",100,2017-12-12,0.1,2,0.005046168,NA,1,3
"2318","FCR",50,2018-01-15,0.1,1,0.407750687,35.98136681,1,1
"2319","FCR",50,2018-01-15,0.1,2,0.408722919,28.45743634,1,1
"2320","FCR",50,2018-01-15,1.6,1,0.32534999,56.30911355,1,1
"2321","FCR",50,2018-01-15,1.6,2,0.438226453,43.48587714,1,1
"2322","FCR",50,2018-01-15,3.8,1,0.396812538,132.7993892,1,1
"2323","FCR",50,2018-01-15,3.8,2,0.459729854,125.147424,1,1
"2324","FCR",50,2018-01-15,5,1,0.465997924,43.30711809,1,1
"2325","FCR",50,2018-01-15,5,2,0.4408751,41.40955166,1,1
"2326","FCR",50,2018-01-15,6.2,1,0.453024118,87.94670094,1,1
"2327","FCR",50,2018-01-15,6.2,2,0.438250752,97.59421944,1,1
"2328","FCR",50,2018-01-15,8,1,0.467625625,66.27729114,1,1
"2329","FCR",50,2018-01-15,8,2,0.435626348,69.53063287,1,1
"2330","FCR",50,2018-01-15,9,1,0.439271339,69.4621459,1,1
"2331","FCR",50,2018-01-15,9,2,0.459316831,71.75635556,1,1
"2332","FCR",100,2018-01-15,0.1,1,0.001825166,69.11970819,2,1
"2333","FCR",100,2018-01-15,0.1,2,0.001192617,74.80355676,2,1
"2334","FCR",50,2018-03-19,0.1,1,0.059612608,55.97130104,1,1
"2335","FCR",50,2018-03-19,0.1,2,0.061551324,58.96077922,1,1
"2336","FCR",50,2018-03-19,1.6,1,0.038860421,68.94569881,1,1
"2337","FCR",50,2018-03-19,1.6,2,0.040741561,74.00452267,1,1
"2338","FCR",50,2018-03-19,3.8,1,0.038319016,64.53100237,1,1
"2339","FCR",50,2018-03-19,3.8,2,0.039754351,63.64808719,1,1
"2340","FCR",50,2018-03-19,5,1,0.020834179,66.50079028,1,1
"2341","FCR",50,2018-03-19,5,2,0.023961393,65.44804584,1,1
"2342","FCR",50,2018-03-19,6.2,1,0.059658808,58.65505394,1,1
"2343","FCR",50,2018-03-19,6.2,2,0.05938158,60.99884985,1,1
"2344","FCR",50,2018-03-19,8,1,0.046787008,65.04051966,1,1
"2345","FCR",50,2018-03-19,8,2,0.039495654,72.23914635,1,1
"2346","FCR",50,2018-03-19,9,1,0.046389662,72.1712447,1,1
"2347","FCR",50,2018-03-19,9,2,0.042549215,61.30454576,1,1
"2348","FCR",100,2018-03-19,0.1,1,0.002478168,33.65921552,1,1
"2349","FCR",100,2018-03-19,0.1,2,0.002623808,36.60952354,1,1
"2350","FCR",50,2018-04-04,0.1,1,0.183911806,34.87939768,1,1
"2351","FCR",50,2018-04-04,0.1,2,0.179340293,26.36749038,1,1
"2352","FCR",50,2018-04-04,1.6,1,0.208055292,25.4839568,1,3
"2353","FCR",50,2018-04-04,1.6,2,0.208079603,NA,1,3
"2354","FCR",50,2018-04-04,3.8,1,0.113388152,23.34504535,1,1
"2355","FCR",50,2018-04-04,3.8,2,0.109321339,28.36039403,1,1
"2356","FCR",50,2018-04-04,5,1,0.096418693,NA,1,3
"2357","FCR",50,2018-04-04,5,2,0.100760116,56.03924779,1,3
"2358","FCR",50,2018-04-04,6.2,1,0.08873732,66.46683149,1,1
"2359","FCR",50,2018-04-04,6.2,2,0.084277098,79.77505299,1,1
"2360","FCR",50,2018-04-04,8,1,0.089366518,80.69142323,1,3
"2361","FCR",50,2018-04-04,8,2,0.087117629,NA,1,3
"2362","FCR",50,2018-04-04,9,1,0.170853359,73.02000164,1,1
"2363","FCR",50,2018-04-04,9,2,0.172677249,76.41473387,1,1
"2364","FCR",100,2018-04-04,0.1,1,0.002866502,21.58239144,1,1
"2365","FCR",100,2018-04-04,0.1,2,0.003521532,23.53829862,1,1
"2366","FCR",50,2018-04-23,0.1,1,0.19809101,NA,1,3
"2367","FCR",50,2018-04-23,0.1,2,0.194383417,29.12438546,1,3
"2368","FCR",50,2018-04-23,1.6,1,0.216724833,25.02265331,1,1
"2369","FCR",50,2018-04-23,1.6,2,0.222114452,24.62061414,1,1
"2370","FCR",50,2018-04-23,3.8,1,NA,NA,3,3
"2371","FCR",50,2018-04-23,3.8,2,0.197212906,36.48811545,3,3
"2372","FCR",50,2018-04-23,5,1,0.076341013,74.39022073,1,1
"2373","FCR",50,2018-04-23,5,2,0.084095463,75.73969672,1,1
"2374","FCR",50,2018-04-23,6.2,1,0.045131015,113.1497767,1,1
"2375","FCR",50,2018-04-23,6.2,2,0.049841036,141.7052047,1,1
"2376","FCR",50,2018-04-23,8,1,0.054577894,NA,1,3
"2377","FCR",50,2018-04-23,8,2,0.05555542,149.6065032,1,3
"2378","FCR",50,2018-04-23,9,1,0.078119768,NA,1,3
"2379","FCR",50,2018-04-23,9,2,0.079372232,134.3536934,1,3
"2380","FCR",100,2018-04-23,0.1,1,0.004189657,193.0356867,2,1
"2381","FCR",100,2018-04-23,0.1,2,0.005720768,184.8382578,2,1
"2382","FCR",50,2018-04-30,0.1,1,0.234347196,33.3941121,1,1
"2383","FCR",50,2018-04-30,0.1,2,0.227981115,35.04427845,1,1
"2384","FCR",50,2018-04-30,1.6,1,0.251062642,28.44314514,1,1
"2385","FCR",50,2018-04-30,1.6,2,0.248147323,33.47174774,1,1
"2386","FCR",50,2018-04-30,3.8,1,0.236388159,NA,1,3
"2387","FCR",50,2018-04-30,3.8,2,0.273459672,36.85849648,1,3
"2388","FCR",50,2018-04-30,5,1,0.210047381,163.8280684,1,1
"2389","FCR",50,2018-04-30,5,2,0.228369893,166.6967592,1,1
"2390","FCR",50,2018-04-30,6.2,1,0.064177231,150.6614694,1,1
"2391","FCR",50,2018-04-30,6.2,2,0.059291274,164.7730866,1,1
"2392","FCR",50,2018-04-30,8,1,0.061529545,163.8280684,1,1
"2393","FCR",50,2018-04-30,8,2,0.057742579,165.0768345,1,1
"2394","FCR",50,2018-04-30,9,1,0.063487151,186.5994527,1,1
"2395","FCR",50,2018-04-30,9,2,0.060930045,172.8042473,1,1
"2396","FCR",100,2018-04-30,0.1,1,0.003544531,12.72035467,2,1
"2397","FCR",100,2018-04-30,0.1,2,0.002355954,10.41376136,2,1
"2398","FCR",50,2018-05-07,0.1,1,0.386858128,28.22023508,3,1
"2399","FCR",50,2018-05-07,0.1,2,NA,24.75424164,3,1
"2400","FCR",50,2018-05-07,1.6,1,0.370832233,19.59167051,1,1
"2401","FCR",50,2018-05-07,1.6,2,0.373121776,17.39136711,1,1
"2402","FCR",50,2018-05-07,3.8,1,0.291353481,62.7955489,1,1
"2403","FCR",50,2018-05-07,3.8,2,0.294180716,62.83016791,1,1
"2404","FCR",50,2018-05-07,5,1,0.216188297,115.3608051,1,1
"2405","FCR",50,2018-05-07,5,2,0.229137669,133.8358989,1,1
"2406","FCR",50,2018-05-07,6.2,1,0.196773851,167.7802401,1,1
"2407","FCR",50,2018-05-07,6.2,2,0.199895981,152.5731502,1,1
"2408","FCR",50,2018-05-07,8,1,0.105488013,192.0369863,1,1
"2409","FCR",50,2018-05-07,8,2,0.091185696,188.9373135,1,1
"2410","FCR",50,2018-05-07,9,1,0.105221685,184.9760522,3,3
"2411","FCR",50,2018-05-07,9,2,NA,NA,3,3
"2412","FCR",100,2018-05-07,0.1,1,0.004554383,17.89292809,1,1
"2413","FCR",100,2018-05-07,0.1,2,0.004894695,17.33612006,1,1
"2414","BVR",50,2018-05-11,0.1,1,0.274318793,10.72785356,1,1
"2415","BVR",50,2018-05-11,0.1,2,0.259141776,13.32957075,1,1
"2416","BVR",50,2018-05-11,3,1,0.218636194,8.023464362,1,1
"2417","BVR",50,2018-05-11,3,2,0.20970038,8.251676994,1,1
"2418","BVR",50,2018-05-11,6,1,0.01409163,NA,1,3
"2419","BVR",50,2018-05-11,6,2,0.013756323,116.3656692,1,3
"2420","BVR",50,2018-05-11,9,1,0.026548,270.6642884,1,1
"2421","BVR",50,2018-05-11,9,2,0.029469517,274.3484674,1,1
"2422","FCR",50,2018-05-14,0.1,1,0.482006019,21.51425142,1,1
"2423","FCR",50,2018-05-14,0.1,2,0.493675987,22.5936282,1,1
"2424","FCR",50,2018-05-14,1.6,1,0.684535373,25.76644879,1,3
"2425","FCR",50,2018-05-14,1.6,2,0.690541578,NA,1,3
"2426","FCR",50,2018-05-14,3.8,1,0.481716068,60.77009102,1,1
"2427","FCR",50,2018-05-14,3.8,2,0.486765956,61.40070313,1,1
"2428","FCR",50,2018-05-14,5,1,0.37731233,161.1914484,1,1
"2429","FCR",50,2018-05-14,5,2,0.373080125,150.5137425,1,1
"2430","FCR",50,2018-05-14,6.2,1,0.223237033,248.0531155,1,1
"2431","FCR",50,2018-05-14,6.2,2,0.220428121,232.8680344,1,1
"2432","FCR",50,2018-05-14,8,1,0.275625815,215.2660988,1,1
"2433","FCR",50,2018-05-14,8,2,0.268194963,216.6180253,1,1
"2434","FCR",50,2018-05-14,9,1,0.201853756,232.0113165,1,1
"2435","FCR",50,2018-05-14,9,2,0.213429771,239.8853552,1,1
"2436","FCR",100,2018-05-14,0.1,1,0.011646507,31.57242275,1,1
"2437","FCR",100,2018-05-14,0.1,2,0.010046442,38.16431655,1,1
"2438","BVR",50,2018-05-17,0.1,1,0.36796277,0.003209047,1,1
"2439","BVR",50,2018-05-17,0.1,2,0.325043709,NA,1,4
"2440","BVR",50,2018-05-17,3,1,0.094023368,125.8438316,1,1
"2441","BVR",50,2018-05-17,3,2,0.091580896,105.2927556,1,1
"2442","BVR",50,2018-05-17,6,1,0.044225784,NA,1,4
"2443","BVR",50,2018-05-17,6,2,0.038050929,NA,1,4
"2444","BVR",50,2018-05-17,9,1,0.383936024,NA,3,4
"2445","BVR",50,2018-05-17,9,2,NA,NA,3,4
"2446","BVR",50,2018-05-17,11,1,72.08426572,238.7262692,1,1
"2447","BVR",50,2018-05-17,11,2,75.42874573,237.3419899,1,1
"2448","FCR",50,2018-05-21,0.1,1,0.789981855,64.95380849,3,1
"2449","FCR",50,2018-05-21,0.1,2,NA,62.38109271,3,1
"2450","FCR",50,2018-05-21,1.6,1,0.778692681,106.7841541,1,1
"2451","FCR",50,2018-05-21,1.6,2,0.628105395,93.19622078,1,1
"2452","FCR",50,2018-05-21,3.8,1,0.744821081,197.190521,1,2
"2453","FCR",50,2018-05-21,3.8,2,0.748584894,130.1822277,1,2
"2454","FCR",50,2018-05-21,5,1,0.571604,259.4649821,1,2
"2455","FCR",50,2018-05-21,5,1,0.993070712,223.5231395,1,1
"2456","FCR",50,2018-05-21,5,1,NA,207.9998588,3,1
"2457","FCR",50,2018-05-21,5,2,0.616806476,179.2185945,1,2
"2458","FCR",50,2018-05-21,5,2,0.582905639,239.039785,1,1
"2459","FCR",50,2018-05-21,5,2,0.684589793,214.5955273,3,1
"2460","FCR",50,2018-05-21,6.2,1,0.496242364,348.0770549,1,1
"2461","FCR",50,2018-05-21,6.2,2,0.469858652,339.4329073,1,1
"2462","FCR",50,2018-05-21,8,1,0.458550214,360.8120219,3,3
"2463","FCR",50,2018-05-21,8,2,NA,NA,3,3
"2464","FCR",50,2018-05-21,9,1,0.481166411,343.8310659,3,3
"2465","FCR",50,2018-05-21,9,2,NA,NA,3,3
"2466","BVR",50,2018-05-24,0.1,1,0.250727241,12.54340595,1,1
"2467","BVR",50,2018-05-24,0.1,2,0.243466853,11.74467392,1,1
"2468","BVR",50,2018-05-24,3,1,0.316051096,60.67672097,1,1
"2469","BVR",50,2018-05-24,3,2,NA,NA,4,4
"2470","BVR",50,2018-05-24,6,1,0.041880093,120.2205754,3,2
"2471","BVR",50,2018-05-24,6,2,NA,163.1315569,3,2
"2472","BVR",50,2018-05-24,9,1,0.528713148,NA,2,3
"2473","BVR",50,2018-05-24,9,2,0.361998547,126.827337,2,3
"2474","BVR",50,2018-05-24,11,1,54.86162952,257.491337,1,1
"2475","BVR",50,2018-05-24,11,2,41.99488216,265.1432675,1,1
"2476","FCR",50,2018-05-28,0.1,1,0.434511519,186.2051924,1,1
"2477","FCR",50,2018-05-28,0.1,2,0.456256902,169.7263297,1,1
"2478","FCR",50,2018-05-28,1.6,1,0.485244637,23.52421531,1,1
"2479","FCR",50,2018-05-28,1.6,2,0.465920256,NA,1,4
"2480","FCR",50,2018-05-28,3.8,1,0.28944194,107.0015188,1,1
"2481","FCR",50,2018-05-28,3.8,2,0.255567257,130.1300262,1,1
"2482","FCR",50,2018-05-28,5,1,0.0627159,192.7935097,1,1
"2483","FCR",50,2018-05-28,5,4,0.058119659,179.6150306,1,1
"2484","FCR",50,2018-05-28,6.2,1,0.107611671,284.8362866,1,1
"2485","FCR",50,2018-05-28,6.2,2,0.0627159,NA,1,1
"2486","FCR",50,2018-05-28,8,1,0.092118751,301.2344553,1,1
"2487","FCR",50,2018-05-28,8,2,0.087648568,327.4475476,1,1
"2488","FCR",50,2018-05-28,9,1,0.178103727,317.6210963,1,1
"2489","FCR",50,2018-05-28,9,2,0.175682191,324.1725249,1,1
"2490","BVR",50,2018-05-31,0.1,1,0.397370116,8.737155482,1,3
"2491","BVR",50,2018-05-31,0.1,2,0.375529911,NA,1,3
"2492","BVR",50,2018-05-31,3,1,0.360967584,68.86836712,1,1
"2493","BVR",50,2018-05-31,3,2,0.416780321,79.03138548,1,1
"2494","BVR",50,2018-05-31,6,1,NA,139.9203153,3,1
"2495","BVR",50,2018-05-31,6,2,0.09023277,180.4280016,3,1
"2496","BVR",50,2018-05-31,9,1,11.93443796,288.1163133,1,1
"2497","BVR",50,2018-05-31,9,2,12.78636613,308.2540805,1,1
"2498","BVR",50,2018-05-31,11,1,77.37106419,NA,1,1
"2499","BVR",50,2018-05-31,11,2,74.47538704,230.9670591,1,1
"2500","FCR",50,2018-06-04,0.1,1,0.402651039,15.23547565,1,2
"2501","FCR",50,2018-06-04,0.1,2,0.504624192,22.96232965,1,2
"2502","FCR",50,2018-06-04,1.6,1,0.589536167,26.37579635,1,1
"2503","FCR",50,2018-06-04,1.6,2,0.507051077,25.69328108,1,1
"2504","FCR",50,2018-06-04,3.8,1,0.103717706,131.1846881,1,1
"2505","FCR",50,2018-06-04,3.8,2,0.09704518,128.6336114,1,1
"2506","FCR",50,2018-06-04,5,1,0.261689675,148.9327832,1,1
"2507","FCR",50,2018-06-04,5,2,0.24709811,150.3262426,1,1
"2508","FCR",50,2018-06-04,6.2,1,0.067624188,273.7877545,1,1
"2509","FCR",50,2018-06-04,6.2,2,0.067624188,287.6470532,1,1
"2510","FCR",50,2018-06-04,8,1,0.074486731,329.9192151,1,1
"2511","FCR",50,2018-06-04,8,2,0.063024798,312.7762251,1,1
"2512","FCR",50,2018-06-04,9,1,0.065326929,353.3191635,3,3
"2513","FCR",50,2018-06-04,9,2,NA,NA,3,3
"2514","BVR",50,2018-06-07,0.1,1,0.265154936,5.902691839,1,1
"2515","BVR",50,2018-06-07,0.1,2,0.344953185,NA,1,1
"2516","BVR",50,2018-06-07,3,1,0.286923329,14.61583946,2,2
"2517","BVR",50,2018-06-07,3,2,0.202246415,11.65517551,2,2
"2518","BVR",50,2018-06-07,6,1,NA,158.513667,3,1
"2519","BVR",50,2018-06-07,6,2,0.207086695,140.8970848,3,1
"2520","BVR",50,2018-06-07,9,1,15.20805485,240.9875817,1,1
"2521","BVR",50,2018-06-07,9,2,17.7624597,317.1567993,1,1
"2522","BVR",50,2018-06-07,11,1,165.996753,230.4234723,1,1
"2523","BVR",50,2018-06-07,11,2,170.0107514,264.8868349,1,1
"2524","FCR",50,2018-06-11,0.1,1,0.316081689,11.08384727,1,1
"2525","FCR",50,2018-06-11,0.1,2,0.311206219,12.8091013,1,1
"2526","FCR",50,2018-06-11,1.6,1,0.503638658,132.3912636,1,3
"2527","FCR",50,2018-06-11,1.6,2,0.50120471,NA,1,3
"2528","FCR",50,2018-06-11,3.8,1,0.223414343,91.60373099,1,3
"2529","FCR",50,2018-06-11,3.8,2,0.167291936,NA,1,3
"2530","FCR",50,2018-06-11,5,1,0.199016472,125.8863726,3,3
"2531","FCR",50,2018-06-11,5,2,NA,NA,3,3
"2532","FCR",50,2018-06-11,6.2,1,0.070117248,310.1946689,1,1
"2533","FCR",50,2018-06-11,6.2,2,0.065514429,338.1369851,1,1
"2534","FCR",50,2018-06-11,8,1,0.065514429,350.2788184,1,1
"2535","FCR",50,2018-06-11,8,2,0.063205691,382.0100363,1,1
"2536","FCR",50,2018-06-11,9,1,0.044559878,358.3014534,2,2
"2537","FCR",50,2018-06-11,9,2,0.076984829,512.4431333,2,2
"2538","FCR",100,2018-06-11,0.1,1,0.079264251,356.4845925,1,1
"2539","FCR",100,2018-06-11,0.1,2,0.086073197,375.3664632,1,1
"2540","BVR",50,2018-06-14,0.1,1,0.405548199,8.246617328,1,1
"2541","BVR",50,2018-06-14,0.1,2,0.465073048,6.779260483,1,1
"2542","BVR",50,2018-06-14,3,1,0.57817211,60.40597453,1,3
"2543","BVR",50,2018-06-14,3,2,0.564708754,NA,1,3
"2544","BVR",50,2018-06-14,6,1,0.269949203,215.3744204,1,1
"2545","BVR",50,2018-06-14,6,2,0.283966722,199.6911761,1,1
"2546","BVR",50,2018-06-14,9,1,34.13317718,322.5305567,1,1
"2547","BVR",50,2018-06-14,9,2,41.87001209,290.8323982,1,1
"2548","BVR",50,2018-06-14,11,1,154.657491,305.000416,1,1
"2549","BVR",50,2018-06-14,11,2,160.7602528,277.9362402,1,1
"2550","FCR",50,2018-06-18,0.1,1,0.405757587,8.515800004,1,1
"2551","FCR",50,2018-06-18,0.1,2,0.361609305,8.942355564,1,1
"2552","FCR",50,2018-06-18,1.6,1,0.436574056,6.55669872,1,1
"2553","FCR",50,2018-06-18,1.6,2,0.415090846,6.29654358,1,1
"2554","FCR",50,2018-06-18,3.8,1,0.217675528,NA,1,3
"2555","FCR",50,2018-06-18,3.8,2,0.205113375,20.996062,1,3
"2556","FCR",50,2018-06-18,5,1,0.249586321,255.5511195,1,1
"2557","FCR",50,2018-06-18,5,2,0.259053281,270.0576864,1,1
"2558","FCR",50,2018-06-18,6.2,1,0.083876966,431.2152836,1,1
"2559","FCR",50,2018-06-18,6.2,2,0.087489593,436.6461633,1,1
"2560","FCR",50,2018-06-18,8,1,0.088255668,410.6949755,1,1
"2561","FCR",50,2018-06-18,8,2,0.071409136,425.2432629,1,1
"2562","FCR",50,2018-06-18,9,1,0.079661599,NA,1,3
"2563","FCR",50,2018-06-18,9,2,0.076819214,452.8302696,1,3
"2564","FCR",100,2018-06-18,0.1,1,0.009994152,22.51817244,3,3
"2565","FCR",100,2018-06-18,0.1,2,NA,NA,3,3
"2566","BVR",50,2018-06-21,0.1,1,0.31053673,NA,1,3
"2567","BVR",50,2018-06-21,0.1,2,0.339723691,8.980043427,1,3
"2568","BVR",50,2018-06-21,6,1,0.269176515,189.8402588,3,3
"2569","BVR",50,2018-06-21,6,2,NA,NA,3,3
"2570","BVR",50,2018-06-21,9,1,59.96726142,242.8719921,3,3
"2571","BVR",50,2018-06-21,9,2,NA,NA,3,3
"2572","FCR",50,2018-06-25,0.1,1,NA,NA,3,3
"2573","FCR",50,2018-06-25,0.1,2,0.087365245,10.55946833,3,3
"2574","FCR",50,2018-06-25,1.6,1,0.630310031,8.157298352,1,1
"2575","FCR",50,2018-06-25,1.6,2,0.475160382,16.12817216,1,1
"2576","FCR",50,2018-06-25,3.8,1,0.305237108,109.6919851,1,1
"2577","FCR",50,2018-06-25,3.8,2,0.288231659,86.76574672,1,1
"2578","FCR",50,2018-06-25,5,1,NA,275.0589958,3,1
"2579","FCR",50,2018-06-25,5,2,0.046670156,285.4262235,3,1
"2580","FCR",50,2018-06-25,6.2,1,0.049074848,387.5114766,3,1
"2581","FCR",50,2018-06-25,6.2,2,NA,411.0564803,3,1
"2582","FCR",50,2018-06-25,8,1,0.433915235,428.6246334,3,1
"2583","FCR",50,2018-06-25,8,2,NA,461.8847097,3,1
"2584","FCR",50,2018-06-25,9,1,0.441316135,NA,3,3
"2585","FCR",50,2018-06-25,9,2,NA,475.3759408,3,3
"2586","BVR",50,2018-06-28,0.1,1,0.302132373,6.068540134,1,1
"2587","BVR",50,2018-06-28,0.1,2,0.346478234,4.988738132,1,1
"2588","BVR",50,2018-06-28,3,1,0.430736746,NA,1,3
"2589","BVR",50,2018-06-28,3,2,0.42070658,89.41120051,1,3
"2590","BVR",50,2018-06-28,6,1,0.201111467,158.4902345,1,1
"2591","BVR",50,2018-06-28,6,2,0.211554483,146.9492118,1,1
"2592","BVR",50,2018-06-28,9,1,25.42912988,NA,1,4
"2593","BVR",50,2018-06-28,9,2,31.19305214,NA,1,4
"2594","BVR",50,2018-06-28,11,1,115.219436,224.4444227,1,1
"2595","BVR",50,2018-06-28,11,2,119.765978,204.5283734,1,1
"2596","FCR",50,2018-07-02,0.1,1,0.308657082,4.932361691,1,1
"2597","FCR",50,2018-07-02,0.1,2,0.303783077,6.302838793,1,1
"2598","FCR",50,2018-07-02,1.6,1,0.471823341,NA,1,4
"2599","FCR",50,2018-07-02,1.6,2,0.486424548,NA,1,4
"2600","FCR",50,2018-07-02,3.8,1,0.090555402,273.9674268,1,1
"2601","FCR",50,2018-07-02,3.8,2,0.097288627,256.6621139,1,1
"2602","FCR",50,2018-07-02,5,1,NA,NA,3,3
"2603","FCR",50,2018-07-02,5,2,0.191627041,425.1395973,3,3
"2604","FCR",50,2018-07-02,6.2,1,0.176990373,450.4706706,1,3
"2605","FCR",50,2018-07-02,6.2,2,0.194066315,NA,1,3
"2606","FCR",50,2018-07-02,8,1,0.223333789,472.4050159,1,1
