,Reservoir,Site,DateTime,Depth_m,TFe_mgL,TMn_mgL,SFe_mgL,SMn_mgL,Flag_DateTime,Flag_TFe,Flag_TMn,Flag_SFe,Flag_SMn
2325,FCR,50,2020-09-09 12:00,3.8,2.221768,0.705429,1.263168,0.791995,1,0,0,0,0
2326,FCR,50,2020-09-09 12:00,5,2.030683,0.814247,0.701535,0.880635,1,0,0,0,0
2327,FCR,50,2020-09-09 12:00,6.2,2.129562,1.303735,0.089182,1.313777,1,0,0,0,0
2328,FCR,50,2020-09-09 12:00,8,2.082477,1.283355,0.143304,1.278997,1,0,0,0,0
2329,FCR,50,2020-09-09 12:00,9,NA,NA,0.358825,1.280531,1,2,2,0,0
2330,FCR,50,2020-09-11 08:40,0.1,0.299122,0.015333,0.133798,0.00289,0,0,0,0,0
2331,FCR,50,2020-09-11 08:47,1.6,0.355364,0.01624,0.108763,0.008096,0,0,0,0,0
2332,FCR,50,2020-09-11 09:10,3.8,2.230913,0.842704,1.009719,0.767582,0,0,0,0,0
2333,FCR,50,2020-09-11 09:19,5,3.828523,1.205829,1.734971,1.185646,0,0,0,0,0
2334,FCR,50,2020-09-11 09:28,6.2,2.786623,1.245204,1.074339,1.210501,0,0,0,0,0
2335,FCR,50,2020-09-11 09:35,8,2.438369,1.323639,0.139363,1.29584,0,0,0,0,0
2336,FCR,50,2020-09-11 09:45,9,2.182015,1.174446,0.216247,1.137244,0,0,0,0,0
2337,FCR,50,2020-09-15 09:20,0.1,0.341645,0.018755,0.235326,0.012858,0,0,0,0,0
2338,FCR,50,2020-09-15 09:31,1.6,0.369989,0.018866,0.168939,0.002284,0,0,0,0,0
2339,FCR,50,2020-09-15 09:40,3.8,2.222582,0.768082,1.527776,0.741232,0,0,0,0,0
2340,FCR,50,2020-09-15 09:52,5,2.256303,1.162395,0.519575,1.156217,0,0,0,0,0
2341,FCR,50,2020-09-15 09:56,6.2,2.666357,1.145266,0.907995,1.123723,0,0,0,0,0
2342,FCR,50,2020-09-15 10:08,8,2.77368,1.320468,0.433419,1.300388,0,0,0,0,0
2343,FCR,50,2020-09-15 10:20,9,8.249498,1.42153,4.169893,1.3929,0,0,0,0,0
2344,FCR,100,2020-09-15 12:00,0.1,0.132589,0.015412,0.005,0.00091,1,0,0,3,0
2345,BVR,50,2020-09-16 12:00,0.1,0.518906,0.065148,0.113108,0.001141,1,0,0,0,0
2346,BVR,50,2020-09-16 12:00,3,0.504521,0.069336,0.068162,0.002634,1,0,0,0,0
2347,BVR,50,2020-09-16 12:00,6,1.439048,0.895697,0.706105,0.870445,1,0,0,0,0
2348,BVR,50,2020-09-16 12:00,9,25.21316,1.407152,24.26994,1.403465,1,0,0,0,0
2349,BVR,50,2020-09-16 12:00,11,29.49237,1.493005,27.27548,1.478966,1,0,0,0,0
2350,FCR,50,2020-09-21 10:49,0.1,0.491756,0.118941,0.13248,0.008835,0,0,0,0,0
2351,FCR,50,2020-09-21 11:00,1.6,0.524033,0.125034,0.13049,0.004917,0,0,0,0,0
2352,FCR,50,2020-09-21 11:09,3.8,1.727248,0.771268,1.788936,1.053049,0,0,0,0,0
2353,FCR,50,2020-09-21 11:18,5,2.243114,0.955886,1.078928,0.860195,0,0,0,0,0
2354,FCR,50,2020-09-21 11:26,6.2,2.86852,1.288544,1.387758,1.284065,0,0,0,0,0
2355,FCR,50,2020-09-21 11:36,8,6.123916,1.389655,3.441934,1.343599,0,0,0,0,0
2356,FCR,50,2020-09-21 11:47,9,18.4661,1.541995,15.58513,1.526065,0,0,0,0,0
2357,FCR,50,2020-09-30 10:40,0.1,0.375344,0.051742,0.049641,0.004624,0,0,0,0,0
2358,FCR,50,2020-09-30 10:45,1.6,0.387569,0.053143,0.063161,0.002965,0,0,0,0,0
2359,FCR,50,2020-09-30 10:55,3.8,0.499811,0.580095,0.053246,0.533249,0,0,0,0,0
2360,FCR,50,2020-09-30 11:05,5,2.334494,1.082866,2.051346,1.074533,0,0,0,0,0
2361,FCR,50,2020-09-30 11:20,6.2,2.896507,1.351741,1.016974,1.332632,0,0,0,0,0
2362,FCR,50,2020-09-30 11:30,8,2.277861,1.170527,0.242507,1.194283,0,0,0,0,0
2363,FCR,50,2020-09-30 11:40,9,2.606146,1.401994,0.088643,1.414163,0,0,0,0,0
2364,FCR,100,2020-09-30 12:00,0.1,0.224344,0.02193,0.023035,0.001679,1,0,0,0,0
2365,BVR,50,2020-10-01 12:00,0.1,0.535451,0.120178,0.081576,0.010568,1,0,0,0,0
2366,BVR,50,2020-10-01 12:00,3,0.526143,0.120773,0.046711,0.004676,1,0,0,0,0
2367,BVR,50,2020-10-01 12:00,6,1.606323,0.914188,0.745623,0.730073,1,0,0,0,0
2368,BVR,50,2020-10-01 12:00,9,18.33568,1.312545,21.14317,1.38043,1,0,0,0,0
2369,BVR,50,2020-10-01 12:00,10,31.95393,1.595736,31.7211,1.600342,1,0,0,0,0
2370,BVR,50,2020-10-05 12:00,0.1,0.65244,0.153459,0.109346,0.028172,1,0,0,0,0
2371,BVR,50,2020-10-05 12:00,3,0.694462,0.153529,0.024162,0.024826,1,0,0,0,0
2372,BVR,50,2020-10-05 12:00,6,0.630542,0.152837,0.01674,0.025771,1,0,0,0,0
2373,BVR,50,2020-10-05 12:00,9,23.91546,1.532247,25.88221,1.556188,1,0,0,0,0
2374,BVR,50,2020-10-05 12:00,10,32.28184,1.641922,28.27422,1.476282,1,0,0,0,0
2375,FCR,50,2020-10-06 11:40,0.1,0.326587,0.088029,0.130469,0.028491,0,0,0,0,0
2376,FCR,50,2020-10-06 11:48,1.6,0.342662,0.091664,0.120615,0.023854,0,0,0,0,0
2377,FCR,50,2020-10-06 11:56,3.8,0.570017,0.348236,0.135156,0.140273,0,0,0,0,0
2378,FCR,50,2020-10-06 12:05,5,3.930887,1.220737,1.848869,1.352609,0,0,0,0,0
2379,FCR,50,2020-10-06 12:14,6.2,3.150154,1.493579,0.179268,1.458997,0,0,0,0,0
2380,FCR,50,2020-10-06 12:24,8,2.994781,1.470473,0.032165,1.489341,0,0,0,0,0
2381,FCR,50,2020-10-06 12:34,9,3.170312,1.503909,0.03663,1.512771,0,0,0,0,0
2382,FCR,50,2020-10-13 11:37,0.1,0.279149,0.030041,0.154672,0.004389,0,0,0,0,0
2383,FCR,50,2020-10-13 11:44,1.6,0.330944,0.032975,0.149378,0.003901,0,0,0,0,0
2384,FCR,50,2020-10-13 11:53,3.8,0.365394,0.106991,0.13256,0.056196,0,0,0,0,0
2385,FCR,50,2020-10-13 12:29,5,2.627095,0.906026,2.166518,0.915702,0,0,0,0,0
2386,FCR,50,2020-10-13 12:36,6.2,3.31106,1.389511,0.094942,1.316314,0,0,0,0,0
2387,FCR,50,2020-10-13 12:48,8,3.916544,1.575778,0.030671,1.57494,0,0,0,0,0
2388,FCR,50,2020-10-13 12:57,9,4.070904,1.589738,0.048831,1.550235,0,0,0,0,0
2389,BVR,50,2020-10-14 12:00,0.1,0.72488,0.186259,0.052569,0.041673,1,0,0,0,0
2390,BVR,50,2020-10-14 12:00,3,0.727414,0.189221,0.033685,0.039613,1,0,0,0,0
2391,BVR,50,2020-10-14 12:00,6,1.92993,0.989674,0.828932,1.095397,1,0,0,0,0
2392,BVR,50,2020-10-14 12:00,9,29.99741,1.646106,27.52853,1.574394,1,0,0,0,0
2393,BVR,50,2020-10-14 12:00,10,25.79555,1.539681,24.71939,1.535538,1,0,0,0,0
2394,FCR,50,2020-10-16 13:29,0.1,0.330182,0.069104,0.128499,0.017192,0,0,0,0,0
2395,FCR,50,2020-10-16 13:38,1.6,0.322004,0.059526,0.079499,0.015477,0,0,0,0,0
2396,FCR,50,2020-10-16 13:42,3.8,0.335904,0.065263,0.103203,0.022933,0,0,0,0,0
2397,FCR,50,2020-10-16 13:49,5,2.196668,1.166993,0.791616,0.704607,0,0,0,0,0
2398,FCR,50,2020-10-16 13:52,6.2,3.728924,1.511068,0.362393,1.271162,0,0,0,0,0
2399,FCR,50,2020-10-16 13:58,8,3.964242,1.579515,0,1.569657,0,0,0,4,0
2400,FCR,50,2020-10-16 14:02,9,3.75412,1.524528,0.023353,1.464003,0,0,0,0,0
2401,FCR,50,2020-10-16 17:24,0.1,0.332659,0.066541,0.108358,0.017873,0,0,0,0,0
2402,FCR,50,2020-10-16 17:33,1.6,0.327763,0.064109,0.08809,0.014797,0,0,0,0,0
2403,FCR,50,2020-10-16 17:43,3.8,0.321313,0.062759,0.07598,0.017658,0,0,0,0,0
2404,FCR,50,2020-10-16 17:51,5,1.053796,0.466987,1.051838,0.931362,0,0,0,0,0
2405,FCR,50,2020-10-16 18:02,6.2,3.489936,1.370379,0.140083,1.475398,0,0,0,0,0
2406,FCR,50,2020-10-16 18:12,8,4.026247,1.585889,0.0132,1.527173,0,0,0,0,0
2407,FCR,50,2020-10-16 18:18,9,3.663884,1.441134,0.022433,1.495624,0,0,0,0,0
2408,FCR,50,2020-10-16 21:28,0.1,0.398527,0.085823,0.086277,0.023255,0,0,0,0,0
2409,FCR,50,2020-10-16 21:32,1.6,0.329788,0.071302,0.074806,0.019281,0,0,0,0,0
2410,FCR,50,2020-10-16 21:35,3.8,0.571501,0.288405,0.070731,0.13127,0,0,0,0,0
2411,FCR,50,2020-10-16 21:39,5,2.69231,1.613928,0.875236,1.165685,0,0,0,0,0
2412,FCR,50,2020-10-16 21:43,6.2,2.562688,1.480129,0.182436,1.422319,0,0,0,0,0
2413,FCR,50,2020-10-16 21:48,8,3.924109,1.565907,0,1.577408,0,0,0,4,0
2414,FCR,50,2020-10-16 21:53,9,6.231687,1.529104,0.334194,1.534721,0,0,0,0,0
2415,FCR,50,2020-10-17 01:35,0.1,0.385137,0.113319,0.066434,0.044252,0,0,0,0,0
2416,FCR,50,2020-10-17 01:39,1.6,0.354511,0.107609,0.072006,0.043283,0,0,0,0,0
2417,FCR,50,2020-10-17 01:43,3.8,1.021341,0.101497,0.066149,0.03812,0,0,0,0,0
2418,FCR,50,2020-10-17 01:46,5,2.134774,1.39847,1.060287,1.169747,0,0,0,0,0
2419,FCR,50,2020-10-17 01:50,6.2,3.892722,1.56947,0.005,1.559788,0,0,0,3,0
2420,FCR,50,2020-10-17 01:53,8,3.768716,1.517705,0.052963,1.417994,0,0,0,0,0
2421,FCR,50,2020-10-17 01:57,9,5.16976,1.533302,0.005,1.473514,0,0,0,3,0
2422,FCR,50,2020-10-17 05:35,0.1,0.426811,0.161086,0.050118,0.082485,0,0,0,0,0
2423,FCR,50,2020-10-17 05:39,1.6,0.409886,0.155536,0.069842,0.084971,0,0,0,0,0
2424,FCR,50,2020-10-17 05:42,3.8,0.414399,0.155916,0.072492,0.082887,0,0,0,0,0
2425,FCR,50,2020-10-17 05:45,5,4.262297,1.891878,1.774098,1.803393,0,0,0,0,0
2426,FCR,50,2020-10-17 05:49,6.2,2.46965,1.027876,0.299253,1.041233,0,0,0,0,0
2427,FCR,50,2020-10-17 05:53,8,3.962244,1.576749,0.009177,1.520349,0,0,0,0,0
2428,FCR,50,2020-10-17 05:56,9,4.027158,1.598196,0,1.581288,0,0,0,4,0
2429,FCR,50,2020-10-17 09:32,0.1,0.500607,0.215602,0.029241,0.1297,0,0,0,0,0
2430,FCR,50,2020-10-17 09:35,1.6,0.482692,0.207809,0.060568,0.129676,0,0,0,0,0
2431,FCR,50,2020-10-17 09:38,3.8,0.547674,0.227926,0.082257,0.168666,0,0,0,0,0
2432,FCR,50,2020-10-17 09:42,5,3.576681,1.551178,1.300463,1.007176,0,0,0,0,0
2433,FCR,50,2020-10-17 09:45,6.2,2.390415,0.959547,0.126255,0.863111,0,0,0,0,0
2434,FCR,50,2020-10-17 09:50,8,4.044896,1.60689,0,1.582435,0,0,0,4,0
2435,FCR,50,2020-10-17 09:53,9,3.830152,1.537481,0.006162,1.364283,0,0,0,0,0
2436,FCR,50,2020-10-17 13:30,0.1,0.512625,0.230855,0.055359,0.145001,0,0,0,0,0
2437,FCR,50,2020-10-17 13:33,1.6,0.53146,0.240371,0.047945,0.142939,0,0,0,0,0
2438,FCR,50,2020-10-17 13:36,3.8,0.481061,0.216844,0.060676,0.135051,0,0,0,0,0
2439,FCR,50,2020-10-17 13:39,5,2.041173,1.097705,1.019471,1.205945,0,0,0,0,0
2440,FCR,50,2020-10-17 13:42,6.2,3.700318,1.500875,0.006839,1.591763,0,0,0,0,0
2441,FCR,50,2020-10-17 13:47,8,3.494329,1.415404,0.031607,1.448256,0,0,0,0,0
2442,FCR,50,2020-10-17 13:49,9,0.005,0.038755,0.087126,1.586765,0,3,0,0,0
2443,FCR,50,2020-10-19 12:48,0.1,0.555262,0.19237,0.055703,0.100505,0,0,0,0,0
2444,FCR,50,2020-10-19 13:00,1.6,0.544103,0.195827,0.086649,0.099799,0,0,0,0,0
2445,FCR,50,2020-10-19 13:09,3.8,0.54778,0.21922,0.060721,0.112603,0,0,0,0,0
2446,FCR,50,2020-10-19 13:18,5,1.669393,0.952531,0.020923,1.106288,0,0,0,0,0
2447,FCR,50,2020-10-19 13:33,6.2,3.431683,1.555514,0.022093,1.378216,0,0,0,0,0
2448,FCR,50,2020-10-19 14:22,8,3.558173,1.544936,0.012968,1.495671,0,0,0,0,0
2449,FCR,50,2020-10-19 14:38,9,4.03594,1.764652,0.015613,1.738961,0,0,0,0,0
2450,FCR,100,2020-10-19 12:00,0.1,0.043741,0.004559,0.009849,0.001181,1,0,0,0,0
2451,BVR,50,2020-10-26 12:00,0.1,0.665742,0.136728,0.108826,0.004904,1,0,0,0,0
2452,BVR,50,2020-10-26 12:00,3,0.663255,0.146345,0.03327,0.004367,1,0,0,0,0
2453,BVR,50,2020-10-26 12:00,6,1.163484,0.387409,0.045862,0.312645,1,0,0,0,0
2454,BVR,50,2020-10-26 12:00,9,29.80158,1.78722,27.54549,1.714343,1,0,0,0,0
2455,BVR,50,2020-10-26 12:00,11,31.16137,1.7778,31.6633,1.81883,1,0,0,0,0
2456,FCR,50,2020-10-28 11:05,0.1,0.333258,0.048614,0.070824,0.00415,0,0,0,0,0
2457,FCR,50,2020-10-28 11:14,1.6,0.33779,0.048335,0.065528,0.002872,0,0,0,0,0
2458,FCR,50,2020-10-28 11:23,3.8,0.422591,0.086337,0.019638,0.003615,0,0,0,0,0
2459,FCR,50,2020-10-28 11:33,5,0.811969,0.697611,0.015655,0.532367,0,0,0,0,0
2460,FCR,50,2020-10-28 11:51,6.2,2.305748,1.85588,0.010214,1.754329,0,0,0,0,0
2461,FCR,50,2020-10-28 12:02,8,2.796242,2.139849,0.005,2.005978,0,0,0,3,0
2462,FCR,50,2020-10-28 12:16,9,2.801707,2.105124,0.016793,2.016244,0,0,0,0,0
2463,FCR,50,2020-11-02 09:32,0.1,1.568238,0.768472,0.017977,0.645857,0,0,0,0,0
2464,FCR,50,2020-11-02 09:43,1.6,1.585674,0.770348,0.014563,0.647207,0,0,0,0,0
2465,FCR,50,2020-11-02 09:59,3.8,1.472961,0.702577,0.013152,0.600402,0,0,0,0,0
2466,FCR,50,2020-11-02 10:10,5,1.427203,0.676977,0.016934,0.557471,0,0,0,0,0
2467,FCR,50,2020-11-02 10:21,6.2,1.457434,0.690164,0.018946,0.563263,0,0,0,0,0
2468,FCR,50,2020-11-02 10:36,8,1.190231,0.509398,0.01888,0.410008,0,0,0,0,0
2469,FCR,50,2020-11-02 10:47,9,1.191558,0.511618,0.021616,0.36211,0,0,0,0,0
2470,FCR,100,2020-11-02 12:00,0.1,NA,NA,0.131488,0.004581,1,2,2,0,0
2471,FCR,200,2020-11-02 12:00,0.1,1.027069,0.050467,0.513871,0.051847,1,0,0,0,0
2472,FCR,50,2020-11-04 11:40,0.1,0.828216,0.363046,0.034317,0.28596,0,0,0,0,0
2473,FCR,50,2020-11-04 11:48,1.6,0.860784,0.367278,0.043166,0.283065,0,0,0,0,0
2474,FCR,50,2020-11-04 11:54,3.8,0.8852,0.372537,0.04922,0.282854,0,0,0,0,0
2475,FCR,50,2020-11-04 11:59,5,0.884083,0.370812,0.033622,0.281622,0,0,0,0,0
2476,FCR,50,2020-11-04 12:05,6.2,0.896866,0.370314,0.034359,0.282421,0,0,0,0,0
2477,FCR,50,2020-11-04 12:11,8,0.956771,0.376745,0.031996,0.286291,0,0,0,0,0
2478,FCR,50,2020-11-04 12:15,9,0.933773,0.374649,0.03749,0.282488,0,0,0,0,0
2479,FCR,50,2020-11-09 10:41,0.1,0.357157,0.2654,0.038134,0.230491,0,0,0,0,0
2480,FCR,50,2020-11-09 10:58,1.6,0.406341,0.272335,0.036797,0.232258,0,0,0,0,0
2481,FCR,50,2020-11-09 11:10,3.8,0.572716,0.327725,0.032815,0.261923,0,0,0,0,0
2482,FCR,50,2020-11-09 11:24,5,0.741315,0.380023,0.026943,0.29766,0,0,0,0,0
2483,FCR,50,2020-11-09 11:35,6.2,0.68551,0.367217,0.032357,0.300552,0,0,0,0,0
2484,FCR,50,2020-11-09 11:47,8,0.805365,0.397527,0.034865,0.314229,0,0,0,0,0
2485,FCR,50,2020-11-09 12:00,9,0.788367,0.390162,0.02171,0.315486,0,0,0,0,0
2486,FCR,100,2020-11-09 12:00,0.1,0.052873,0.006951,0.006118,0.000812,1,0,0,0,0
2487,BVR,50,2020-11-10 12:00,0.1,1.903004,0.285265,0.136304,0.112198,1,0,0,0,0
2488,BVR,50,2020-11-10 12:00,3,2.029387,0.317525,0.116104,0.151557,1,0,0,0,0
2489,BVR,50,2020-11-10 12:00,6,2.085474,0.327717,0.086059,0.164545,1,0,0,0,0
2490,BVR,50,2020-11-10 12:00,9,2.087153,0.365126,0.075865,0.224457,1,0,0,0,0
2491,BVR,50,2020-11-10 12:00,10,2.345244,0.413598,0.11834,0.292162,1,0,0,0,0
2492,FCR,50,2020-12-02 10:02,0.1,0.723303,0.139002,0.086751,0.13072,0,0,0,0,0
2493,FCR,50,2020-12-02 10:11,1.6,0.714809,0.137847,0.213344,0.123898,0,0,0,0,0
2494,FCR,50,2020-12-02 10:27,3.8,0.76788,0.14104,0.136264,0.121791,0,0,0,0,0
2495,FCR,50,2020-12-02 10:35,5,0.753695,0.142347,0.172736,0.122445,0,0,0,0,0
2496,FCR,50,2020-12-02 10:47,6.2,0.744568,0.141283,0.154083,0.121713,0,0,0,0,0
2497,FCR,50,2020-12-02 10:58,8,0.774115,0.14026,0.136786,0.121701,0,0,0,0,0
2498,FCR,50,2020-12-02 11:06,9,0.833937,0.143658,0.144981,0.122954,0,0,0,0,0
2499,FCR,100,2020-12-02 13:31,0.1,0.554416,0.028795,0.11722,0.001412,0,0,0,0,0
2500,FCR,200,2020-12-02 13:45,0.1,1.122697,0.036442,0.602033,0.034291,0,0,0,0,0
2501,BVR,50,2020-12-02 10:05,0.1,1.074038,0.107734,0.240972,0.001355,0,0,0,0,0
2502,BVR,50,2020-12-02 10:18,3,1.065997,0.111298,0.399006,0.002992,0,0,0,0,0
2503,BVR,50,2020-12-02 10:31,6,1.059951,0.106405,0.277079,0.002195,0,0,0,0,0
2504,BVR,50,2020-12-02 10:50,9,1.082726,0.11045,0.35075,0.002324,0,0,0,0,0
2505,BVR,50,2020-12-02 11:05,11,1.07435,0.109529,0.340697,0.001855,0,0,0,0,0
2506,FCR,50,2021-02-08 11:22,0.1,0.61161,0.060425,0.182101,0.052807,0,0,0,0,0
2507,FCR,50,2021-02-08 11:36,1.6,0.617522,0.059306,0.247648,0.052576,0,0,0,0,0
2508,FCR,50,2021-02-08 11:46,3.8,0.631529,0.060689,0.192789,0.052428,0,0,0,0,0
2509,FCR,50,2021-02-08 12:00,5,0.646373,0.062148,0.300774,0.052969,1,0,0,0,0
2510,FCR,50,2021-02-08 12:00,6.2,0.65517,0.061881,0.309894,0.05227,1,0,0,0,0
2511,FCR,50,2021-02-08 12:00,8,0.657863,0.061931,0.268781,0.053105,1,0,0,0,0
2512,FCR,50,2021-02-08 12:50,9,0.687265,0.06394,0.25717,0.055198,0,0,0,0,0
2513,FCR,50,2021-02-26 10:45,0.1,0.502117,0.041045,0.112112,0.025865,0,0,0,0,0
2514,FCR,50,2021-02-26 10:47,1.6,0.530411,0.042107,0.123729,0.02582,0,0,0,0,0
2515,FCR,50,2021-02-26 11:00,3.8,0.515052,0.042311,0.133904,0.025837,0,0,0,0,0
2516,FCR,50,2021-02-26 11:18,5,0.518626,0.043647,0.119845,0.026067,0,0,0,0,0
2517,FCR,50,2021-02-26 11:32,6.2,0.522825,0.044,0.156155,0.026005,0,0,0,0,0
2518,FCR,50,2021-02-26 11:49,8,0.529527,0.044502,0.157475,0.027233,0,0,0,0,0
2519,FCR,50,2021-02-26 12:07,9,0.557075,0.046847,0.140303,0.030267,0,0,0,0,0
2520,BVR,50,2021-03-08 10:20,0.1,0.550035,0.06474,0.212981,0.055823,0,0,0,0,0
2521,BVR,50,2021-03-08 10:28,3,0.530371,0.064814,0.207969,0.055377,0,0,0,0,0
2522,BVR,50,2021-03-08 10:38,6,0.517498,0.061267,0.227233,0.056282,0,0,0,0,0
2523,BVR,50,2021-03-08 10:49,9,0.514523,0.060499,0.184399,0.055767,0,0,0,0,0
2524,BVR,50,2021-03-08 10:58,11,2.2956,0.2323,0.0907,0.0576,0,0,0,0,0
2525,FCR,50,2021-03-22 09:21,0.1,0.334158,0.027025,0.066304,0.003242,0,0,0,0,0
2526,FCR,50,2021-03-22 09:31,1.6,0.330844,0.02661,0.051107,0.003093,0,0,0,0,0
2527,FCR,50,2021-03-22 11:10,3.8,0.369466,0.032271,0.090979,0.001747,0,0,0,0,0
2528,FCR,50,2021-03-22 10:07,5,0.382907,0.033888,0.070645,0.00107,0,0,0,0,0
2529,FCR,50,2021-03-22 10:20,6.2,0.409992,0.035515,0.065728,0.001051,0,0,0,0,0
2530,FCR,50,2021-03-22 10:32,8,0.510146,0.043725,0.099213,0.007989,0,0,0,0,0
2531,FCR,50,2021-03-22 10:43,9,0.779952,0.080369,0.12134,0.031446,0,0,0,0,0
2532,BVR,50,2021-04-05 12:00,0.1,0.584986,0.059517,0.203552,0.004564,1,0,0,0,0
2533,BVR,50,2021-04-05 12:00,3,0.589237,0.062614,0.145142,0.004012,1,0,0,0,0
2534,BVR,50,2021-04-05 12:00,6,0.613143,0.069832,0.148076,0.003954,1,0,0,0,0
2535,BVR,50,2021-04-05 12:00,9,0.613395,0.074279,0.125684,0.005938,1,0,0,0,0
2536,BVR,50,2021-04-05 12:00,11,0.638569,0.087656,0.144832,0.021644,1,0,0,0,0
2537,FCR,50,2021-04-16 13:23,0.1,0.381288,0.03596,0.074139,0.004232,0,0,0,0,0
2538,FCR,50,2021-04-16 13:33,1.6,0.379994,0.037496,0.075304,0.003223,0,0,0,0,0
2539,FCR,50,2021-04-16 13:41,3.8,0.258663,0.028092,0.033535,0.001058,0,0,0,0,0
2540,FCR,50,2021-04-16 13:55,5,0.309171,0.034149,0.021694,0.001552,0,0,0,0,0
2541,FCR,50,2021-04-16 14:05,6.2,0.46064,0.056953,0.019212,0.009834,0,0,0,0,0
2542,FCR,50,2021-04-16 14:15,8,0.788098,0.11695,0.12039,0.037746,0,0,0,0,0
2543,FCR,50,2021-04-16 14:24,9,1.002543,0.16096,0.027324,0.082149,0,0,0,0,0
2544,BVR,50,2021-05-03 12:00,0.1,0.399092,0.021133,NA,NA,1,0,0,1,1
2545,BVR,50,2021-05-03 12:00,3,0.417603,0.024008,0.136654,0.002357,1,0,0,0,0
2546,BVR,50,2021-05-03 12:00,6,0.683958,0.086761,NA,NA,1,0,0,1,1
2547,BVR,50,2021-05-03 12:00,9,1.194313,0.268938,0.129373,0.001664,1,0,0,0,0
2548,BVR,50,2021-05-03 12:00,11,1.798279,0.459829,0.026839,0.408776,1,0,0,0,0
2549,FCR,50,2021-05-06 12:00,0.1,0.316549,0.037562,0.029161,0.005965,1,0,0,0,0
2550,FCR,50,2021-05-06 12:00,1.6,0.318366,0.035741,0.038026,0.004888,1,0,0,0,0
2551,FCR,50,2021-05-06 12:00,3.8,0.358338,0.039433,0.013077,0.001517,1,0,0,0,0
2552,FCR,50,2021-05-06 12:00,5,0.418369,0.05132,0.01834,0.0033,1,0,0,0,0
2553,FCR,50,2021-05-06 12:00,6.2,0.731603,0.127207,NA,NA,1,0,0,2,2
2554,FCR,50,2021-05-06 12:00,8,1.064205,0.195501,0.023329,0.117142,1,0,0,0,0
2555,FCR,50,2021-05-06 12:00,9,2.727823,0.506103,0.042109,0.4532,1,0,0,0,0
2556,FCR,100,2021-05-06 12:00,0.1,NA,NA,0.033856,0.002974,1,2,2,0,0
2557,FCR,50,2021-05-14 12:00,0.1,0.308841,0.025819,0.085678,0.010697,1,0,0,0,0
2558,FCR,50,2021-05-14 12:00,1.6,0.320793,0.02608,0.090335,0.006496,1,0,0,0,0
2559,FCR,50,2021-05-14 12:00,3.8,0.356317,0.04374,0.049569,0.002958,1,0,0,0,0
2560,FCR,50,2021-05-14 12:00,5,0.305036,0.047091,0.024645,0.002689,1,0,0,0,0
2561,FCR,50,2021-05-14 12:00,6.2,0.382509,0.052109,0.02553,0.003891,1,0,0,0,0
2562,FCR,50,2021-05-14 12:00,8,1.932729,0.413766,0.045605,0.339584,1,0,0,0,0
2563,FCR,50,2021-05-14 12:00,9,2.062773,0.480918,0.052169,0.418543,1,0,0,0,0
2564,BVR,50,2021-05-14 12:00,0.1,0.234522,0.011433,0.11378,0.002129,1,0,0,0,0
2565,BVR,50,2021-05-14 12:00,3,0.232328,0.011295,0.102556,0.003439,1,0,0,0,0
2566,BVR,50,2021-05-14 12:00,6,0.345222,0.030862,0.098481,0.006898,1,0,0,0,0
2567,BVR,50,2021-05-14 12:00,9,1.370015,0.431168,0.06282,0.384125,1,0,0,0,0
2568,BVR,50,2021-05-14 12:00,11,3.015945,0.597689,1.919579,0.5777,1,0,0,0,0
2569,FCR,50,2021-05-24 12:00,0.1,0.308134,0.022077,0.204342,0.005804,1,0,0,0,0
2570,FCR,50,2021-05-24 12:00,1.6,0.316696,0.023068,0.183041,0.003471,1,0,0,0,0
2571,FCR,50,2021-05-24 12:00,3.8,0.284451,0.028658,0.074946,0.007267,1,0,0,0,0
2572,FCR,50,2021-05-24 12:00,5,0.404329,0.068153,0.04642,0.021482,1,0,0,0,0
2573,FCR,50,2021-05-24 12:00,6.2,0.742765,0.162816,0.058708,0.101079,1,0,0,0,0
2574,FCR,50,2021-05-24 12:00,8,1.684477,0.423452,0.154737,0.405504,1,0,0,0,0
2575,FCR,50,2021-05-24 12:00,9,2.392694,0.620381,2.224756,0.639369,1,0,0,0,0
2576,FCR,100,2021-05-24 12:00,0.1,NA,NA,0.023175,0.003575,1,2,2,0,0
2577,FCR,50,2021-05-26 11:00,0.1,0.337833,0.023549,0.209759,0.004658,0,0,0,0,0
2578,FCR,50,2021-05-26 11:06,1.6,0.336297,0.023766,0.211417,0.002925,0,0,0,0,0
2579,FCR,50,2021-05-26 11:10,3.8,0.312912,0.029535,0.105186,0.008139,0,0,0,0,0
2580,FCR,50,2021-05-26 11:16,5,0.337239,0.051957,0.064992,0.016904,0,0,0,0,0
2581,FCR,50,2021-05-26 11:22,6.2,0.601515,0.133613,0.050336,0.077044,0,0,0,0,0
2582,FCR,50,2021-05-26 11:29,8,2.278032,0.562078,0.746308,0.547083,0,0,0,0,0
2583,FCR,50,2021-05-26 11:33,9,3.369588,0.690401,1.913539,0.680502,0,0,0,0,0
2584,FCR,50,2021-05-28 10:14,0.1,0.418882,0.030545,0.25899,0.004416,0,0,0,0,0
2585,FCR,50,2021-05-28 10:18,1.6,0.411418,0.029192,0.247298,0.002678,0,0,0,0,0
2586,FCR,50,2021-05-28 10:22,3.8,0.422361,0.035801,0.167131,0.010764,0,0,0,0,0
2587,FCR,50,2021-05-28 10:25,5,0.364476,0.0598,0.081294,0.028061,0,0,0,0,0
