"","Rec #","Date","Temperature(degC)","Pressure(psi)","Power(V)","DO(ppm)","DO Temp(degC)","X8","X9","X10","X11","X12"
"121",1505,2015-04-16 06:00:00,7.25,26.605375,12.936671,8.809999,6.74,NA,NA,NA,NA,NA
"122",1506,2015-04-16 06:15:00,7.25,26.608541,12.966479,8.889999,6.74,NA,NA,NA,NA,NA
"123",1507,2015-04-16 06:30:00,7.25,26.616455,12.966479,8.91,6.74,NA,NA,NA,NA,NA
"124",1508,2015-04-16 06:45:00,7.25,26.617567,12.936671,8.77,6.74,NA,NA,NA,NA,NA
"125",1509,2015-04-16 07:00:00,7.25,26.620834,12.936671,8.62,6.74,NA,NA,NA,NA,NA
"126",1510,2015-04-16 07:15:00,7.25,26.625166,12.906863,8.639999,6.719999,NA,NA,NA,NA,NA
"127",1511,2015-04-16 07:30:00,7.25,26.624372,12.966479,8.679999,6.709999,NA,NA,NA,NA,NA
"128",1512,2015-04-16 07:45:00,7.25,26.632076,13.145327,8.639999,6.709999,NA,NA,NA,NA,NA
"129",1513,2015-04-16 08:00:00,7.25,26.633923,13.413599,8.589999,6.73,NA,NA,NA,NA,NA
"130",1514,2015-04-16 08:15:00,7.25,26.632549,13.950144,8.52,6.74,NA,NA,NA,NA,NA
"131",1515,2015-04-16 08:30:00,7.25,26.631599,13.920335,8.52,6.73,NA,NA,NA,NA,NA
"132",1516,2015-04-16 08:45:00,7.25,26.634447,13.979951,8.53,6.759999,NA,NA,NA,NA,NA
"133",1517,2015-04-16 09:00:00,7.25,26.636189,13.950144,8.559999,6.759999,NA,NA,NA,NA,NA
"134",1518,2015-04-16 09:15:00,7.25,26.634661,13.950144,8.629999,6.75,NA,NA,NA,NA,NA
"135",1519,2015-04-16 09:30:00,7.3125,26.62858,13.950144,8.639999,6.759999,NA,NA,NA,NA,NA
"136",1520,2015-04-16 09:45:00,7.3125,26.628736,13.979951,8.679999,6.77,NA,NA,NA,NA,NA
"137",1521,2015-04-16 10:00:00,7.3125,26.630636,13.979951,8.599999,6.77,NA,NA,NA,NA,NA
"138",1522,2015-04-16 10:15:00,7.25,26.627699,13.950144,8.599999,6.759999,NA,NA,NA,NA,NA
"139",1523,2015-04-16 10:30:00,7.3125,26.629635,13.950144,8.54,6.75,NA,NA,NA,NA,NA
"140",1524,2015-04-16 10:45:00,7.3125,26.63027,13.979951,8.549999,6.74,NA,NA,NA,NA,NA
"141",1525,2015-04-16 11:00:00,7.3125,26.628052,13.950144,8.73,6.75,NA,NA,NA,NA,NA
"142",1526,2015-04-16 11:15:00,7.3125,26.628895,13.979951,8.83,6.75,NA,NA,NA,NA,NA
"143",1527,2015-04-16 11:30:00,7.3125,26.630478,13.950144,8.889999,6.75,NA,NA,NA,NA,NA
"144",1528,2015-04-16 11:45:00,7.3125,26.630741,13.950144,8.9,6.75,NA,NA,NA,NA,NA
"145",1529,2015-04-16 12:00:00,7.3125,26.633274,13.950144,8.94,6.75,NA,NA,NA,NA,NA
"146",1530,2015-04-16 12:15:00,7.3125,26.632692,13.979951,8.91,6.75,NA,NA,NA,NA,NA
"147",1531,2015-04-16 12:30:00,7.3125,26.62747,13.950144,8.959999,6.75,NA,NA,NA,NA,NA
"148",1532,2015-04-16 12:45:00,7.25,26.624001,13.950144,9.009999,6.73,NA,NA,NA,NA,NA
"149",1533,2015-04-16 13:00:00,7.3125,26.621035,13.950144,9.009999,6.74,NA,NA,NA,NA,NA
"150",1534,2015-04-16 13:15:00,7.25,26.614084,13.979951,9.009999,6.75,NA,NA,NA,NA,NA
"151",1535,2015-04-16 13:30:00,7.3125,26.612169,13.979951,8.91,6.75,NA,NA,NA,NA,NA
"152",1536,2015-04-16 13:45:00,7.3125,26.605892,13.979951,8.9,6.759999,NA,NA,NA,NA,NA
"153",1537,2015-04-16 14:00:00,7.3125,26.605366,13.950144,8.87,6.75,NA,NA,NA,NA,NA
"154",1538,2015-04-16 14:15:00,7.3125,26.610956,13.950144,8.809999,6.759999,NA,NA,NA,NA,NA
"155",1539,2015-04-16 14:30:00,7.25,26.612024,13.979951,8.839999,6.75,NA,NA,NA,NA,NA
"156",1540,2015-04-16 14:45:00,7.3125,26.607895,13.979951,8.86,6.759999,NA,NA,NA,NA,NA
"157",1541,2015-04-16 15:00:00,7.3125,26.601198,13.950144,8.83,6.759999,NA,NA,NA,NA,NA
"158",1542,2015-04-16 15:15:00,7.25,26.597569,13.950144,8.9,6.74,NA,NA,NA,NA,NA
"159",1543,2015-04-16 15:30:00,7.3125,26.599613,13.950144,8.919999,6.73,NA,NA,NA,NA,NA
"160",1544,2015-04-16 15:45:00,7.25,26.595615,13.979951,8.889999,6.719999,NA,NA,NA,NA,NA
"161",1545,2015-04-16 16:00:00,7.25,26.590975,13.979951,8.95,6.709999,NA,NA,NA,NA,NA
"162",1546,2015-04-16 16:15:00,7.25,26.586964,13.979951,8.95,6.719999,NA,NA,NA,NA,NA
"163",1547,2015-04-16 16:30:00,7.25,26.586172,13.950144,8.959999,6.74,NA,NA,NA,NA,NA
"164",1548,2015-04-16 16:45:00,7.3125,26.584627,13.950144,8.879999,6.75,NA,NA,NA,NA,NA
"165",1549,2015-04-16 17:00:00,7.3125,26.581144,13.979951,8.87,6.75,NA,NA,NA,NA,NA
"166",1550,2015-04-16 17:15:00,7.25,26.581263,13.979951,8.94,6.73,NA,NA,NA,NA,NA
"167",1551,2015-04-16 17:30:00,7.25,26.578415,13.979951,8.98,6.709999,NA,NA,NA,NA,NA
"168",1552,2015-04-16 17:45:00,7.25,26.573349,13.920335,8.98,6.719999,NA,NA,NA,NA,NA
"169",1553,2015-04-16 18:00:00,7.25,26.573824,13.830912,8.889999,6.709999,NA,NA,NA,NA,NA
"170",1554,2015-04-16 18:15:00,7.25,26.573088,13.771296,8.95,6.7,NA,NA,NA,NA,NA
"171",1555,2015-04-16 18:30:00,7.1875,26.574047,13.592447,8.87,6.719999,NA,NA,NA,NA,NA
"172",1556,2015-04-16 18:45:00,7.1875,26.572834,13.503023,8.669999,6.74,NA,NA,NA,NA,NA
"173",1557,2015-04-16 19:00:00,7.1875,26.573677,13.353984,8.629999,6.74,NA,NA,NA,NA,NA
"174",1558,2015-04-16 19:15:00,7.25,26.567282,13.294368,8.839999,6.77,NA,NA,NA,NA,NA
"175",1559,2015-04-16 19:30:00,7.25,26.573298,13.264559,8.639999,6.759999,NA,NA,NA,NA,NA
"176",1560,2015-04-16 19:45:00,7.25,26.567808,13.204943,8.589999,6.77,NA,NA,NA,NA,NA
"177",1561,2015-04-16 20:00:00,7.1875,26.570986,13.175136,8.559999,6.759999,NA,NA,NA,NA,NA
"178",1562,2015-04-16 20:15:00,8.25,26.573399,13.085711,8.48,6.839999,NA,NA,NA,NA,NA
"179",1563,2015-04-16 20:30:00,7.25,26.56934,13.175136,8.48,6.78,NA,NA,NA,NA,NA
"180",1564,2015-04-16 20:45:00,7.25,26.571663,13.175136,8.509999,6.77,NA,NA,NA,NA,NA
"181",1565,2015-04-16 21:00:00,7.25,26.570765,13.145327,8.53,6.759999,NA,NA,NA,NA,NA
"182",1566,2015-04-16 21:15:00,7.25,26.577675,13.175136,8.58,6.78,NA,NA,NA,NA,NA
"183",1567,2015-04-16 21:30:00,7.25,26.569868,13.145327,8.629999,6.78,NA,NA,NA,NA,NA
"184",1568,2015-04-16 21:45:00,7.25,26.574352,13.175136,8.7,6.78,NA,NA,NA,NA,NA
"185",1569,2015-04-16 22:00:00,7.1875,26.57225,13.11552,8.599999,6.759999,NA,NA,NA,NA,NA
"186",1570,2015-04-16 22:15:00,7.1875,26.573572,13.145327,8.45,6.78,NA,NA,NA,NA,NA
"187",1571,2015-04-16 22:30:00,7.25,26.577307,13.145327,8.45,6.78,NA,NA,NA,NA,NA
"188",1572,2015-04-16 22:45:00,7.25,26.571346,13.145327,8.45,6.77,NA,NA,NA,NA,NA
"189",1573,2015-04-16 23:00:00,7.1875,26.568932,13.11552,8.45,6.77,NA,NA,NA,NA,NA
"190",1574,2015-04-16 23:15:00,7.1875,26.568983,13.145327,8.45,6.78,NA,NA,NA,NA,NA
"191",1575,2015-04-16 23:30:00,7.1875,26.570353,13.145327,8.389999,6.759999,NA,NA,NA,NA,NA
"192",1576,2015-04-16 23:45:00,7.1875,26.564548,13.11552,8.49,6.759999,NA,NA,NA,NA,NA
"193",1577,2015-04-17 00:00:00,7.1875,26.5588,13.085711,8.389999,6.77,NA,NA,NA,NA,NA
"194",1578,2015-04-17 00:15:00,7.25,26.562532,13.11552,8.379999,6.79,NA,NA,NA,NA,NA
"195",1579,2015-04-17 00:30:00,7.25,26.55826,13.11552,8.349999,6.78,NA,NA,NA,NA,NA
"196",1580,2015-04-17 00:45:00,7.1875,26.55806,13.11552,8.33,6.77,NA,NA,NA,NA,NA
"197",1581,2015-04-17 01:00:00,7.1875,26.55537,13.085711,8.429999,6.77,NA,NA,NA,NA,NA
"198",1582,2015-04-17 01:15:00,7.1875,26.551149,13.11552,8.36,6.79,NA,NA,NA,NA,NA
"199",1583,2015-04-17 01:30:00,7.25,26.547073,13.085711,8.349999,6.79,NA,NA,NA,NA,NA
"200",1584,2015-04-17 01:45:00,7.25,26.545227,13.11552,8.53,6.79,NA,NA,NA,NA,NA
"201",1585,2015-04-17 02:00:00,7.25,26.539265,13.085711,8.57,6.809999,NA,NA,NA,NA,NA
"202",1586,2015-04-17 02:15:00,7.25,26.535677,13.085711,8.65,6.799999,NA,NA,NA,NA,NA
"203",1587,2015-04-17 02:30:00,7.25,26.53689,13.085711,8.719999,6.78,NA,NA,NA,NA,NA
"204",1588,2015-04-17 02:45:00,7.25,26.538158,13.085711,8.75,6.78,NA,NA,NA,NA,NA
"205",1589,2015-04-17 03:00:00,7.25,26.532354,13.055903,8.78,6.79,NA,NA,NA,NA,NA
"206",1590,2015-04-17 03:15:00,7.25,26.534094,13.055903,8.709999,6.78,NA,NA,NA,NA,NA
"207",1591,2015-04-17 03:30:00,7.25,26.534094,13.055903,8.37,6.79,NA,NA,NA,NA,NA
"208",1592,2015-04-17 03:45:00,7.25,26.536942,13.055903,8.209999,6.79,NA,NA,NA,NA,NA
"209",1593,2015-04-17 04:00:00,7.25,26.530613,13.026095,8.179999,6.78,NA,NA,NA,NA,NA
"210",1594,2015-04-17 04:15:00,7.25,26.53056,13.055903,8.169999,6.78,NA,NA,NA,NA,NA
"211",1595,2015-04-17 04:30:00,7.25,26.526602,13.026095,8.12,6.78,NA,NA,NA,NA,NA
"212",1596,2015-04-17 04:45:00,7.25,26.529558,13.026095,8.179999,6.78,NA,NA,NA,NA,NA
"213",1597,2015-04-17 05:00:00,7.25,26.52639,12.996287,8.169999,6.79,NA,NA,NA,NA,NA
"214",1598,2015-04-17 05:15:00,7.25,26.526974,12.996287,8.19,6.78,NA,NA,NA,NA,NA
"215",1599,2015-04-17 05:30:00,7.25,26.521749,12.996287,8.15,6.79,NA,NA,NA,NA,NA
"216",1600,2015-04-17 05:45:00,8.3125,26.525537,12.877055,8.44,6.86,NA,NA,NA,NA,NA
"217",1601,2015-04-17 06:00:00,7.3125,26.527328,12.936671,8.58,6.78,NA,NA,NA,NA,NA
"218",1602,2015-04-17 06:15:00,7.25,26.523964,12.966479,8.419999,6.74,NA,NA,NA,NA,NA
"219",1603,2015-04-17 06:30:00,7.25,26.525915,12.996287,8.599999,6.719999,NA,NA,NA,NA,NA
"220",1604,2015-04-17 06:45:00,7.25,26.528028,12.966479,8.61,6.719999,NA,NA,NA,NA,NA
"221",1605,2015-04-17 07:00:00,7.25,26.528238,12.936671,8.65,6.719999,NA,NA,NA,NA,NA
"222",1606,2015-04-17 07:15:00,7.25,26.527975,12.966479,8.53,6.719999,NA,NA,NA,NA,NA
"223",1607,2015-04-17 07:30:00,7.25,26.525915,13.055903,8.469999,6.709999,NA,NA,NA,NA,NA
"224",1608,2015-04-17 07:45:00,7.25,26.526077,13.771296,8.629999,6.709999,NA,NA,NA,NA,NA
"225",1609,2015-04-17 08:00:00,7.25,26.525862,13.979951,8.62,6.73,NA,NA,NA,NA,NA
"226",1610,2015-04-17 08:15:00,7.25,26.523542,13.950144,8.66,6.709999,NA,NA,NA,NA,NA
"227",1611,2015-04-17 08:30:00,7.25,26.523172,13.950144,8.74,6.7,NA,NA,NA,NA,NA
"228",1612,2015-04-17 08:45:00,7.25,26.523172,13.979951,8.4,6.719999,NA,NA,NA,NA,NA
"229",1613,2015-04-17 09:00:00,7.25,26.519056,13.950144,8.49,6.719999,NA,NA,NA,NA,NA
"230",1614,2015-04-17 09:15:00,7.25,26.518373,13.950144,8.58,6.73,NA,NA,NA,NA,NA
"231",1615,2015-04-17 09:30:00,7.25,26.516949,13.950144,8.57,6.73,NA,NA,NA,NA,NA
"232",1616,2015-04-17 09:45:00,7.25,26.515574,13.950144,8.559999,6.73,NA,NA,NA,NA,NA
"233",1617,2015-04-17 10:00:00,7.25,26.516895,13.950144,8.549999,6.74,NA,NA,NA,NA,NA
"234",1618,2015-04-17 10:15:00,7.25,26.513517,13.950144,8.53,6.75,NA,NA,NA,NA,NA
"235",1619,2015-04-17 10:30:00,7.25,26.511353,13.950144,8.48,6.75,NA,NA,NA,NA,NA
"236",1620,2015-04-17 10:45:00,7.3125,26.509546,13.950144,8.53,6.78,NA,NA,NA,NA,NA
"237",1621,2015-04-17 11:00:00,7.25,26.50745,13.979951,8.469999,6.78,NA,NA,NA,NA,NA
"238",1622,2015-04-17 11:15:00,7.3125,26.505169,13.950144,8.49,6.78,NA,NA,NA,NA,NA
"239",1623,2015-04-17 11:30:00,7.25,26.505129,13.979951,8.5,6.759999,NA,NA,NA,NA,NA
"240",1624,2015-04-17 11:45:00,7.25,26.499218,13.950144,8.45,6.759999,NA,NA,NA,NA,NA
"241",1625,2015-04-17 12:00:00,7.25,26.499853,13.979951,8.45,6.759999,NA,NA,NA,NA,NA
"242",1626,2015-04-17 12:15:00,7.25,26.497162,13.950144,8.459999,6.759999,NA,NA,NA,NA,NA
