"","Reservoir","Site","DateTime","Depth_m","Rep","RunDate","NH4_ugL","PO4_ugL","NO3NO2_ugL","Notes_lachat","SampleID_lachat","Flag_DateTime","Flag_NH4","Flag_PO4","Flag_NO3NO2","SRP_ugL","Flag_SRP"
"407","FCR",50,2022-09-05 13:22:00,9,1,"10/5/22",1210,11.7,4,"","f50 05sep 9.0",0,0,0,0,12,0
"408","FCR",50,2022-09-13 09:55:00,0.1,1,"11/9/22",9,2.9,4,"","f50 13sep 0.1",0,0,3,3,3,3
"409","FCR",50,2022-09-13 10:07:00,1.6,1,"11/9/22",13,4.1,3,"","f50 13sep 1.6",0,0,0,3,4,0
"410","FCR",50,2022-09-13 10:18:00,3.8,1,"11/9/22",10,4,0,"","f50 13sep 3.8",0,0,0,43,4,0
"411","FCR",50,2022-09-13 10:30:00,5,1,"11/9/22",637,5.9,2,"","f50 13sep 5.0",0,0,0,3,6,0
"412","FCR",50,2022-09-13 10:40:00,6.2,1,"11/9/22",1230,4.3,1,"","f50 13sep 6.2",0,0,0,3,4,0
"413","FCR",50,2022-09-13 10:50:00,8,1,"11/9/22",1340,4.6,3,"","f50 13sep 8.0",0,0,0,3,5,0
"414","FCR",50,2022-09-13 11:00:00,9,1,"11/9/22",1220,3.4,1,"","f50 13sep 9.0",0,0,0,3,3,0
"415","FCR",100,2022-09-13 13:10:00,0.1,1,"11/9/22",26,19.6,68,"","f100 13sep weir",0,0,0,0,20,0
"416","FCR",50,2022-09-19 12:23:00,0.1,1,"11/9/22",6,2.2,2,"","f50 19sep 0.1",0,0,3,3,2,3
"417","FCR",50,2022-09-19 12:33:00,1.6,1,"11/9/22",9,3,2,"","f50 19sep 1.6",0,0,0,3,3,0
"418","FCR",50,2022-09-19 12:43:00,3.8,1,"11/9/22",18,4.3,0,"","f50 19sep 3.8",0,0,0,3,4,0
"419","FCR",50,2022-09-19 12:53:00,5,1,"11/9/22",630,7.7,1,"","f50 19sep 5.0",0,0,0,3,8,0
"420","FCR",50,2022-09-19 13:03:00,6.2,1,"11/9/22",1190,9,4,"","f50 19sep 6.2",0,0,0,0,9,0
"421","FCR",50,2022-09-19 13:13:00,8,1,"11/9/22",1300,3.7,2,"","f50 19sep 8.0",0,0,0,3,4,0
"422","FCR",50,2022-09-19 13:23:00,9,1,"11/9/22",1470,4.6,2,"","f50 19sep 9.0",0,0,0,3,5,0
"423","FCR",50,2022-09-26 11:22:00,0.1,1,"11/9/22",6,2.8,0,"","f50 26sep 0.1",0,0,3,3,3,3
"424","FCR",50,2022-09-26 11:27:00,1.6,1,"11/9/22",5,4.5,2,"","f50 26sep 1.6",0,0,0,3,4,0
"425","FCR",50,2022-09-26 11:33:00,3.8,1,"11/9/22",16,3.9,2,"","f50 26sep 3.8",0,0,0,3,4,0
"426","FCR",50,2022-09-26 11:40:00,5,1,"11/9/22",663,12.9,2,"","f50 26sep 5.0",0,0,0,3,13,0
"427","FCR",50,2022-09-26 11:47:00,6.2,1,"11/9/22",1460,11.2,2,"","f50 25sep 6.2",0,0,0,3,11,0
"428","FCR",50,2022-09-26 11:57:00,8,1,"11/9/22",1420,12.8,5,"","f50 25sep 8.0",0,0,0,0,13,0
"429","FCR",50,2022-09-26 12:09:00,9,1,"11/9/22",1480,3.6,1,"","f50 26sep 9.0",0,0,0,3,4,0
"430","FCR",100,2022-09-26 13:34:00,0.1,1,"11/9/22",8,18.3,40,"","f50 25sep weir",0,0,0,0,18,0
"431","FCR",200,2022-09-26 14:30:00,0.1,1,"11/9/22",25,4.8,9,"","f200 26sep wet",0,0,0,0,5,0
"432","FCR",50,2022-10-03 10:54:00,0.1,1,"11/9/22",146,3.5,4,"","f50 03oct 0.1",0,0,0,0,4,0
"433","FCR",50,2022-10-03 11:00:00,1.6,1,"11/9/22",142,2.8,6,"","f50 03oct 1.6",0,0,3,0,3,3
"434","FCR",50,2022-10-03 11:05:00,3.8,1,"11/9/22",141,2.8,5,"","f50 03oct 3.8",0,0,3,0,3,3
"435","FCR",50,2022-10-03 11:10:00,5,1,"11/9/22",149,3.2,4,"","f50 03oct 5.0",0,0,0,0,3,0
"436","FCR",50,2022-10-03 11:15:00,6.2,1,"11/9/22",1160,3.1,4,"","f50 03oct 6.2",0,0,0,0,3,0
"437","FCR",50,2022-10-03 11:21:00,8,1,"11/9/22",1580,11,4,"","f50 03oct 8.0",0,0,0,0,11,0
"438","FCR",50,2022-10-03 11:30:00,9,1,"11/9/22",1930,12.5,3,"","f50 03oct 9.0",0,0,0,3,12,0
"439","FCR",100,2022-10-03 14:00:00,0.1,1,"11/9/22",10,15,18,"","f 03oct weir",0,0,0,0,15,0
"440","FCR",50,2022-10-11 13:35:00,0.1,1,"11/9/22",129,2.6,9,"","f50 11oct 0.1",0,0,3,0,3,3
"441","FCR",50,2022-10-11 13:49:00,1.6,1,"11/9/22",126,3.5,8,"","f50 11oct 1.6",0,0,0,0,4,0
"442","FCR",50,2022-10-11 14:01:00,3.8,1,"11/9/22",144,3.3,7,"","f50 11oct 3.8",0,0,0,0,3,0
"443","FCR",50,2022-10-11 14:07:00,5,1,"11/9/22",202,3.7,6,"","f50 11oct 5.0",0,0,0,0,4,0
"444","FCR",50,2022-10-11 14:14:00,6.2,1,"11/9/22",805,14.5,6,"","f50 11oct 6.2",0,0,0,0,14,0
"445","FCR",50,2022-10-11 14:21:00,8,1,"11/9/22",1220,3.3,4,"","f50 11oct 8.0",0,0,0,0,3,0
"446","FCR",50,2022-10-11 14:29:00,9,1,"11/9/22",1480,4.1,1,"","f50 11oct 9.0",0,0,0,3,4,0
"447","FCR",50,2022-10-17 11:05:00,0.1,1,"11/9/22",68,4.8,13,"","f50 17oct 0.1",0,0,0,0,5,0
"448","FCR",50,2022-10-17 11:15:00,1.6,1,"11/9/22",77,8.2,17,"","f50 17oct 1.6",0,0,0,0,8,0
"449","FCR",50,2022-10-17 11:22:00,3.8,1,"11/9/22",102,3,12,"","f50 17oct 3.8",0,0,0,0,3,0
"450","FCR",50,2022-10-17 11:28:00,5,1,"11/9/22",181,4.2,9,"","f50 17oct 5.0",0,0,0,0,4,0
"451","FCR",50,2022-10-17 11:33:00,6.2,1,"11/9/22",1030,4.1,4,"","f50 17oct 6.2",0,0,0,0,4,0
"452","FCR",50,2022-10-17 11:39:00,8,1,"11/9/22",1060,6.1,6,"","f50 17oct 8.0",0,0,0,0,6,0
"453","FCR",50,2022-10-17 11:45:00,9,1,"11/9/22",1390,16.2,10,"","f50 17oct 9.0",0,0,0,0,16,0
"454","FCR",100,2022-10-17 13:08:00,0.1,1,"11/9/22",6,28.8,2,"","f50 17oct weir",0,0,0,3,29,0
"455","FCR",200,2022-10-17 13:19:00,0.1,1,"11/9/22",27,4.3,1,"","f50 17oct wet",0,0,0,3,4,0
"456","FCR",50,2022-10-24 14:20:00,0.1,1,"11/9/22",178,3.5,13,"","f50 24oct 0.1",0,0,0,0,4,0
"457","FCR",50,2022-10-24 14:30:00,1.6,1,"11/9/22",182,2.6,14,"","f50 24oct 1.6",0,0,3,0,3,3
"458","FCR",50,2022-10-24 14:40:00,3.8,1,"11/9/22",189,3.4,15,"","f50 24oct 3.8",0,0,0,0,3,0
"459","FCR",50,2022-10-24 14:50:00,5,1,"11/9/22",205,2.8,14,"","f50 24oct 5.0",0,0,3,0,3,3
"460","FCR",50,2022-10-24 15:00:00,6.2,1,"11/9/22",206,3.1,12,"","f50 24oct 6.2",0,0,0,0,3,0
"461","FCR",50,2022-10-24 15:10:00,8,1,"11/9/22",224,3.3,13,"","f50 24oct 8.0",0,0,0,0,3,0
"462","FCR",50,2022-10-24 15:20:00,9,1,"11/9/22",220,3.2,12,"","f50 24oct 9.0",0,0,0,0,3,0
"463","FCR",50,2022-11-08 12:40:00,0.1,1,"3/24/23",10,8.4,0,"nov not mar!","F50 8mar22 0.1m",0,0,0,43,8,0
"464","FCR",50,2022-11-08 12:50:00,1.6,1,"3/24/23",9,9.8,0,"","F50 8nov22 1.6m",0,0,0,43,10,0
"465","FCR",50,2022-11-08 13:00:00,3.8,1,"3/24/23",70,6.9,5,"","F50 8nov22 3.8m",0,0,0,0,7,0
"466","FCR",50,2022-11-08 13:05:00,5,1,"3/24/23",271,5.9,9,"","F50 8nov22 5m",0,0,0,0,6,0
"467","FCR",50,2022-11-08 13:10:00,6.2,1,"3/24/23",304,5.4,6,"","F50 8nov22 6.2m",0,0,0,0,5,0
"468","FCR",50,2022-11-08 13:20:00,8,1,"3/24/23",329,5.6,8,"","F50 8nov22 8m",0,0,0,0,6,0
"469","FCR",50,2022-11-08 13:30:00,9,1,"3/24/23",399,5.7,9,"","F50 8nov22 9m",0,0,0,0,6,0
"470","FCR",50,2022-11-08 14:30:00,0.1,1,"3/24/23",8,22.8,0,"","F50 8nov22 weir",0,0,0,43,23,0
"471","FCR",50,2022-11-16 13:20:00,0.1,1,"3/24/23",102,12.7,16,"","F50 16nov22 0.1m",0,0,0,0,13,0
"472","FCR",50,2022-11-16 13:30:00,1.6,1,"3/24/23",82,8.1,8,"","F50 16nov22 1.6m",0,0,0,0,8,0
"473","FCR",50,2022-11-16 13:37:00,3.8,1,"3/24/23",75,8.8,8,"","F50 16nov22 3.8m",0,0,0,0,9,0
"474","FCR",50,2022-11-16 13:45:00,5,1,"3/24/23",74,8.37,11,"","F50 16nov22 5m",0,0,0,0,8,0
"475","FCR",50,2022-11-16 14:05:00,6.2,1,"3/24/23",72,7.3,9,"","F50 16nov22 6.2m",0,0,0,0,7,0
"476","FCR",50,2022-11-16 14:17:00,8,1,"3/24/23",79,7.6,12,"","F50 16nov22 8m",0,0,0,0,8,0
"477","FCR",50,2022-11-16 14:27:00,9,1,"3/24/23",78,6.87,9,"","F50 16nov22 9m",0,0,0,0,7,0
"478","FCR",100,2022-11-16 15:15:00,0.1,1,"3/24/23",6,16.5,5,"","F100 16nov22 0.1m",0,0,0,0,16,0
"479","FCR",50,2022-11-28 11:35:00,0.1,1,"3/24/23",9,7.9,0,"","F50 28nov22 0.1m",0,0,0,43,8,0
"480","FCR",50,2022-11-28 11:40:00,1.6,1,"3/24/23",7,6.9,0,"","F50 28nov22 1.6m",0,0,0,43,7,0
"481","FCR",50,2022-11-28 11:45:00,3.8,1,"3/24/23",6,7.4,1,"","F50 28nvo22 3.8m",0,0,0,3,7,0
"482","FCR",50,2022-11-28 11:50:00,5,1,"3/24/23",8,6.9,0,"","F50 28nov22 5m",0,0,0,43,7,0
"483","FCR",50,2022-11-28 11:53:00,6.2,1,"3/24/23",7,8.62,0,"","F50 28nov22 6.2m",0,0,0,43,9,0
"484","FCR",50,2022-11-28 11:57:00,8,1,"3/24/23",6,12.7,0,"","F50 28nov22 8m",0,0,0,43,13,0
"485","FCR",50,2022-11-28 12:01:00,9,1,"3/24/23",16,8.6,2,"","F50 28nov22 9m",0,0,0,3,9,0
"486","FCR",100,2022-11-28 13:40:00,0.1,1,"3/24/23",6,15.9,0,"","F100 28nov22 0.1m",0,0,0,43,16,0
"487","FCR",200,2022-11-28 13:55:00,0.1,1,"3/24/23",23,7.59,6,"","F200 28nov22 0.1m",0,0,0,0,8,0
"488","FCR",50,2022-12-12 10:14:00,0.1,1,"3/24/23",19,8.9,1,"","F50 12dec22 0.1m",0,0,0,3,9,0
"489","FCR",50,2022-12-12 10:30:00,1.6,1,"3/24/23",14,6.8,0,"","F50 12dec22 1.6m ",0,0,0,43,7,0
"490","FCR",50,2022-12-12 10:39:00,3.8,1,"3/24/23",11,7.6,0,"","F50 12dec22 3.8m",0,0,0,3,8,0
"491","FCR",200,2022-12-12 10:41:00,0.1,1,"3/24/23",19,7.76,62,"","F200 12dec22 wet",0,0,0,0,8,0
"492","FCR",50,2022-12-12 10:54:00,5,1,"3/24/23",15,7.1,0,"","F50 12dec22 5m",0,0,0,43,7,0
"493","FCR",50,2022-12-12 11:03:00,6.2,1,"3/24/23",12,7.7,0,"","F50 12dec22 6.2m",0,0,0,43,8,0
"494","FCR",100,2022-12-12 11:04:00,0.1,1,"3/24/23",9,14.9,0,"","F100 12dec22 weir",0,0,0,43,15,0
"495","FCR",50,2022-12-12 11:15:00,8,1,"3/24/23",13,6.8,0,"","F50 12dec22 8m",0,0,0,43,7,0
"496","FCR",50,2022-12-12 11:20:00,9,1,"3/24/23",11,8.1,0,"","F50 12dec22 9m",0,0,0,43,8,0
"497","FCR",50,2023-02-03 10:20:00,0.1,1,"3/24/23",4,12.4,0,"","F50 3feb23 weir S",0,3,0,43,12,0
"498","FCR",50,2023-02-03 12:03:00,9,1,"3/24/23",10,7.4,0,"","F50 3feb23 9m",0,0,0,43,7,0
"499","FCR",50,2023-02-03 12:30:00,0.1,1,"3/24/23",10,7.7,7,"","F3feb23 0.1m",0,0,0,0,8,0
"500","FCR",50,2023-02-03 12:37:00,1.6,1,"3/24/23",20,7.1,9,"","F3feb23 1.6m",0,0,0,0,7,0
"501","FCR",50,2023-02-03 12:43:00,3.8,1,"3/24/23",10,9.7,0,"","F3feb23 3.8m",0,0,0,3,10,0
"502","FCR",50,2023-02-03 12:53:00,6.2,1,"3/24/23",12,5.7,0,"","F3feb23 6.2m",0,0,0,43,6,0
"503","FCR",50,2023-02-03 12:58:00,8,1,"3/24/23",10,8.6,0,"","F 3feb23 8m",0,0,0,43,9,0
