file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,diagnostic_flags_LI-7700,,,,,,,,,,,,,,,,variances,,,,,,,covariances,,,,custom_variables,,,,,,,,,,,,,,,,,,,,,,,,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,ch4_flux,qc_ch4_flux,H_strg,LE_strg,co2_strg,h2o_strg,ch4_strg,co2_v-adv,h2o_v-adv,ch4_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,ch4_molar_density,ch4_mole_fraction,ch4_mixing_ratio,ch4_time_lag,ch4_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,un_ch4_flux,ch4_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,ch4_spikes,not_ready_LI-7700,no_signal_LI-7700,re_unlocked_LI-7700,bad_temp_LI-7700,laser_temp_unregulated_LI-7700,block_temp_unregulated_LI-7700,motor_spinning_LI-7700,pump_on_LI-7700,top_heater_on_LI-7700,bottom_heater_on_LI-7700,calibrating_LI-7700,motor_failure_LI-7700,bad_aux_tc1_LI-7700,bad_aux_tc2_LI-7700,bad_aux_tc3_LI-7700,box_connected_LI-7700,u_var,v_var,w_var,ts_var,co2_var,h2o_var,ch4_var,w/ts_cov,w/co2_cov,w/h2o_cov,w/ch4_cov,diag_72_mean,int_p_mean,air_p_mean,vin_sf_mean,co2_mean,co2_mean,h2o_mean,h2o_mean,dew_point_mean,cell_t_mean,int_t_1_mean,int_t_2_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean,ch4_mean,rssi_77_mean,ch4_aux-1_mean,ch4_aux-2_mean,ch4_aux-3_mean,ch4_aux-4_mean
2023-02-23T053000_AIU-0547.ghg,2023-02-23,06:00,54.2499,0,18000,18000,-0.430963E-01,1,0.308375,2,0.780343,1,-0.498012,1,0.175062E-01,1,0.346686E-02,1,0.271911,0.275337,-0.159748,0.617691E-02,0.168413E-03,0.237366E-09,0.369533E-11,0.114548E-11,17.8840,445.997,449.116,0.800000,0,278.420,6.94331,6.99186,6.20000,0,0.863044E-01,2.00073,2.01472,0.00000,1,286.149,284.325,94789.1,1.15840,1009.10,0.249383E-01,0.113440E-02,0.501712E-02,658.327,1324.06,0.433108E-02,49.7204,665.730,274.182,0.736749,0.798142E-01,0.181656,0.763000,0.156907E-13,0.132725E-13,0.763000,1.92836,330.813,6.18290,13.7733,-9999,0.192881,0.240421,-1952.52,-0.148526E-02,0.395178,-0.136771E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.424266E-01,1.01578,0.346558,1.01679,0.714061,1.09282,-0.461383,1.09615,0.160193E-01,1.09282,0.310382E-02,1.15023,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,0,0,2,0,21,4,0,0,0,0,0,0,0,0,0,12900,0,0,0,18000,18000,18000,18000,0.200378,0.267655,0.128092E-01,0.289873,0.289022E-03,0.401387,0.126146E-06,0.296471E-03,-0.461383E-03,0.160193E-01,0.310382E-05,8190.00,95169.0,95169.0,11.4000,446.148,449.268,6.94549,6.99406,1.02929,285.581,285.596,285.577,92.5913,92.7932,92.3894,0.403821,0.00000,-1.00000,0.00000,1.99489,59.3143,1.00015,-273.150,9.00115,-273.150
2023-02-23T060000_AIU-0547.ghg,2023-02-23,06:30,54.2707,1,18000,18000,-0.122159,1,18.4279,2,-3.60735,1,0.851094E-01,1,-0.809430E-01,1,0.189167E-02,2,0.379940,0.432170E-01,-0.514909E-01,0.969718E-03,0.257496E-03,-0.281967E-09,-0.440787E-11,-0.136530E-11,17.8432,445.162,448.282,-0.300000,0,278.935,6.95904,7.00780,0.800000,1,0.863974E-01,2.00472,2.01877,0.00000,1,286.407,284.527,94817.1,1.15792,1009.11,0.249486E-01,-0.524511E-02,0.502640E-02,660.013,1341.89,0.434091E-02,49.1851,681.882,274.217,0.586566,-0.208825E-01,0.180874,0.614175,-0.228513E-13,-0.158025E-13,0.614175,2.35492,338.317,357.961,17.1275,-9999,0.324806,0.439518,-156.061,-0.185825E-01,-5.10843,-0.485551E-01,0,123.168,-18.6912,42.2796,105.282,160.562,225.191,337.377,-0.119932,1.01857,17.9350,1.01856,-3.30282,1.09220,0.777608E-01,1.09450,-0.741098E-01,1.09220,-0.348645E-02,1.15248,800000009,800000009,800000009,800000009,800000009,801000009,899999999,899999999,89999,89999,89,89,0,0,1,0,28,7,0,0,0,0,0,0,0,0,0,12700,0,0,0,18000,18000,18000,18000,0.455322,0.390457,0.332576E-01,0.373206,0.688176E-04,4.26663,0.964874E-07,0.153492E-01,0.777608E-04,-0.741098E-01,-0.348645E-05,8190.00,95198.7,95198.7,11.4000,445.015,448.133,6.95675,7.00549,1.05564,285.598,285.613,285.594,92.5905,92.7925,92.3886,0.403915,0.00000,-1.00000,0.00000,1.99885,59.3255,1.00016,-273.150,9.00118,-273.150
2023-02-23T063000_AIU-0547.ghg,2023-02-23,07:00,54.2916,1,18000,18000,-0.141729,1,31.4042,1,-3.46810,1,-0.357713E-01,1,-0.778636E-01,1,-0.278530E-02,1,1.13398,0.503121,0.371072E-01,0.112957E-01,0.343114E-03,0.668065E-10,0.107045E-11,0.323627E-12,17.8317,445.765,448.972,-2.10000,0,285.719,7.14253,7.19391,0.800000,1,0.863811E-01,2.01004,2.02450,0.00000,1,287.068,285.130,94828.9,1.15553,1009.22,0.249984E-01,-0.504556E-02,0.514866E-02,677.500,1396.50,0.445568E-02,48.5140,719.004,274.581,0.718400,0.873073E-01,0.202361,0.751446,-0.652945E-14,0.374650E-14,0.751446,2.55758,332.682,6.92918,15.6224,-9999,0.350219,0.519646,-114.812,-0.252588E-01,-9.05514,-0.768917E-01,0,107.112,-16.2547,36.7682,91.5580,139.632,195.835,293.397,-0.139503,1.01596,30.7624,1.01690,-3.17380,1.09273,-0.326390E-01,1.09597,-0.712561E-01,1.09273,-0.117422E-01,1.15036,800000009,800000009,800000009,800000009,800010019,800110119,899999999,899999999,89999,89999,89,89,0,0,3,2,40,5,0,0,0,0,0,0,0,0,0,11812,0,0,0,18000,18000,18000,18000,0.496615,0.487853,0.548237E-01,1.47873,0.580617E-04,6.42346,0.280569E-06,0.263786E-01,-0.326390E-04,-0.712561E-01,-0.117422E-04,8190.00,95213.2,95213.2,11.4000,445.272,448.472,7.13461,7.18588,1.40868,285.989,286.004,285.985,92.5719,92.7733,92.3706,0.402723,0.00000,-1.00000,0.00000,2.00399,59.4993,1.00017,-273.150,9.00121,-273.150
2023-02-23T070000_AIU-0547.ghg,2023-02-23,07:30,54.3124,1,18000,18000,-0.449835E-01,1,5.30596,2,-1.62452,2,-0.262000,2,-0.364915E-01,2,0.154667E-02,2,1.00659,1.03105,0.124452,0.231604E-01,-0.844124E-03,0.112942E-09,0.189652E-11,0.540479E-12,17.8865,447.790,451.182,1.80000,0,300.351,7.51931,7.57628,8.00000,0,0.855951E-01,1.99692,2.01205,0.00000,1,287.610,285.667,94868.3,1.15367,1009.44,0.250351E-01,-0.236465E-02,0.541232E-02,713.535,1446.68,0.469139E-02,49.3223,733.143,275.305,0.787235,0.138315,0.187342,0.820955,0.161128E-13,0.631436E-14,0.820955,2.13995,329.182,9.96501,13.1911,-9999,0.197463,0.274562,-121.845,-0.238008E-01,-3.26617,-0.230736E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.443204E-01,1.01496,5.14422,1.01628,-1.48576,1.09339,-0.227716,1.09715,-0.333745E-01,1.09339,-0.272074E-04,1.14963,800000009,800000009,800000009,800000009,800000009,800100009,899999999,899999999,89999,89999,89,89,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,8888,0,0,0,18000,18000,18000,18000,0.255950,0.274563,0.186107E-01,0.649960,0.933523E-03,15.7979,0.138249E-06,0.441729E-02,-0.227716E-03,-0.333745E-01,-0.272074E-07,8190.00,95255.3,95255.3,11.3929,447.687,451.078,7.51684,7.57379,2.14344,286.787,286.802,286.784,92.5796,92.7834,92.3758,0.407591,0.00000,-1.00000,0.00000,1.99061,60.0571,1.00016,-273.150,9.00117,-273.150
2023-02-23T073000_AIU-0547.ghg,2023-02-23,08:00,54.3332,1,18000,18000,-0.805276E-01,1,103.543,1,-8.46996,1,-0.399133,2,-0.190647,1,0.564778E-02,1,3.94264,2.40429,0.468336,0.541171E-01,-0.797338E-03,-0.127114E-09,-0.234597E-11,-0.592472E-12,18.0672,455.462,459.323,3.70000,0,333.441,8.40583,8.47708,0.800000,1,0.842100E-01,1.98445,2.00127,0.00000,1,289.856,287.782,94910.3,1.14531,1009.97,0.252093E-01,-0.123539E-01,0.600861E-02,798.013,1660.32,0.524627E-02,48.0639,862.305,276.883,0.343075,-0.206722,0.220301,0.457129,0.200876E-13,-0.703564E-14,0.457129,2.70365,359.364,328.929,28.8110,-9999,0.265162,0.682183,-15.1267,-0.191714,-12.2247,-0.337580,0,87.2537,-13.2411,29.9514,74.5831,113.744,159.528,239.001,-0.786904E-01,1.02335,101.150,1.02165,-7.74518,1.09358,-0.286155,1.09494,-0.174333,1.09358,-0.243948E-01,1.15677,800000009,800000009,800000009,800000009,800000009,800100009,899999999,899999999,89999,89999,89,89,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,7800,0,0,0,18000,18000,18000,18000,0.174689,1.13720,0.524746E-01,1.43335,0.378307E-02,119.613,0.157730E-06,0.874446E-01,-0.286155E-03,-0.174333,-0.243948E-04,8190.00,95303.4,95303.4,11.3900,454.420,458.264,8.38681,8.45783,3.68885,288.335,288.350,288.332,92.5474,92.7532,92.3417,0.411565,0.00000,-1.00000,0.00000,1.97746,60.9975,1.00013,-281.831,9.00102,-273.150
2023-02-23T080000_AIU-0547.ghg,2023-02-23,08:30,54.3541,1,18000,18000,-0.226851,1,316.531,1,-50.6306,1,-24.2328,1,-1.14079,1,0.223396E-01,1,1.98232,2.34973,0.555911,0.529434E-01,0.237809E-03,-0.569471E-09,-0.113697E-10,-0.260150E-11,18.3724,464.597,468.947,-1.70000,0,366.810,9.27582,9.36267,0.800000,1,0.839301E-01,1.98818,2.00679,-0.200000,0,290.878,288.849,94966.5,1.14138,1010.48,0.252878E-01,-0.739234E-01,0.660992E-02,881.128,1778.20,0.579116E-02,49.5517,897.071,278.298,0.265998,-0.639267E-01,0.201990,0.340061,-0.714223E-13,-0.309961E-13,0.340061,3.16866,342.858,346.486,36.4401,-9999,0.445816,0.556717,-23.5309,-0.123242,-6.25178,-0.615609,0,96.9810,-14.7172,33.2904,82.8979,126.425,177.312,265.646,-0.220353,1.02949,306.701,1.02569,-46.1474,1.09715,-22.0711,1.09794,-1.03978,1.09715,-0.680688E-01,1.16261,800000009,800000009,800000009,800000009,800000009,800100019,899999999,899999999,89999,89999,89,89,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,18000,18000,18000,18000,0.199649,0.799896,0.113889,1.44481,0.126189E-01,45.9479,0.132982E-06,0.265925,-0.220711E-01,-1.03978,-0.680688E-04,8190.00,95354.6,95354.6,11.3900,464.259,468.603,9.26890,9.35565,5.12932,289.835,289.850,289.832,92.5121,92.7190,92.3052,0.413760,0.00000,-1.00000,0.00000,1.98047,61.3887,1.00013,-273.392,9.00112,-273.150
2023-02-23T083000_AIU-0547.ghg,2023-02-23,09:00,54.3749,1,18000,18000,-0.641506E-01,0,-61.1278,1,-0.622980,2,-2.76355,2,-0.140570E-01,2,-9999,-9999,2.76992,-0.720996,0.206592,-0.162687E-01,-9999,-0.113003E-09,-0.217552E-11,-9999,18.5764,467.979,472.233,1.90000,0,357.631,9.00950,9.09140,0.800000,1,-9999,-9999,-9999,-9999,0,291.187,290.347,95018.4,1.13617,1010.41,0.251921E-01,-0.910896E-03,0.644451E-02,863.554,1956.93,0.567215E-02,44.1280,1093.37,278.009,1.05164,-0.757606E-01,0.221603,1.07740,-0.276586E-13,-0.608313E-14,1.07740,6.26998,331.240,355.879,11.8695,-9999,0.237618,0.963757,18.4565,0.157127,98.1216,0.224089,0,61.5091,-9.33424,21.1141,52.5770,80.1833,112.458,168.483,-0.634871E-01,1.01045,-60.1587,1.01961,-0.529949,1.17555,-2.32261,1.18702,-0.119579E-01,1.17555,-9999,-9999,800000009,800000019,800000009,800000009,800100009,811100109,899999999,899999999,89999,89999,89,89,22,1,11,24,0,0,0,0,15766,0,0,0,0,0,0,13700,0,0,0,18000,18000,18000,18000,0.593808,1.23271,0.100994,2.55137,0.503020E-02,24.4248,-9999,-0.524035E-01,-0.232261E-02,-0.119579E-01,-9999,8190.00,95440.0,95440.0,11.3900,468.588,472.854,9.02145,9.10360,4.75523,289.589,289.604,289.585,92.5348,92.7423,92.3274,0.414863,0.00000,-1.00000,0.00000,5.22460,9.57546,1.00013,-273.150,9.00118,-273.150
2023-02-23T090000_AIU-0547.ghg,2023-02-23,09:30,54.3957,1,18000,18000,-0.203252,1,79.8509,2,19.7102,1,-0.994158,2,0.445056,1,-9999,-9999,1.33950,0.818309,0.549192,0.184774E-01,-9999,-0.152194E-09,-0.297167E-11,-9999,18.7753,477.046,481.532,0.800000,1,366.597,9.31457,9.40215,0.800000,1,-9999,-9999,-9999,-9999,0,291.937,291.072,95114.0,1.13440,1010.56,0.254082E-01,0.288396E-01,0.660608E-02,887.396,2047.81,0.582342E-02,43.3340,1160.41,278.400,0.460613,-0.302289,0.184421,0.580994,-0.521817E-13,-0.810609E-14,0.580994,4.28519,11.9754,326.724,18.5071,-9999,0.423287,0.792958,-79.9321,-0.362808E-01,4.05125,-0.164558,0,81.7210,-12.4015,28.0522,69.8539,106.532,149.412,223.847,-0.199388,1.01938,79.6976,1.01908,18.0450,1.09228,-1.10494,1.09437,0.407455,1.09228,-9999,-9999,800000009,800000019,800000009,800000009,800000009,800110119,899999999,899999999,89999,89999,89,89,8,5,8,17,4,0,1,0,11255,0,0,0,0,100,0,14700,0,0,15,18000,18000,18000,18000,0.592544,0.835857,0.157515,0.901394,0.322625E-03,18.7358,-9999,0.695216E-01,-0.110494E-02,0.407455,-9999,8190.00,95511.1,95511.1,11.3900,473.937,478.364,9.25392,9.34037,5.13105,290.007,290.022,290.003,92.5386,92.7458,92.3314,0.414347,0.00000,-1.00000,0.00000,1.81085,21.4371,1.00014,-273.150,9.00115,-273.150
2023-02-23T093000_AIU-0547.ghg,2023-02-23,10:00,54.4166,1,18000,18000,-0.579502E-01,0,-8.05612,1,-1.12739,2,-0.145617,2,-0.254353E-01,2,-9999,-9999,-1.59288,-0.624215,-0.168840,-0.140831E-01,-9999,0.211362E-09,0.404812E-11,-9999,18.7959,474.278,478.626,0.800000,1,359.991,9.08365,9.16692,0.800000,1,-9999,-9999,-9999,-9999,0,291.056,290.213,95165.0,1.13844,1010.43,0.252330E-01,-0.164821E-02,0.648704E-02,868.842,1940.00,0.569817E-02,44.7857,1071.16,278.097,1.02891,0.108369,0.239269,1.06191,-0.172345E-13,0.112451E-13,1.06191,3.83245,326.749,6.01243,13.0216,-9999,0.225617,0.341146,120.012,0.241643E-01,7.14583,0.310412E-01,0,70.7619,-10.7384,24.2903,60.4862,92.2453,129.375,193.828,-0.574677E-01,1.00840,-8.03421,1.01345,-1.01061,1.11555,-0.118751,1.12256,-0.228006E-01,1.11555,-9999,-9999,800000009,800000009,800000009,800000009,800100019,800110119,899999999,899999999,89999,89999,89,89,3,0,8,30,20,0,0,0,6890,0,0,0,0,100,0,16100,0,0,15,18000,18000,18000,18000,0.274512,0.343640,0.641405E-01,0.108860,0.695701E-04,3.00043,-9999,-0.698438E-02,-0.118751E-03,-0.228006E-01,-9999,8190.00,95548.0,95548.0,11.3971,473.877,478.218,9.07599,9.15913,4.85884,289.763,289.777,289.759,92.5292,92.7359,92.3225,0.413371,0.00000,-1.00000,0.00000,2.58872,34.9736,1.00012,-273.150,9.00112,-273.150
2023-02-23T100000_AIU-0547.ghg,2023-02-23,10:30,54.4374,1,18000,18000,-0.430620E-01,0,-29.5606,0,1.80210,0,-0.764152,2,0.406559E-01,0,-9999,-9999,-0.870244E-01,-0.461937E-01,-0.353708,-0.104214E-02,-9999,-0.125280E-09,-0.242453E-11,-9999,18.5920,468.486,472.773,0.800000,1,359.809,9.06659,9.14954,0.800000,1,-9999,-9999,-9999,-9999,0,291.008,290.166,95193.9,1.13897,1010.42,0.251983E-01,0.263451E-02,0.648376E-02,868.265,1934.33,0.569264E-02,44.8871,1066.07,278.087,1.38997,-0.104637,0.212348,1.40999,-0.106605E-13,-0.673839E-14,1.40999,5.04171,341.729,355.695,8.66186,-9999,0.194442,0.675575,20.9403,0.138489,-16.4034,0.132102,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.426479E-01,1.00971,-29.0078,1.01875,1.52229,1.18382,-0.653032,1.20018,0.343432E-01,1.18382,-9999,-9999,800000009,800000019,800000009,800000009,800000009,800110009,899999999,899999999,89999,89999,89,89,2,0,7,38,2,0,0,0,16741,0,0,0,0,100,0,16912,0,0,15,18000,18000,18000,18000,0.518760,0.727520,0.104870,0.144564,0.183010E-01,55.2389,-9999,-0.252058E-01,-0.653032E-03,0.343432E-01,-9999,8190.00,95594.0,95594.0,11.4000,468.298,472.580,9.06297,9.14590,4.84274,289.631,289.644,289.628,92.5278,92.7354,92.3203,0.415161,0.00000,-1.00000,0.00000,8.30458,1.80988,1.00014,-273.150,9.00118,-273.150
2023-02-23T103000_AIU-0547.ghg,2023-02-23,11:00,54.4582,1,18000,18000,-0.179340,1,-32.1587,1,-14.5858,1,2.44364,2,-0.329100,1,0.109494E-02,1,0.239571,4.81056,-0.934557,0.108541,-9999,0.367882E-09,0.881249E-11,0.172789E-11,17.8812,453.098,458.070,0.800000,1,428.339,10.8538,10.9729,0.800000,1,0.839857E-01,2.00355,2.02554,-0.200000,0,292.170,290.295,95247.6,1.13838,1011.38,0.253393E-01,-0.213256E-01,0.771866E-02,1034.08,1949.63,0.678041E-02,53.0398,915.547,280.619,1.48734,-0.515061,0.206361,1.58747,-0.418004E-13,0.205737E-13,1.58747,9.25073,350.595,340.899,7.46925,-9999,0.396913,3.20656,163.841,0.177000E-01,2.20480,0.703724E-01,0,46.8547,-7.11038,16.0837,40.0507,61.0798,85.6653,128.342,-0.178035,1.00733,-32.6502,1.01299,-12.9107,1.12974,2.27288,1.14220,-0.291306,1.12974,0.110071E-01,1.18098,800000009,800000009,800000009,800000009,800000009,800010119,899999999,899999999,89999,89999,89,89,10,8,3,60,0,0,1,0,11,0,0,0,0,100,0,16288,0,0,20,18000,18000,18000,18000,3.24385,2.61286,0.556411,0.723052E-01,0.576222E-01,316.995,0.894758E-08,-0.283587E-01,0.227288E-02,-0.291306,0.110071E-04,8190.00,95638.9,95638.9,11.4000,452.999,457.967,10.8519,10.9711,7.44849,291.447,291.473,291.441,92.5139,92.7243,92.3034,0.420838,0.00000,-1.00000,0.00000,1.99491,67.5497,1.00011,-273.150,9.00103,-273.150
2023-02-23T110000_AIU-0547.ghg,2023-02-23,11:30,54.4790,1,18000,18000,-0.487323,0,-35.0033,0,22.7954,1,5.53004,1,0.514326,1,0.611971E-02,0,-0.307621E-01,-0.284343,-0.508820,-0.641554E-02,0.134212E-03,0.547266E-10,0.132265E-11,0.262106E-12,17.5569,444.723,449.554,0.800000,1,424.321,10.7482,10.8650,0.800000,1,0.840863E-01,2.00566,2.02745,-0.200000,0,292.239,290.278,95275.8,1.13882,1011.32,0.253304E-01,0.333283E-01,0.764626E-02,1024.32,1947.58,0.671417E-02,52.5945,923.260,280.480,0.197630E-01,-1.97696,0.230546,1.99046,-0.640852E-13,0.311711E-14,1.99046,9.88839,64.2803,270.573,6.65125,-9999,0.654154,3.52004,673.985,0.430277E-02,-1.53554,0.464604E-01,0,77.1445,-11.7070,26.4812,65.9419,100.566,141.045,211.311,-0.484030,1.00680,-33.4555,1.01252,20.0612,1.13629,4.59588,1.15224,0.452635,1.13629,0.142567E-01,1.17315,800000009,800000009,800000009,800000009,800000019,800110119,899999999,899999999,89999,89999,89,89,4,20,3,98,0,0,3,0,0,0,0,0,0,0,0,17300,0,0,0,18000,18000,18000,18000,2.57654,4.02905,0.434495,0.366165E-01,0.795467E-02,103.446,0.690879E-08,-0.290483E-01,0.459588E-02,0.452635,0.142567E-04,8190.00,95650.2,95650.2,11.4000,445.402,450.249,10.7649,10.8822,7.34107,291.882,291.897,291.878,92.5065,92.7188,92.2943,0.424517,0.00000,-1.00000,0.00000,1.99668,70.5213,1.00009,-309.487,9.00087,-273.150
2023-02-23T113000_AIU-0547.ghg,2023-02-23,12:00,54.4999,1,18000,18000,-0.437062,1,-35.2888,0,-40.4148,1,3.90487,1,-0.912510,1,-0.715624E-03,0,1.35085,0.885214,-0.248136,0.199869E-01,0.715077E-03,-0.943891E-10,-0.237312E-11,-0.458580E-12,17.3437,440.626,445.562,0.00000,0,436.053,11.0782,11.2023,0.800000,1,0.842625E-01,2.01694,2.03953,-0.300000,0,292.759,291.008,95232.8,1.13531,1011.52,0.254056E-01,-0.591306E-01,0.785768E-02,1055.29,2039.46,0.692116E-02,51.7437,984.167,280.916,-2.13324,-1.71644,0.185490,2.74432,0.462393E-13,-0.544228E-14,2.74432,12.4368,115.741,218.821,3.87561,-9999,0.620460,3.41513,570.314,0.508492E-02,0.873164,0.495260E-01,0,71.7406,-10.8869,24.6262,61.3228,93.5211,131.165,196.509,-0.434115,1.00679,-37.0741,1.01356,-34.6096,1.16774,3.27509,1.19230,-0.781435,1.16774,0.118496E-01,1.18118,800000009,800000009,800000009,800000009,800000009,800110109,899999999,899999999,89999,89999,89,89,25,12,7,67,4,0,0,0,0,0,0,0,0,0,0,17800,0,0,0,18000,18000,18000,18000,3.92369,2.43786,0.468707,0.768712E-01,0.209327E-02,144.213,0.154484E-07,-0.322835E-01,0.327509E-02,-0.781435,0.118496E-04,8190.00,95619.0,95619.0,11.4000,440.559,445.494,11.0766,11.2007,7.75301,292.165,292.188,292.159,92.5055,92.7187,92.2923,0.426442,0.00000,-1.00000,0.00000,2.00765,68.3455,1.00009,-273.433,9.00091,-273.150
2023-02-23T120000_AIU-0547.ghg,2023-02-23,12:30,54.5207,1,18000,18000,-0.409719,0,6.60941,2,60.9696,2,3.81003,1,1.37813,2,0.917360E-02,2,2.11092,2.96211,-0.287185E-01,0.669542E-01,0.588661E-03,0.129382E-09,0.358263E-11,0.631064E-12,17.2570,440.150,445.581,3.60000,0,477.851,12.1879,12.3383,0.800000,1,0.841711E-01,2.02626,2.05126,-0.200000,0,293.729,292.154,95232.5,1.13038,1012.16,0.255056E-01,0.893027E-01,0.861087E-02,1160.99,2191.22,0.761767E-02,52.9840,1030.22,282.325,-0.647561,-2.14082,0.228095,2.24822,0.163641E-12,0.749739E-14,2.24822,14.2383,81.9783,253.170,5.82300,-9999,0.602047,3.70978,-2782.47,-0.104224E-02,0.108405,-0.959527E-02,0,75.4017,-11.4425,25.8830,64.4523,98.2938,137.858,206.537,-0.406299,1.00842,9.89283,1.01337,53.9545,1.13002,2.80144,1.14578,1.21956,1.13002,0.280637E-02,1.15160,800000009,800000009,800000009,800000009,800010009,800111019,899999999,899999999,89999,89999,89,89,12,31,8,58,0,0,0,0,0,0,0,0,0,0,0,16500,0,0,0,18000,18000,18000,18000,2.36308,4.66681,0.389668,0.429590,0.717587E-03,1499.96,0.419159E-07,0.864659E-02,0.280144E-02,1.21956,0.280637E-05,8190.00,95640.8,95640.8,11.4000,439.518,444.936,12.1722,12.3233,9.10866,293.004,293.025,292.999,92.4681,92.6810,92.2553,0.425651,0.00000,-1.00000,0.00000,2.01602,68.1824,1.00008,-284.576,9.00085,-273.150
2023-02-23T123000_AIU-0547.ghg,2023-02-23,13:00,54.5415,1,18000,18000,-0.179530,0,-14.0059,2,82.0512,2,4.01674,1,1.85531,2,0.337056E-02,2,0.681215,3.72183,0.660437E-01,0.841568E-01,0.281330E-03,0.296773E-09,0.913659E-11,0.144556E-11,17.2792,441.246,447.323,0.800000,1,531.966,13.5844,13.7715,0.800000,1,0.841656E-01,2.03072,2.05868,-0.200000,0,294.070,292.524,95239.0,1.12843,1012.95,0.255362E-01,0.120224,0.958603E-02,1294.11,2242.31,0.849500E-02,57.7133,948.199,283.946,-0.370244,-2.23316,0.241249,2.27646,-0.303447E-13,0.171751E-13,2.27646,9.96712,77.1333,260.586,6.08337,-9999,0.398870,2.48952,381.954,0.759253E-02,-0.170697,0.307197E-01,0,55.9525,-8.49101,19.2067,47.8274,72.9398,102.299,153.263,-0.178327,1.00675,-9.44496,1.01288,71.4641,1.14815,2.71792,1.16735,1.61592,1.14815,0.221996E-02,1.17639,800000009,800000009,800000009,800000009,800000009,810101009,899999999,899999999,89999,89999,89,89,11,5,4,52,1,0,1,0,0,0,0,0,0,0,0,10200,0,0,0,18000,18000,18000,18000,1.55623,3.06224,0.360578,0.271793,0.373421E-02,1328.54,0.501692E-07,-0.826301E-02,0.271792E-02,1.61592,0.221996E-05,8190.00,95608.6,95608.6,11.4009,442.689,448.807,13.6300,13.8193,10.8047,294.639,294.655,294.635,92.4287,92.6434,92.2141,0.429289,0.00000,-1.00000,0.00000,2.01930,68.2659,1.00007,-273.150,9.00081,-273.150
