"","Reservoir","Site","DateTime","Depth_m","Rep","RunDate","NH4_ugL","PO4_ugL","NO3NO2_ugL","Notes_lachat","SampleID_lachat","Flag_NH4","Flag_PO4","Flag_NO3NO2","RunDate_DOC","DOC_mgL","DIC_mgL","DC_mgL","DN_mgL","Notes_DOC","SampleID_DOC","Flag_DOC","Flag_DIC","Flag_DC","Flag_DN"
"294","BVR","s",2019-07-24,NA,"1 low (inf?)","2020-03-18",1920,31.4,1.35,"this was a BVR MSN day, not sure what this sample label means, sample was run later in this run for dilution and numbers are consistent ","B 24jul19 s 1 low (inf?)",0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","FCR","50",2019-07-24,3.8,"","2019-10-07",15.79218181,7.781948816,2.835640152,"","",0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","FCR","50",2019-07-29,0.1,"","2019-10-07",17.3,8.9,0,"","",0,0,3,"2019-11-01","6.4","2.5","9","0.2","","",0,0,0,0
"297","FCR","50",2019-07-29,3.8,"","2019-10-07",14.06774912,6.123257286,0.416843887,"","",0,0,3,"2019-11-01","6","1.8","7.8","0.2","","",0,0,0,0
"298","FCR","50",2019-07-29,5,"","2019-10-21",39.2,3.44,6.82,"","",0,0,0,"2019-10-24","3.1","4.3","7.4","0.2","","",0,0,0,0
"299","FCR","50",2019-07-29,6.2,"","2019-10-07",172.2,3.5,4.6,"","",0,0,0,"2020-03-20","1.6","3.9","5.5","0.3","","F 29jul19 s 6.2",0,0,0,0
"300","FCR","50",2019-07-29,8,"","2019-10-07",276.6,3.2,3.1,"","",0,0,3,"2019-11-01","5","2.3","7.3","0.4","","",0,0,0,0
"301","FCR","50",2019-07-29,9,"","2020-03-18",722,6.66,2.4,"","F 29jul19 s 9",0,0,3,"2020-02-17","2.8","4.8","7.6","0.9","","",0,0,0,0
"302","FCR","200",2019-07-29,0.1,"","2020-03-18",27.6,9.35,61,"","F 29jul19 s wet",0,0,0,"2019-10-23","2.5","5.2","7.8","0.1","","",0,0,0,0
"303","BVR","50",2019-08-01,0.1,"","2019-11-11",5.87,7.23,7.92,"","",0,0,0,"2020-02-25","1.6","2","3.6","0.1","","",0,0,0,0
"304","BVR","50",2019-08-01,3,"","2019-11-11",12.1,6.09,4.49,"","",0,0,0,"2020-02-17","2.2","2.3","4.5","0.2","","",0,0,0,0
"305","BVR","50",2019-08-01,6,"","2019-11-11",33,3.93,11.7,"","",0,0,0,"2020-02-27","2.6","2.9","5.5","0.2","","",0,0,0,0
"306","BVR","50",2019-08-01,9,"","2020-01-07",665,9.96,2.19,"","",0,0,3,"2019-10-22","2.7","4.7","7.4","0.9","","",0,0,0,0
"307","BVR","50",2019-08-01,11,"","2020-01-07",1800,4.85,3.2,"","",0,0,3,"2020-01-08","2.1","5.2","7.2","2.1","","",0,0,0,0
"308","FCR","50",2019-08-05,0.1,"","2019-10-14",8.98,3.47,2.61,"","",0,0,3,"2019-11-05","6.6","2.8","9.4","0.3","","",0,0,0,0
"309","FCR","50",2019-08-05,3.8,"","2019-10-07",19.55413841,7.9632236,0.060011431,"","",0,0,3,"2019-09-24","3","4","6.9","0.2","","",0,0,0,0
"310","FCR","50",2019-08-05,5,"","2019-10-21",98.1,2.63,2.78,"","",0,0,3,"2019-09-25","2","4.7","6.8","0.2","","",0,0,0,0
"311","FCR","50",2019-08-05,6.2,"","2019-10-07",374.0978928,4.970127296,8.795501373,"","",0,0,0,"2019-09-23","2.1","5.1","7.2","0.5","","",0,0,0,0
"312","FCR","50",2019-08-05,8,"","2019-11-11",328,1.73,3.34,"","",0,3,3,"2020-03-18","1","5","6","0.4","","F 05aug19 s 8",0,0,0,0
"313","FCR","50",2019-08-05,9,"","2019-10-21",710,6,2,"","",0,0,3,"2019-09-25","3.6","6.4","10","0.9","","",0,0,0,0
"314","FCR","100",2019-08-05,0.1,"","2019-10-14",5.16,10.9,61.5,"","",0,0,0,"2019-11-05","3.5","2.6","6.2","0.1","","",0,0,0,0
"315","FCR","200",2019-08-05,0.1,"","2019-10-07",32.21584484,13.51448594,23.39172853,"","",0,0,0,"2019-09-23","3.1","5.4","8.6","0.2","","",0,0,0,0
"316","BVR","50",2019-08-08,0.1,"","2019-11-11",6.35,2.58,3.31,"","",0,0,3,"2020-03-19","2.2","2.5","4.7","0.2","","B 08aug19 s 0.1",0,0,0,0
"317","BVR","50",2019-08-08,3,"","2019-11-11",7.85,4.05,1.59,"","",0,0,3,"2020-02-18","1.9","2.5","4.3","0.1","","",0,0,0,0
"318","BVR","50",2019-08-08,6,"","2019-11-11",11.6,6.28,2.94,"","",0,0,3,"2020-02-17","2.2","2.8","4.9","0.2","","",0,0,0,0
"319","BVR","50",2019-08-08,9,"","2019-11-11",161,3.34,1.01,"","",0,0,3,"2020-02-26","2.3","4.8","7.1","1.7","","",0,0,0,0
"320","BVR","50",2019-08-08,11,"","2020-01-07",2160,12.3,2.75,"","",0,0,3,"2020-01-08","2.1","5.5","7.6","2.5","","",0,0,0,0
"321","FCR","50",2019-08-12,0.1,"","2019-11-11",4.67,6.62,9.39,"","",0,0,0,"2020-02-21","3.8","3.6","7.4","0.3","","",0,0,0,0
"322","FCR","50",2019-08-12,3.8,"","2019-11-11",13.2,7.07,8.11,"","",0,0,0,"2020-02-19","2.2","4.1","6.3","0.2","","",0,0,0,0
"323","FCR","50",2019-08-12,5,"","2019-11-11",145,4.09,0,"","",0,0,3,"2020-02-27","1.7","4.3","6.1","0.2","","",0,0,0,0
"324","FCR","50",2019-08-12,6.2,"","2019-11-11",230,6.47,3.92,"","",0,0,0,"2020-02-27","2.9","3.6","6.4","0.3","","",0,0,0,0
"325","FCR","50",2019-08-12,8,"","2019-11-11",372,4.5,3.31,"","",0,0,3,"2020-02-24","1.6","5","6.7","0.4","","",0,0,0,0
"326","FCR","50",2019-08-12,9,"","2019-11-11",360,2.73,4.49,"","",0,0,0,"2020-02-19","1.6","5.1","6.7","0.5","","",0,0,0,0
"327","FCR","100",2019-08-12,0.1,"","2019-11-11",4.59,15.5,77.4,"","",0,0,0,"2020-02-17","0.9","2.9","3.8","0.1","","",0,0,0,0
"328","FCR","200",2019-08-12,0.1,"","2019-11-11",29.9,8.53,67,"","",0,0,0,"2020-02-17","1.7","4.2","5.9","0.1","","",0,0,0,0
"329","BVR","50",2019-08-14,0.1,"","2019-11-11",1.71,6,1.47,"","",3,0,3,"2020-02-26","2.5","2.7","5.2","0.2","","",0,0,0,0
"330","BVR","50",2019-08-14,3,"","2019-11-11",9.05,6.81,3.83,"","",0,0,0,"2020-02-20","2.5","2.6","5.1","0.2","","",0,0,0,0
"331","BVR","50",2019-08-14,6,"","2019-11-11",6.65,8.29,8.99,"","",0,0,0,"2020-01-09","2.4","3","5.3","0.2","","",0,0,0,0
"332","BVR","50",2019-08-14,9,"","2019-11-11",746,12.1,3.71,"","",0,0,0,"2020-03-20","2.2","4.1","6.3","0.8","","B 14aug19 s 9",0,0,0,0
"333","BVR","50",2019-08-14,11,"","2020-01-07",2010,9.55,3.69,"","",0,0,0,"2020-01-08","2.1","5.4","7.5","2.3","","",0,0,0,0
"334","FCR","50",2019-08-14,0.1,"","2019-11-11",7.46,6.66,0.826,"","",0,0,3,"2020-02-20","4.6","3.4","7.9","0.2","diluted 12.5mls to 15 mls, dilution acounted for","",0,0,0,0
"335","FCR","50",2019-08-14,5,"","2019-11-18",249,3.1,2.54,"","",0,0,3,"2020-02-20","1.7","4.9","6.5","0.4","","",0,0,0,0
"336","FCR","50",2019-08-14,9,"","2019-11-11",402,7.33,1.65,"","",0,0,3,"2020-02-18","1.5","4.8","6.3","0.5","","",0,0,0,0
"337","FCR","50",2019-08-19,0.1,"","2019-11-11",11.7,8.69,19.7,"","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","FCR","50",2019-08-19,3.8,"","2019-11-11",11.4,4.29,3.16,"","",0,0,3,"2020-03-20","1.9","4.3","6.2","0.2","","F 19aug19 s 3.8",0,0,0,0
"339","FCR","50",2019-08-19,5,"","2019-11-11",127,5.47,1.14,"","",0,0,3,"2020-02-17","1.2","4.3","5.5","0.2","","",0,0,0,0
"340","FCR","50",2019-08-19,6.2,"","2019-11-11",229,9.77,21.9,"","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","FCR","50",2019-08-19,8,"","2020-01-07",413,4.06,5.57,"","",0,0,0,"2020-01-08","1.3","5.2","6.5","0.5","","",0,0,0,0
"342","FCR","50",2019-08-19,9,"","2019-11-11",422,4.36,6.92,"","",0,0,0,"2020-03-24","1.6","4.8","6.4","0.5","","F 19aug19 s 9",0,0,0,0
"343","FCR","100",2019-08-19,0.1,"","2019-11-11",5.46,17.2,150,"","",0,0,0,"2020-02-20","1.3","3.7","5.1","0.3","","",0,0,0,0
"344","FCR","200",2019-08-19,0.1,"","2019-11-11",31.2,6.09,37.1,"","",0,0,0,"2020-02-19","2.1","4.9","7","0.2","","",0,0,0,0
"345","BVR","1",2019-08-22,0.1,"R1","2019-11-11",7.7,7.96,9.64,"","",0,0,0,"2020-02-26","2.6","2.7","5.4","0.2","","",0,0,0,0
"346","BVR","20",2019-08-22,0.1,"R1","2019-11-11",10,3.47,1.61,"","",0,0,3,"2020-03-17","2.1","3.1","5.2","0.2","","B 22aug19 20 s r1",0,0,0,0
"347","BVR","30",2019-08-22,0.1,"R1","2019-11-11",2.88,5.44,1.8,"","",3,0,3,"2020-03-19","3.1","2.6","5.7","0.2","","B 20aug19 30 s r1",0,0,0,0
"348","BVR","45",2019-08-22,0.1,"R1","2019-11-11",2.68,4.66,0.841,"","",3,0,3,"2020-02-25","2.4","2.6","5","0.1","","",0,0,0,0
"349","BVR","50",2019-08-22,0.1,"R1","2019-11-11",5.41,5.74,5.18,"","",0,0,0,"2020-01-09","2.7","2.6","5.4","0.2","","",0,0,0,0
"350","BVR","100",2019-08-22,0.1,"R1","2019-11-11",23,6.13,28.1,"","",0,0,0,"2020-02-26","1.2","4.2","5.5","0.1","","",0,0,0,0
"351","BVR","200",2019-08-22,0.1,"R1","2019-11-11",49.2,4.54,56.1,"","",0,0,0,"2020-03-24","1.9","3.1","5.1","0.2","","B 22aug19 200 s r1",0,0,0,0
"352","FCR","1",2019-08-22,0.1,"R1","2019-11-11",14.2,10,264,"","",0,0,0,"2020-02-27","2.7","8","10.7","0.3","","",0,0,0,0
"353","FCR","20",2019-08-22,0.1,"R1","2019-11-11",4.49,6.8,0.325,"","",0,0,3,"2020-03-17","4.4","4.3","8.7","0.3","","F 22aug19 20T r1",0,0,0,0
"354","FCR","30",2019-08-22,0.1,"R1","2019-11-11",4.66,7.73,7.74,"","",0,0,0,"2020-02-21","5.3","3.4","8.7","0.4","","",0,0,0,0
"355","FCR","45",2019-08-22,0.1,"R1","2019-11-11",4.39,18,1.15,"","",0,0,3,"2020-02-17","5.5","3.5","9","0.3","sample diluted 13mls to 15 mls, dilution accounted for, CHECK RACK MAP FOR PROPER DEPTH, LISTED AS 45 here","",0,0,0,0
"356","FCR","50",2019-08-22,0.1,"R1","2019-11-11",8.48,8.5,9.73,"","",0,0,0,"2020-02-25","5","3.2","8.2","0.4","","",0,0,0,0
"357","FCR","50",2019-08-22,1.6,"","2020-03-18",8.32,6.88,5.41,"","F 22aug19 s 1.6",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","FCR","50",2019-08-22,5,"","2019-11-11",196,2.78,5.55,"","",0,0,0,"2020-02-17","1.7","4.1","5.8","0.3","","",0,0,0,0
"359","FCR","50",2019-08-22,9,"","2019-11-11",551,7.33,7.06,"","",0,0,0,"2020-01-09","1.7","5.7","7.5","0.7","","",0,0,0,0
"360","FCR","99",2019-08-22,0.1,"R1","2019-11-11",5.18,16.8,159,"","",0,0,0,"2020-02-27","1.6","3.3","4.9","0.2","","",0,0,0,0
"361","FCR","100",2019-08-22,0.1,"R1","2019-11-11",6.14,19.3,172,"","",0,0,0,"2020-03-23","1.2","3.5","4.7","0.2","","F 22aug19 100 t r1",0,0,0,0
"362","FCR","101",2019-08-22,0.1,"R1","2020-01-07",0,20.2,159,"","",3,0,0,"2020-03-24","1.3","3.2","4.5","0.2","","F 22aug19 101 t r1",0,0,0,0
"363","FCR","101",2019-08-22,0.1,"R2","2020-01-07",5.9,21,134,"","",0,0,0,"2020-03-23","1.4","3.4","4.8","0.2","","F 22aug19 101 t r2",0,0,0,0
"364","FCR","102",2019-08-22,0.1,"R1","2019-11-11",106,15.7,127,"","",0,0,0,"2020-02-26","0.2","5.5","5.7","0.2","","",0,0,0,0
"365","FCR","200",2019-08-22,0.1,"R1","2019-11-11",24.2,3.9,31.6,"","",0,0,0,"2020-02-18","1.2","3.9","5","0.1","","",0,0,0,0
"366","FCR","50",2019-08-28,0.1,"","2019-11-11",10.3,9.44,2.17,"","",0,0,3,"2020-02-21","4.2","3.5","7.7","0.3","","",0,0,0,0
"367","FCR","50",2019-08-28,1.6,"","2019-11-18",0,6.66,9.68,"","",3,0,0,"2020-02-27","5.3","2.9","8.2","0.3","","",0,0,0,0
"368","FCR","50",2019-08-28,3.8,"","2019-11-11",23.6,9.01,2.26,"","",0,0,3,"2020-02-21","2.6","4","6.6","0.3","","",0,0,0,0
"369","FCR","50",2019-08-28,5,"","2019-11-11",181,6.74,11.4,"","",0,0,0,"2020-02-20","1.6","4.6","6.2","0.3","","",0,0,0,0
"370","FCR","50",2019-08-28,6.2,"","2019-11-11",417,7.34,3.3,"","",0,0,3,"2020-02-27","2.4","4.3","6.8","0.5","","",0,0,0,0
"371","FCR","50",2019-08-28,8,"","2019-11-11",596,5.19,1.98,"","",0,0,3,"2020-03-24","1.4","5.2","6.5","0.6","","F 28aug19 s 8",0,0,0,0
"372","FCR","50",2019-08-28,9,"","2020-01-07",1060,10.2,11.2,"","",0,0,0,"2020-01-09","2.7","5.7","8.3","1.2","","",0,0,0,0
"373","FCR","100",2019-08-28,0.1,"","2020-01-07",6.3,17.8,121,"","",0,0,0,"2020-01-08","1.2","3.5","4.7","0.2","","",0,0,0,0
"374","FCR","50",2019-09-02,0.1,"","2019-11-18",20.4,7.15,3.43,"","",0,0,0,"2020-02-26","4.8","3.7","8.5","0.4","","",0,0,0,0
"375","FCR","50",2019-09-02,1.6,"","2019-11-18",9.22,7.31,3.06,"","",0,0,3,"2020-02-20","4.8","3.7","8.5","0.4","","",0,0,0,0
"376","FCR","50",2019-09-02,3.8,"","2019-11-18",20.2,11.8,4.45,"","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","FCR","50",2019-09-02,5,"","2019-11-18",318,3.96,4.08,"","",0,0,0,"2020-02-27","2.6","4","6.7","0.4","","",0,0,0,0
"378","FCR","50",2019-09-02,6.2,"","2019-11-11",646,8.66,2.69,"","",0,0,3,"2020-02-20","1.7","5.3","7","0.7","","",0,0,0,0
"379","FCR","50",2019-09-02,8,"","2019-11-18",775,6.98,25.2,"","",0,0,0,"2020-02-26","2.1","5.4","7.5","0.8","","",0,0,0,0
"380","FCR","50",2019-09-02,9,"","2020-01-07",1650,10.3,2.38,"","",0,0,3,"2020-01-08","4.3","6","10.3","1.9","","",0,0,0,0
"381","FCR","100",2019-09-02,0.1,"","2020-01-07",2.53,18.9,155,"","",3,0,0,"2020-01-08","1.2","3.7","4.9","0.3","","",0,0,0,0
"382","FCR","200",2019-09-02,0.1,"","2020-01-07",22.5,11.3,35.1,"","",0,0,0,"2020-01-09","1.5","5.3","6.8","0.1","","",0,0,0,0
"383","BVR","50",2019-09-04,0.1,"","2019-11-18",2.9,4.13,0,"","",3,0,3,"2020-02-19","2.8","2.6","5.4","0.2","","",0,0,0,0
"384","BVR","50",2019-09-04,3,"","2019-11-18",6.13,1.8,2.46,"","",0,3,3,"2020-01-09","2.8","2.5","5.3","0.2","","",0,0,0,0
"385","BVR","50",2019-09-04,6,"","2019-11-18",4.8,2.72,3.07,"","",0,0,3,"2020-02-26","1.6","3.9","5.5","0.2","","",0,0,0,0
"386","BVR","50",2019-09-04,9,"","2019-11-18",203,4.39,0,"","",0,0,3,"2020-02-21","2.1","5.4","7.5","2","","",0,0,0,0
"387","BVR","50",2019-09-04,11,"","2020-01-07",2590,14.3,2.42,"","",0,0,3,"2020-01-09","2.4","6.3","8.7","3.1","","",0,0,0,0
"388","FCR","50",2019-09-11,0.1,"","2019-11-18",8.03,7.17,0,"","",0,0,3,"2020-02-27","5.2","3.4","8.6","0.3","","",0,0,0,0
"389","FCR","50",2019-09-11,1.6,"","2020-03-18",4.2,6.53,0.329,"","F 11sep19 s 1.6",0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","FCR","50",2019-09-11,3.8,"","2019-11-18",35.2,2.68,7.83,"","",0,0,0,"2020-02-26","2.4","4.3","6.7","0.2","","",0,0,0,0
"391","FCR","50",2019-09-11,5,"","2019-11-11",591,4.36,2.29,"","",0,0,3,"2020-02-17","1.4","5","6.4","0.6","","",0,0,0,0
"392","FCR","50",2019-09-11,6.2,"","2019-11-11",500,7.58,1.68,"","",0,0,3,"2020-02-17","1.6","4.9","6.4","0.6","","",0,0,0,0
"393","FCR","50",2019-09-11,8,"","2019-11-18",630,2.92,17.6,"","",0,0,0,"2020-01-09","1","5.8","6.7","0.7","","",0,0,0,0
"394","FCR","50",2019-09-11,9,"","2019-11-18",686,2.31,3.04,"","",0,0,3,"2020-02-26","1.2","5.7","6.8","0.7","","",0,0,0,0
"395","FCR","100",2019-09-11,0.1,"","2020-01-07",0,23.9,150,"","",3,0,0,"2020-01-08","1.1","3.9","4.9","0.2","","",0,0,0,0
"396","BVR","1",2019-09-20,0.1,"R1","2019-11-11",8.57,4.61,6.7,"","",0,0,0,"2020-02-26","3","2.8","5.8","0.3","","",0,0,0,0
"397","BVR","20",2019-09-20,0.1,"R1","2019-11-11",5.88,3.56,2.02,"","",0,0,3,"2020-02-19","3.3","2.7","6","0.3","","",0,0,0,0
"398","BVR","30",2019-09-20,0.1,"R1","2019-11-11",2.68,13.7,2.29,"","",3,0,3,"2020-02-20","3.3","2.6","5.9","0.2","","",0,0,0,0
"399","BVR","45",2019-09-20,0.1,"R1","2019-11-11",2.77,5.52,1.85,"","",3,0,3,"2020-03-23","2.9","2.5","5.5","0.2","","B 20sep19 45 s r1",0,0,0,0
"400","BVR","50",2019-09-20,0.1,"R1","2019-11-18",3.94,3.46,0.412,"","",3,0,3,"2020-02-18","2.5","2.6","5.2","0.2","","",0,0,0,0
"401","BVR","50",2019-09-20,3,"","2019-11-18",19.9,4.43,0,"","",0,0,3,"2020-02-18","2.7","2.7","5.4","0.2","","",0,0,0,0
"402","BVR","50",2019-09-20,6,"","2019-11-18",11,6.36,8.59,"","",0,0,0,"2020-02-24","1.5","4","5.5","0.1","","",0,0,0,0
"403","BVR","50",2019-09-20,9,"","2020-01-07",2280,7.77,1.27,"","",0,0,3,"2020-01-09","1.9","6","7.8","2.6","","",0,0,0,0
"404","BVR","50",2019-09-20,11,"","2020-01-07",3140,11.4,2.24,"","",0,0,3,"2020-01-08","2.3","6.3","8.7","3.6","","",0,0,0,0
"405","FCR","20",2019-09-20,0.1,"R2","2020-01-07",20.8,9.31,2.74,"","",0,0,3,"2020-03-20","4.7","3.8","8.5","0.3","","F 20sep19 20 s r2",0,0,0,0
"406","FCR","30",2019-09-20,0.1,"R1","2019-11-11",23.4,7.62,1.95,"","",0,0,3,"2020-02-19","4.7","3.9","8.7","0.4","","",0,0,0,0
"407","FCR","45",2019-09-20,0.1,"R1","2019-11-11",27.3,1.94,4.89,"","",0,0,0,"2020-02-17","4","3.3","7.4","0.3","","",0,0,0,0
"408","FCR","50",2019-09-20,0.1,"","2019-11-18",38.9,8.15,27.1,"","",0,0,0,"2020-02-21","4.5","4","8.4","0.5","","",0,0,0,0
"409","FCR","50",2019-09-20,1.6,"","2019-11-18",40.1,5.98,4.84,"","",0,0,0,"2020-02-24","4.6","4.1","8.7","0.4","","",0,0,0,0
"410","FCR","50",2019-09-20,3.8,"","2019-11-18",77.4,9.24,4.06,"","",0,0,0,"2020-02-24","3.3","4.5","7.9","0.4","","",0,0,0,0
"411","FCR","50",2019-09-20,5,"","2019-11-18",484,3.83,3.2,"","",0,0,3,"2020-02-27","3.4","4.3","7.7","0.6","","",0,0,0,0
"412","FCR","50",2019-09-20,6.2,"","2019-11-18",850,3.73,7.32,"","",0,0,0,"2020-02-21","1.2","5.8","7","0.9","","",0,0,0,0
"413","FCR","50",2019-09-20,8,"","2019-11-18",876,2.5,3.61,"","",0,0,0,"2020-02-21","1.2","5.8","7","0.9","","",0,0,0,0
"414","FCR","50",2019-09-20,9,"","2019-11-18",883,2.81,3.33,"","",0,0,3,"2020-02-26","1.2","5.8","6.9","0.9","","",0,0,0,0
"415","FCR","100",2019-09-20,0.1,"R1","2020-01-07",0,19.5,121,"","",3,0,0,"2020-03-24","0.9","3.5","4.4","0.2","","F 20sep19 100 s r1",0,0,0,0
"416","FCR","100",2019-09-20,0.1,"R2","2020-01-07",10.1,20.1,127,"","",0,0,0,"2020-01-08","1.1","3.7","4.8","0.2","","",0,0,0,0
"417","FCR","50",2019-09-27,0.1,"","2019-11-18",16.2,7.94,7.81,"","",0,0,0,"2020-02-20","5","3.8","8.7","0.4","","",0,0,0,0
"418","FCR","50",2019-09-27,1.6,"","2019-11-11",6.27,7.26,3.67,"","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","FCR","50",2019-09-27,3.8,"","2019-11-18",101,4.04,7.57,"","",0,0,0,"2020-02-21","2.5","4.6","7.1","0.3","","",0,0,0,0
"420","FCR","50",2019-09-27,5,"","2019-11-11",749,11.7,8.06,"","",0,0,0,"2020-02-17","2.2","4.7","6.9","0.8","","",0,0,0,0
"421","FCR","50",2019-09-27,6.2,"","2019-11-18",731,9.45,0,"","",0,0,3,"2020-02-27","2.7","4.7","7.3","0.9","","",0,0,0,0
"422","FCR","50",2019-09-27,8,"","2019-11-18",1000,3.49,5.8,"","",0,0,0,"2020-02-21","1.3","5.9","7.2","1.1","","",0,0,0,0
"423","FCR","50",2019-09-27,9,"","2019-11-18",923,4.23,14.1,"","",0,0,0,"2020-02-24","1.6","5.9","7.4","0.9","","",0,0,0,0
"424","FCR","100",2019-09-27,0.1,"","2019-11-18",11.3,18.9,109,"","",0,0,0,"2020-01-09","1.1","4.1","5.2","0.2","","",0,0,0,0
"425","BVR","1",2019-10-04,0.1,"R1","2020-01-07",0,3.06,0.687,"","",3,0,3,"2020-03-19","3.5","2.6","6.1","0.2","","B 04oct19 01 s r1",7,7,7,7
"426","BVR","20",2019-10-04,0.1,"R1","2020-01-07",7.91,0,0.935,"","",0,3,3,"2020-01-08","3.5","2.6","6.2","0.2","","",0,0,0,0
"427","BVR","30",2019-10-04,0.1,"R1","2019-11-11",7.84,7.97,4.29,"","",0,0,0,"2020-02-27","3.9","2.4","6.3","0.2","","",0,0,0,0
"428","BVR","45",2019-10-04,0.1,"R1","2019-11-11",4.09,0,1.93,"","",3,3,3,"2020-02-20","3.3","2.6","5.9","0.2","","",0,0,0,0
"429","BVR","50",2019-10-04,0.1,"R1","2019-11-11",4.74,9.37,1.06,"","",0,0,3,"2020-02-17","3.1","2.4","5.6","0.2","","",0,0,0,0
"430","BVR","50",2019-10-04,3,"","2019-11-18",5.38,5.68,0,"","",0,0,3,"2020-02-24","3.1","3.1","6.2","0.2","","",0,0,0,0
"431","BVR","50",2019-10-04,6,"","2019-11-18",14.3,3.41,3.54,"","",0,0,0,"2020-02-24","1.9","3.9","5.7","0.1","","",0,0,0,0
"432","BVR","50",2019-10-04,9,"","2020-01-07",1730,14.6,1.71,"","",0,0,3,"2020-03-18","1.4","4.95","6.4","0.95","","B 04oct19 s 9",7,7,7,7
"433","BVR","50",2019-10-04,10.5,"","2020-01-07",2740,12.4,1.44,"","",0,0,3,"2020-01-08","2.5","6.4","8.9","3.3","","",0,0,0,0
"434","BVR","100",2019-10-04,0.1,"R1","2019-11-11",29.2,11.6,13.7,"","",0,0,0,"2020-02-25","1.5","5.1","6.6","0.45","","",7,7,7,7
"435","BVR","200",2019-10-04,0.1,"R1","2019-11-11",56.3,0.571,78.2,"","",0,3,0,"2020-02-26","1.4","4.6","6","0.2","rack map said '2.00', assuming '200'","",0,0,0,0
"436","FCR","1",2019-10-04,0.1,"R1","2019-11-11",16.6,12.1,278,"","",0,0,0,"2020-02-26","1","13.9","14.9","0.4","","",0,0,0,0
"437","FCR","20",2019-10-04,0.1,"R1","2020-01-07",9.1,16.7,11.4,"","",0,0,0,"2020-03-19","8.4","3.8","12.2","0.8","","F 04oct19 20 s r1",0,0,0,0
"438","FCR","20",2019-10-04,0.1,"R1","2020-01-07",0,15.3,1.3,"","",3,0,3,"2020-03-19","8.4","3.8","12.2","0.8","","F 04oct19 20 s r1",0,0,0,0
"439","FCR","30",2019-10-04,0.1,"R1","2019-11-11",2.36,13.9,0,"","",3,0,3,"2020-02-18","7.4","3.7","11.1","0.7","","",0,0,0,0
"440","FCR","45",2019-10-04,0.1,"R1","2019-11-11",2.71,8.2,2.28,"","",3,0,3,"2020-02-18","6.6","3.9","10.5","0.5","","",0,0,0,0
"441","FCR","50",2019-10-04,0.1,"R1","2019-11-11",7.07,8.16,6.09,"","",0,0,0,"2020-03-23","6.5","3.6","10.1","0.5","","F 04oct19 50 s r1",0,0,0,0
"442","FCR","50",2019-10-04,1.6,"","2019-11-18",6.41,13.2,3.32,"","",0,0,3,"2020-02-20","6.5","3.8","10.3","0.6","","",0,0,0,0
"443","FCR","50",2019-10-04,3.8,"","2019-11-18",112,3.81,3.39,"","",0,0,0,"2020-02-24","3.6","4.8","8.3","0.4","","",0,0,0,0
"444","FCR","50",2019-10-04,5,"","2019-11-18",820,4.37,11.7,"","",0,0,0,"2020-02-18","1.9","5.5","7.4","0.9","","",0,0,0,0
"445","FCR","50",2019-10-04,6.2,"","2019-11-18",753,6.22,4.14,"","",0,0,0,"2020-02-20","2.6","5.1","7.7","0.7","","",0,0,0,0
"446","FCR","50",2019-10-04,8,"","2019-11-18",1080,3.1,5.11,"","",0,0,0,"2020-03-20","1.4","6.2","7.6","1.2","","F 04oct19 s 8",0,0,0,0
"447","FCR","50",2019-10-04,9,"","2019-11-18",1090,3.4,4.94,"","",0,0,0,"2020-02-27","2.7","5.2","8","1.2","","",0,0,0,0
"448","FCR","99",2019-10-04,0.1,"R1","2019-11-11",4.48,16.2,63.3,"","",0,0,0,"2020-03-19","1.5","4.2","5.7","0.1","","F 04oct19 99 s r1",0,0,0,0
"449","FCR","100",2019-10-04,0.1,"R1","2019-11-11",4.44,18,64.5,"","",0,0,0,"2020-03-18","2.225","3.4","5.15","0.1","sample ran twice, values averages","F 04oct19 100 s r1",7,7,7,7
"450","FCR","101",2019-10-04,0.1,"R1","2020-01-07",4.42,14.9,111,"","",0,0,0,"2020-03-23","1.1","4","5.1","0.2","","F 04oct19 101 s r1",0,0,0,0
"451","FCR","101",2019-10-04,0.1,"R2","2020-01-07",6.51,24.8,108,"","",0,0,0,"2020-01-08","1.3","4.2","5.5","0.2","","",0,0,0,0
"452","FCR","102",2019-10-04,0.1,"R1","2019-11-11",23.8,7.05,159,"","",0,0,0,"2020-02-19","0.5","5.3","5.8","0.2","","",0,0,0,0
"453","FCR","200",2019-10-04,0.1,"R1","2019-11-11",27.3,6.92,25.7,"","",0,0,0,"2020-03-18","1.6","5.3","6.9","0.2","","F 04oct19 200 s r1",0,0,0,0
"454","FCR","50",2019-10-11,0.1,"","2019-11-11",12.9,8.9,7.2,"","",0,0,0,"2020-01-09","5.1","4","9.1","0.4","","",0,0,0,0
