Reservoir,Site,DateTime,Depth_m,Rep,RunDate,NH4_ugL,PO4_ugL,NO3NO2_ugL,Notes_lachat,SampleID_lachat
FCR,100,2019-03-18 12:00:00,0.1,,10/7/19,5.306578776,8.7183616,19.79451099,,
FCR,100,2019-03-18 12:00:00,0.1,,10/7/19,8.935608966,9.744899936,20.24400961,,
FCR,200,2019-03-18 12:00:00,0.1,,10/14/19,10.4,5.21,73.9,,
FCR,50,2019-04-01 12:00:00,0.1,,10/14/19,9.44,1.34,3.88,,
FCR,50,2019-04-01 12:00:00,1.6,,1/1/19,6.9,11,3,MEL run,F1AprS1.6
FCR,50,2019-04-01 12:00:00,3.8,,10/14/19,3.69,2.58,1.7,,
FCR,50,2019-04-01 12:00:00,6.2,,10/14/19,6.78,2.68,5.57,,
FCR,50,2019-04-01 12:00:00,8,,10/14/19,27.3,4.07,31.1,,
FCR,50,2019-04-01 12:00:00,9,,10/7/19,43.55595923,6.935786576,36.62434851,,
FCR,100,2019-04-01 12:00:00,0.1,,10/14/19,4.68,2.67,16.1,,
FCR,200,2019-04-01 12:00:00,0.1,,10/7/19,18.92731047,9.141116576,67.06116352,,
BVR,50,2019-04-08 12:00:00,0.1,,10/21/19,2.74,3.85,3.75,,
BVR,50,2019-04-08 12:00:00,3,,10/7/19,9.307692745,8.204898224,1.218183667,,
BVR,50,2019-04-08 12:00:00,6,,10/7/19,8.912352961,6.240461984,4.425670807,,
BVR,50,2019-04-08 12:00:00,9,,10/21/19,34.7,2.23,5.89,,
BVR,50,2019-04-08 12:00:00,10.5,,10/7/19,67.32254612,3.88064,8.12294825,,
FCR,50,2019-04-15 12:00:00,0.1,,10/21/19,8.51,3.46,8.54,,
FCR,50,2019-04-15 12:00:00,1.6,,1/1/19,8.2,18,10,MEL run,F15AprS1.6
FCR,50,2019-04-15 12:00:00,3.8,,10/7/19,9.982035583,5.877589856,3.697771245,,
FCR,50,2019-04-15 12:00:00,5,,10/7/19,22.50166689,10.58989558,40.40398914,,
FCR,50,2019-04-15 12:00:00,6.2,,10/7/19,28.74004013,7.933012256,24.8539003,,
FCR,50,2019-04-15 12:00:00,8,,10/7/19,41.01210946,6.179987776,32.45339682,,
FCR,50,2019-04-15 12:00:00,9,,10/7/19,34.53191748,6.784649216,21.70518315,,
FCR,100,2019-04-15 12:00:00,0.1,,10/21/19,5.67,5.42,26.1,,
FCR,200,2019-04-15 12:00:00,0.1,,10/7/19,12.51595433,13.6349971,188.9297197,,
FCR,50,2019-04-22 12:00:00,0.1,,10/14/19,13.7,4,6.49,,
FCR,50,2019-04-22 12:00:00,1.6,,1/1/19,3.41,17,1,MEL run,F22AprS1.6
FCR,50,2019-04-22 12:00:00,3.8,,10/21/19,8.77,1.72,3.45,,
FCR,50,2019-04-22 12:00:00,5,,10/7/19,8.700258074,3.82349895,2.536162119,,
FCR,50,2019-04-22 12:00:00,6.2,,10/21/19,28.3,2.55,16,,
FCR,50,2019-04-22 12:00:00,8,,10/21/19,55.5,3.53,24.8,,
FCR,50,2019-04-22 12:00:00,8,,10/7/19,56.72019895,5.302910384,28.7365263,,
FCR,50,2019-04-22 12:00:00,9,,10/21/19,65.2,5.75,27.4,,
FCR,100,2019-04-22 12:00:00,0.1,,10/7/19,7.400518646,8.657960864,32.84778553,,
FCR,200,2019-04-22 12:00:00,0.1,,10/14/19,16.2,4.45,93.3,,
BVR,1,2019-04-29 12:00:00,0.1,,10/14/19,3.61,0.871,1.6,,
BVR,20,2019-04-29 12:00:00,0.1,,10/14/19,4.73,0.985,-0.383,,
BVR,30,2019-04-29 12:00:00,0.1,,10/14/19,6.51,1.76,-0.713,,
BVR,45,2019-04-29 12:00:00,0.1,,10/14/19,6.48,0.472,0.781,,
BVR,50,2019-04-29 12:00:00,0.1,,10/21/19,7.34,3.93,1.12,,
BVR,50,2019-04-29 12:00:00,3,,10/21/19,5.59,4.33,1.91,,
BVR,50,2019-04-29 12:00:00,6,,10/21/19,5.57,4.01,2.42,,
BVR,50,2019-04-29 12:00:00,9,,10/21/19,115,1.06,2.74,,
BVR,50,2019-04-29 12:00:00,10.5,,10/21/19,175,2.85,1.24,,
BVR,100,2019-04-29 12:00:00,0.1,,10/14/19,19.2,4.54,16.6,,
BVR,200,2019-04-29 12:00:00,0.1,,10/14/19,23.7,0.96,8.21,,
FCR,1,2019-04-29 12:00:00,0.1,,10/14/19,10.5,2.57,1.69,,
FCR,20,2019-04-29 12:00:00,0.1,,10/14/19,3.43,0.888,-1.5,,
FCR,30,2019-04-29 12:00:00,0.1,,10/14/19,3.45,1.39,-1.44,,
FCR,45,2019-04-29 12:00:00,0.1,,10/14/19,2.63,0.995,-0.0978,,
FCR,50,2019-04-29 12:00:00,0.1,,10/21/19,11.9,2.7,0.929,,
FCR,50,2019-04-29 12:00:00,1.6,,1/1/19,5.46,12,1,MEL run,F29AprS1.6
FCR,50,2019-04-29 12:00:00,3.8,,10/21/19,5.22,1.83,-1.05,,
FCR,50,2019-04-29 12:00:00,5,,10/21/19,7.51,1.82,5.76,,
FCR,50,2019-04-29 12:00:00,6.2,,10/21/19,11.2,0.123,9.25,,
FCR,50,2019-04-29 12:00:00,8,,3/18/20,55.5,4.33,25.5,,F 29apr19 s 8
FCR,50,2019-04-29 12:00:00,9,,10/7/19,33.0647606,6.077858073,9.305144986,,
FCR,99,2019-04-29 12:00:00,0.1,R1,10/14/19,6.35,3.03,16.9,,
FCR,99,2019-04-29 12:00:00,0.1,R2,10/7/19,5.120415335,9.563783744,22.66081644,,
FCR,100,2019-04-29 12:00:00,0.1,,10/14/19,6.64,1.48,19.8,,
FCR,101,2019-04-29 12:00:00,0.1,,10/14/19,5.66,2.01,15.6,,
FCR,102,2019-04-29 12:00:00,0.1,,10/14/19,2.41,1.49,2.9,,
FCR,200,2019-04-29 12:00:00,0.1,,10/14/19,21.9,3.19,58,,
FCR,50,2019-05-06 12:00:00,0.1,,10/7/19,32.43690892,5.912139356,5.040996434,,
FCR,50,2019-05-06 12:00:00,1.6,,1/1/19,0.995,10,0,MEL run,F6MayS1.6
FCR,50,2019-05-06 12:00:00,3.8,,10/7/19,15.76554338,3.366712412,-1.390116926,,
FCR,50,2019-05-06 12:00:00,5,,10/21/19,4.09,2.58,0.372,,
FCR,50,2019-05-06 12:00:00,6.2,,10/7/19,25.3,3.4,23,,
FCR,50,2019-05-06 12:00:00,8,,10/21/19,60.2,3.34,25.3,,
FCR,50,2019-05-06 12:00:00,9,,10/21/19,159,2.17,31.7,,
FCR,100,2019-05-06 12:00:00,0.1,,10/7/19,11.1,8.3,44.8,,
FCR,200,2019-05-06 12:00:00,0.1,,1/7/20,19.9,10.2,81.7,,
FCR,50,2019-05-13 12:00:00,0.1,,10/21/19,5.89,4.44,0.724,,
FCR,50,2019-05-13 12:00:00,1.6,,1/1/19,6.53,10,1,MEL run,F13MayS1.6
FCR,50,2019-05-13 12:00:00,3.8,,10/7/19,20.43844252,4.614383373,-1.000739647,,
FCR,50,2019-05-13 12:00:00,5,,10/21/19,8.16,3.19,1.31,,
FCR,50,2019-05-13 12:00:00,6.2,,10/14/19,15.5,1.05,7.44,,
FCR,50,2019-05-13 12:00:00,8,,10/7/19,214.9490751,3.687988824,27.23236787,,
FCR,50,2019-05-13 12:00:00,9,,10/21/19,308,1.43,13.6,,
FCR,100,2019-05-13 12:00:00,0.1,,10/7/19,8.005298225,9.563783744,27.8921995,,
FCR,200,2019-05-13 12:00:00,0.1,,10/21/19,31.2,3.18,38.5,,
BVR,50,2019-05-16 12:00:00,0.1,,10/21/19,6.04,1.26,0.246,,
BVR,50,2019-05-16 12:00:00,3,,1/7/20,4.56,8.03,4.99,,
BVR,50,2019-05-16 12:00:00,6,,10/21/19,9.29,5.87,2.24,,
BVR,50,2019-05-16 12:00:00,9,,1/7/20,173,3.66,11.6,,
BVR,50,2019-05-16 12:00:00,10,,1/7/20,390,3.59,4.87,,
FCR,50,2019-05-16 12:00:00,1.6,,1/1/19,8.3,12,2,MEL run,F16MayS1.6
FCR,50,2019-05-20 12:00:00,0.1,,10/21/19,10.9,-0.57,1.51,,
FCR,50,2019-05-20 12:00:00,1.6,,1/1/19,3.73,12,3,MEL run,F20MayS1.6
FCR,50,2019-05-20 12:00:00,3.8,,10/21/19,26,3.72,2.91,,
FCR,50,2019-05-20 12:00:00,5,,10/21/19,10.6,2.11,2.13,,
FCR,50,2019-05-20 12:00:00,6.2,,10/7/19,15.8912961,4.221950207,2.058200059,,
FCR,50,2019-05-20 12:00:00,8,,10/21/19,53,1.84,13.2,,
FCR,50,2019-05-20 12:00:00,9,,3/18/20,60.8,2.94,15.3,,F 20may19 s 9
FCR,100,2019-05-20 12:00:00,0.1,,10/7/19,7.5,7,67.5,,
FCR,200,2019-05-20 12:00:00,0.1,,10/21/19,32.1,5.47,42.3,,
BVR,50,2019-05-23 12:00:00,0.1,,10/21/19,12.8,2.19,0.649,,
BVR,50,2019-05-23 12:00:00,3,,10/21/19,9.65,3.93,30.5,,
BVR,50,2019-05-23 12:00:00,6,,10/21/19,14,3.58,2.19,,
BVR,50,2019-05-23 12:00:00,9,,10/21/19,217,1.97,2.71,,
BVR,50,2019-05-23 12:00:00,11,,1/7/20,863,8.53,0.432,,
FCR,50,2019-05-23 12:00:00,1.6,,1/1/19,9.86,11,3,MEL run,F23MayS1.6
FCR,50,2019-05-27 12:00:00,0.1,,10/21/19,6.97,2.47,2.04,,
FCR,50,2019-05-27 12:00:00,1.6,,1/1/19,5.65,8,4,MEL run,F27MayS1.6
FCR,50,2019-05-27 12:00:00,3.8,,10/7/19,5.323346561,4.77062909,-0.455561675,,
FCR,50,2019-05-27 12:00:00,5,,10/7/19,9.3,3.7,-1.3,,
FCR,50,2019-05-27 12:00:00,6.2,,10/21/19,3.8,1.24,0.38,,
FCR,50,2019-05-27 12:00:00,8,,10/21/19,5.19,2.79,3.25,,
FCR,50,2019-05-27 12:00:00,9,,10/21/19,22.9,1.88,1.26,,
FCR,100,2019-05-27 12:00:00,0.1,,10/7/19,13,9.2,44.2,,
FCR,200,2019-05-27 12:00:00,0.1,,10/21/19,31.9,4.26,13.4,,
BVR,1,2019-05-30 12:00:00,0.1,,10/14/19,5.29,0.543,0.684,,
BVR,20,2019-05-30 12:00:00,0.1,,10/14/19,6.58,0.983,-2.77,,
BVR,30,2019-05-30 12:00:00,0.1,,10/14/19,1.94,0.728,1.16,,
BVR,45,2019-05-30 12:00:00,0.1,,10/14/19,6.09,1.88,2.32,,
BVR,50,2019-05-30 12:00:00,0.1,,10/21/19,6.11,0.487,-0.381,,
BVR,50,2019-05-30 12:00:00,3,,10/21/19,7.08,-1.01,0.179,,
BVR,50,2019-05-30 12:00:00,6,,10/21/19,9.36,-0.915,1.17,,
BVR,50,2019-05-30 12:00:00,9,,10/21/19,185,2.31,0.535,,
BVR,50,2019-05-30 12:00:00,11,,1/7/20,666,6.89,6.23,,
BVR,100,2019-05-30 12:00:00,0.1,,10/14/19,21.6,4.75,11.9,,
BVR,200,2019-05-30 12:00:00,0.1,,10/14/19,37.5,2.12,18.6,,
FCR,1,2019-05-30 12:00:00,0.1,,10/14/19,9.24,4.59,56.6,,
FCR,20,2019-05-30 12:00:00,0.1,,10/14/19,4.15,2.65,3.31,,
FCR,30,2019-05-30 12:00:00,0.1,,10/14/19,3.45,1.24,-0.0449,,
FCR,45,2019-05-30 12:00:00,0.1,,10/14/19,11.2,2.27,-2.79,,
FCR,50,2019-05-30 12:00:00,0.1,,10/14/19,13.5,2.39,2.09,,
FCR,99,2019-05-30 12:00:00,0.1,,10/14/19,6.95,5.51,63.8,,
FCR,100,2019-05-30 12:00:00,0.1,,10/14/19,3.1,7.11,63.5,,
FCR,101,2019-05-30 12:00:00,0.1,,10/14/19,6.34,5.22,58.3,,
FCR,102,2019-05-30 12:00:00,0.1,,10/14/19,4.84,2.23,12.7,,
FCR,200,2019-05-30 12:00:00,0.1,,10/14/19,27.4,5.62,24.8,,
FCR,50,2019-06-03 12:00:00,0.1,,3/18/20,0.444,6.33,-0.232,,F 03jun19 s 0.1
FCR,50,2019-06-03 12:00:00,1.6,,1/1/19,6.19,10,1,MEL run,F3JunS1.6
FCR,50,2019-06-03 12:00:00,3.8,,10/21/19,5.98,1.7,0.42,,
FCR,50,2019-06-03 12:00:00,5,,10/7/19,9.9,4.1,8.2,,
FCR,50,2019-06-03 12:00:00,6.2,,3/18/20,4.09,3.43,-6.35,,F 03jun19 s 6.2
FCR,50,2019-06-03 12:00:00,8,,10/7/19,13.56465157,3.142513775,-0.476331424,,
FCR,50,2019-06-03 12:00:00,9,,10/7/19,23.8528759,3.260858828,0.032551686,,
FCR,100,2019-06-03 12:00:00,0.1,,3/18/20,4.83,9.71,72.5,,F 03jun19 s inf
FCR,200,2019-06-03 12:00:00,0.1,,10/7/19,29.5,5.7,40.6,,
FCR,200,2019-06-03 12:00:00,0.1,,3/18/20,27.2,9.2,43.8,,F 03jun19 s wet
BVR,50,2019-06-06 12:00:00,0.1,,3/18/20,6.48,4.58,-2.85,,B 06jun19 s 0.1
BVR,50,2019-06-06 12:00:00,3,,10/21/19,9.16,0.623,0.225,,
BVR,50,2019-06-06 12:00:00,6,,3/18/20,2.15,6.86,-3.53,,B 06jun19 s 6
BVR,50,2019-06-06 12:00:00,9,,3/18/20,414,4.53,-0.189,,B 06jun19 s 9
BVR,50,2019-06-06 12:00:00,11,,3/18/20,883,23.4,-0.297,,B06jun19 s 11
FCR,50,2019-06-06 12:00:00,1.6,,1/1/19,7.89,13,1,MEL run,F6JunS1.6
FCR,50,2019-06-10 12:00:00,0.1,,10/7/19,12.76803613,6.36685721,3.066128698,,
FCR,50,2019-06-10 12:00:00,1.6,,1/1/19,8.9,11,3,MEL run,F10JunS1.6
FCR,50,2019-06-10 12:00:00,5,,10/7/19,25.3,4.5,3.9,,
FCR,50,2019-06-10 12:00:00,6.2,,10/7/19,38.9,4.7,23.8,,
FCR,50,2019-06-10 12:00:00,8,,10/14/19,30.7,0.871,3.25,,
FCR,100,2019-06-10 12:00:00,0.1,,10/7/19,9.916546278,5.85216829,35.38270019,,
FCR,200,2019-06-10 12:00:00,0.1,,3/18/20,32.2,8.82,43.9,,F 10jun19 T wet
BVR,50,2019-06-13 12:00:00,0.1,,3/18/20,3.17,3.3,-0.119,,B 13jun19 s 0.1
BVR,50,2019-06-13 12:00:00,3,,3/18/20,5.71,2.44,1.57,,B 13jun19 s 3
BVR,50,2019-06-13 12:00:00,9,,3/18/20,270,2.75,1.13,,B 13jun19 s 9
FCR,50,2019-06-13 12:00:00,1.6,,1/1/19,5.02,11,2,MEL run,F13JunS1.6
FCR,50,2019-06-17 12:00:00,0.1,,10/14/19,3.56,2.92,2.06,,
FCR,50,2019-06-17 12:00:00,1.6,,1/1/19,5.71,12,2,MEL run,F17JunS1.6
FCR,50,2019-06-17 12:00:00,3.8,,3/18/20,9.68,4.22,-0.989,,B 17jun19 s 3.8
FCR,50,2019-06-17 12:00:00,5,,10/7/19,18.04983992,6.017461254,2.229637844,,
FCR,50,2019-06-17 12:00:00,6.2,,3/18/20,15.9,-1.64,1.21,,F 17jun19 s 6.2
FCR,50,2019-06-17 12:00:00,8,,3/18/20,22.3,2.6,2.24,,F 17jun19 s 8
FCR,50,2019-06-17 12:00:00,9,,10/21/19,27.1,1.46,1.34,,
FCR,100,2019-06-17 12:00:00,0.1,,10/7/19,10.5,6.9,65.4,,
FCR,200,2019-06-17 12:00:00,0.1,,10/7/19,30.76247223,8.404832454,51.72182544,,
BVR,50,2019-06-20 12:00:00,0.1,,3/18/20,7,4.96,1.47,,B 20jun19 s 0.1
BVR,50,2019-06-20 12:00:00,3,,3/18/20,14,5.55,7.52,,B 20jun19 s 3
BVR,50,2019-06-20 12:00:00,6,,10/21/19,8.75,2.16,1.14,,
BVR,50,2019-06-20 12:00:00,9,,3/18/20,641,12.3,1.01,,B 20jun19 s 9
BVR,50,2019-06-20 12:00:00,11,,3/18/20,1180,26.7,1.82,,B 20jun19 s 11
BVR,100,2019-06-20 12:00:00,0.1,,10/14/19,18.4,3.14,11.9,,
BVR,200,2019-06-20 12:00:00,0.1,,10/14/19,43.9,2.32,27.8,,
FCR,50,2019-06-20 12:00:00,0.1,,10/7/19,16.00124167,5.181904624,6.890190605,,
FCR,50,2019-06-20 12:00:00,1.6,,1/1/19,11,13,3,MEL run,F20JunS1.6
FCR,50,2019-06-24 12:00:00,0.1,,3/18/20,4.89,7.79,-0.984,,F 24jun19 s 0.1
FCR,50,2019-06-24 12:00:00,1.6,,1/1/19,10.2,12,4,MEL run,F24JunS1.6
FCR,50,2019-06-24 12:00:00,6.2,,10/7/19,60.23914446,3.15562452,4.001497538,,
FCR,50,2019-06-24 12:00:00,8,,10/7/19,66.29244911,3.274056659,0.110446423,,
FCR,50,2019-06-24 12:00:00,9,,10/7/19,208.8,2.3,6.3,,
FCR,200,2019-06-24 12:00:00,0.1,,3/18/20,27.5,8.41,51.7,,F 24jun19 s wet
BVR,1,2019-06-27 12:00:00,0.1,R1,10/7/19,6.237309158,9.0203384,3.490621013,,
BVR,1,2019-06-27 12:00:00,0.1,R2,10/7/19,10.60980365,6.784649216,2.712491841,,
BVR,20,2019-06-27 12:00:00,0.1,R1,10/7/19,7.237682929,8.476747904,1.839353548,,
BVR,20,2019-06-27 12:00:00,0.1,R2,10/7/19,5.446197558,7.8121624,2.275901839,,
BVR,30,2019-06-27 12:00:00,0.1,R1,1/7/20,6.28,4.25,7.99,,
BVR,30,2019-06-27 12:00:00,0.1,R2,10/7/19,10.02853918,8.295518816,-2.43996706,,
BVR,45,2019-06-27 12:00:00,0.1,,10/7/19,9.609993768,6.814877584,2.818847005,,
BVR,50,2019-06-27 12:00:00,0.1,R1,1/7/20,7.29,5.56,2.04,,
BVR,50,2019-06-27 12:00:00,0.1,R2,1/7/20,4.5,4.96,2.02,,
BVR,50,2019-06-27 12:00:00,3,,10/21/19,3.87,2.78,7.38,,
BVR,50,2019-06-27 12:00:00,6,,10/7/19,18.1146576,7.0566884,2.852433361,,
BVR,50,2019-06-27 12:00:00,9,,10/7/19,507.4555032,8.325724784,4.873666589,,
BVR,50,2019-06-27 12:00:00,11,,1/7/20,1390,9.25,0.511,,
BVR,100,2019-06-27 12:00:00,0.1,R1,10/7/19,26.18982338,13.30357414,25.69767176,,
BVR,100,2019-06-27 12:00:00,0.1,R2,10/7/19,21.15573249,13.0926404,26.87921097,,
BVR,200,2019-06-27 12:00:00,0.1,,10/7/19,47.0230817,6.693961424,38.99331553,,
FCR,1,2019-06-27 12:00:00,0.1,R1,10/7/19,13.02725714,14.1169701,135.6649139,,
FCR,1,2019-06-27 12:00:00,0.1,R2,10/7/19,10.49355527,12.6104237,138.5448285,,
FCR,20,2019-06-27 12:00:00,0.1,,10/7/19,9.842522615,11.8567305,2.376649675,,
FCR,30,2019-06-27 12:00:00,0.1,R1,10/14/19,4.68,4.21,1.42,,
FCR,30,2019-06-27 12:00:00,0.1,R2,1/7/20,10.6,11.6,0.744,,
FCR,45,2019-06-27 12:00:00,0.1,R1,10/7/19,17.90567182,11.0122617,0.462820627,,
FCR,45,2019-06-27 12:00:00,0.1,R2,10/7/19,21.24856532,10.80108962,-0.320386843,,
FCR,50,2019-06-27 12:00:00,0.1,,1/7/20,23.9,10.5,2.66,,
FCR,50,2019-06-27 12:00:00,1.6,,1/1/19,7.45,15,3,MEL run,F27JunS1.6
FCR,50,2019-06-27 12:00:00,5,,10/7/19,13.30613114,8.778760544,6.498019125,,
FCR,50,2019-06-27 12:00:00,9,,10/14/19,129,1.8,4.63,,
FCR,99,2019-06-27 12:00:00,0.1,,10/14/19,12.6,6.83,92.5,,
FCR,100,2019-06-27 12:00:00,0.1,,10/14/19,10.4,8.67,99.5,,
FCR,101,2019-06-27 12:00:00,0.1,,10/14/19,6.76,9.21,88.9,,
FCR,102,2019-06-27 12:00:00,0.1,,10/14/19,11.9,2.79,25.9,,
FCR,200,2019-06-27 12:00:00,0.1,,10/14/19,26.8,5.92,48.3,,
FCR,50,2019-07-01 12:00:00,0.1,,3/18/20,9.47,8.08,1.25,,F 01jul19 s 0.1
FCR,50,2019-07-01 12:00:00,1.6,,1/1/19,10.1,11,3,MEL run,F1JulS1.6
FCR,50,2019-07-01 12:00:00,3.8,,10/7/19,9.266476947,7.191474887,0.479164259,,
FCR,50,2019-07-01 12:00:00,5,,10/7/19,89.0162312,6.032545944,0.536291933,,
FCR,50,2019-07-01 12:00:00,6.2,,3/18/20,71.2,5.56,2.3,,F 01jul19 s 6.2
FCR,50,2019-07-01 12:00:00,8,,10/7/19,99.6,4.5,3.9,,
FCR,50,2019-07-01 12:00:00,9,,10/7/19,421.0728344,3.837103182,3.377899346,,
FCR,100,2019-07-01 12:00:00,0.1,,3/18/20,6.27,18.5,170,,F 01jul19 s inf
BVR,50,2019-07-03 12:00:00,3,,3/18/20,5.36,1.53,2.99,,B 03jul19 s 3
BVR,50,2019-07-03 12:00:00,6,,3/18/20,9.98,2.92,2.29,,B 03jul19 s 6
BVR,50,2019-07-03 12:00:00,9,,3/18/20,340,4.7,3.16,,B 03jul19 s 9
BVR,50,2019-07-03 12:00:00,11,,10/21/19,139,1.63,0.944,,
FCR,50,2019-07-03 12:00:00,1.6,,1/1/19,7.58,12,127,MEL run,F3JulS1.6rerun
FCR,50,2019-07-03 12:00:00,3.8,,10/21/19,7.95,1.41,3.96,,
FCR,50,2019-07-08 12:00:00,0.1,,10/7/19,9.581031138,6.032545944,0.380490686,,
FCR,50,2019-07-08 12:00:00,1.6,,1/1/19,8.82,11,4,MEL run,F8JulS1.6
FCR,50,2019-07-08 12:00:00,3.8,,10/7/19,27.6,6.5,6,,
FCR,50,2019-07-08 12:00:00,5,,10/21/19,19.9,0.613,1.57,,
FCR,50,2019-07-08 12:00:00,6.2,,10/7/19,164.6,4.7,3.8,,
FCR,50,2019-07-08 12:00:00,8,,10/21/19,171,1.01,3.71,,
FCR,100,2019-07-08 12:00:00,0.1,,10/7/19,10.10526931,15.34860181,151.7954317,,
FCR,200,2019-07-08 12:00:00,0.1,,10/21/19,18.6,4.07,45.6,,
BVR,50,2019-07-11 12:00:00,0.1,,10/21/19,8.08,2.57,1.24,,
BVR,50,2019-07-11 12:00:00,3,,10/21/19,10.2,1.11,3.82,,
BVR,50,2019-07-11 12:00:00,9,,10/7/19,87.55824878,4.042327802,1.98027569,changed reservoir from FCR to BVR,
BVR,50,2019-07-11 12:00:00,11,,10/21/19,186,2.82,1.34,,
FCR,50,2019-07-15 12:00:00,1.6,,1/1/19,4.1,13,1,MEL run,F15JulS1.6
FCR,50,2019-07-15 12:00:00,3.8,,10/7/19,9.5,5.3,2,,
FCR,50,2019-07-15 12:00:00,5,,10/7/19,22.2,6.4,19.6,,
FCR,50,2019-07-15 12:00:00,6.2,,10/21/19,106,4.66,3.66,,
FCR,50,2019-07-15 12:00:00,8,,10/14/19,122,1.37,3.4,,
FCR,50,2019-07-15 12:00:00,9,,10/7/19,147.3658297,7.268249344,5.88181753,,
FCR,100,2019-07-15 12:00:00,0.1,,10/14/19,11,12.9,163,,
FCR,200,2019-07-15 12:00:00,0.1,,10/7/19,27,10.4,49.6,,
BVR,1,2019-07-18 12:00:00,0.1,,10/14/19,10.3,0.983,0.601,,
BVR,20,2019-07-18 12:00:00,0.1,,10/14/19,4.9,1.75,1.08,,
BVR,30,2019-07-18 12:00:00,0.1,,10/14/19,7.16,1.15,1.56,,
BVR,45,2019-07-18 12:00:00,0.1,,10/14/19,6.08,1.27,0.808,,
BVR,50,2019-07-18 12:00:00,0.1,,10/14/19,9.83,1.35,0.853,,
BVR,50,2019-07-18 12:00:00,0.1,,3/18/20,1.43,4.38,0.217,,B 18jul19 50 s r1
BVR,50,2019-07-18 12:00:00,3,,3/18/20,2.46,3.42,-4.8,,B 18jul19 s 3
BVR,50,2019-07-18 12:00:00,6,,10/21/19,53,4.64,1.62,,
BVR,50,2019-07-18 12:00:00,11,,10/21/19,195,3.47,2.12,,
BVR,100,2019-07-18 12:00:00,0.1,,10/14/19,33.3,6.21,23.7,,
BVR,200,2019-07-18 12:00:00,0.1,,1/7/20,56.6,1.27,38.9,,
FCR,1,2019-07-18 12:00:00,0.1,,10/14/19,11.5,5.29,132,,
FCR,20,2019-07-18 12:00:00,0.1,R1,1/7/20,4.23,9.14,0.524,,
FCR,20,2019-07-18 12:00:00,0.1,R2,1/7/20,4.9,7.54,-1.19,,
FCR,30,2019-07-18 12:00:00,0.1,,10/14/19,3.42,3.68,2.12,,
FCR,45,2019-07-18 12:00:00,0.1,,10/14/19,6.69,5.07,1.74,,
FCR,50,2019-07-18 12:00:00,0.1,,10/14/19,17.2,4.98,5.24,,
