No. ,Hole  Pos.,Weight  [mg],Name  ,Method  ,N  Area,C  Area,N  [%],C  [%],N  Factor,C  Factor,N  Blank,C  Blank,C/N  ratio,Memo  ,Info  ,Date,Time
24,24,20,f14sep21_4m_f3,very low,5243,11038,8.704,16.879,0.9474,0.9902,0,0,1.9393,,,1/24/23,4:25:01 PM
25,25,20,b21sep21_10m_f3,very low,6220,9750,10.267,14.933,0.9474,0.9902,0,0,1.4546,,,1/24/23,4:35:44 PM
26,26,20,b21sep21_5m_f3,very low,3476,9696,5.878,14.85,0.9474,0.9902,0,0,2.5265,,,1/24/23,4:46:31 PM
27,27,20,f27sep21_8m_f3,very low,8894,22091,14.548,33.598,0.9474,0.9902,0,0,2.3095,,,1/24/23,4:57:15 PM
28,28,20,f27sep21_4m_f4,very low,5814,11088,9.617,16.956,0.9474,0.9902,0,0,1.763,,,1/24/23,5:08:02 PM
29,29,10.78,aa as unknown,very low,3221,12789,10.149,36.23,0.9474,0.9902,0,0,3.5697,,,1/24/23,5:18:49 PM
30,30,20,f11oct21_8m_f3,very low,7547,18517,12.39,28.191,0.9474,0.9902,0,0,2.2752,,,1/24/23,5:29:38 PM
31,31,20,f11oct21_4m_f3,very low,4345,9288,7.268,14.234,0.9474,0.9902,0,0,1.9585,,,1/24/23,5:40:23 PM
32,32,20,b12oct21_10m_f3,very low,6960,12175,11.45,18.6,0.9474,0.9902,0,0,1.6244,,,1/24/23,5:51:08 PM
33,33,20,b12oct21_5m_f3,very low,4475,9541,7.476,14.617,0.9474,0.9902,0,0,1.9553,,,1/24/23,6:01:55 PM
34,34,20,f25oct21_8m_r2f3_r1f4,very low,6540,17552,10.779,26.731,0.9474,0.9902,0,0,2.4799,,,1/24/23,6:12:44 PM
35,35,20,f25oct21_4m_f3,very low,4516,7424,7.541,11.416,0.9474,0.9902,0,0,1.514,,,1/24/23,6:23:30 PM
36,36,20,b26oct21_10m_f3,very low,3513,7044,5.937,10.841,0.9474,0.9902,0,0,1.826,,,1/24/23,6:34:19 PM
37,37,20,b26oct21_5m_r2f3_r1f4,very low,5413,8013,8.975,12.306,0.9474,0.9902,0,0,1.3711,,,1/24/23,6:45:06 PM
38,38,20,f8nov21_8m_f3,very low,7832,23305,12.848,35.434,0.9474,0.9902,0,0,2.758,,,1/24/23,6:55:57 PM
39,39,20,f8nov21_4m_f3,very low,7735,11122,12.692,17.007,0.9474,0.9902,0,0,1.34,,,1/24/23,7:06:46 PM
40,40,9.66,aa as unknown,very low,3162,11484,11.131,36.345,0.9474,0.9902,0,0,3.2653,,,1/24/23,7:17:32 PM
41,41,20,b9nov21_5m_f3,very low,4843,10404,8.064,15.921,0.9474,0.9902,0,0,1.9743,,,1/24/23,7:28:20 PM
42,42,20,b22nov21_5m_f3,very low,6499,9852,10.714,15.086,0.9474,0.9902,0,0,1.4081,,,1/24/23,7:39:11 PM
43,43,20,b9nov21_10m_f3,very low,3743,13524,6.304,20.639,0.9474,0.9902,0,0,3.2738,,,1/24/23,7:49:56 PM
44,44,20,f22nov21_4m_f3,very low,4600,12465,7.675,19.038,0.9474,0.9902,0,0,2.4804,,,1/24/23,8:00:42 PM
45,45,20,b22nov21_10m_f3,very low,5320,4704,8.827,6.906,0.9474,0.9902,0,0,0.7824,,,1/24/23,8:11:27 PM
46,46,20,f22nov21_8m_f3,very low,6387,17291,10.534,26.336,0.9474,0.9902,0,0,2.5001,,,1/24/23,8:22:15 PM
47,47,20,b6dec21_5m_f3,very low,3459,9164,5.85,14.046,0.9474,0.9902,0,0,2.401,,,1/24/23,8:33:01 PM
48,48,20,b6dec21_10m_f3,very low,6279,4832,10.361,7.071,0.9474,0.9902,0,0,0.6824,,,1/24/23,8:43:49 PM
49,49,20,f6dec21_8m_f3,very low,4865,6369,8.099,9.822,0.9474,0.9902,0,0,1.2128,,,1/24/23,8:54:36 PM
50,50,20,f6dec21_4m_f3,very low,4960,9720,8.25,14.887,0.9474,0.9902,0,0,1.8044,,,1/24/23,9:05:25 PM
51,51,10,aa as unknown,very low,3137,11804,10.673,36.076,0.9474,0.9902,0,0,3.38,,,1/24/23,9:16:12 PM
52,52,20,b2jul20_4m_f3,very low,4269,6777,7.146,10.437,0.9474,0.9902,0,0,1.4605,,,1/24/23,9:26:56 PM
53,53,20,b2jul20_8m_f3,very low,3977,7535,6.679,11.585,0.9474,0.9902,0,0,1.7345,,,1/24/23,9:37:45 PM
54,54,20,f6jul20_4m_f3,very low,3688,10088,6.218,15.444,0.9474,0.9902,0,0,2.484,,,1/24/23,9:48:35 PM
55,55,20,b17jul20_4m_f3,very low,3042,7621,5.185,11.713,0.9474,0.9902,0,0,2.2593,,,1/24/23,9:59:24 PM
56,56,20,f6jul20_8m_f3,very low,6518,15824,10.743,24.117,0.9474,0.9902,0,0,2.2448,,,1/24/23,10:10:02 PM
57,57,20,b17jul20_8m_f3,very low,5108,7480,8.487,11.5,0.9474,0.9902,0,0,1.355,,,1/24/23,10:20:43 PM
58,58,628.36,internal reference zzyzx,very low,433,4862,0.025,0.226,0.9474,0.9902,0,0,9.1098,,,1/24/23,10:31:22 PM
59,59,658.16,internal reference zzyzx,very low,359,5019,0.019,0.222,0.9474,0.9902,0,0,11.3898,,,1/24/23,10:42:03 PM
60,60,601.35,internal reference zzyzx,very low,463,4681,0.028,0.229,0.9474,0.9902,0,0,8.2242,,,1/24/23,10:52:46 PM
61,61,10.07,aa as unknown,very low,3185,12711,10.75,38.551,0.9474,0.9902,0,0,3.586,,,1/24/23,11:03:26 PM
62,62,0,,,0,0,0,0,0.9474,0.9902,0,0,0,,,,
