"Sample ID","Type","WL750.0","WL665.0","WL664.0","WL663.0","WL647.0","WL630.0","WL490.0","WL384.0","Comments"
"before_35","Unknown",-0.002,0.023,0.024,0.023,0.009,0.004,0.010,0.035,""
"after_35","Unknown",-0.002,0.014,0.014,0.014,0.004,0.000,0.007,0.035,""
"before_36","Unknown",-0.004,0.023,0.023,0.023,0.006,0.002,0.009,0.028,""
"after_36","Unknown",-0.003,0.012,0.012,0.012,0.001,-0.002,0.007,0.031,""
"before_37","Unknown",-0.003,0.118,0.117,0.115,0.030,0.022,0.095,0.126,""
"after_37","Unknown",-0.002,0.066,0.065,0.063,0.014,0.005,0.089,0.145,""
"before_38","Unknown",-0.002,0.230,0.229,0.225,0.065,0.045,0.172,0.248,""
"after_38","Unknown",-0.001,0.135,0.133,0.129,0.034,0.015,0.161,0.285,""
"before_39","Unknown",-0.001,0.067,0.067,0.066,0.026,0.015,0.030,0.090,""
"after_39","Unknown",-0.001,0.042,0.042,0.041,0.016,0.006,0.025,0.096,""
"before_40","Unknown",-0.003,0.011,0.011,0.011,0.002,0.000,0.005,0.020,""
"after_40","Unknown",-0.002,0.007,0.007,0.006,0.000,-0.002,0.004,0.020,""
"before_41","Unknown",-0.004,0.017,0.017,0.016,0.003,-0.001,0.004,0.020,""
"after_41","Unknown",-0.003,0.010,0.010,0.009,0.000,-0.003,0.002,0.021,""
