Reservoir,Date,Site,Duration_days,Depth_m,CombinedXSA_m2,Filter1ID,Filter2ID,CombinedCollectionVol_L,CombinedFilterVol_L,CombinedSedMass_g,ICPTFe_mgL,ICPTMn_mgL,AcidVol_L,DilutionFactor,TFe_g,TMn_g,TFeFlux_gm2d,TMnFlux_gm2d,TOC_g,TN_g,TOCFlux_gm2d,TNFlux_gm2d,Flag_Filter2ID,Flag_CombinedCollectionVol_L,Flag_CombinedSedMass_g,Flag_TOC_g,Flag_TN_g,Flag_ICPTFe_mgL,Flag_ICPTMn_mgL,Flag_Duration_days
BVR,8/9/21,50,14,5,0.008143,B_sed_5m_R1_F3_09Aug21,B_sed_5m_R2_F3_09Aug21,3.476,0.286,0.013,NA,NA,NA,NA,NA,NA,NA,NA,0.035601046,0.027054462,0.3122844,0.237315675,1,1,1,1,1,2,2,1
BVR,8/9/21,50,14,5,0.008143,B_sed_5m_R1_F1_09Aug21,B_sed_5m_R1_F2_09Aug21,3.538,0.298,0.014,9.156824237,0.988613829,0.01,20,0.021742848,0.00234746,0.190723395,0.020591395,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/9/21,50,14,5,0.008143,B_sed_5m_R2_F1_09Aug21,B_sed_5m_R2_F2_09Aug21,3.414,0.28,0.012,5.893538107,0.871833604,0.01,20,0.014371814,0.002126029,0.126066329,0.018649046,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/9/21,50,14,10,0.008143,B_sed_10m_R1_F1_09Aug21,B_sed_10m_R1_F2_09Aug21,3.6,0.132,0.016,19.19400022,0.399746876,0.01,20,0.104694547,0.002180438,0.918357105,0.019126309,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/9/21,50,14,10,0.008143,B_sed_10m_R2_F1_09Aug21,B_sed_10m_R2_F2_09Aug21,3.528,0.168,0.015,21.91995946,0.448776475,0.01,20,0.09206383,0.001884861,0.807563286,0.01653358,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/16/21,50,14,8,0.008143,F_sed_8m_R1_F3_16Aug21,F_sed_8m_R2_F3_16Aug21,3.611,0.148,0.057,NA,NA,NA,NA,NA,NA,NA,NA,0.205334147,0.06626673,1.801145132,0.581276905,1,1,1,1,1,2,2,1
FCR,8/16/21,50,14,4,0.008143,F_sed_4m_R1_F3_16Aug21,F_sed_4m_R2_F3_16Aug21,3.303,0.292,0.015,NA,NA,NA,NA,NA,NA,NA,NA,0.04102507,0.036903107,0.359862721,0.323705785,1,1,1,1,1,2,2,1
FCR,8/16/21,50,14,4,0.008143,F_sed_4m_R1_F1_16Aug21,F_sed_4m_R1_F2_16Aug21,3.528,0.3,0.018,8.177464292,0.467731939,0.01,20,0.019233396,0.001100106,0.16871104,0.009649879,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/16/21,50,14,4,0.008143,F_sed_4m_R2_F1_16Aug21,F_sed_4m_R2_F2_16Aug21,3.078,0.302,0.015,8.318434493,0.356416639,0.01,20,0.016956385,0.000726523,0.14873761,0.006372901,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/16/21,50,14,8,0.008143,F_sed_8m_R1_F1_16Aug21,F_sed_8m_R1_F2_16Aug21,3.626,0.125,0.061,104.2474855,0.661102679,0.01,20,0.604802212,0.003835453,5.305189489,0.033643737,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/16/21,50,14,8,0.008143,F_sed_8m_R2_F1_16Aug21,F_sed_8m_R2_F2_16Aug21,3.596,0.147,0.065,112.4988065,0.766046458,0.01,20,0.550402324,0.003747895,4.828005861,0.032875698,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/23/21,50,14,10,0.008143,B_sed_10m_R1_F3_23Aug21,B_sed_10m_R2_F3_23Aug21,3.538,0.192,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.071460229,0.043860144,0.626833118,0.384731353,1,1,1,1,1,2,2,1
BVR,8/23/21,50,14,5,0.008143,B_sed_5m_R1_F3_23Aug21,B_sed_5m_R2_F3_23Aug21,3.569,0.3,0.018,NA,NA,NA,NA,NA,NA,NA,NA,0.046178101,0.032256622,0.405063958,0.282947861,1,1,1,1,1,2,2,1
BVR,8/23/21,50,14,5,0.008143,B_sed_5m_R1_F1_23Aug21,B_sed_5m_R1_F2_23Aug21,3.546,0.3,0.015,10.78381157,0.473804614,0.01,20,0.025492931,0.001120074,0.223618275,0.009825039,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/23/21,50,14,5,0.008143,B_sed_5m_R2_F1_23Aug21,B_sed_5m_R2_F2_23Aug21,3.592,0.293,0.012,5.455101298,0.975425287,0.01,20,0.013375238,0.002391623,0.117324592,0.020978781,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/23/21,50,14,10,0.008143,B_sed_10m_R1_F1_23Aug21,B_sed_10m_R1_F2_23Aug21,3.498,0.179,0.018,23.2407025,0.211081439,0.01,20,0.090833494,0.000824986,0.796771059,0.007236596,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,8/23/21,50,14,10,0.008143,B_sed_10m_R2_F1_23Aug21,B_sed_10m_R2_F2_23Aug21,3.578,0.15,0.016,31.64064628,0.295135701,0.01,20,0.150946977,0.001407994,1.324073056,0.012350608,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/31/21,50,15,8,0.008143,F_sed_8m_R1_F3_31Aug21,F_sed_8m_R2_F3_31Aug21,3.639,0.148,0.022,NA,NA,NA,NA,NA,NA,NA,NA,0.10714888,0.067429686,0.8772269,0.552046228,1,1,1,1,1,2,2,1
FCR,8/31/21,50,15,4,0.008143,F_sed_4m_R1_F3_31Aug21,F_sed_4m_R2_F3_31Aug21,3.633,0.3,0.015,NA,NA,NA,NA,NA,NA,NA,NA,0.03985401,0.02960895,0.326284416,0.242408203,1,1,1,1,1,2,2,1
FCR,8/31/21,50,15,4,0.008143,F_sed_4m_R1_F1_31Aug21,F_sed_4m_R1_F2_31Aug21,3.622,0.302,0.012,8.176303347,0.311522216,0.01,20,0.019612298,0.000747241,0.160565709,0.006117653,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/31/21,50,15,4,0.008143,F_sed_4m_R2_F1_31Aug21,F_sed_4m_R2_F2_31Aug21,3.644,0.304,0.012,8.096912223,0.403772702,0.01,20,0.019411282,0.000967992,0.158919986,0.007924941,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/31/21,50,15,8,0.008143,F_sed_8m_R1_F1_31Aug21,F_sed_8m_R1_F2_31Aug21,3.646,0.15,0.019,48.96782209,0.670174492,0.01,20,0.238048906,0.003257942,1.948904219,0.026672738,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,8/31/21,50,15,8,0.008143,F_sed_8m_R2_F1_31Aug21,F_sed_8m_R2_F2_31Aug21,3.632,0.148,0.026,38.38668618,0.576929361,0.01,20,0.188406006,0.002831632,1.542478249,0.023182543,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/6/21,50,13,10,0.008143,B_sed_10m_R1_F3_06Sep21,B_sed_10m_R2_F3_06Sep21,3.493,0.16,0.015,NA,NA,NA,NA,NA,NA,NA,NA,0.055962226,0.054237558,0.528648733,0.512356602,1,1,1,1,1,2,2,1
BVR,9/6/21,50,13,5,0.008143,B_sed_5m_R1_F3_06Sep21,B_sed_5m_R2_F3_06Sep21,3.505,0.304,0.013,NA,NA,NA,NA,NA,NA,NA,NA,0.033793273,0.011462734,0.319229097,0.108283033,1,1,1,1,1,2,2,1
BVR,9/6/21,50,13,5,0.008143,B_sed_5m_R1_F1_06Sep21,B_sed_5m_R1_F2_06Sep21,3.518,0.3,0.008,3.043294045,0.850569889,0.01,20,0.007137539,0.00199487,0.067424961,0.018844594,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/6/21,50,13,5,0.008143,B_sed_5m_R2_F1_06Sep21,B_sed_5m_R2_F2_06Sep21,3.492,0.298,0.014,10.97922403,0.838730326,0.01,20,0.025731175,0.001965669,0.24307026,0.018568744,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/6/21,50,13,10,0.008143,B_sed_10m_R1_F1_06Sep21,B_sed_10m_R1_F2_06Sep21,3.496,0.16,0.012,18.23884303,0.119164561,0.01,20,0.079703744,0.000520749,0.752923644,0.004919271,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/6/21,50,13,10,0.008143,B_sed_10m_R2_F1_06Sep21,B_sed_10m_R2_F2_06Sep21,3.49,0.168,0.017,21.84306921,0.141791639,0.01,20,0.090752752,0.00058911,0.857298405,0.005565049,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/14/21,50,14,8,0.008143,F_sed_8m_R1_F3_14Sep21,F_sed_8m_R2_F3_14Sep21,3.46,0.144,0.033,NA,NA,NA,NA,NA,NA,NA,NA,0.137068861,0.04671,1.202337337,0.409729654,1,1,1,1,1,2,2,1
FCR,9/14/21,50,14,4,0.008143,F_sed_4m_R1_F3_14Sep21,F_sed_4m_R2_F3_14Sep21,2.691,0.302,0.015,NA,NA,NA,NA,NA,NA,NA,NA,0.03008039,0.015511566,0.263858442,0.136063977,1,1,1,1,1,2,2,1
FCR,9/14/21,50,14,4,0.008143,F_sed_4m_R1_F1_14Sep21,F_sed_4m_R1_F2_14Sep21,3.506,0.296,0.008,4.348013742,0.135960815,0.01,20,0.010300092,0.00032208,0.090350099,0.002825215,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/14/21,50,14,4,0.008143,F_sed_4m_R2_F1_14Sep21,F_sed_4m_R2_F2_14Sep21,1.876,0.296,0.018,6.2391704,0.226205062,0.01,20,0.00790857,0.00028673,0.069372204,0.002515133,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/14/21,50,14,8,0.008143,F_sed_8m_R1_F1_14Sep21,F_sed_8m_R1_F2_14Sep21,3.334,0.138,0.034,57.81452187,0.513122072,0.01,20,0.279353067,0.002479346,2.450422506,0.021748271,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/14/21,50,14,8,0.008143,F_sed_8m_R2_F1_14Sep21,F_sed_8m_R2_F2_14Sep21,3.586,0.138,0.03,53.75097423,0.491672467,0.01,20,0.279349266,0.002555272,2.450389169,0.022414271,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/21/21,50,15,10,0.008143,B_sed_10m_R1_F3_21Sep21,B_sed_10m_R2_F3_21Sep21,3.488,0.16,0.016,NA,NA,NA,NA,NA,NA,NA,NA,0.06510788,0.04476412,0.533037619,0.366483442,1,1,1,1,1,2,2,1
BVR,9/21/21,50,15,5,0.008143,B_sed_5m_R1_F3_21Sep21,B_sed_5m_R2_F3_21Sep21,3.563,0.308,0.009,NA,NA,NA,NA,NA,NA,NA,NA,0.0343575,0.013599555,0.281284539,0.111339429,1,1,1,1,1,2,2,1
BVR,9/21/21,50,15,5,0.008143,B_sed_5m_R1_F1_21Sep21,B_sed_5m_R1_F2_21Sep21,3.528,0.3,0.009,2.670649976,0.487092112,0.01,20,0.006281369,0.001145641,0.051425509,0.00937935,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/21/21,50,15,5,0.008143,B_sed_5m_R2_F1_21Sep21,B_sed_5m_R2_F2_21Sep21,3.598,0.298,0.009,4.086484022,0.287520618,0.01,20,0.009867899,0.000694295,0.080788399,0.005684185,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/21/21,50,15,10,0.008143,B_sed_10m_R1_F1_21Sep21,B_sed_10m_R1_F2_21Sep21,3.53,0.16,0.014,24.19745471,0.148521543,0.01,20,0.106771269,0.000655351,0.874135404,0.005365355,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,9/21/21,50,15,10,0.008143,B_sed_10m_R2_F1_21Sep21,B_sed_10m_R2_F2_21Sep21,3.446,0.168,0.01,24.85132904,0.160778117,0.01,20,0.101949619,0.000659573,0.834660599,0.005399919,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/27/21,50,13,8,0.008143,F_sed_8m_R1_F3_27Sep21,F_sed_8m_R2_F3_27Sep21,3.54,0.158,0.041,NA,NA,NA,NA,NA,NA,NA,NA,0.150553063,0.065189772,1.422203717,0.615817003,1,1,1,1,1,2,2,1
FCR,9/27/21,50,13,4,0.008143,F_sed_4m_R1_F4_27Sep21,F_sed_4m_R2_F4_27Sep21,3.52,0.3,0.016,NA,NA,NA,NA,NA,NA,NA,NA,0.03979008,0.022567893,0.375878102,0.213188235,1,1,1,1,1,2,2,1
FCR,9/27/21,50,13,4,0.0040715,F_sed_4m_R1_F3_27Sep21,NA,1.786,0.15,0.01,2.383881645,0.117959368,0.01,20,0.005676817,0.000280901,0.107252417,0.00530707,NA,NA,NA,NA,2,2,2,2,2,1,1,1
FCR,9/27/21,50,13,4,0.0040715,F_sed_4m_R2_F3_27Sep21,NA,1.734,0.15,0.007,1.748082244,0.107976828,0.01,20,0.004041566,0.000249642,0.076357535,0.004716508,NA,NA,NA,NA,2,2,2,2,2,1,1,1
FCR,9/27/21,50,13,8,0.008143,F_sed_8m_R1_F1_27Sep21,F_sed_8m_R1_F2_27Sep21,3.58,0.16,0.038,52.79785194,0.348075875,0.01,20,0.236270387,0.00155764,2.231934814,0.014714285,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,9/27/21,50,13,8,0.008143,F_sed_8m_R2_F1_27Sep21,F_sed_8m_R2_F2_27Sep21,3.5,0.162,0.047,56.66570524,0.357800176,0.01,20,0.244851813,0.00154605,2.312999488,0.014604806,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/11/21,50,14,8,0.008143,F_sed_8m_R1_F3_11Oct21,F_sed_8m_R2_F3_11Oct21,3.582,0.16,0.033,NA,NA,NA,NA,NA,NA,NA,NA,0.126225203,0.055476225,1.107219194,0.486625015,1,1,1,1,1,2,2,1
FCR,10/11/21,50,14,4,0.008143,F_sed_4m_R1_F3_11Oct21,F_sed_4m_R2_F3_11Oct21,3.577,0.284,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.035855646,0.018308194,0.314517697,0.160595379,1,1,1,1,1,2,2,1
FCR,10/11/21,50,14,4,0.008143,F_sed_4m_R1_F1_11Oct21,F_sed_4m_R1_F2_11Oct21,3.566,0.28,0.011,2.946121844,0.194858869,0.01,20,0.007504193,0.000496333,0.065825101,0.004353725,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/11/21,50,14,4,0.008143,F_sed_4m_R2_F1_11Oct21,F_sed_4m_R2_F2_11Oct21,3.588,0.278,0.009,2.484874679,0.192239315,0.01,20,0.006414194,0.000496226,0.056263877,0.004352787,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/11/21,50,14,8,0.008143,F_sed_8m_R1_F1_11Oct21,F_sed_8m_R1_F2_11Oct21,3.624,0.164,0.032,37.93797576,0.5820543,0.01,20,0.167667347,0.002572396,1.470740395,0.022564482,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/11/21,50,14,8,0.008143,F_sed_8m_R2_F1_11Oct21,F_sed_8m_R2_F2_11Oct21,3.54,0.162,0.031,41.14439433,0.664414907,0.01,20,0.179816242,0.002903739,1.577307783,0.02547095,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/12/21,50,21,10,0.008143,B_sed_10m_R1_F3_12Oct21,B_sed_10m_R2_F3_12Oct21,3.533,0.164,0.024,NA,NA,NA,NA,NA,NA,NA,NA,0.08013878,0.049332744,0.468639617,0.288490517,1,1,1,1,1,2,2,1
BVR,10/12/21,50,21,5,0.008143,B_sed_5m_R1_F3_12Oct21,B_sed_5m_R2_F3_12Oct21,3.599,0.282,0.018,NA,NA,NA,NA,NA,NA,NA,NA,0.037309633,0.019082357,0.218181163,0.111590776,1,1,1,1,1,2,2,1
BVR,10/12/21,50,21,5,0.008143,B_sed_5m_R1_F1_12Oct21,B_sed_5m_R1_F2_12Oct21,3.578,0.282,0.013,4.583146664,0.428540217,0.01,20,0.011630141,0.001087459,0.068011327,0.006359297,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/12/21,50,21,5,0.008143,B_sed_5m_R2_F1_12Oct21,B_sed_5m_R2_F2_12Oct21,3.62,0.28,0.014,5.266689752,0.291009811,0.01,20,0.013618155,0.000752468,0.079636936,0.004400322,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/12/21,50,21,10,0.008143,B_sed_10m_R1_F1_12Oct21,B_sed_10m_R1_F2_12Oct21,3.588,0.164,0.015,18.99717456,0.118787382,0.01,20,0.083124222,0.000519767,0.486098035,0.003039521,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/12/21,50,21,10,0.008143,B_sed_10m_R2_F1_12Oct21,B_sed_10m_R2_F2_12Oct21,3.478,0.162,0.014,16.89601532,0.123382434,0.01,20,0.07254857,0.000529783,0.424253197,0.003098091,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/25/21,50,14,8,0.008143,F_sed_8m_R2_F3_25Oct21,F_sed_8m_R1_F4_25Oct21,3.966,0.158,0.039,NA,NA,NA,NA,NA,NA,NA,NA,0.134196387,0.054113309,1.177140641,0.47466982,1,1,1,1,1,2,2,1
FCR,10/25/21,50,14,4,0.008143,F_sed_4m_R1_F3_25Oct21,F_sed_4m_R2_F3_25Oct21,3.645,0.28,0.008,NA,NA,NA,NA,NA,NA,NA,NA,0.029722371,0.019633532,0.260717982,0.172220945,1,1,1,1,1,2,2,1
FCR,10/25/21,50,14,4,0.008143,F_sed_4m_R1_F1_25Oct21,F_sed_4m_R1_F2_25Oct21,3.654,0.282,0.009,4.934213323,1.075925043,0.01,20,0.012786961,0.002788248,0.11216436,0.024457889,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/25/21,50,14,4,0.008143,F_sed_4m_R2_F1_25Oct21,F_sed_4m_R2_F2_25Oct21,3.636,0.278,0.008,4.364048001,0.977363491,0.01,20,0.011415596,0.002556614,0.100135051,0.022426046,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,10/25/21,50,14,8,0.0040715,F_sed_8m_R1_F3_25Oct21,NA,1.788,0.08,0.019,31.74703166,0.476146378,0.01,20,0.141909232,0.002128374,2.489591964,0.037339245,NA,NA,NA,NA,2,2,2,2,2,1,1,1
FCR,10/25/21,50,14,8,0.008143,F_sed_8m_R2_F1_25Oct21,F_sed_8m_R2_F2_25Oct21,4.356,0.558,0.039,59.16293138,0.984738321,0.01,20,0.092370512,0.001537462,0.810253436,0.013486276,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/26/21,50,14,10,0.008143,B_sed_10m_R1_F3_26Oct21,B_sed_10m_R2_F3_26Oct21,3.666,0.16,0.015,NA,NA,NA,NA,NA,NA,NA,NA,0.049678883,0.027206303,0.435772026,0.23864759,1,1,1,1,1,2,2,1
BVR,10/26/21,50,14,5,0.008143,B_sed_5m_R2_F3_26Oct21,B_sed_5m_R1_F4_26Oct21,3.546,0.28,0.014,NA,NA,NA,NA,NA,NA,NA,NA,0.03116934,0.022732393,0.273410466,0.199403457,1,1,1,1,1,2,2,1
BVR,10/26/21,50,14,5,0.0040715,B_sed_5m_R1_F3_26Oct21,NA,1.766,0.138,0.005,4.069757212,1.068403115,0.01,20,0.010416219,0.002734493,0.182737481,0.047972713,NA,NA,NA,NA,2,2,2,2,2,1,1,1
BVR,10/26/21,50,14,5,0.008143,B_sed_5m_R2_F1_26Oct21,B_sed_5m_R2_F2_26Oct21,3.56,0.278,0.012,6.985383707,1.840876745,0.01,20,0.017890623,0.004714763,0.156932536,0.041356849,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/26/21,50,14,10,0.008143,B_sed_10m_R1_F1_26Oct21,B_sed_10m_R1_F2_26Oct21,3.596,0.158,0.011,21.49278699,0.117620185,0.01,20,0.09783299,0.000535395,0.858169066,0.004696366,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,10/26/21,50,14,10,0.008143,B_sed_10m_R2_F1_26Oct21,B_sed_10m_R2_F2_26Oct21,3.736,0.158,0.017,22.65002638,0.151228846,0.01,20,0.107114555,0.000715178,0.939584877,0.006273385,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/8/21,50,14,8,0.008143,F_sed_8m_R1_F3_08Nov21,F_sed_8m_R2_F3_08Nov21,3.559,0.16,0.051,NA,NA,NA,NA,NA,NA,NA,NA,0.157637008,0.05715754,1.382756509,0.501373134,1,1,1,1,1,2,2,1
FCR,11/8/21,50,14,4,0.008143,F_sed_4m_R1_F3_08Nov21,F_sed_4m_R2_F3_08Nov21,3.076,0.3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.034875688,0.026027061,0.305921721,0.22830355,1,1,1,1,1,2,2,1
FCR,11/8/21,50,14,4,0.008143,F_sed_4m_R1_F1_08Nov21,F_sed_4m_R1_F2_08Nov21,3.556,0.3,0.018,12.19809128,3.978612057,0.01,20,0.028917608,0.009431963,0.253658781,0.082735066,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/8/21,50,14,4,0.008143,F_sed_4m_R2_F1_08Nov21,F_sed_4m_R2_F2_08Nov21,2.596,0.298,0.021,13.42979924,4.030840154,0.01,20,0.023398496,0.00702286,0.205246363,0.061602952,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/8/21,50,14,8,0.008143,F_sed_8m_R1_F1_08Nov21,F_sed_8m_R1_F2_08Nov21,3.584,0.16,0.054,55.28782646,1.188794909,0.01,20,0.247689463,0.005325801,2.172676466,0.046716735,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/8/21,50,14,8,0.008143,F_sed_8m_R2_F1_08Nov21,F_sed_8m_R2_F2_08Nov21,3.534,0.16,0.058,58.82002403,1.36001593,0.01,20,0.259837456,0.00600787,2.279235945,0.052699693,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/9/21,50,14,5,0.008143,B_sed_5m_R1_F3_09Nov21,B_sed_5m_R2_F3_09Nov21,3.481,0.302,0.021,NA,NA,NA,NA,NA,NA,NA,NA,0.03670265,0.018589923,0.321947419,0.163066641,1,1,1,1,1,2,2,1
BVR,11/9/21,50,14,10,0.008143,B_sed_10m_R1_F3_09Nov21,B_sed_10m_R2_F3_09Nov21,3.576,0.16,0.029,NA,NA,NA,NA,NA,NA,NA,NA,0.09225633,0.02817888,0.809251855,0.247178821,1,1,1,1,1,2,2,1
BVR,11/9/21,50,14,5,0.008143,B_sed_5m_R1_F1_09Nov21,B_sed_5m_R1_F2_09Nov21,3.52,0.3,0.026,21.7625842,2.206394428,0.01,20,0.051069531,0.005177672,0.447970482,0.045417381,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/9/21,50,14,5,0.008143,B_sed_5m_R2_F1_09Nov21,B_sed_5m_R2_F2_09Nov21,3.442,0.302,0.022,19.40504949,1.80612113,0.01,20,0.044233232,0.004116999,0.388004,0.036113395,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/9/21,50,14,10,0.008143,B_sed_10m_R1_F1_09Nov21,B_sed_10m_R1_F2_09Nov21,3.59,0.158,0.024,46.66514679,0.497837733,0.01,20,0.212060604,0.002262326,1.860148101,0.019844616,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/9/21,50,14,10,0.008143,B_sed_10m_R2_F1_09Nov21,B_sed_10m_R2_F2_09Nov21,3.562,0.158,0.03,27.06692419,0.299637567,0.01,20,0.122040992,0.001351024,1.07051624,0.01185088,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/22/21,50,13,5,0.008143,B_sed_5m_R1_F3_22Nov21,B_sed_5m_R2_F3_22Nov21,3.331,0.281,0.021,NA,NA,NA,NA,NA,NA,NA,NA,0.035766168,0.025400949,0.337866105,0.239950779,1,1,1,1,1,2,2,1
FCR,11/22/21,50,14,4,0.008143,F_sed_4m_R1_F3_22Nov21,F_sed_4m_R2_F3_22Nov21,3.051,0.28,0.024,NA,NA,NA,NA,NA,NA,NA,NA,0.041489241,0.016726018,0.363934329,0.146716881,1,1,1,1,1,2,2,1
BVR,11/22/21,50,13,10,0.008143,B_sed_10m_R1_F3_22Nov21,B_sed_10m_R2_F3_22Nov21,3.306,0.12,0.011,NA,NA,NA,NA,NA,NA,NA,NA,0.03805206,0.04863677,0.359459848,0.459448606,1,1,1,1,1,2,2,1
FCR,11/22/21,50,14,8,0.008143,F_sed_8m_R1_F3_22Nov21,F_sed_8m_R2_F3_22Nov21,2.971,0.14,0.043,NA,NA,NA,NA,NA,NA,NA,NA,0.111777509,0.044709306,0.98048726,0.392180012,1,1,1,1,1,2,2,1
FCR,11/22/21,50,14,4,0.008143,F_sed_4m_R1_F1_22Nov21,F_sed_4m_R1_F2_22Nov21,3.142,0.28,0.023,13.01536799,2.20013535,0.01,20,0.029210204,0.004937732,0.256225368,0.043312682,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/22/21,50,14,4,0.008143,F_sed_4m_R2_F1_22Nov21,F_sed_4m_R2_F2_22Nov21,2.96,0.28,0.024,12.75546746,2.194263635,0.01,20,0.026968703,0.0046393,0.236563417,0.040694902,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/22/21,50,14,8,0.008143,F_sed_8m_R1_F1_22Nov21,F_sed_8m_R1_F2_22Nov21,2.932,0.14,0.041,34.0947582,2.24154219,0.01,20,0.14280833,0.00938886,1.252682673,0.082356972,NA,NA,NA,NA,1,1,1,2,2,1,1,1
FCR,11/22/21,50,14,8,0.008143,F_sed_8m_R2_F1_22Nov21,F_sed_8m_R2_F2_22Nov21,3.01,0.14,0.039,23.38081058,1.407423838,0.01,20,0.100537485,0.006051923,0.881892296,0.053086108,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/22/21,50,13,5,0.008143,B_sed_5m_R1_F1_22Nov21,B_sed_5m_R1_F2_22Nov21,3.392,0.28,0.02,13.66490898,2.35111606,0.01,20,0.033108122,0.005696418,0.312756802,0.053811375,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/22/21,50,13,5,0.008143,B_sed_5m_R2_F1_22Nov21,B_sed_5m_R2_F2_22Nov21,3.27,0.28,0.017,11.07194981,2.020242208,0.01,20,0.025860911,0.004718709,0.244295821,0.044575412,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/22/21,50,13,10,0.008143,B_sed_10m_R1_F1_22Nov21,B_sed_10m_R1_F2_22Nov21,3.384,0.122,0.009,6.377541127,1.031949445,0.01,20,0.035379671,0.005724782,0.334215048,0.054079312,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,11/22/21,50,13,10,0.008143,B_sed_10m_R2_F1_22Nov21,B_sed_10m_R2_F2_22Nov21,3.228,0.119,0.012,6.899853351,1.161377538,0.01,20,0.037433154,0.006300717,0.353613334,0.0595199,NA,NA,NA,NA,1,1,1,2,2,1,1,1
BVR,12/6/21,50,14,5,0.008143,B_sed_5m_R1_F3_06Dec21,B_sed_5m_R2_F3_06Dec21,3.575,0.28,0.013,NA,NA,NA,NA,NA,NA,NA,NA,0.035867464,0.014938393,0.31462136,0.131036235,1,1,1,1,1,2,2,1
BVR,12/6/21,50,14,10,0.008143,B_sed_10m_R1_F3_06Dec21,B_sed_10m_R2_F3_06Dec21,3.529,0.158,0.008,NA,NA,NA,NA,NA,NA,NA,NA,0.031586784,0.046283505,0.277072188,0.405988536,1,1,1,1,1,2,2,1
