Date,Reservoir,Depth_m,AvgSedFlux_gm2d,TFeFlux_gm2d,TMnFlux_gm2d,TOCFlux_gm2d,TNFlux_gm2d,Flag_AvgSedFlux_gm2d,Flag_TFeFlux_gm2d,Flag_TMnFlux_gm2d,Flag_TOCFlux_gm2d,Flag_TNFlux_gm2d
2019-07-11,BVR,5,0.9593398946217319,0.106271283259681,0.018694391431948,0.161871624084568,0.0513702488650297,4,1,1,1,1
2019-07-11,BVR,10,2.206978824932896,0.373236230811185,0.00313642263346555,0.428969082413759,0.101322199025748,4,1,1,1,1
2019-07-22,FCR,4,1.7638788291934728,0.146640552221617,0.0249914751962451,NA,NA,4,1,1,2,2
2019-07-22,FCR,8,4.500900046866346,0.989966080418365,0.0808824529278322,0.83140098419326,0.197994333432747,4,1,1,1,1
2019-07-25,BVR,5,2.833283626603042,0.252087452243238,0.0332174987265629,NA,NA,4,1,1,2,2
2019-07-25,BVR,10,3.3402922755741127,0.561917795969138,0.00881366686986406,NA,NA,4,1,1,2,2
2019-08-05,FCR,4,2.1846107963018193,0.213165141386351,0.0457157665592711,0.489188786161646,0.126230241574709,4,1,1,1,1
2019-08-05,FCR,8,3.0271398747390394,0.981854757041527,0.0311405257872034,0.508291082612586,0.280345958842827,4,1,1,1,1
2019-08-08,BVR,5,2.6990754548165823,0.264130318302156,0.0259602940050228,0.467640918580376,0.192886966895318,4,1,1,1,1
2019-08-08,BVR,10,4.165423998409385,0.777566885906536,0.0106731352407634,0.64429863803559,0.432150313152401,4,1,1,1,1
2019-08-19,FCR,4,2.042946614971667,0.265735779137056,0.012052170927634,0.466388308977035,0.256486728303012,4,1,1,1,1
2019-08-19,FCR,8,7.87354607813898,2.49322238037165,0.047638105421239,1.2256486728303,0.55878317924247,4,1,1,1,1
2019-08-22,BVR,5,1.3793617655830586,0.118464130129242,0.0208512104036269,0.313719057560394,0.275574112734864,4,1,1,1,1
2019-08-22,BVR,10,3.2881002087682676,0.852524375305795,0.0170165033471763,0.478228452132419,0.216373396957948,4,1,1,1,1
2019-09-02,BVR,10,3.8863015898506506,1.00059147616466,0.0132465356471953,NA,NA,4,1,1,2,2
2019-09-02,FCR,4,0.8499850879809133,0.179983035189885,0.00365278483054417,0.226215329555622,0.180286310766478,4,1,1,1,1
2019-09-02,FCR,8,2.9152997315836564,0.58596581913232,0.00632256879169997,0.675723232925738,0.194422904861318,4,1,1,1,1
2019-09-04,BVR,5,1.2847277982977374,0.10582073448086,0.0180504136857708,0.356768909587281,0.135538782720411,4,1,1,1,1
2019-09-04,BVR,10,3.0030512285209574,NA,NA,0.508623735346074,0.246089609763931,4,2,2,1,1
2019-09-20,BVR,5,0.7612366449711409,0.0550945242213937,0.0121128966772804,0.310130480167015,0.187664865528675,1,1,1,1,1
2019-09-20,BVR,10,2.2333503469237383,0.69668010930233,0.00396541500259187,0.388820536043227,0.135600841980842,1,1,1,1,1
2019-09-27,FCR,4,0.9452337543335948,0.214107641425849,0.00183783334708023,0.259140979982807,0.0959781407343731,1,1,1,1,1
2019-09-27,FCR,8,10.169388841131443,4.76178546259878,0.0200883378146038,1.62216447664661,0.822172554477602,1,1,1,1,1
2019-10-04,BVR,5,1.2335748495640428,0.0550256583971336,0.00851172089733927,NA,NA,1,1,1,2,2
2019-10-04,BVR,10,3.099781144190453,1.02020392834071,0.00456363101118575,0.518073147839512,0.312420834722198,1,1,1,1,1
2019-10-11,FCR,4,1.7476973616573046,0.44463237330798,0.00232158215341986,0.400439550862435,0.360778220642422,1,1,1,1,1
2019-10-11,FCR,8,6.229537744116437,1.99524944005159,0.014409910643634,0.975814508127538,0.309158806180788,1,1,1,1,1
2019-10-18,BVR,5,3.1027874562594673,0.296731914530802,0.0319498540909621,0.506458800100281,0.487657545340178,1,1,1,1,1
2019-10-18,BVR,10,6.021865729040766,1.12044541542129,0.0158912202643437,0.951655409554218,0.540152892054525,1,1,1,1,1
2019-10-23,FCR,4,1.7619768853957731,0.425138442870242,0.00994618124778854,0.460733145032543,0.18250747062917,1,1,1,1,1
2019-10-23,FCR,8,7.571533832739775,2.20469788518163,0.0270151206946983,NA,NA,1,1,1,2,2
2019-10-28,BVR,5,2.507777641327932,0.500433058261326,0.0859068609404313,0.443624380858815,0.147202095869663,1,1,1,1,1
2019-10-28,BVR,10,6.27532850300872,2.04344796296146,0.0288754450744865,0.935681362315281,0.268524294895411,1,1,1,1,1
2019-11-08,FCR,4,1.7223126202464285,0.242297294327321,0.056754594997317,0.391711439272995,0.0948314503254329,1,1,1,1,1
2019-11-08,FCR,8,4.858467395308854,0.929178797851442,0.038448544987366,0.728171435588849,0.374401326292521,1,1,1,1,1
2020-07-02,BVR,4,0.5412551241791077,0.04719421197647275,0.008973020976901235,0.161358682303819,0.110478982824863,4,3,3,1,1
2020-07-02,BVR,8,1.322125927615305,0.115432177229624,0.00307482066764257,0.176820582095051,0.101940843143103,4,3,3,1,1
2020-07-06,FCR,4,2.704923305439086,0.195117184247835,0.0099517253246295,0.472794863248013,0.190354730618761,4,3,3,1,1
2020-07-06,FCR,8,7.360689578545406,1.57662655997287,0.01135098452283665,0.981586989701935,0.437251276293398,4,3,3,1,1
2020-07-17,BVR,4,0.47634641887374196,0.0666841363251637,0.00924732611476102,0.17548643006263,0.0776826722338205,1,3,3,1,1
2020-07-17,BVR,8,1.2467422598823799,0.17901551330747,0.003354324993315415,0.227843955953989,0.168148839494044,1,3,3,1,1
2020-07-20,FCR,4,1.27008005707502,0.136023315828658,0.02102957307462115,0.356638480026666,0.380810643672918,1,3,3,1,1
2020-07-20,FCR,8,7.161862657380279,2.0280232930645354,0.02117339142212875,1.12919071595235,0.687768635637971,1,3,3,1,1
2020-07-30,BVR,4,0.5252899296863427,0.06109799962205545,0.00656221561245309,0.158217326821527,0.204846484474631,1,3,3,1,1
2020-07-30,BVR,8,1.3873485800294076,0.303691074170905,0.00706323751639658,0.376045730641703,0.302588112489255,1,3,3,1,1
2020-08-07,FCR,4,1.0090466249130134,0.101546767006824,0.00724417253973008,0.213978140734373,0.282548937737934,1,3,3,1,1
2020-08-07,FCR,8,4.278112079905031,1.12010234267044,0.0200676600348689,0.813547341274715,0.501608498096525,1,1,1,1,1
2020-08-24,FCR,4,1.122869877411849,0.206612890197339,0.0144307579713762,0.260544531210495,0.284148030426711,1,3,3,1,1
2020-08-24,FCR,8,4.6564714550931505,1.47573558732719,0.0267313497085438,NA,NA,1,1,1,2,2
2020-08-26,BVR,4,0.2917796313964794,0.0302373150364866,0.0027029915773173346,0.0918272182809209,0.0821818173230429,1,3,3,1,1
2020-08-26,BVR,8,1.0653321871546113,0.18175963561672248,0.006066499634389555,0.218294760010958,0.171829886925061,1,3,3,1,1
2020-09-11,FCR,4,1.1279854089629353,0.163203328984874,0.008142530570521776,0.270904423704068,0.30314400916943,1,3,3,1,1
2020-09-11,FCR,8,5.7682808683668325,1.64801055141787,0.0222264584860249,NA,NA,1,1,1,2,2
2020-09-16,BVR,8,1.6913933283821532,0.2952715081372825,0.003971550461252055,0.302407413905019,0.144534043262399,1,3,3,1,1
2020-09-30,FCR,4,1.3444426280324775,0.183542943825046,0.011151856782999035,0.390973479982413,0.3117635550794,1,3,3,1,1
2020-09-30,FCR,8,4.578466921325172,1.8734386964102652,0.02052736256988525,0.606147676079552,0.394818151851445,1,3,3,1,1
2020-10-01,BVR,4,2.2225667021659965,0.188820572370521,0.0680624165553677,NA,NA,1,1,1,2,2
2020-10-01,BVR,8,2.0676245445986328,0.3310941642637425,0.005581641042498815,0.45905129149781,0.299641246060011,1,3,3,1,1
2020-10-05,FCR,4,1.885974712980545,0.2440177397589555,0.05304834079778854,0.612867220653049,0.505762780889884,1,3,3,1,1
2020-10-05,FCR,8,7.1710545254422975,1.7984898122777349,0.017825097954526498,1.15452875888687,0.47680847506194,1,3,3,1,1
2020-10-14,BVR,4,0.9805495989948861,0.0832855561424318,0.0228328948074608,NA,NA,1,1,1,2,2
2020-10-14,BVR,8,1.8849010460839266,0.38060543954916704,0.00398253377887001,0.393482494777337,0.219592744052777,1,3,3,1,1
2020-10-19,FCR,4,1.3344773524142357,0.1346154393095915,0.08824069072534091,0.291101787687935,0.245651164014666,1,3,3,1,1
2020-10-19,FCR,8,7.557178830883327,2.095571289160755,0.02336286643134885,1.0015880685484,0.447655304292907,1,3,3,1,1
2020-10-26,BVR,4,0.923594907691676,0.139951979939839,0.0352937129641606,NA,NA,1,1,1,2,2
2020-10-26,BVR,8,2.763739187661575,0.538030808576136,0.00943619476294219,0.504017398405216,0.30772988388118,1,3,3,1,1
2020-11-02,FCR,4,1.4519926267302514,0.179502360164415,0.03582836762174235,0.419521879733104,0.210523117228263,1,3,3,1,1
2020-11-02,FCR,8,6.351176352404401,1.67543557918723,0.0580806142748168,0.991769107719003,0.48396009001437,1,3,3,1,1
2020-11-09,FCR,4,3.1086428006474622,0.41690408341740004,0.0924329998337946,0.538989455115428,0.735768942952604,1,3,3,1,1
2020-11-09,FCR,8,8.419390686333719,1.14104547686227,0.12468285084394651,1.29797590836082,1.06350762302068,1,3,3,1,1
2021-06-07,FCR,4,0.4540389985541383,0.07871331567642009,0.01366739099292435,0.146637453404001,0.165846225038169,1,3,3,1,1
2021-06-07,FCR,8,1.0286163532416306,0.255898973817698,0.009472439345145045,0.228531704957557,0.286503620237239,1,3,3,1,1
2021-06-21,FCR,4,0.4085094289642531,0.1218454399424585,0.0255299477403734,0.193712461385964,0.152689584845669,1,3,3,1,1
2021-06-21,FCR,8,4.885547733774802,1.7925328977550952,0.02061209185588515,0.760536616316673,0.271006994029345,1,3,3,1,1
2021-06-28,BVR,10,2.7291881201284944,0.9239685072302539,0.007732612896746455,0.546775362261055,0.257162361792105,4,3,3,1,1
2021-07-09,FCR,4,0.9467207021607595,0.1591070322848515,0.009417643230624655,0.26295389677911,0.0852764790494802,1,3,3,1,1
2021-07-09,FCR,8,2.400918807908555,0.735164309631883,0.01414133724418045,0.425427970934577,0.20023784412451,1,3,3,1,1
2021-07-12,BVR,10,2.5323985220308556,0.603052893323974,0.00480241014905943,0.466869435560012,0.192571499029742,1,3,3,1,1
2021-07-21,FCR,4,1.2475957444421666,0.33131833650652354,0.0266778705808006,0.467841779867816,0.207733986265856,1,3,3,1,1
2021-07-21,FCR,8,2.907079363762269,0.565019184545832,0.009356309976187555,0.510909053879722,0.21042881796469,1,3,3,1,1
2021-07-26,BVR,5,1.3383157835825248,0.211586430639787,0.010080770809677245,0.371497443434253,0.261064871894995,1,3,3,1,1
2021-07-26,BVR,10,2.7762576700301493,0.6681079325154584,0.006792667159487485,0.551902985620135,0.359103692625276,1,3,3,1,1
2021-08-02,FCR,4,2.0834905434647624,0.21636289782866902,0.03781651726568025,0.506688232565121,0.3271108518564,1,3,3,1,1
2021-08-02,FCR,8,5.4198958497525584,1.61610252710077,0.01567718486609085,1.12317800417199,0.528840321183248,1,3,3,1,1
2021-08-09,BVR,5,1.37579180135716,0.15839486178148,0.019620220415157298,0.312284399868828,0.237315674623792,1,3,3,1,1
2021-08-09,BVR,10,3.226152863878518,0.8629601954560475,0.01782994465948515,0.551186821283837,0.578551253486781,1,3,3,1,1
2021-08-16,FCR,4,1.562064560961601,0.15872432513350299,0.008011390041026325,0.359862720505024,0.323705784541632,1,3,3,1,1
2021-08-16,FCR,8,13.88946100414571,5.06659767455715,0.0332597174812538,1.80114513164065,0.581276905051927,1,3,3,1,1
2021-08-23,BVR,5,1.5746876604104847,0.1704714333233405,0.01540190989597046,0.405063957942258,0.28294786056385,1,3,3,1,1
2021-08-23,BVR,10,3.2220171281911254,1.060422057309405,0.009793602316236695,0.626833118424823,0.384731353397309,1,3,3,1,1
2021-08-31,FCR,4,1.2810256527473698,0.15974284728765348,0.007021296946365701,0.326284416062876,0.242408203364853,1,3,3,1,1
2021-08-31,FCR,8,4.477774102236832,1.745691233778215,0.02492764039788125,0.877226900239304,0.552046227733321,1,3,3,1,1
2021-09-06,BVR,5,1.2839465484891965,0.15524761083583155,0.018706669110929698,0.319229097443919,0.10828303264372,1,3,3,1,1
2021-09-06,BVR,10,2.968802879001823,0.8051110243738875,0.005242159997986995,0.528648733220605,0.512356601706043,1,3,3,1,1
2021-09-14,FCR,4,1.0014349989040794,0.07986115182152276,0.0026701739743879146,0.263858441660893,0.13606397749964,1,3,3,1,1
2021-09-14,FCR,8,6.999591158965175,2.450405837606775,0.0220812707137684,1.20233733716173,0.409729653865722,1,3,3,1,1
2021-09-21,BVR,5,0.8695077323231616,0.06610695381056406,0.007531767160367915,0.281284538867739,0.111339428920173,1,3,3,1,1
2021-09-21,BVR,10,2.354562330615382,0.8543980014533425,0.005382637004653315,0.533037619223055,0.366483441810962,1,3,3,1,1
2021-09-27,FCR,4,1.8505958135087441,0.09180497617071626,0.00501178927327856,0.375878102003609,0.213188234664349,4,3,3,1,1
2021-09-27,FCR,8,8.767290117678991,2.272467150791575,0.014659545655504602,1.42220371712504,0.615817003295882,1,3,3,1,1
2021-10-11,FCR,4,1.1175296186309718,0.06104448915808465,0.00435325586983674,0.314517696872627,0.160595378731927,1,3,3,1,1
2021-10-11,FCR,8,6.208419906747015,1.524024089146475,0.0240177159068202,1.10721919352292,0.486625015350608,1,3,3,1,1
2021-10-12,BVR,5,1.122137558340432,0.0738241314341672,0.00537980917923491,0.218181162513718,0.111590775874157,1,3,3,1,1
2021-10-12,BVR,10,2.233417002792909,0.45517561634178,0.00306880603272222,0.468639617362297,0.288490517139694,1,3,3,1,1
2021-10-25,FCR,4,0.9514247467723739,0.106149705275822,0.023441967864844,0.260717982391286,0.17222094474533,1,3,3,1,1
2021-10-25,FCR,8,6.235858376729746,1.6499226999532821,0.0254127604280727,1.17714064088149,0.474669820360691,4,3,3,1,1
2021-10-26,BVR,5,1.341906514040558,0.1698350089660475,0.044664780803441745,0.273410466483044,0.199403456580962,4,3,3,1,1
2021-10-26,BVR,10,2.912278187879893,0.8988769714433815,0.005484875751377685,0.43577202592937,0.238647589515973,1,3,3,1,1
2021-11-08,FCR,4,1.7583500405902324,0.229452572122673,0.0721690090589452,0.305921720671567,0.228303550230113,1,3,3,1,1
2021-11-08,FCR,8,10.599539920352274,2.2259562054941,0.04970821372642725,1.38275650865774,0.50137313380467,1,3,3,1,1
2021-11-09,BVR,5,2.3328967325476744,0.417987241135643,0.0407653881032219,0.321947419070492,0.163066640750232,1,3,3,1,1
2021-11-09,BVR,10,5.467142592879228,1.46533217018681,0.0158477481618695,0.80925185523061,0.247178821424185,1,3,3,1,1
2021-11-22,BVR,5,2.171937425039996,0.2785263117285835,0.049193393687697,0.337866104644199,0.239950778546861,1,3,3,1,1
2021-11-22,BVR,10,2.76531974703556,0.3439141912997315,0.056799605939798103,0.359459847533039,0.459448606164804,1,3,3,1,1
2021-11-22,FCR,4,2.261134098733439,0.24639439252169498,0.042003792006188104,0.363934329472916,0.146716880906851,1,3,3,1,1
2021-11-22,FCR,8,7.6305052292315665,1.0672874841480589,0.0677215403064029,0.980487259622012,0.392180011879491,1,3,3,1,1
2021-12-06,BVR,5,1.4558537402434877,0.16205750838010752,0.0276837694350663,0.314621360026265,0.131036234953271,1,3,3,1,1
2021-12-06,BVR,10,1.3504335707852209,0.188023220254568,0.0277962309954603,0.27707218771867,0.40598853584403,1,3,3,1,1
2021-12-06,FCR,4,1.8384927450774189,0.1924768300287685,0.019820845631785648,0.326370957035593,0.180866554412819,1,3,3,1,1
2021-12-06,FCR,8,1.9062125660158056,0.146624562771623,0.0193972715857429,0.379939013415619,0.313289153904816,1,1,1,1,1
2022-05-02,BVR,4,1.0867473558677867,0.059109420665777,0.00861768765974455,0.208490662208718,0.157343814442292,1,3,3,1,1
2022-05-02,BVR,8,1.5073495426689907,0.287787145604822,0.012757967134940599,0.292135407712145,0.256830007368292,1,3,3,1,1
2022-05-02,FCR,4,0.9300165136225889,0.06350352403713674,0.007596322098267751,0.187206740020357,0.150422094736304,1,3,3,1,1
2022-05-02,FCR,8,1.0906892567342397,0.192745718389704,0.04107229821814725,0.205969582064161,0.208062237203244,1,3,3,1,1
2022-05-17,BVR,4,0.9933174433694648,0.155077003235026,0.0147634435259404,0.193328257398993,0.1754297760858,1,3,3,1,1
2022-05-17,BVR,8,1.5166582856153776,1.423729480179695,0.1177315930252255,0.375873756600761,0.332185517213148,1,3,3,1,1
2022-05-17,FCR,4,1.327083824030663,0.1182830049838905,0.01878917096763685,0.571201966680449,0.25412014822209,1,3,3,1,1
2022-05-17,FCR,8,0.9839260220720785,0.676477127809317,0.0275144517845061,0.284568119907773,0.405616024603163,1,3,3,1,1
2022-05-31,BVR,4,1.4327598074654988,0.09750799055401665,0.0202838675926851,0.373251687241635,0.187138708534585,1,3,3,1,1
2022-05-31,BVR,8,2.930208875175134,0.351368402986542,0.00473875580270737,0.515836744204668,0.478729410505169,1,3,3,1,1
2022-05-31,FCR,4,1.1033013789706645,0.1002717981200218,0.013787955674074849,0.355077968601537,0.297896752888334,1,3,3,1,1
2022-05-31,FCR,8,2.9446454924739496,0.2459824525227405,0.01961059225107985,0.639789449564642,0.387318943056626,1,3,3,1,1
2022-06-13,BVR,4,2.1120532553999385,0.205902512315335,0.0264815640767612,0.307905874250071,0.212036697680721,1,3,3,1,1
2022-06-13,BVR,8,2.616947478303747,0.3896355636464175,0.00551540572717712,0.515025197488663,0.388487111562145,1,3,3,1,1
2022-06-13,FCR,4,3.858596708196545,0.163295671231665,0.026137538548455252,0.203009405547667,0.112964312988344,1,3,3,1,1
2022-06-13,FCR,8,1.2567849103796929,0.4810822930265225,0.005871323051228695,1.30258021055665,0.518629169153226,1,3,3,1,1
2022-06-27,BVR,4,7.1917331147066506,0.45310552523238845,0.0188747214976888,0.71391457827626,0.237807823469466,1,3,3,1,1
2022-06-27,BVR,8,7.61660904925921,0.7946333657265765,0.0105010865588984,0.72485248978415,0.434100524116336,1,3,3,1,1
2022-06-27,FCR,4,1.0660938051074407,0.155549726479135,0.00470200283188495,0.309321294445591,0.250885800534122,1,3,3,1,1
2022-06-27,FCR,8,3.7115403868535046,0.952220826732422,0.03822967867164495,0.693247305032304,0.280283037396434,1,3,3,1,1
2022-07-11,BVR,4,2.8406354723864657,0.182973283657682,0.01514094988220505,0.379525747668587,0.132700002756844,1,3,3,1,1
2022-07-11,BVR,8,4.645870687667772,0.8410026713337855,0.0115318725034393,0.606677295135173,0.359991929966141,1,3,3,1,1
2022-07-11,FCR,4,0.8338040167001216,0.1108908767090725,0.00208367683038774,0.220690712519918,0.229376480555007,1,3,3,1,1
2022-07-11,FCR,8,5.604706155455067,1.77254001495786,0.0366355975391537,0.804573011592187,0.412168731603478,1,3,3,1,1
2022-07-25,BVR,4,3.3569034814714676,0.241731584384153,0.019447710764941152,0.554794319150813,0.214838089077261,1,3,3,1,1
2022-07-25,BVR,8,5.4561567660701895,1.1701349697455599,0.0122428048322493,0.755950480400929,0.291151032438027,1,3,3,1,1
2022-07-25,FCR,4,1.7364897462392477,0.3248165206691775,0.006748260360931015,0.465490502157421,0.286367490628819,1,3,3,1,1
2022-07-25,FCR,8,7.782165531145714,2.2990713951246597,0.02493135299644195,1.2839196124501,0.452117068121612,1,3,3,1,1
2022-08-08,BVR,4,3.3228599065808324,0.2235432908562655,0.0160522935632018,0.555295299994,0.208319034355729,1,3,3,1,1
2022-08-08,BVR,8,5.643285497915241,0.8034274749346785,0.009709400000790309,0.872287230828309,0.423968390418102,1,3,3,1,1
2022-08-08,FCR,4,2.196567121070546,0.3407452422302995,0.009033140771082054,0.434444333056814,0.157474405210936,1,3,3,1,1
2022-08-08,FCR,8,10.211769679084389,3.302628651810225,0.02833511439858635,1.42039058760895,0.469745564852349,1,3,3,1,1
2022-08-22,BVR,4,2.5873972010822186,0.2743684839688295,0.01893923884605085,0.46999656932246,0.234420991119919,1,3,3,1,1
2022-08-22,BVR,8,2.824095891576649,0.5911815611264305,0.0070146083065097155,0.44216102568376,0.2854607813898,1,3,3,1,1
2022-08-22,FCR,4,2.2717619380439826,0.4149466277231525,0.00587906668745629,0.430028013747026,0.173790505582282,1,3,3,1,1
2022-08-22,FCR,8,9.580823588615207,3.48268055035106,0.01856081008841325,1.41352845011816,0.350955105617597,1,3,3,1,1
2022-09-05,BVR,4,1.9390672414234853,0.1871285491461605,0.01825610742613365,0.346298272417799,0.071747678830087,1,3,3,1,1
2022-09-05,BVR,8,6.011962535850672,1.204923621366085,0.0112360143300852,1.03846693479062,0.447927580217891,1,3,3,1,1
2022-09-05,FCR,4,2.6421983177982726,0.4406349052602695,0.00662073425131425,0.461086921331852,0.158126925980271,1,3,3,1,1
2022-09-05,FCR,8,8.298623635229244,2.6334746672337,0.01600773687100195,1.17379654193991,0.514502436347312,1,3,3,1,1
2022-09-13,FCR,4,3.794717070314117,0.881994632466788,0.00907186599986409,0.657182037742028,0.318632567849687,1,3,3,1,1
2022-09-13,FCR,8,11.521733631925539,3.575665585486095,0.02775852129185645,1.40457038765402,0.466709648368742,1,3,3,1,1
2022-09-19,BVR,4,2.1205345244076397,0.175406238819745,0.01592108396670925,0.267717935742331,0.200318832246909,1,3,3,1,1
2022-09-19,BVR,8,5.474149415325064,0.9651203342216085,0.01523615885125065,0.848301795282739,0.264085262550357,1,3,3,1,1
2022-09-26,FCR,4,2.9056650537760156,0.638923121813461,0.00906868853587108,0.566752684833298,0.213467654746107,1,3,3,1,1
