attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
TMg_g	Total mass of magnesium in each trap (calculated)	numeric	gram		NA	No data
TAl_g	Total mass of aluminum in each trap (calculated)	numeric	gram		NA	No data
TSi_g	Total mass of silicon in each trap (calculated)	numeric	gram		NA	No data
TK_g	Total mass of potassium in each trap (calculated)	numeric	gram		NA	No data
TCa_g	Total mass of calcium in each trap (calculated)	numeric	gram		NA	No data
TFe_g	Total mass of iron in each trap (calculated)	numeric	gram		NA	No data
TMn_g	Total mass of manganese in each trap (calculated)	numeric	gram		NA	No data
TCu_g	Total mass of copper in each trap (calculated)	numeric	gram		NA	No data
TSr_g	Total mass of strontium in each trap (calculated)	numeric	gram		NA	No data
TBa_g	Total mass of barium in each trap (calculated)	numeric	gram		NA	No data
TLiFlux_gm2d	Calculated downward flux of total lithium	numeric	gramPerMeterSquaredPerDay		NA	No data
TNaFlux_gm2d	Calculated downward flux of total sodium	numeric	gramPerMeterSquaredPerDay		NA	No data
TMgFlux_gm2d	Calculated downward flux of total magnesium	numeric	gramPerMeterSquaredPerDay		NA	No data
TAlFlux_gm2d	Calculated downward flux of total aluminum	numeric	gramPerMeterSquaredPerDay		NA	No data
TSiFlux_gm2d	Calculated downward flux of total silicon	numeric	gramPerMeterSquaredPerDay		NA	No data
TKFlux_gm2d	Calculated downward flux of total potassium	numeric	gramPerMeterSquaredPerDay		NA	No data
TCaFlux_gm2d	Calculated downward flux of total calcium	numeric	gramPerMeterSquaredPerDay		NA	No data
TFeFlux_gm2d	Calculated downward flux of total iron	numeric	gramPerMeterSquaredPerDay		NA	No data
TMnFlux_gm2d	Calculated downward flux of total manganese	numeric	gramPerMeterSquaredPerDay		NA	No data
TCuFlux_gm2d	Calculated downward flux of total copper	numeric	gramPerMeterSquaredPerDay		NA	No data
TSrFlux_gm2d	Calculated downward flux of total strontium	numeric	gramPerMeterSquaredPerDay		NA	No data
TBaFlux_gm2d	Calculated downward flux of total barium	numeric	gramPerMeterSquaredPerDay		NA	No data
TOC_g	Total organic carbon in each trap	numeric	gram		NA	No data
TN_g	Total nitrogen in each trap	numeric	gram		NA	No data
TOCFlux_gm2d	Calculated downward flux of total organic carbon	numeric	gramPerMeterSquaredPerDay		NA	No data
TNFlux_gm2d	Calculated downward flux of total nitrogen	numeric	gramPerMeterSquaredPerDay		NA	No data
Flag_Filter2ID	Flag indicating when only one filter was used for a given analysis	categorical			NA	No data
Flag_CombinedCollectionVol_L	Data flag for CombinedCollectionVol (L)	categorical			NA	No data
Flag_CombinedSedMass_g	Data flag for CombinedSedMass (g)	categorical			NA	No data
Flag_TOC_g	Data flag for TOC (g)	categorical			NA	No data
Flag_TN_g	Data flag for TN (g)	categorical			NA	No data
Flag_ICPTLi_mgL	Data flag for ICPTLi (mg/L)	categorical			NA	No data
Flag_ICPTNa_mgL	Data flag for ICPTNa (mg/L)	categorical			NA	No data
Flag_ICPTMg_mgL	Data flag for ICPTMg (mg/L)	categorical			NA	No data
Flag_ICPTAl_mgL	Data flag for ICPTAl (mg/L)	categorical			NA	No data
Flag_ICPTSi_mgL	Data flag for ICPTSi (mg/L)	categorical			NA	No data
Flag_ICPTK_mgL	Data flag for ICPTK (mg/L)	categorical			NA	No data
Flag_ICPTCa_mgL	Data flag for ICPTCa (mg/L)	categorical			NA	No data
Flag_ICPTFe_mgL	Data flag for ICPTFe (mg/L)	categorical			NA	No data
Flag_ICPTMn_mgL	Data flag for ICPTMn (mg/L)	categorical			NA	No data
Flag_ICPTCu_mgL	Data flag for ICPTCu (mg/L)	categorical			NA	No data
Flag_ICPTSr_mgL	Data flag for ICPTSr (mg/L)	categorical			NA	No data
Flag_ICPTBa_mgL	Data flag for ICPTBa (mg/L)	categorical			NA	No data
Flag_Duration_days	Data flag for Duration (days)	categorical			NA	No data
