"Reservoir","Site","DateTime","Depth_m","Rep","CH4_umolL","CO2_umolL","Flag_DateTime","Flag_CH4_umolL","Flag_CO2_umolL"
"BVR",50,"2015-10-23 12:00:00",6,1,0.28,27.9229,1,4,0
"BVR",50,"2015-10-23 12:00:00",6,2,0.0078,28.3022,1,4,0
"BVR",50,"2015-10-23 12:00:00",9,1,287.449,591.4815,1,0,0
"BVR",50,"2015-10-23 12:00:00",9,2,NA,NA,1,1,1
"BVR",50,"2015-10-23 12:00:00",11,1,339.4758,144.9714,1,0,4
"BVR",50,"2015-10-23 12:00:00",11,2,393.6312,264.0828,1,0,4
"BVR",50,"2016-04-06 12:00:00",0.1,1,0.0397,17.0612,1,0,0
"BVR",50,"2016-04-06 12:00:00",0.1,2,0.0372,14.3777,1,0,0
"BVR",50,"2016-04-06 12:00:00",3,1,0.0348,13.0875,1,0,0
"BVR",50,"2016-04-06 12:00:00",3,2,0.0335,12.4888,1,0,0
"BVR",50,"2016-04-06 12:00:00",6,1,0.0168,29.6063,1,0,0
"BVR",50,"2016-04-06 12:00:00",6,2,0.0165,27.8023,1,0,0
"BVR",50,"2016-04-06 12:00:00",9,1,0.0086,NA,1,0,1
"BVR",50,"2016-04-06 12:00:00",9,2,NA,NA,1,1,1
"BVR",50,"2016-04-06 12:00:00",11,1,0.0049,55.0765,1,2,0
"BVR",50,"2016-04-06 12:00:00",11,2,0.0058,58.5485,1,2,0
"BVR",1.1,"2016-04-20 12:00:00",0.1,1,69.6256,204.2999,1,0,0
"BVR",1.1,"2016-04-20 12:00:00",0.1,2,NA,NA,1,1,1
"BVR",50,"2016-04-20 12:00:00",0.1,1,0.1217,10.8701,1,3,0
"BVR",50,"2016-04-20 12:00:00",0.1,2,0.186,9.7712,1,3,0
"BVR",50,"2016-04-20 12:00:00",3,1,0.1101,7.8362,1,0,0
"BVR",50,"2016-04-20 12:00:00",3,2,0.1188,8.9158,1,0,0
"BVR",50,"2016-04-20 12:00:00",6,1,0.0235,19.9623,1,0,0
"BVR",50,"2016-04-20 12:00:00",6,2,0.0261,16.5655,1,0,0
"BVR",50,"2016-04-20 12:00:00",9,1,0.0118,51.5843,1,0,0
"BVR",50,"2016-04-20 12:00:00",9,2,0.0132,44.5188,1,0,0
"BVR",50,"2016-04-20 12:00:00",11,1,0.0155,53.2082,1,0,3
"BVR",50,"2016-04-20 12:00:00",11,2,0.013,72.9283,1,0,3
"BVR",1.1,"2016-05-04 12:00:00",0.1,1,47.7857,522.0333,1,0,0
"BVR",1.1,"2016-05-04 12:00:00",0.1,2,NA,NA,1,1,1
"BVR",50,"2016-05-04 12:00:00",0.1,1,0.1724,13.3099,1,0,0
"BVR",50,"2016-05-04 12:00:00",0.1,2,0.1772,10.5751,1,0,0
"BVR",50,"2016-05-04 12:00:00",3,1,0.3167,11.4482,1,3,0
"BVR",50,"2016-05-04 12:00:00",3,2,0.2188,7.5912,1,3,0
"BVR",50,"2016-05-04 12:00:00",6,1,0.1326,11.8077,1,0,0
"BVR",50,"2016-05-04 12:00:00",6,2,0.1362,10.384,1,0,0
"BVR",50,"2016-05-04 12:00:00",9,1,0.0345,64.7214,1,0,0
"BVR",50,"2016-05-04 12:00:00",9,2,0.0351,63.9757,1,0,0
"BVR",50,"2016-05-04 12:00:00",11,1,0.2634,90.6016,1,3,0
"BVR",50,"2016-05-04 12:00:00",11,2,0.1955,91.9644,1,3,0
"BVR",1.1,"2016-05-12 12:00:00",0.1,1,NA,213.2437,1,1,0
"BVR",1.1,"2016-05-12 12:00:00",0.1,2,NA,NA,1,1,1
"BVR",50,"2016-05-12 12:00:00",0.1,1,0.254,11.6692,1,0,0
"BVR",50,"2016-05-12 12:00:00",0.1,2,0.238,12.8809,1,0,0
"BVR",50,"2016-05-12 12:00:00",3,1,0.5317,17.4911,1,0,0
"BVR",50,"2016-05-12 12:00:00",3,2,0.4717,15.1379,1,0,0
"BVR",50,"2016-05-12 12:00:00",6,1,0.2087,20.468,1,0,0
"BVR",50,"2016-05-12 12:00:00",6,2,0.2306,23.6585,1,0,0
"BVR",50,"2016-05-12 12:00:00",9,1,0.0459,140.8465,1,0,0
"BVR",50,"2016-05-12 12:00:00",9,2,0.0557,144.8684,1,0,0
"BVR",50,"2016-05-12 12:00:00",11,1,4.0101,140.6641,1,0,0
"BVR",50,"2016-05-12 12:00:00",11,2,4.006,152.0195,1,0,0
"BVR",1.1,"2016-05-19 12:00:00",0.1,1,257.8735,168.2944,1,0,0
"BVR",1.1,"2016-05-19 12:00:00",0.1,2,NA,NA,1,1,1
"BVR",50,"2016-05-19 12:00:00",0.1,1,0.2917,17.9212,1,0,0
"BVR",50,"2016-05-19 12:00:00",0.1,2,0.277,20.2268,1,0,0
"BVR",50,"2016-05-19 12:00:00",3,1,0.2486,17.739,1,0,0
"BVR",50,"2016-05-19 12:00:00",3,2,0.2819,18.9246,1,0,0
"BVR",50,"2016-05-19 12:00:00",6,1,0.1977,30.0936,1,3,0
"BVR",50,"2016-05-19 12:00:00",6,2,0.2697,22.1968,1,3,0
"BVR",50,"2016-05-19 12:00:00",9,1,0.0359,NA,1,0,1
"BVR",50,"2016-05-19 12:00:00",9,2,NA,NA,1,1,1
"BVR",50,"2016-05-19 12:00:00",11,1,6.9397,69.8445,1,0,0
"BVR",50,"2016-05-19 12:00:00",11,2,6.7674,62.7546,1,0,0
"BVR",1.1,"2016-05-26 12:00:00",0.1,1,161.3347,370.0491,1,0,0
"BVR",1.1,"2016-05-26 12:00:00",0.1,2,163.6109,386.4456,1,0,0
"BVR",50,"2016-05-26 12:00:00",0.1,1,0.3189,14.9831,1,0,0
"BVR",50,"2016-05-26 12:00:00",0.1,2,0.3589,24.638,1,0,0
"BVR",50,"2016-05-26 12:00:00",3,1,0.272,16.3803,1,0,0
"BVR",50,"2016-05-26 12:00:00",3,2,0.3023,15.6413,1,0,0
"BVR",50,"2016-05-26 12:00:00",6,1,0.3067,16.8802,1,0,0
"BVR",50,"2016-05-26 12:00:00",6,2,0.2293,23.8268,1,0,0
"BVR",50,"2016-05-26 12:00:00",9,1,12.5405,119.0189,1,0,0
"BVR",50,"2016-05-26 12:00:00",9,2,10.3402,137.0314,1,0,0
"BVR",50,"2016-05-26 12:00:00",11,1,29.3806,NA,1,0,1
"BVR",50,"2016-05-26 12:00:00",11,2,NA,NA,1,1,1
"BVR",1.1,"2016-05-29 12:00:00",0.1,1,164.1307,245.502,1,0,0
"BVR",1.1,"2016-05-29 12:00:00",0.1,2,168.9301,266.0551,1,0,0
"BVR",50,"2016-05-29 12:00:00",0.1,1,0.4002,12.465,1,0,0
"BVR",50,"2016-05-29 12:00:00",0.1,2,0.3479,20.0602,1,0,0
"BVR",50,"2016-05-29 12:00:00",3,1,0.2839,12.4812,1,0,0
"BVR",50,"2016-05-29 12:00:00",3,2,0.2672,12.7572,1,0,0
"BVR",50,"2016-05-29 12:00:00",6,1,0.088,26.2612,1,0,0
"BVR",50,"2016-05-29 12:00:00",6,2,0.0962,26.6129,1,0,0
"BVR",50,"2016-05-29 12:00:00",9,1,0.5819,NA,1,0,1
"BVR",50,"2016-05-29 12:00:00",9,2,NA,NA,1,1,1
"BVR",50,"2016-05-29 12:00:00",11,1,30.8771,174.3955,1,0,0
"BVR",50,"2016-05-29 12:00:00",11,2,32.361,135.9044,1,0,0
"BVR",1.1,"2016-05-31 12:00:00",0.1,1,149.0656,323.7719,1,0,3
"BVR",1.1,"2016-05-31 12:00:00",0.1,2,160.5791,440.085,1,0,3
"BVR",50,"2016-05-31 12:00:00",0.1,1,0.193,13.4648,1,0,0
"BVR",50,"2016-05-31 12:00:00",0.1,2,0.2487,10.9774,1,0,0
"BVR",50,"2016-05-31 12:00:00",3,1,0.4033,13.3689,1,0,0
"BVR",50,"2016-05-31 12:00:00",3,2,0.3833,11.5503,1,0,0
"BVR",50,"2016-05-31 12:00:00",6,1,0.0863,30.3062,1,0,0
"BVR",50,"2016-05-31 12:00:00",6,2,0.0905,27.4028,1,0,0
"BVR",50,"2016-05-31 12:00:00",9,1,0.1858,74.5555,1,0,0
"BVR",50,"2016-05-31 12:00:00",9,2,NA,NA,1,1,1
"BVR",50,"2016-05-31 12:00:00",11,1,NA,125.8586,1,1,0
"BVR",50,"2016-05-31 12:00:00",11,2,NA,100.0993,1,1,0
"BVR",1.1,"2016-06-02 12:00:00",0.1,1,152.8134,342.1117,1,0,0
"BVR",1.1,"2016-06-02 12:00:00",0.1,2,155.606,354.307,1,0,0
"BVR",50,"2016-06-02 12:00:00",0.1,1,0.6616,14.8672,1,0,0
"BVR",50,"2016-06-02 12:00:00",0.1,2,0.5363,15.3974,1,0,0
"BVR",50,"2016-06-02 12:00:00",3,1,0.3651,12.8087,1,0,0
"BVR",50,"2016-06-02 12:00:00",3,2,0.3695,11.9048,1,0,0
"BVR",50,"2016-06-02 12:00:00",6,1,0.0861,34.049,1,0,0
"BVR",50,"2016-06-02 12:00:00",6,2,0.0963,30.7024,1,0,0
"BVR",50,"2016-06-02 12:00:00",9,1,5.9156,125.3503,1,0,0
"BVR",50,"2016-06-02 12:00:00",9,2,6.4224,129.9951,1,0,0
"BVR",50,"2016-06-02 12:00:00",11,1,36.8713,136.9722,1,0,0
"BVR",50,"2016-06-02 12:00:00",11,2,38.5844,140.9494,1,0,0
"BVR",1.1,"2016-06-09 12:00:00",0.1,1,88.5571,291.7698,1,0,0
"BVR",1.1,"2016-06-09 12:00:00",0.1,2,91.6582,389.4767,1,0,0
"BVR",50,"2016-06-09 12:00:00",0.1,1,0.2922,14.1664,1,3,0
"BVR",50,"2016-06-09 12:00:00",0.1,2,0.2108,17.9817,1,3,0
"BVR",50,"2016-06-09 12:00:00",3,1,0.3515,12.6162,1,0,0
"BVR",50,"2016-06-09 12:00:00",3,2,0.3242,10.9913,1,0,0
"BVR",50,"2016-06-09 12:00:00",6,1,NA,32.6097,1,1,0
"BVR",50,"2016-06-09 12:00:00",6,2,NA,NA,1,1,1
"BVR",50,"2016-06-09 12:00:00",9,1,6.2948,99.6628,1,3,0
"BVR",50,"2016-06-09 12:00:00",9,2,4.2771,91.6912,1,3,0
"BVR",50,"2016-06-09 12:00:00",11,1,NA,NA,1,1,1
"BVR",50,"2016-06-09 12:00:00",11,2,NA,NA,1,1,1
"BVR",1.1,"2016-06-23 12:00:00",0.1,1,32.1846,15.786,1,0,0
"BVR",1.1,"2016-06-23 12:00:00",0.1,2,31.9559,14.8717,1,0,0
"BVR",50,"2016-06-23 12:00:00",0.1,1,1.3349,12.3901,1,0,0
"BVR",50,"2016-06-23 12:00:00",0.1,2,1.3933,12.9319,1,0,0
"BVR",50,"2016-06-23 12:00:00",3,1,1.003,12.1387,1,0,0
"BVR",50,"2016-06-23 12:00:00",3,2,1.0423,12.8932,1,0,0
"BVR",50,"2016-06-23 12:00:00",6,1,0.7349,32.9602,1,0,0
"BVR",50,"2016-06-23 12:00:00",6,2,0.7349,35.5999,1,0,0
"BVR",50,"2016-06-23 12:00:00",9,1,3.8109,151.6807,1,0,0
"BVR",50,"2016-06-23 12:00:00",9,2,4.6005,154.4081,1,0,0
"BVR",50,"2016-06-23 12:00:00",11,1,32.1814,118.3036,1,0,0
"BVR",50,"2016-06-23 12:00:00",11,2,31.8336,120.3421,1,0,0
"BVR",50,"2016-06-26 12:00:00",0.1,1,1.4546,10.7294,1,0,0
"BVR",50,"2016-06-26 12:00:00",0.1,2,1.396,10.5752,1,0,0
"BVR",50,"2016-06-26 12:00:00",3,1,1.6111,10.8258,1,0,0
"BVR",50,"2016-06-26 12:00:00",3,2,1.6247,12.3127,1,0,0
"BVR",50,"2016-06-26 12:00:00",6,1,1.0379,33.8052,1,0,0
"BVR",50,"2016-06-26 12:00:00",6,2,0.9527,34.0669,1,0,0
"BVR",50,"2016-06-26 12:00:00",9,1,3.4053,117.58,1,0,0
"BVR",50,"2016-06-26 12:00:00",9,2,NA,NA,1,1,1
"BVR",50,"2016-06-26 12:00:00",11,1,25.5791,NA,1,0,1
"BVR",50,"2016-06-26 12:00:00",11,2,23.1329,NA,1,0,1
"BVR",50,"2016-06-28 12:00:00",0.1,1,1.3572,14.2759,1,0,0
"BVR",50,"2016-06-28 12:00:00",0.1,2,NA,NA,1,1,1
"BVR",50,"2016-06-28 12:00:00",3,1,1.3594,12.6468,1,0,0
"BVR",50,"2016-06-28 12:00:00",3,2,NA,NA,1,1,1
"BVR",50,"2016-06-28 12:00:00",6,1,25.7267,69.2801,1,0,0
"BVR",50,"2016-06-28 12:00:00",6,2,26.5998,69.9292,1,0,0
"BVR",50,"2016-06-28 12:00:00",9,1,1.3419,112.1822,1,3,0
"BVR",50,"2016-06-28 12:00:00",9,2,0.8788,141.3857,1,3,0
"BVR",50,"2016-06-28 12:00:00",11,1,27.0534,121.5477,1,0,0
"BVR",50,"2016-06-28 12:00:00",11,2,NA,NA,1,1,1
"BVR",50,"2016-06-30 12:00:00",0.1,1,1.5487,13.0587,1,0,0
"BVR",50,"2016-06-30 12:00:00",0.1,2,1.5558,11.27,1,0,0
"BVR",50,"2016-06-30 12:00:00",3,1,1.2011,13.1014,1,0,0
"BVR",50,"2016-06-30 12:00:00",3,2,1.19,13.8484,1,0,0
"BVR",50,"2016-06-30 12:00:00",6,1,0.4419,46.3178,1,0,0
"BVR",50,"2016-06-30 12:00:00",6,2,0.579,43.5278,1,0,0
"BVR",50,"2016-06-30 12:00:00",9,1,28.1858,254.2367,1,0,0
"BVR",50,"2016-06-30 12:00:00",9,2,NA,NA,1,1,1
"BVR",50,"2016-06-30 12:00:00",11,1,50.4614,219.3855,1,0,0
"BVR",50,"2016-06-30 12:00:00",11,2,NA,NA,1,1,1
"BVR",1.1,"2016-07-07 12:00:00",0.1,1,196.5822,297.841,1,0,0
"BVR",1.1,"2016-07-07 12:00:00",0.1,2,NA,NA,1,1,1
"BVR",50,"2016-07-07 12:00:00",0.1,1,1.4278,14.368,1,0,0
"BVR",50,"2016-07-07 12:00:00",0.1,2,1.12,13.2719,1,0,0
"BVR",50,"2016-07-07 12:00:00",3,1,0.7438,37.6486,1,3,0
"BVR",50,"2016-07-07 12:00:00",3,2,0.4814,35.8837,1,3,0
"BVR",50,"2016-07-07 12:00:00",6,1,1.0016,13.2934,1,0,0
"BVR",50,"2016-07-07 12:00:00",6,2,1.0655,13.7874,1,0,0
"BVR",50,"2016-07-07 12:00:00",9,1,14.7671,196.9799,1,0,0
"BVR",50,"2016-07-07 12:00:00",9,2,13.6647,195.36,1,0,0
"BVR",50,"2016-07-07 12:00:00",11,1,382.9165,244.6356,1,0,0
"BVR",50,"2016-07-07 12:00:00",11,2,373.6553,236.5751,1,0,0
"BVR",1.1,"2016-07-14 12:00:00",0.1,1,157.4266,266.7224,1,0,0
"BVR",1.1,"2016-07-14 12:00:00",0.1,2,151.4292,267.7381,1,0,0
"BVR",50,"2016-07-14 12:00:00",0.1,1,0.9454,11.343,1,0,0
"BVR",50,"2016-07-14 12:00:00",0.1,2,0.929,10.9062,1,0,0
"BVR",50,"2016-07-14 12:00:00",3,1,1.0974,10.6516,1,0,0
"BVR",50,"2016-07-14 12:00:00",3,2,1.108,11.1791,1,0,0
"BVR",50,"2016-07-14 12:00:00",6,1,0.2528,44.1986,1,0,0
"BVR",50,"2016-07-14 12:00:00",6,2,0.2301,46.0454,1,0,0
"BVR",50,"2016-07-14 12:00:00",9,1,69.5735,191.0724,1,0,0
"BVR",50,"2016-07-14 12:00:00",9,2,63.7991,194.9057,1,0,0
"BVR",50,"2016-07-14 12:00:00",11,1,258.4451,225.5922,1,0,0
"BVR",50,"2016-07-14 12:00:00",11,2,244.5539,222.1062,1,0,0
"BVR",1.1,"2016-07-21 12:00:00",0.1,1,192.9928,360.5767,1,0,0
"BVR",1.1,"2016-07-21 12:00:00",0.1,2,186.3029,352.0139,1,0,0
"BVR",50,"2016-07-21 12:00:00",0.1,1,1.3824,13.5345,1,0,0
"BVR",50,"2016-07-21 12:00:00",0.1,2,1.4973,14.0602,1,0,0
"BVR",50,"2016-07-21 12:00:00",3,1,0.723,15.1881,1,0,0
"BVR",50,"2016-07-21 12:00:00",3,2,0.7074,15.0627,1,0,0
"BVR",50,"2016-07-21 12:00:00",6,1,0.4775,55.5554,1,0,0
"BVR",50,"2016-07-21 12:00:00",6,2,0.3659,56.885,1,0,0
"BVR",50,"2016-07-21 12:00:00",9,1,68.743,243.5953,1,0,0
"BVR",50,"2016-07-21 12:00:00",9,2,55.3447,241.2928,1,0,0
"BVR",50,"2016-07-21 12:00:00",11,1,286.9475,392.2276,1,0,0
"BVR",50,"2016-07-21 12:00:00",11,2,285.506,389.2202,1,0,0
"BVR",50,"2016-07-24 12:00:00",0.1,1,1.6653,14.835,1,0,0
"BVR",50,"2016-07-24 12:00:00",0.1,2,1.7045,13.7105,1,0,0
"BVR",50,"2016-07-24 12:00:00",3,1,1.3975,17.6367,1,3,0
"BVR",50,"2016-07-24 12:00:00",3,2,0.9839,19.542,1,3,0
"BVR",50,"2016-07-24 12:00:00",6,1,0.5898,93.0986,1,0,0
"BVR",50,"2016-07-24 12:00:00",6,2,0.6322,94.3944,1,0,0
"BVR",50,"2016-07-24 12:00:00",9,1,121.5891,177.3208,1,0,0
"BVR",50,"2016-07-24 12:00:00",9,2,122.6519,175.8394,1,0,0
"BVR",50,"2016-07-24 12:00:00",11,1,360.3157,343.7052,1,0,0
"BVR",50,"2016-07-24 12:00:00",11,2,350.2044,364.9969,1,0,0
"BVR",1.1,"2016-07-27 12:00:00",0.1,1,160.5021,623.8336,1,0,0
"BVR",1.1,"2016-07-27 12:00:00",0.1,2,168.3643,643.4914,1,0,0
"BVR",50,"2016-07-27 12:00:00",0.1,1,1.3424,24.5288,1,0,0
"BVR",50,"2016-07-27 12:00:00",0.1,2,1.2873,23.1971,1,0,0
"BVR",50,"2016-07-27 12:00:00",3,1,2.0708,13.9719,1,0,0
"BVR",50,"2016-07-27 12:00:00",3,2,2.1052,15.3913,1,0,0
"BVR",50,"2016-07-27 12:00:00",6,1,0.4629,NA,1,0,1
"BVR",50,"2016-07-27 12:00:00",6,2,NA,NA,1,1,1
"BVR",50,"2016-07-27 12:00:00",9,1,62.4877,174.921,1,3,0
"BVR",50,"2016-07-27 12:00:00",9,2,85.2349,179.6046,1,3,0
"BVR",50,"2016-07-27 12:00:00",11,1,249.146,375.4463,1,0,0
"BVR",50,"2016-07-27 12:00:00",11,2,284.0684,391.522,1,0,0
"BVR",1.1,"2016-08-05 12:00:00",0.1,1,132.0206,814.9426,1,0,0
"BVR",1.1,"2016-08-05 12:00:00",0.1,2,132.3941,796.3072,1,0,0
"BVR",50,"2016-08-05 12:00:00",0.1,1,1.4721,20.8589,1,3,0
"BVR",50,"2016-08-05 12:00:00",0.1,2,2.3702,18.1738,1,3,0
"BVR",50,"2016-08-05 12:00:00",1,1,2.5085,18.4558,1,0,0
"BVR",50,"2016-08-05 12:00:00",1,2,2.5893,18.6928,1,0,0
"BVR",50,"2016-08-05 12:00:00",2,1,2.2686,18.5089,1,0,0
"BVR",50,"2016-08-05 12:00:00",2,2,2.5967,19.7265,1,0,0
"BVR",50,"2016-08-05 12:00:00",3,1,2.1287,20.7698,1,0,0
"BVR",50,"2016-08-05 12:00:00",3,2,1.9515,19.8978,1,0,0
"BVR",50,"2016-08-05 12:00:00",4,1,1.0773,49.4376,1,3,0
"BVR",50,"2016-08-05 12:00:00",4,2,0.6896,42.1612,1,3,0
"BVR",50,"2016-08-05 12:00:00",5,1,0.4481,83.1488,1,4,3
"BVR",50,"2016-08-05 12:00:00",5,2,0.8575,60.6896,1,4,3
"BVR",50,"2016-08-05 12:00:00",6,1,NA,78.3476,1,1,0
"BVR",50,"2016-08-05 12:00:00",6,2,NA,NA,1,1,1
"BVR",50,"2016-08-05 12:00:00",7,1,4.2209,84.5706,1,4,0
"BVR",50,"2016-08-05 12:00:00",7,2,2.0607,86.0128,1,4,0
"BVR",50,"2016-08-05 12:00:00",8,1,25.6148,94.8105,1,0,0
"BVR",50,"2016-08-05 12:00:00",8,2,26.9386,79.7552,1,0,0
"BVR",50,"2016-08-05 12:00:00",9,1,135.3837,376.9858,1,0,3
"BVR",50,"2016-08-05 12:00:00",9,2,120.4583,252.4228,1,0,3
"BVR",50,"2016-08-05 12:00:00",11,1,356.8165,413.5242,1,0,0
"BVR",50,"2016-08-05 12:00:00",11,2,357.1917,400.9603,1,0,0
"BVR",1.1,"2016-08-11 12:00:00",0.1,1,210.3716,442.8566,1,0,0
"BVR",1.1,"2016-08-11 12:00:00",0.1,2,210.8108,474.4055,1,0,0
"BVR",50,"2016-08-11 12:00:00",0.1,1,0.536,11.4059,1,0,0
"BVR",50,"2016-08-11 12:00:00",0.1,2,NA,NA,1,1,1
"BVR",50,"2016-08-11 12:00:00",3,1,0.5877,18.9114,1,0,0
"BVR",50,"2016-08-11 12:00:00",3,2,0.6227,17.3814,1,0,0
"BVR",50,"2016-08-11 12:00:00",6,1,NA,66.176,1,1,0
"BVR",50,"2016-08-11 12:00:00",6,2,NA,NA,1,1,1
"BVR",50,"2016-08-11 12:00:00",9,1,301.9325,279.1818,1,0,0
"BVR",50,"2016-08-11 12:00:00",9,2,281.642,326.5928,1,0,0
"BVR",50,"2016-08-11 12:00:00",11,1,505.1546,NA,1,0,1
"BVR",50,"2016-08-11 12:00:00",11,2,NA,NA,1,1,1
"BVR",1.1,"2016-08-18 12:00:00",0.1,1,250.4709,486.9572,1,0,0
"BVR",1.1,"2016-08-18 12:00:00",0.1,2,222.7575,518.7428,1,0,0
"BVR",50,"2016-08-18 12:00:00",0.1,1,0.6404,14.0038,1,0,0
"BVR",50,"2016-08-18 12:00:00",0.1,2,0.7718,13.2555,1,0,0
"BVR",50,"2016-08-18 12:00:00",3,1,0.7718,14.7303,1,0,0
"BVR",50,"2016-08-18 12:00:00",3,2,0.6746,12.8024,1,0,0
"BVR",50,"2016-08-18 12:00:00",6,1,0.3699,50.6843,1,0,0
"BVR",50,"2016-08-18 12:00:00",6,2,0.3347,52.7305,1,0,0
"BVR",50,"2016-08-18 12:00:00",9,1,NA,NA,1,1,1
"BVR",50,"2016-08-18 12:00:00",9,2,114.4439,323.417,1,0,0
"BVR",50,"2016-08-18 12:00:00",11,1,444.925,548.0852,1,0,0
"BVR",50,"2016-08-18 12:00:00",11,2,426.6198,582.1934,1,0,0
"BVR",1.1,"2016-08-23 12:00:00",0.1,1,125.3624,434.6658,1,0,0
"BVR",1.1,"2016-08-23 12:00:00",0.1,2,147.141,426.9811,1,0,0
"BVR",50,"2016-08-23 12:00:00",0.1,1,1.0009,13.2782,1,0,0
"BVR",50,"2016-08-23 12:00:00",0.1,2,0.9744,12.1995,1,0,0
"BVR",50,"2016-08-23 12:00:00",3,1,0.9782,13.8985,1,0,0
"BVR",50,"2016-08-23 12:00:00",3,2,0.9699,12.3991,1,0,0
"BVR",50,"2016-08-23 12:00:00",6,1,0.4674,62.8764,1,0,0
"BVR",50,"2016-08-23 12:00:00",6,2,0.488,61.2661,1,0,0
"BVR",50,"2016-08-23 12:00:00",9,1,195.3876,324.0666,1,0,3
"BVR",50,"2016-08-23 12:00:00",9,2,183.18,441.1301,1,0,3
"BVR",50,"2016-08-23 12:00:00",11,1,288.3868,544.451,1,0,0
"BVR",50,"2016-08-23 12:00:00",11,2,NA,NA,1,1,1
"BVR",1.1,"2016-09-06 12:00:00",0.1,1,230.577,445.7346,1,0,0
"BVR",1.1,"2016-09-06 12:00:00",0.1,2,216.534,448.2127,1,0,0
"BVR",50,"2016-09-06 12:00:00",0.1,1,0.8824,11.1377,1,0,0
"BVR",50,"2016-09-06 12:00:00",0.1,2,0.9624,11.8403,1,0,0
"BVR",50,"2016-09-06 12:00:00",3,1,0.7683,11.6207,1,0,0
"BVR",50,"2016-09-06 12:00:00",3,2,0.6141,11.4889,1,0,0
