"","ICP-MS Data","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30"
"11","'06/10/2021’","0.418120295883421","2728.34546609786","965.205497856938","17.5322944660077","7854.02711867036","8.33870520944129","0.601683731459501","0.908766133618078","845.071986330796","2174.28939927333","0.680298857036716","0.0697974360087047","0.138395511268486","120.297244932804","9.75174482056934","0.0373746095509387","0.121914448062469","0.629654961047573","4.42329909374484","0.0531445180025253","0.0914339321537774","14.5319485978144","0.764378692717162","-0.00919333537358875","0.0225169115181688","-0.126253159163775","18.4654147501736","0.927361532726144","-0.0147808595385432"
"12","'06/10/2021’","0.382044367152849","2627.34771361557","963.449767224058","17.3841449647496","7478.01194306629","22.9972562013612","1.06104356108028","1.03344241161142","958.146256447201","2251.02474251474","0.725894808724206","0.0415091070178274","0.135823769029113","640.981795303504","284.749129570617","0.414122710976179","0.163405479920315","0.873343026555835","2.82909080678171","0.0576576882149258","0.153272187745868","14.7074541741145","0.018238009070031","-0.00938127541838508","0.0217893119823787","-0.143344872818004","47.7017399015241","0.916230845154922","-0.0149328820816671"
"13","'06/10/2021’","0.334607719906718","2563.64816925677","945.310652428169","13.0358349749758","7309.2869586312","7.9398493034082","0.689251957980192","1.016930456585","940.95401776809","2216.51221430486","0.594089063418007","0.00751679802171447","0.0980867254695951","71.2839856746093","262.453933243386","0.356292622964557","0.147227790801999","0.527562441714615","6.43492663775366","0.0453196171192122","-0.0871551860570927","14.352073050529","0.751802832738797","-0.00893700368694051","0.0245033675400551","-0.141928989114702","27.6308428225546","1.02997168702634","-0.015597391240546"
"14","'06/10/2021’","0.356089099347201","2583.27169594343","947.819085367451","21.0641214006484","7622.27444640612","23.9242097181323","0.886128784915956","0.978831889038039","935.189647631738","2232.63525679431","0.849634029954199","0.082820906053441","0.204391177025586","1829.26193693761","442.263530693535","0.996447604168242","0.240868880507517","1.05015398761002","4.8902734120669","0.0843449044657436","0.301035868714619","14.9645141783127","0.0992341257602234","0.00365944964460047","0.0316616228141295","0.299321317735304","36.6583517327957","1.16908786898547","0.00125423773165"
"15","'06/10/2021’","0.358345536978682","2576.46505352195","952.887759401763","13.4162158843323","7550.61731780302","7.32921570473031","0.443867638255633","0.973601300424222","947.245923447067","2245.30821775594","0.625050568978533","0.0348067906516979","0.14176587373666","1200.93676769231","413.596315335039","0.901270579135894","0.184496753306336","0.390524772464296","5.39268757812877","0.0715916015960644","0.034965524062016","14.8712772443969","0.598535541917933","-0.00561642545313616","0.0233853800079296","0.0313390692699305","26.3311389888575","0.875521310388118","-0.0103014813801122"
"16","'06/10/2021’","0.34780630074803","2579.85765565827","979.762982454483","19.741633630921","7837.00028829312","28.3547236171906","0.386244839508702","1.01198140739125","991.098234008047","2351.81118685568","0.86721223402145","0.132658119994071","0.165595814867101","5455.19321100046","734.880439469001","1.88821537855698","0.238770428053835","1.19801974181168","2.86022901338057","0.132924614368737","0.128379646016503","16.0229784014821","0.170759626735014","-0.0050841191487893","0.0228282493090534","-0.0370299812865319","34.4275459164085","0.85593390263968","-0.0113612494610188"
"17","'06/10/2021’","0.352563121381311","2566.73704311394","971.499947269608","14.2067596755671","7806.47357023465","20.1775126050714","0.442554129366485","1.00541209142607","987.539530298399","2343.01212861181","0.693159222506289","0.102342156201585","0.195427917599404","5211.17005929223","721.853127501487","1.82570693104894","0.240364114728956","0.428159503346173","5.79984966582206","0.125800005157309","-0.0956347271339949","15.8211642963101","0.441330019888347","-0.00595777558847933","0.025487689558394","-0.0604221819732661","32.7261449722063","1.0652025041134","-0.0129315917106122"
"18","'06/10/2021’","0.351087521175993","2542.25624592513","960.713055786493","21.6003623533617","7855.09859890532","31.1407746786907","0.408743824551624","0.998990911628511","990.516141278887","2363.91316873557","0.816755508922726","0.127496053310564","0.182644379282063","5361.92539874843","711.328141755856","1.8359559211671","0.245852578643961","1.22579647525978","4.15733896558787","0.129571957541622","0.05515148036133","15.8706927896699","0.152429593647945","-0.00627078717168896","0.0294628211999586","-0.0785503382671666","35.2997151658554","1.2222844097071","-0.0124172726258104"
"19","'06/10/2021’","0.35899715933847","2591.74014499514","988.239170723816","14.503907431839","7806.08792791166","18.7621372713075","0.381371884648421","1.01596858041219","1006.13123245839","2365.98776702","0.681168525889818","0.0962344930177143","0.146182520946758","5311.37790819741","725.186144911136","1.82293242472764","0.218365067486672","0.361846096355285","7.97763674919925","0.124977664478971","0.0396219016444887","16.0781815855691","0.364295250277275","-0.00821100039474419","0.0225306274608144","-0.114101004777095","33.7663112292845","0.967370732745998","-0.0145153119634475"
"20","'06/10/2021’","0.402457216739487","2860.66481474156","945.480606418802","59.5060274025567","8719.25592863622","45.0645628577405","0.344725589924481","0.91085407290244","1045.08204195289","2056.03113891328","1.41628936718585","0.390801173739514","0.165361014055938","578.72072325251","32.3166843987671","0.211088879031223","0.191470873729833","1.08756287233028","3.32970222083616","0.0775950987871062","-0.111572580960838","13.3657075700618","0.0460763392444748","-0.00774072851975338","0.0260972848971495","-0.11913061392545","11.4159695815027","1.19924362206531","-0.0121112731435417"
"21","'06/10/2021’","0.414095709051235","2848.12793655986","828.392400601078","65.2287969922356","8738.90555662324","16.6757884556441","0.0791106771196088","1.47206172027472","1554.64132806473","1734.08407245746","1.61327145172106","0.377819342424366","0.18065415470221","418.543562890944","12.5051596452995","0.169344106652467","0.13311659428163","0.95733646528923","7.91688073872142","0.0726784421119143","0.170768985049973","11.8149909514164","0.0870157688917375","-0.00444044740171578","0.0317380989655828","-0.120262409687797","8.83255072879806","1.18863460096877","-0.0129192417354697"
"22","'06/10/2021’","0.422324504470173","2900.52758751245","963.497875488519","62.9373554780803","8831.08320615356","38.1098175104918","0.364969484915518","0.936150792787103","1012.72255107934","2093.24853201411","1.6535759822757","0.357689683700739","0.180901793695928","557.862978614552","31.7183402175124","0.191191240193721","0.18677336422015","0.993354823564776","3.651551958665","0.0715014065578095","0.191428098800277","13.7935917663169","0.0126244361291275","-0.00770790599124324","0.0284148491692679","-0.133209507830919","12.3068253224194","1.22096317314783","-0.0125282477060506"
"23","'06/10/2021’","0.437389265428603","2936.01471376594","882.728569087635","33.3543984346861","8959.18493343016","11.6938994861443","0.404589462310301","0.971913970776928","956.679055154754","1863.52361145312","0.997590972767094","0.317997679675813","0.192152138392417","360.481328007658","8.40393662399331","0.136253624143655","0.13404547154504","0.820635267518065","3.25627799931705","0.0726349329467247","0.120985648036382","12.7755097410985","0.0442625339392999","-0.00785331349845244","0.0223839076179348","-0.13822717535852","9.31589254348703","1.0468719898964","-0.0137399455131274"
"24","'06/10/2021’","0.406544920251804","2723.89499697543","952.051523879256","32.5526181107518","8010.13282814467","22.2770127877611","0.433899076499089","0.87542353977631","881.019144573413","2128.099720482","1.05014929834243","0.148387733058258","0.137219246410326","412.819016602354","41.7573353070019","0.106445179683382","0.141290504428131","0.94558673737398","3.45600391100744","0.0689208997720946","-0.00671406223608561","14.1645548962825","0.068116314354699","-0.00452705761072515","0.0301279309630234","0.259641106956471","18.2692666973546","1.13474572660225","-0.000838345980905936"
"25","'06/10/2021’","0.398302576296474","2771.40799980256","953.497066254813","18.8636231076859","8096.34085378499","11.875465746853","0.491912621290676","0.966861260281358","887.280464765536","2147.67195043623","0.699693705203163","0.0984787701404925","0.161270588047416","106.954144676723","13.5162844098248","0.0452236566441294","0.132712210314262","0.607781531404502","6.05788040103728","0.0584766243697256","0.154173586747853","14.0796832519829","0.147206679601139","-0.00698851488143923","0.0300364847442058","0.0611731121364279","16.7201546581214","1.21219084334161","-0.00950998943539611"
"26","'06/10/2021’","0.393246770092496","2680.96077147768","953.46603411416","29.0773804984399","7978.98167898166","27.2654411238738","0.293333010721065","0.937768711283504","929.202340448041","2158.71637116106","0.902913943838349","0.134305694827536","0.120029047321669","605.412969731688","177.094638254368","0.354141329406681","0.146454316291844","0.899868977881408","2.68163535413697","0.0569265074479552","0.191275504988506","14.3060276342204","0.017560910307418","-0.00732109443695104","0.0254210834308125","-0.0404337464794096","24.3174391151623","1.11688327641199","-0.0116255566210631"
"27","'06/10/2021’","0.394154705090582","2695.70659786939","945.950778172278","18.6885190802883","7838.169875391","10.3242801081685","0.356537202590846","0.985992212961526","923.798559988246","2147.12264286961","0.652397634259203","0.0738420747897073","0.135057446925409","163.707002157792","184.708869697958","0.347932847100479","0.140137737879573","0.507917526204921","3.92148141436871","0.0555877590270302","-0.0355677453475618","14.2566241281527","0.361457730246098","-0.00753586583395285","0.0287902932846804","-0.0642819836970945","20.7247512056407","1.17841176523097","-0.0137520501754956"
"28","'06/10/2021’","0.373898473074249","2603.55957436673","952.572024141013","22.744085284229","7694.05120459432","25.7338552210967","0.726442397264677","0.957530087493559","954.660506216138","2235.74811342969","0.844499115193369","0.105940757976344","0.165558794476449","1864.88232980205","388.563500088161","0.90321366284491","0.209472384679393","1.05961516547655","2.94365669991705","0.0758652128581061","0.0900019949622509","14.7912255705605","0.0401258101582315","-0.00409118205814819","0.0291502608586308","-0.0926168525320927","29.5045255671774","1.22080485423644","-0.0133679386103585"
"29","'06/11/2021’","0.377617377939716","2638.79867468641","955.801638669669","16.6359386549236","7789.63473479033","11.8876853936269","0.426688017134854","0.989694848871355","943.313185744413","2222.95196293772","0.65566245564627","0.0613207634198234","0.14055981037628","1197.63357227524","346.900258790218","0.776401684168821","0.18168029213171","0.515558277761392","5.64078213473874","0.0710146433078107","0.117993359737117","14.6350451897962","0.400073160917224","-0.00708274200547744","0.0274817462713647","-0.11599401187268","24.4907780458128","1.10855721611686","-0.0150364056196268"
"30","'06/11/2021’","0.359797739868362","2589.83669696289","959.610390361821","21.025519378194","7818.6699778397","29.2109311910386","0.414135936834124","0.974567486413238","971.26453740895","2297.53669621973","0.853568088035203","0.10522213408365","0.152495100967028","3688.97590256673","594.480050359086","1.47007233825536","0.230214578117869","1.15258567043866","2.92205138056752","0.0967046048928546","0.103534066193855","15.4719047208088","0.083474490712368","-0.0074789956704913","0.0284823647028016","-0.128339366696318","30.8634023081351","1.14228814412977","-0.0141294119677162"
"31","'06/11/2021’","0.347622446099347","2559.19133912507","950.632309148253","17.0569081709395","7769.05767682873","16.5636497906854","0.341566148234704","1.00092187768299","973.292097258289","2296.88472344367","0.690459935269327","0.0674418635317522","0.303694276633526","3372.52143867266","589.330154320704","1.44552621793367","0.325792737019369","0.372514042250402","5.88838259437348","0.0876467237761161","-0.0222923185104761","15.4016981826485","0.142907150567298","-0.0079931014242731","0.0274408702199123","-0.132838731486623","29.1858126224954","1.17681892021577","-0.0153147330354713"
"32","'06/11/2021’","0.355220929520772","2585.47787627587","973.885217673811","20.0064241585882","7903.06497282277","31.0781107881067","0.38447460638807","0.997446664347456","989.930924615468","2339.84454030941","0.806673864832563","0.122437123876472","0.148290842590214","4969.1280138526","694.568433505247","1.76927120713014","0.245180850303232","1.23072549691137","3.4565551145562","0.122272321288467","0.0082584469916049","15.8575012944073","0.109057367221913","-0.00774090629335905","0.030460848344372","-0.140389401290246","33.6467896189525","1.21652311451253","-0.01415444607183"
"33","'06/11/2021’","0.362593056941305","2583.62567798032","972.661427580691","15.3829983274618","7820.36256727024","19.493292169632","0.285790903620754","1.03247339951853","981.712287586562","2326.34517791691","0.672092642454137","0.0870576112704327","0.174570371580686","4781.19407559224","693.287588161656","1.74969715010082","0.232188587574577","0.361033676929408","5.93994448904009","0.108166345632026","-0.0527371149708539","15.7980502003767","0.179765971171207","-0.00832442989468513","0.0240733237270765","-0.148536291592778","32.1329237544428","1.11583646964753","-0.0155220368323451"
"34","'06/11/2021’","0.464505525647183","2912.7669319492","956.882392676732","71.7462889575582","8861.42241910403","45.2821401183779","0.324321249707666","0.891482480355019","1060.42298140483","2053.4476965757","2.00330478444382","0.417053019735412","0.340646212106447","594.161019093007","33.699070939366","0.237819887105525","0.398033335129667","1.08434900733095","3.54324506617166","0.0946322726505974","-0.00224631589547543","13.3656001861309","0.118710543487432","-0.00218397383266481","0.0267135661830843","-0.00050618424997258","11.5746844472446","1.21205199662166","-0.000540511927186583"
"35","'06/11/2021’","0.432373596952931","2923.07933297677","846.046086688739","65.6304389489201","8857.39395182769","14.6370257439641","0.0627196528103854","1.08611750895961","936.434140968425","1794.53866636534","1.29413759312179","0.361160661312892","0.383849908993738","410.29411092368","12.8703319556215","0.173484973196523","0.301141950641013","1.23043279325626","8.57798653522023","0.0800109768304275","0.0372206669842119","12.0022263734584","0.243745947655198","-0.00570215984652269","0.0318808651715575","0.0331961401588148","8.85407687056579","1.19157273737477","-0.0083988607622762"
"36","'06/11/2021’","0.463724498032987","2927.37966993386","973.836336318505","65.7105664993796","8887.00104640773","37.4521842880726","0.168683936399959","0.925137057079197","1014.67718732151","2111.46481945876","-0.294301177498058","0.368149024915341","0.237100604531165","551.650900538015","32.4187642600939","0.212058925424087","0.215384189861411","1.00580714668625","3.89739854241489","0.0735305772128161","-0.0981659018356309","13.7714315065883","0.0301149602708869","-0.00701676752372518","0.0264160533586229","-0.042852012019467","12.3979619851537","1.18338410073025","-0.0102805728788396"
"37","'06/11/2021’","0.427458425172103","2903.00503541524","890.425657081338","31.0574398522037","8799.1649590044","11.8405165439068","-0.042846016759673","0.944128398815895","928.673953077685","1893.92229104984","0.938193763875434","0.303277358963488","0.172135526959512","342.700054301593","7.80935775896971","0.127362738275879","0.123988720967881","0.787744038204779","2.94107716730864","0.0682815579389035","0.000664875879937306","12.7564271395123","0.110897131668959","-0.00851137188989197","0.0260056443487645","-0.0887123222710118","9.30003336476112","1.08646729057686","-0.0126067554168469"
"38","'06/11/2021’","0.41470474139364","2736.12302562078","953.393030999504","32.6869669142723","7978.35740382046","24.014526097002","0.12383211592166","0.871323823874778","881.947345669632","2144.16312411927","1.16837149950242","0.166599798211745","0.164117835868418","428.219867575728","37.0288020753625","0.118434658816018","0.169814937088861","1.05416761831722","6.35415487261454","0.0570864304775259","-0.0133317940890805","14.263397653706","0.00426181789190095","-0.00749004051306816","0.0335838052888166","-0.105434520535843","18.0026987130604","1.20480184582239","-0.0131559082045451"
"39","'06/11/2021’","0.412834411477556","2766.26999879842","956.142743554167","23.1153239257998","8046.77050571443","10.0479484800563","0.128860588792986","0.938160938393598","852.18909339797","2133.7138179918","0.69359374356698","0.118368452845046","0.177837605974972","117.944163573675","8.19389349931425","0.0554982901079544","0.142918243364241","0.622601313688457","4.39553999914835","0.0473866857435393","-0.0713043027871773","14.0665654488727","0.994055531879545","-0.00922150552189534","0.0250481369732793","-0.127380947748387","16.0051774997183","1.06208779994027","-0.0151075781972513"
"40","'06/11/2021’","0.405716494234143","2710.66047534466","968.593495682843","25.1819841806623","7898.27843873088","24.7031850941132","0.287595991249215","0.914118087638601","914.84894390141","2213.69723571054","-1.20908070178071","0.103370906469947","0.149355761781195","511.436614180909","154.819359322428","0.28248313103899","0.174203790862147","1.05374628371463","5.43402802660135","0.0566908327437393","-0.0182365779300317","14.754558134984","0.0208296096562061","-0.00835708743977084","0.02834653124513","-0.12169900134732","26.6841155381805","1.19669030092507","-0.0144250432185666"
"41","'06/11/2021’","0.411226273008232","2720.04940957616","960.157120541536","17.3139084175272","7838.99452778079","10.6379646001936","0.318027236449397","0.989379710328215","906.22326620515","2186.6084284825","0.635366012323671","0.0503116549426683","0.157497370620119","66.38168173367","128.305672809333","0.215357157902824","0.159709021152875","0.560190897359356","3.93764380731621","0.044896696342376","0.0981060687357464","14.4297401370368","0.134260214525704","-0.00891198705598097","0.0298527068213407","-0.140643324453144","21.0167193871584","1.13093357177708","-0.0156417785312564"
"42","'06/11/2021’","0.383008877566707","2613.88056034072","971.537986235666","20.8009231443731","7873.38584411988","30.3273704775216","0.298905065519382","0.970047799505079","968.618073136897","2314.07582505427","0.896861679771969","0.105598145910473","0.161341408380213","2678.73260041164","489.905729674986","1.18810032577542","0.215188934567793","1.11065107364007","4.11259424701272","0.0850596438811455","0.0652416248174432","15.4591906643881","0.0472612517624089","-0.0079265767843839","0.030777051104859","-0.147006125486135","30.3179424571303","1.17158384070881","-0.0147350335849141"
"43","'06/11/2021’","0.349773697770378","2594.5366900018","962.071950241421","16.446626192832","7756.63860980889","11.5617867149436","0.247952390367613","0.99790522952725","961.195023231313","2273.20815669325","0.661304279329465","0.0601019406765786","0.241171429778253","2356.55761239072","492.812139504458","1.18046205661289","0.246476535597335","0.437423026270664","6.26301381956708","0.0796259397944254","-0.0676219140222012","15.2628471071625","0.181815325910267","-0.0091038245862553","0.0285218265998653","-0.15845455615448","27.0034920212822","1.09633352646466","-0.01568080937076"
"44","'06/11/2021’","0.374411428889839","2584.45826752433","977.073157559076","24.9559627235218","7896.54338668268","30.738544876384","0.303865309257044","0.967427917224941","989.366942520322","2361.61565804621","0.898233565905677","0.142803966356323","0.143993979073161","5679.74914819179","726.727411856766","1.87732315433339","0.24909511963015","1.3926608503869","3.2438973261648","0.133414027177296","0.1027344831735","15.9634552984994","0.212544643492064","-0.000250190725031851","0.0270562667481826","0.221471987289637","35.6380301755624","1.12924398193185","-0.00147666297282531"
"45","'06/11/2021’","0.376440282092436","2600.50844753658","976.585055078149","16.7398053482759","7894.43263910345","21.1730886901388","0.223539899625548","1.02986961416832","990.120274725585","2347.82629190711","0.659674536908302","0.0858224866761055","0.175395125046801","5055.39932825173","695.107569749985","1.75500777761456","0.240962980138303","0.349209440535805","4.97505869685259","0.118926007442489","0.0411591780919937","15.8061045401754","0.212720008101113","-0.00560894075069444","0.0290957208341105","0.0415314578368133","32.8062807681071","1.20346905338929","-0.0102142234213255"
"46","'06/11/2021’","0.382014099979008","2589.08417582664","980.827360367945","20.0763800082092","7843.67520226855","33.0868536324601","0.165033879379057","0.973591986729125","996.984303472054","2392.34492654668","0.824365571764769","0.12788541700678","0.160296177665734","6377.43095731408","761.376957422048","1.91550062118485","0.26444609649772","1.26096991646488","3.26976388642825","0.136888714162748","-0.0279940078056091","16.3144809461203","0.195990420262622","-0.00619769923750452","0.0265053235421706","-0.0397439480321373","37.7677650549354","1.1906814602837","-0.0113341354425297"
"47","'06/11/2021’","0.354035560371605","2571.0310889783","967.042776287778","16.1385325218387","7822.97904926732","20.5864292704809","0.149508072313436","1.01218496939688","986.804775696313","2367.65820444079","0.644411581065869","0.0854757306212311","0.153515838521643","5879.10745040868","741.730255995623","1.83526321425552","0.220592828175291","0.311165203646181","4.31355633952239","0.125157401641328","-0.0973694464953193","16.130108317109","0.250448567335447","-0.00817030238910598","0.0256851504434908","-0.0806432748993816","35.748341938205","1.11937852037221","-0.0139804045755576"
"48","'06/11/2021’","0.431393352918777","2911.60146704012","959.96454799588","58.0876102033665","8828.47109655816","46.0468125663432","0.287002466841755","0.966746610520649","1128.78205861978","2111.44956008497","1.55651931283143","0.399519498471022","0.170063262418014","589.885771189478","33.0413822267582","0.224322232743577","0.231067679415202","1.09135006759919","15.660278643714","0.0785348574758214","0.0283601992824665","13.6236957553086","0.0470468591354342","-0.0069319386691776","0.0293741341968042","-0.102253181142026","11.7732509655882","1.22589661521638","-0.0115735394336849"
"49","'06/11/2021’","0.416796843861363","2878.04434499084","898.068228890233","36.7243904299838","8882.31753901278","11.6934073900717","0.00194554891206901","2.15529887663671","2431.89551952041","1896.81905410153","0.982436331736061","0.365446130218427","0.151539243498601","406.540436067706","13.0584160245124","0.170301870345084","0.125754064449267","0.86019750183637","3.84415166839159","0.0723063906924803","0.0235943830963371","12.772416209814","0.764631047185937","-0.00172518277429844","0.0255417700772362","-0.134058643736386","9.24931825096561","1.0534135241496","-0.013068631075332"
"50","'06/11/2021’","0.45731464126735","2977.27875103736","985.30409444482","54.0062528810122","9003.46926674284","34.841748767766","0.127994998751303","0.911272761139693","1028.01310298033","2138.25036621673","1.39848129360159","0.374462139136736","0.0561872703901152","568.866867784884","33.4957413249235","0.204232192044302","0.240128245121669","0.969645178860367","3.80527074000945","0.0769339535721771","0.135766806714399","13.8956638059012","0.031368357537292","-0.00880957242711509","0.0209623248325421","-0.163028886921682","12.2582518494034","0.851161708227031","-0.0129985159526542"
"51","'06/11/2021’","0.437640463346443","2930.68869181091","911.883905345285","32.8384020383827","8871.77357504761","10.9653083812968","-0.134952094526518","0.938765687760884","935.924107920095","1923.59030743567","0.934577209166386","0.324807493927742","0.139836634174187","375.747337473035","10.4409729001547","0.145864513170504","0.124608278268731","0.794026176391651","3.58899849573408","0.0664701572454833","0.143501838861819","12.8291555069331","2.14308853007835","-0.00822131520502824","0.0241996488756552","-0.158154758155349","9.27741690517094","0.999488395364548","-0.0136809648947121"
"52","'06/11/2021’","0.438300345829891","2817.03306411286","977.413558453266","41.3491704616957","8296.77421005238","26.1620450946574","0.214477051661808","0.909478537267889","917.15270137672","2183.75222338277","1.16941745564559","0.197778207237922","0.148180181093943","465.370304061035","39.2563142794562","0.136778049854188","0.165444057433341","1.01873289787459","6.67055877047663","0.0588533974958665","0.113147455849288","14.239087895428","0.0647302397466186","-0.00817136133307235","0.0296726029688713","-0.141130372549939","17.1069832050138","1.18810600270957","-0.0138866838635421"
"53","'06/11/2021’","0.440402680976116","2786.9017550931","957.795211166567","22.7637462618702","8295.96519164628","12.8849124346386","0.0687834265930601","0.883386483370096","872.288659042274","2110.4425542082","0.82888568717349","0.160767460338525","0.169374615926964","225.234298031295","10.0659799322009","0.0745873627743548","0.143579881105053","0.765341985462384","4.6872794461297","0.0524204416565731","0.202731256961939","14.042175741967","0.661425345530076","-0.00938355398884517","0.0295083639277377","-0.151317425822129","15.1443130185891","1.24240854520612","-0.0149358797657094"
"54","'06/11/2021’","0.403543689533792","2664.87343557856","957.23700168696","22.5819819108828","7677.75593368609","20.3211430636062","0.339909430530107","0.920955663192213","925.127970655491","2226.54337057146","0.839534394907015","0.0933138012585369","0.130697235726839","739.726958761061","223.908761808667","0.426616442566019","0.179185022496327","0.970984768024316","4.55823051103448","0.0616646740515983","0.213643940069373","14.5653449893634","0.0817021360320468","-0.00519371886496558","0.0300334040307592","0.241886562059101","27.1822920260002","1.10283809417552","-0.00135272189082519"
"55","'06/11/2021’","0.40503947599417","2699.56797341935","977.163595952456","16.6157002430278","7745.6962680337","7.91002283519518","0.352580063563388","0.93367983792965","921.473396135273","2241.76765670634","0.666526391231002","0.0521861658502405","0.122519143513472","222.863504011033","183.277623858751","0.329484094107766","0.164102214242113","0.551332375918606","9.0109735367574","0.0543759256850623","0.0787557137827372","14.6416506475656","0.367886406390055","-0.00856530447079915","0.0249025547717341","0.0210093437957824","22.236168889456","0.935025738552268","-0.0107856579341305"
"56","'06/11/2021’","0.365629374128485","2611.92634376519","967.940872434599","23.3381325961875","7692.64668431148","31.2060639318554","0.63433932116902","0.986251677044967","976.106761472245","2286.93685236051","1.0254636611482","0.0760488340147948","0.169128333648264","2262.20863976294","493.981486349366","1.14684934242799","0.26807609397939","1.22249806952064","9.09593873632363","0.0873134463044854","0.0845090104172948","15.2909758600231","0.0637206033309258","-0.00461866783463368","0.035562531711711","-0.020613544598313","37.2404674231415","1.19111808183672","-0.0113801277068364"
