Reservoir,Site,DateTime,Depth_m,Rep,RunDate,NH4_ugL,PO4_ugL,NO3NO2_ugL,Notes_lachat,SampleID_lachat
FCR,50,5/14/21 13:56,8,,6/16/21,119,-1.1,5,,F 14may21 8.0
FCR,50,5/14/21 14:02,9,,6/16/21,137,-0.6,9.7,,F 14may21 9.0
FCR,50,4/16/21 13:23,0.1,,6/16/21,7.3,4.3,1.1,changing from 15 to 16apr,F 15apr21 0.1
FCR,50,4/16/21 13:33,1.6,,6/16/21,5,2.4,1.6,changing from 15 to 16apr,F 15apr21 1.6
FCR,50,4/16/21 13:40,3.8,,6/16/21,2.8,1.6,0,changing from 15 to 16apr,F 15apr21 3.8
FCR,50,4/16/21 13:55,5,,6/16/21,3.6,2.3,0.7,changing from 15 to 16apr,F 15apr21 5.0
FCR,50,4/16/21 14:05,6.2,,6/16/21,2.2,0.7,0.8,changing from 15 to 16apr,F 15apr21 6.2 repeat
FCR,50,4/16/21 14:15,8,,6/16/21,6.9,5.1,0.6,changing from 15 to 16apr,F 15apr21 8.0
FCR,50,4/16/21 14:24,9,,6/16/21,13.4,3.9,2.3,changing from 15 to 16apr,F 15apr21 9.0
FCR,100,4/16/21 15:37,0.1,,6/16/21,5.9,6.6,35.9,changing from 15 to 16apr,F 15apr21 weir
FCR,50,3/22/21 9:21,0.1,,6/16/21,6.8,2.1,1.4,,F 22mar21 0.1
FCR,50,3/22/21 9:31,1.6,,6/16/21,11.2,1.8,0.6,,F 22mar21 1.5
FCR,50,3/22/21 11:10,3.8,,6/16/21,9.9,7.3,1.3,,F 22mar21 3.8
FCR,50,3/22/21 10:07,5,,6/16/21,6,0.9,0.7,,F 22mar21 5.0
FCR,50,3/22/21 10:20,6.2,,6/16/21,5.8,0.6,0.8,,F 22mar21 6.2
FCR,50,3/22/21 10:32,8,,6/16/21,6.6,6.7,2.9,,F 22mar21 8.0
FCR,50,3/22/21 10:43,9,,6/16/21,33.9,2.3,3.9,,F 22mar21 9.0
FCR,100,3/22/21 13:30,0.1,,6/16/21,4.7,4.4,20.5,,F 22mar21 weir
FCR,200,3/22/21 13:45,0.1,,6/16/21,14.7,7.6,138,,F 22mar21 wet
FCR,50,5/24/21 11:17,0.1,,6/16/21,11.3,10.8,2,,F 24may21 0.1
FCR,50,5/24/21 11:31,1.6,,6/16/21,13,15.2,5.9,,F 24may21 1.6 repeat
FCR,50,5/24/21 12:57,3.8,,6/16/21,6.6,4,1.7,,F 24may21 3.8
FCR,50,5/24/21 13:16,5,,6/16/21,5.9,2.6,1.4,,F 24may21 5.0
FCR,50,5/24/21 13:32,6.2,,6/16/21,11.9,7.8,1.3,,F 24may21 6.2
FCR,50,5/24/21 13:35,8,,6/16/21,89.8,3.4,2.5,,F 24may21 8.0
FCR,50,5/24/21 13:44,9,,6/16/21,207,3.1,2.5,,F 24may21 9.0
FCR,100,5/24/21 14:40,0.1,,6/16/21,8.3,12.4,147,,F 24may21 weir
FCR,200,5/24/21 15:20,0.1,,6/16/21,32.4,15.4,54.8,,F 24may21 wet
FCR,50,2/26/21 10:45,0.1,,6/16/21,5.3,5.3,4.2,changed to 26feb,F 25feb21 0.1
FCR,50,2/26/21 10:47,1.6,,6/16/21,6.1,7.5,3.5,changed to 26feb,F 25feb21 1.6
FCR,50,2/26/21 11:00,3.8,,6/16/21,5.8,3.7,4,changed to 26feb,F 25feb21 3.8
FCR,50,2/26/21 11:18,5,,6/16/21,0.4,1,5.6,changed to 26feb,F 25feb21 5.0
FCR,50,2/26/21 11:32,6.2,,6/16/21,6.4,1.8,5,changed to 26feb,F 25feb21 6.2
FCR,50,2/26/21 11:49,8,,6/16/21,6.5,4.2,7.7,changed to 26feb,F 25feb21 8.0
FCR,50,2/26/21 12:07,9,,6/16/21,10.9,3.9,8.2,changed to 26feb,F 25feb21 9.0
FCR,100,2/26/21 14:12,0.1,,6/16/21,5.8,2.4,26.9,changed to 26feb,F 25feb21 weir
FCR,200,4/26/21 15:30,0.1,,6/16/21,23.7,8.8,68.1,,F 26apr21 wet 200
BVR,50,6/15/21 16:05,0.1,,7/20/21,7.52,4.94,1.877,AVERAGED so needs 7 flag,B 15jun21 0.1_avg
BVR,50,6/15/21 16:52,11,,7/20/21,548,19.7,2.09,,B 15jun21 11.0
BVR,50,6/15/21 16:21,3,,7/20/21,11.2,6.49,3.03,,B 15jun21 3.0
BVR,50,6/15/21 16:30,6,,7/20/21,10.3,4.9,1.83,,B 15jun21 6.0
BVR,50,6/15/21 16:40,9,,7/20/21,222,7.22,3.71,,B 15jun21 9.0
BVR,50,6/28/21 10:38,0.1,,7/20/21,9.76,5.77,4.35,,B 28jun21 0.1
BVR,50,6/28/21 10:41,3,,7/20/21,6.73,6.66,1.24,,B 28jun21 3.0
BVR,50,6/28/21 10:53,6,,7/20/21,6.93,4.7,4.65,,B 28jun21 6.0
BVR,50,6/28/21 11:00,9,,7/20/21,7.22,5.27,6.4,,B 28jun21 9.0
BVR,50,5/31/21 9:53,0.1,,7/20/21,6.945,9.11,1.91,AVERAGED so needs 7 flag,B 31may21 0.1_avg
BVR,50,5/31/21 10:32,11,,7/20/21,416,4.98,4.97,,B 31may21 11.0
BVR,50,5/31/21 10:04,3,,7/20/21,10.1,5.62,2.35,,B 31may21 3.0
BVR,50,5/31/21 10:12,6,,7/20/21,8.5,4.53,4.51,,B 31may21 6.0
BVR,50,5/31/21 10:22,9,,7/20/21,114,4.28,3.05,,B 31may21 9.0
BVR,50,6/28/21 11:44,11,,7/20/21,610,10.4,7.56,,B28jun21 11.0
CCR,50,7/1/21 10:38,20,,7/20/21,75.5,5.17,24.5,this should be 20m,C 01jul21 21.0
CCR,50,7/1/21 10:27,9,,7/20/21,5.66,4.17,2.13,,C 01jul21 9.0
CCR,100,7/1/21 0:00,0.1,,7/20/21,7.335,3.355,3.74,AVERAGED so needs 7 flag; datetime_flag!,C 01jul21_HPB_avg
CCR,50,7/1/21 10:13,6,,7/20/21,7.36,4,2.95,jul not jun,C 01jun21 6.0
CCR,1,6/1/21 12:06,0.1,,7/20/21,15.3,5.49,14.6,,C_IM_01jun21 site 1
CCR,2,6/1/21 12:35,0.1,,7/20/21,15.7,5.28,31.7,,C_IM_01jun21 site 2
CCR,3,6/1/21 12:53,0.1,,7/20/21,11.1,4.95,11.4,,C_IM_01jun21 site 3
CCR,4,6/1/21 13:10,0.1,,7/20/21,11.3,5.72,13.1,,C_IM_01jun21 site 4
CCR,50,6/1/21 13:26,0.1,,7/20/21,7.39,4.93,14.7,,C_IM_01jun21 site 6
CCR,5,6/1/21 13:45,0.1,,7/20/21,13.2,5.15,14.65,AVERAGED so needs 7 flag,C_IM_01jun21 site 5_avg
CCR,1,6/6/21 9:38,0.1,,7/20/21,21.2,5.56,13,,C_IM_06jun21 site 1
CCR,2,6/6/21 9:53,0.1,,7/20/21,15.4,3.79,4.06,,C_IM_06jun21 site 2
CCR,3,6/6/21 10:10,0.1,,7/20/21,14.1,4.65,7.77,,C_IM_06jun21 site 3
CCR,4,6/6/21 10:59,0.1,,7/20/21,10.5,3.68,3.83,,C_IM_06jun21 site 4
CCR,5,6/6/21 10:26,0.1,,7/20/21,17.5,3.66,3.2,,C_IM_06jun21 site 5
CCR,50,6/6/21 10:37,0.1,,7/20/21,11,4.5,3.1,,C_IM_06jun21 site 6
CCR,1,6/9/21 9:46,0.1,,7/20/21,11.3,3.96,4.65,,C_IM_09jun21 site 1
CCR,2,6/9/21 10:02,0.1,,7/20/21,4.76,3.79,5.02,,C_IM_09jun21 site 2
CCR,3,6/9/21 10:15,0.1,,7/20/21,7.31,4.44,5.33,,C_IM_09jun21 site 3
CCR,4,6/9/21 11:15,0.1,,7/20/21,11.9,3.74,7.64,,C_IM_09jun21 site 4
CCR,5,6/9/21 10:36,0.1,,7/20/21,9.52,3.96,3.24,,C_IM_09jun21 site 5
CCR,50,6/9/21 10:53,0.1,,7/20/21,10.005,4.15,4.92,AVERAGED so needs 7 flag,C_IM_09jun21 site 6_avg
FCR,50,7/7/21 14:50,0.1,,7/20/21,163,7.43,7.93,,F 07jul21 0.1
FCR,50,7/7/21 14:56,1.6,,7/20/21,17.5,2.96,3.7,,F 07jul21 1.6
FCR,50,7/7/21 15:02,3.8,,7/20/21,170,5.24,1.54,,F 07jul21 3.8
FCR,50,7/7/21 15:07,5,,7/20/21,283,6.29,2.06,,F 07jul21 5.0
FCR,50,7/7/21 15:22,6.2,,7/20/21,370,10.3,1.8,,F 07jul21 6.2
FCR,50,7/7/21 15:34,8,,7/20/21,373,6.53,1.35,,F 07jul21 8.0
FCR,50,7/7/21 15:46,9,,7/20/21,454,9.35,3.06,,F 07jul21 9.0
FCR,50,6/7/21 10:50,0.1,,7/20/21,6.22,11.1,2.96,,F 07jun21 0.1
FCR,50,6/7/21 11:10,1.6,,7/20/21,9.725,12.1,2.105,AVERAGED so needs 7 flag,F 07jun21 1.6_avg
FCR,50,6/7/21 11:18,3.8,,7/20/21,33.3,6.14,2.65,,F 07jun21 3.8
FCR,50,6/7/21 11:27,5,,7/20/21,63.5,6.63,2.22,,F 07jun21 5.0
FCR,50,6/7/21 11:35,6.2,,7/20/21,82.9,4.78,2.59,,F 07jun21 6.2
FCR,50,6/7/21 11:42,8,,7/20/21,215,4.49,4,,F 07jun21 8.0
FCR,50,6/7/21 11:52,9,,7/20/21,689,9.48,3.81,,F 07jun21 9.0
FCR,100,6/7/21 13:50,0.1,,7/20/21,5.74,16.05,128,AVERAGED so needs 7 flag,F 07jun21 weir_avg
FCR,200,6/7/21 14:20,0.1,,7/20/21,12.6,10.6,18.5,,F 07jun21 wetland
FCR,50,6/15/21 10:45,0.1,,7/20/21,7.03,11.3,2.73,,F 15jun21 0.1
FCR,50,6/15/21 11:07,1.6,,7/20/21,5.97,15.85,2.065,AVERAGED so needs 7 flag,F 15jun21 1.6_avg
FCR,50,6/15/21 11:20,3.8,,7/20/21,113,6.96,7.42,,F 15jun21 3.8
FCR,50,6/15/21 11:28,5,,7/20/21,101,5.07,2.72,,F 15jun21 5.0
FCR,50,6/15/21 11:35,6.2,,7/20/21,212,5.37,3.74,,F 15jun21 6.2
FCR,50,6/15/21 11:42,8,,7/20/21,189,5.84,2.61,,F 15jun21 8.0
FCR,50,6/15/21 11:50,9,,7/20/21,181,3.68,3.31,,F 15jun21 9.0
FCR,50,6/21/21 10:16,0.1,,7/20/21,10.8,13.2,2.79,,F 21jun21 0.1
FCR,50,6/21/21 10:33,1.6,,7/20/21,5.35,12.5,4.35,,F 21jun21 1.6
FCR,50,6/21/21 10:52,3.8,,7/20/21,92.3,5.47,4.1,,F 21jun21 3.8
FCR,50,6/21/21 11:20,6.2,,7/20/21,200,6.92,6.93,,F 21jun21 6.2
FCR,50,6/21/21 11:38,8,,7/20/21,244,5.87,4.3,,F 21jun21 8.0
FCR,50,6/21/21 11:50,9,,7/20/21,216,4.8,2.7,,F 21jun21 9.0
FCR,100,6/21/21 13:20,0.1,,7/20/21,6.05,14.9,152,,F 21jun21 weir
FCR,199,6/21/21 14:20,0.1,,7/20/21,44,14,19.9,check site num,F 21jun21 WET below
FCR,200,6/21/21 13:57,0.1,,7/20/21,24.8,10.2,42.7,,F 21jun21 wetland
FCR,50,6/28/21 14:32,3.8,,7/20/21,160,5.88,4.8,,F 28jun21 3.8
FCR,50,6/28/21 14:14,0.1,,7/20/21,11,15.2,2.38,,F 28jun21 0.1
FCR,50,6/28/21 14:25,1.6,,7/20/21,39.1,11.9,3.3,,F 28jun21 1.6
FCR,50,6/28/21 14:45,5,,7/20/21,288,4.03,3.26,,F 28jun21 5.0
FCR,50,6/28/21 14:50,6.2,,7/20/21,294,8.01,7,,F 28jun21 6.2
FCR,50,6/28/21 15:16,8,,7/20/21,259,3.58,6.04,,F 28jun21 8.0
FCR,50,6/28/21 15:24,9,,7/20/21,273,3.76,4.76,,F 28jun21 9.0
FCR,50,5/31/21 12:23,0.1,,7/20/21,13.4,9.81,3.79,,F 31may21 0.1
FCR,50,5/31/21 12:35,1.6,,7/20/21,4.49,8.81,1.84,,F 31may21 1.6
FCR,50,5/31/21 12:54,3.8,,7/20/21,17.4,6.05,2.64,,F 31may21 3.8
FCR,50,5/31/21 13:10,5,,7/20/21,22.6,6.34,3.32,,F 31may21 5.0
FCR,50,5/31/21 13:15,6.2,,7/20/21,31.4,4.82,2.36,,F 31may21 6.2
FCR,50,5/31/21 13:21,8,,7/20/21,165,4.12,3.02,,F 31may21 8.0
FCR,50,5/31/21 13:28,9,,7/20/21,422,3.83,2.28,,F 31may21 9.0
FCR,50,6/21/21 11:07,5,,7/20/21,187.5,4.16,1.865,AVERAGED so needs 7 flag,F 21jun21 5.0_avg
BVR,50,9/6/21 9:45,0.1,,10/5/21,8.7,4.8,2.9,,B 06sep21 0.1
BVR,50,9/6/21 9:59,3,,10/5/21,5.6,4.4,3.6,,B 06sep21 3.0
BVR,50,9/6/21 10:07,6,,10/5/21,3.9,3.7,2.7,,B 06sep21 6.0
BVR,50,9/6/21 10:23,9,,10/5/21,1280,9.7,1.5,,B 06sep21 9.0
BVR,50,8/9/21 11:10,10,,10/5/21,250,7.9,3.3,,B 09aug21 10.0
BVR,50,8/9/21 10:25,3,,10/5/21,16.3,7.4,3.3,,B 09aug21 3.0
BVR,50,8/9/21 10:39,6,,10/5/21,6.7,4,2,,B 09aug21 6.0
BVR,50,8/9/21 10:53,9,,10/5/21,695,9.4,2.5,,B 09aug21 9.0
BVR,50,7/12/21 14:20,0.1,,10/5/21,4.9,5.1,0.1,,B 12jul21 0.1
BVR,50,7/12/21 14:53,11,,10/5/21,1010,17.4,4.9,,B 12jul21 11.0
BVR,50,7/12/21 14:25,3,,10/5/21,9.7,3.9,1,,B 12jul21 3.0
BVR,50,7/12/21 14:32,6,,10/5/21,7.1,7.4,2.1,,B 12jul21 6.0
BVR,50,7/12/21 14:43,9,,10/5/21,649,15.8,2.9,,B 12jul21 9.0
BVR,50,9/21/21 10:11,0.1,,10/5/21,3.5,1.8,1.6,,B 21sep21 0.1
BVR,50,9/21/21 10:41,10,,10/5/21,2520,7.3,1.8,,B 21sep21 10.0
BVR,50,9/21/21 10:33,9,,10/5/21,1170,9.5,2,,B 21sep21 9.0
BVR,50,9/21/21 10:23,6,,10/5/21,10.1,3.5,1.4,,B 21sep216.0
BVR,50,8/23/21 10:00,0.1,,10/5/21,10.7,3.4,0.8,,B 23aug21 0.1
BVR,50,8/23/21 10:08,3,,10/5/21,7.8,9.7,1.3,,B 23aug21 3.0
BVR,50,8/23/21 10:18,6,,10/5/21,2.3,6.8,2.1,,B 23aug21 6.0
BVR,50,8/23/21 10:28,9,,10/5/21,1050,5.3,3.3,,B 23aug21 9.0
BVR,50,7/26/21 10:30,11,,10/5/21,1030,8.1,1.8,changed to 26jul,B 25jul21 11.0
BVR,50,7/26/21 10:07,6,,10/5/21,3.1,3.6,0.7,changed to 26jul,B 25jul21 6.0
BVR,50,7/26/21 10:15,9,,10/5/21,419,10.7,2.6,changed to 26jul,B 25jul21 9.0
BVR,50,7/26/21 9:42,0.1,,10/5/21,6.3,3.9,3.2,,B 26jul21 0.1
CCR,51,7/14/21 10:20,1.5,,10/5/21,8.4,3.8,1.5,changed to 14jul,C 13jul21 15 EXO
CCR,51,7/14/21 10:20,9,,10/5/21,4.6,3.2,2.9,changed to 14jul,C 13jul21 9 EXO
CCR,500,7/14/21 13:51,0.1,,10/5/21,6.3,6.6,109,,C 14jul21 0.1 CCT
CCR,301,7/14/21 12:56,0.1,,10/5/21,7.3,3.9,67.2,,C 14jul21 0.1 SMB
CCR,400,7/14/21 12:14,0.1,,10/5/21,9.4,10.1,127,,C 14jul21 0.1 TCT
CCR,50,8/19/21 11:45,0.1,,10/5/21,33.9,3.7,2.7,,C 19aug21 0.1
CCR,500,8/19/21 17:24,0.1,,10/5/21,5.2,10.7,452,,C 19aug21 0.1 CCT
CCR,301,8/19/21 16:45,0.1,,10/5/21,5.8,4,25.9,,C 19aug21 0.1 SMB
CCR,50,8/19/21 12:00,21,,10/5/21,120,5.8,75.5,datetime_flag!,C 19aug21 21.0
CCR,51,8/19/21 10:00,9,,10/5/21,21,4.1,6.4,datetime_flag!,C 19aug21 9 EXO
CCR,50,8/19/21 12:00,9,,10/5/21,16.3,2.5,16.2,datetime_flag!,C 19aug21 9.0
CCR,100,7/28/21 11:19,0.1,,10/5/21,13.5,5.6,351,,C 28jul21 0.1 HPB
CCR,50,7/28/21 12:00,20,,10/5/21,64.2,4.6,54.6,datetime_flag!,C 28jul21 21.0
CCR,50,7/28/21 12:00,9,,10/5/21,3.4,2.5,2.3,datetime_flag!,C 28jul21 9.0
FCR,50,8/2/21 11:12,6.2,,10/5/21,696,9,1,,F 02aug21 6.2
FCR,50,8/2/21 11:37,8,,10/5/21,582,12.9,8.9,,F 02aug21 8.0
FCR,50,8/2/21 11:46,9,,10/5/21,701,6.8,3.4,,F 02aug21 9.0
FCR,100,8/2/21 13:00,0.1,,10/5/21,6.7,19.9,166,,F 02aug21 weir
FCR,200,8/2/21 13:28,0.1,,10/5/21,101,6.3,1.9,,F 02aug21 wet
FCR,50,9/6/21 13:07,0.1,,10/5/21,6.3,9,4.7,,F 06sep21 0.1
FCR,50,9/6/21 13:50,6.2,,10/5/21,515,8.5,2.8,,F 06sep21 6.2
FCR,50,9/6/21 14:00,8,,10/5/21,846,8.9,2.3,,F 06sep21 8.0
FCR,50,9/6/21 14:08,9,,10/5/21,784,5.4,2.3,,F 06sep21 9.0
FCR,50,8/9/21 13:35,3.8,,10/5/21,6.6,6.8,3.6,,F 09 aug 21 3.8
FCR,50,8/9/21 13:10,0.1,,10/5/21,6.4,6,1.1,,F 09aug21 0.1
FCR,50,8/9/21 13:51,5,,10/5/21,206,4.7,3.3,,F 09aug21 5.0
FCR,50,8/9/21 14:25,8,,10/5/21,767,6.3,3,,F 09aug21 8.0
FCR,50,8/9/21 14:30,9,,10/5/21,687,3.1,1.8,,F 09aug21 9.0
FCR,50,7/12/21 9:20,0.1,,10/5/21,133,5.9,11.5,,F 12jul21 0.1
FCR,50,7/12/21 9:32,1.6,,10/5/21,161,8.1,13.5,,F 12jul21 1.6
FCR,50,7/12/21 9:40,3.8,,10/5/21,18,13.7,2.5,,F 12jul21 3.8
FCR,50,7/12/21 9:56,5,,10/5/21,317,2.5,2,,F 12jul21 5.0
FCR,50,7/12/21 10:02,6.2,,10/5/21,324,5.1,2.3,,F 12jul21 6.2
FCR,50,7/12/21 10:20,9,,10/5/21,641,4.8,1.7,,F 12jul21 9.0
FCR,100,7/12/21 11:35,0.1,,10/5/21,10.7,18.6,188,,F 12jul21 weir
FCR,200,7/12/21 13:05,0.1,,10/5/21,151,6.3,22.2,,F 12jul21 wet
FCR,50,9/14/21 10:59,1.6,,10/5/21,13.5,4.2,3.5,,F 14sep21 1.6
FCR,200,8/16/21 14:54,0.1,,10/5/21,42.4,14.7,32.5,changed to 16aug,F 15aug21 0.1 F200
FCR,50,8/16/21 10:58,8,,10/5/21,803,6.4,1,changed to 16aug,F 15aug21 8.0
FCR,50,8/16/21 9:30,0.1,,10/5/21,10.9,4.9,2.4,,F 16aug21 0.1
FCR,100,8/16/21 13:49,0.1,,10/5/21,6.4,21.9,95.9,,F 16aug21 0.1 F100
FCR,50,8/16/21 10:04,1.6,,10/5/21,8.2,6.2,2.1,,F 16aug21 1.6
FCR,50,8/16/21 10:08,3.8,,10/5/21,8.6,6.9,1.8,,F 16aug21 3.8
FCR,50,7/21/21 10:30,0.1,,10/5/21,10,7.5,3.9,,F 21jul21 0.1
FCR,50,7/21/21 10:54,1.6,,10/5/21,6.7,6.4,2.2,,F 21jul21 1.6
FCR,50,7/21/21 11:13,3.8,,10/5/21,12.6,11,4.2,,F 21jul21 3.8
FCR,50,7/21/21 11:44,6.2,,10/5/21,482,15.8,2.3,,F 21jul21 6.2
FCR,50,7/21/21 12:14,9,,10/5/21,1010,35.7,4.6,,F 21jul21 9.0
FCR,50,9/21/21 13:18,0.1,,10/5/21,4.9,5,2.1,,F 21sep21 0.1
FCR,50,9/21/21 13:22,1.6,,10/5/21,5,3.8,1.4,,F 21sep21 1.6
FCR,50,9/21/21 13:50,6.2,,10/5/21,559,3.8,1.2,,F 21sep21 6.2
FCR,50,9/21/21 13:58,8,,10/5/21,595,4.2,1.8,,F 21sep21 8.0
FCR,50,9/21/21 14:08,9,,10/5/21,785,4.8,5.2,,F 21sep21 9.0
FCR,50,8/23/21 12:34,0.1,,10/5/21,11.2,5,1.8,,F 23aug21 0.1
FCR,50,8/23/21 13:05,5,,10/5/21,178,9.6,3.7,,F 23aug21 5.0
FCR,50,8/23/21 13:13,6.2,,10/5/21,477,4.2,3.5,,F 23aug21 6.2
FCR,50,8/23/21 13:54,9,,10/5/21,848,4.9,1.9,,F 23aug21 9.0
FCR,50,7/26/21 13:46,6.2,,10/5/21,591,12,2.3,changed to 26jul,F 25jul21 6.2
FCR,50,7/26/21 13:56,9,,10/5/21,1040,42.5,2.2,changed to 26jul,F 25jul21 9.0
FCR,50,7/26/21 13:35,3.8,,10/5/21,12.6,11.3,4.2,,F 26jul21 3.8
FCR,50,7/26/21 13:41,5,,10/5/21,122,5.5,2.2,,F 26jul21 5.0
FCR,50,7/26/21 13:50,8,,10/5/21,558,15.7,1.9,,F 26jul21 8.0
FCR,50,9/27/21 10:42,3.8,,10/5/21,2.6,3.4,1.4,,F 27sep21 3.8
FCR,50,9/27/21 10:52,5,,10/5/21,200,5.2,1,,F 27sep21 5.0
FCR,50,9/27/21 11:02,6.2,,10/5/21,625,3.4,3.7,,F 27sep21 6.2
FCR,50,9/27/21 11:13,8,,10/5/21,859,4.2,1.3,,F 27sep21 8.0
FCR,50,9/27/21 11:24,9,,10/5/21,962,3.8,2.3,,F 27sep21 9.0
FCR,100,9/27/21 14:25,0.1,,10/5/21,6.8,20.1,99.6,,F 27sep21 weir
FCR,200,9/27/21 14:48,0.1,,10/5/21,23.4,8.1,25.1,,F 27sep21 wet
FCR,50,8/31/21 9:30,0.1,,10/5/21,4.8,5.9,2.8,,F 31aug21 0.1
FCR,50,8/31/21 9:55,3.8,,10/5/21,5.4,4.2,1.1,,F 31aug21 3.8
FCR,50,8/31/21 10:46,9,,10/5/21,695,5.2,5,,F 31aug21 9.0
FCR,200,8/31/21 12:00,0.1,,10/5/21,45.7,12.4,2.7,,F 31aug21 wet
FCR,50,7/26/21 12:50,1.6,,10/5/21,18.6,13.5,14,,F26jul21 1.6
