Sample_Date,Reservoir,Site,Depth_m,TNa_ppb,SNa_ppb,TMg_ppb,SMg_ppb,TSi_ppb,SSi_ppb,TP_ppb,SP_ppb,TS_ppm,SS_ppm,TFe_ppb,SFe_ppb,TMn_ppb,SMn_ppb
2022-03-17,FCR,100,0.1,,"3,198.20",,788.6,,"9,942.90",,7.6,,-0.3,,7.5,,0.6
2022-03-17,FCR,200,0.1,,"3,288.30",,"1,050.90",,"10,229.00",,8.3,,0.7,,436.8,,29.1
2022-03-22,BVR,50,0.1,"2,249.80","2,191.90",737,714.9,"6,008.40","5,844.40",7.7,0.3,-0.8,-0.8,422.4,91.5,27.4,1.9
2022-03-22,BVR,50,3,"2,173.80","2,189.20",723.1,716.3,"5,887.60","5,817.90",7.6,-0.5,-0.9,-0.9,435.5,90.1,30.6,1
2022-03-22,BVR,50,6,"2,187.50","2,176.40",731.6,724.6,"5,972.60","5,898.80",7.9,-0.5,-0.8,-0.8,478.8,83.5,44.2,5.2
2022-03-22,BVR,50,9,"2,146.40","3,045.30",722.2,728.2,"5,840.50","5,781.20",12,3.5,-0.8,-0.7,677.9,149.1,153.2,60.1
2022-03-29,FCR,50,0.1,"3,047.60","3,062.50","1,064.50","1,050.50","6,729.30","6,706.50",11.1,1.2,-0.3,-0.2,439.6,148.6,42.1,6.8
2022-03-29,FCR,50,1.6,"3,035.80","3,127.80","1,058.60","1,070.20","6,700.20","6,816.60",10.9,1.6,-0.3,-0.2,434.6,149,41.8,7.8
2022-03-29,FCR,50,3.8,"3,088.40","3,097.30","1,081.10","1,064.40","6,793.20","6,820.40",10.6,1.3,-0.2,-0.2,445.2,141.7,42.7,6.2
2022-03-29,FCR,50,5,"3,082.20","3,076.70","1,073.90","1,066.70","6,747.10","6,689.00",12.3,0.8,-0.2,-0.3,458.8,130,54.5,9.5
2022-03-29,FCR,50,6.2,"3,076.40","3,064.70","1,094.70","1,066.30","6,754.70","6,627.40",10.3,1.8,-0.3,-0.3,432,136.9,56.1,6.3
2022-03-29,FCR,50,8,"3,030.80","3,078.20","1,070.10","1,076.70","6,680.60","6,685.70",10.4,1.1,-0.3,-0.3,442.5,130.8,57.2,8.5
2022-03-29,FCR,50,9,"3,059.30","3,065.00","1,079.50","1,080.70","6,669.70","6,724.00",12.6,0.8,-0.4,-0.3,576,159.6,76.8,41
2022-04-12,FCR,50,0.1,"3,002.00","2,989.70","1,034.00","1,018.20","6,809.70","6,767.00",10.9,1.5,2.1,1.8,432.5,124.5,32.4,4.6
2022-04-12,FCR,50,1.6,"2,922.70","2,935.60","1,013.40","1,009.20","6,683.00","6,708.10",15,1.4,1.5,1.3,450.5,130.2,35,3.2
2022-04-12,FCR,50,3.8,"2,893.00","2,915.40","1,011.60",999.4,"6,689.60","6,727.80",11.2,0.8,1,1,487.2,117.7,41.9,1.7
2022-04-12,FCR,50,5,"2,919.00","2,902.70","1,027.60","1,009.70","6,746.20","6,682.00",12.4,0,0.9,0.7,490.6,91.3,47.4,1.5
2022-04-12,FCR,50,6.2,"2,895.80","2,843.80","1,016.60",988.9,"6,636.90","6,501.90",14,2,0.7,0.6,523.8,87.1,63.2,2.8
2022-04-12,FCR,50,8,"2,937.60","2,995.90","1,023.20","1,011.90","6,713.00","6,694.40",13.7,0.8,0.5,0.5,572.9,69.9,79.3,3.8
2022-04-12,FCR,50,9,"2,892.10","2,889.00","1,024.30","1,021.00","6,651.10","6,609.10",13.8,0.5,0.4,0.4,648.7,118.9,92.7,46.7
2022-04-12,BVR,50,0.1,"2,054.20","2,023.20",667.1,650.8,"5,614.30","5,604.00",15,0.2,-0.2,-0.3,339.7,66,36.3,2.5
2022-04-12,BVR,50,3,"2,046.40","2,050.00",674.7,653.8,"5,644.90","5,615.30",10.3,1.2,-0.3,-0.3,350.5,60.6,41.3,1.7
2022-04-12,BVR,50,6,"2,017.40","2,098.10",673.8,669.9,"5,718.10","5,669.30",9.5,0.8,-0.3,-0.3,424.9,39.3,56,10.2
2022-04-12,BVR,50,9,"2,042.70","2,053.60",687.3,683.7,"5,743.70","5,715.30",10.3,-0.7,-0.4,-0.4,"1,135.40",114,159.8,139.5
2022-04-19,FCR,50,0.1,"2,868.60","2,922.50",990.1,"1,008.90","6,583.30","6,787.00",14.3,-0.1,0.1,0.2,391.4,77.1,24.7,1.8
2022-04-19,FCR,50,1.6,"2,918.80","2,803.70","1,018.80",951,"6,855.80","6,453.10",10.7,3.8,0.1,0,388.7,85.1,25.4,3
2022-04-19,FCR,50,3.8,"2,910.90","2,888.10","1,014.40","1,003.40","6,748.80","6,691.50",14.1,0.1,0.3,0.1,425.2,71.7,32.3,1.5
2022-04-19,FCR,50,5,"2,879.20","2,836.90","1,009.30",978.9,"6,724.90","6,527.70",13.7,2.8,0.1,0.1,435.2,77.9,40.2,1.5
2022-04-19,FCR,50,6.2,"2,922.60","2,902.00","1,021.60","1,018.80","6,761.70","6,744.10",12.8,0.3,0.2,0.1,446.1,72.6,52.2,1.4
2022-04-19,FCR,50,8,"2,893.10","2,877.60","1,018.80","1,008.40","6,704.10","6,633.40",14.2,0,0.1,0,551.5,99.6,81.9,3.7
2022-04-19,FCR,50,9,"2,877.50","2,860.30","1,033.10","1,015.80","6,741.70","6,643.20",15.7,2,0.1,0.1,785.8,119.3,149.5,38.8
2022-04-19,FCR,100,0.1,,"2,943.10",,742.9,,"9,354.40",,6,,0,,5.4,,0.6
2022-04-19,FCR,200,0.1,,"3,129.30",,"1,030.60",,"10,158.40",,11.2,,0.9,,559.3,,41.3
2022-05-02,FCR,50,0.1,"2,990.40","2,987.50","1,027.40","1,014.90","7,045.90","7,024.50",10,1.1,-0.1,0,344.8,99.2,32.4,2.7
2022-05-02,FCR,50,1.6,"2,980.00","2,972.20","1,036.40","1,023.50","7,122.30","7,014.50",12.2,0.8,0,0,351.1,97.8,31.2,1.8
2022-05-02,FCR,50,3.8,"2,947.60","2,926.30","1,033.50",994.1,"7,034.60","6,819.00",13.9,1.6,0,0,396.8,78.9,35.5,1.1
2022-05-02,FCR,50,5,"2,917.00","2,907.30","1,046.50","1,017.20","6,936.50","6,853.00",14.8,1.6,0,0,453.9,45,42.9,0.9
2022-05-02,FCR,50,6.2,"2,911.80","2,913.80","1,048.30","1,031.80","6,891.80","6,831.70",8.7,-0.6,0.1,0.1,398.7,28.9,72.2,3.6
2022-05-02,FCR,50,8,"2,911.00","2,887.40","1,057.30","1,049.10","6,823.80","6,740.70",8.7,0.8,0,0,758.3,116.3,228.8,98.8
2022-05-02,FCR,50,9,"2,911.00","2,913.70","1,084.80","1,079.20","6,926.50","6,906.90",14.7,0.1,-0.1,0,"1,319.80",164.8,462.1,376.3
2022-05-02,FCR,50,0.1,,"3,521.20",,880.2,,"11,037.60",,9,,-0.5,,7.6,,2.5
2022-05-02,FCR,50,0.1,,"3,558.80",,"1,192.00",,"11,334.60",,19,,0.3,,868.8,,53.1
2022-05-02,BVR,50,0.1,"2,070.50","2,066.10",689.2,678.4,"5,724.40","5,643.70",5.4,0.2,-0.6,-0.7,215.3,31.1,34.6,1.5
2022-05-02,BVR,50,3,"2,068.00","2,093.10",682.3,682.6,"5,674.70","5,668.10",6.1,0.7,-0.6,-0.7,210.4,34.2,33.8,3
2022-05-02,BVR,50,6,"2,095.00","2,127.10",700,702,"5,859.90","5,850.00",6.5,0.7,-0.5,-0.5,406.6,17.7,77.8,3.5
2022-05-02,BVR,50,9,"2,112.20","2,099.40",723.7,715.7,"5,893.70","5,800.30",12.4,-0.8,-0.7,-0.7,"1,960.10",445.7,408.2,386.4
2022-05-09,FCR,50,0.1,"2,989.40","3,002.40","1,049.00","1,039.10","7,222.20","7,165.40",11.7,0.1,0.5,0.4,350.1,118.4,28.2,3.3
2022-05-09,FCR,50,1.6,"2,963.50","2,996.60","1,043.10","1,038.60","7,170.70","7,208.20",9.9,0.2,0.3,0.4,345.2,123.5,26.8,1.5
2022-05-09,FCR,50,3.8,"2,947.90","3,481.90","1,048.70","1,052.80","6,955.00","7,035.00",19,2.3,0.3,0.4,431.6,69.9,49.6,1.2
2022-05-09,FCR,50,5,"2,924.10","2,913.30","1,058.00","1,039.60","6,964.40","6,906.70",22,0,0.4,0.3,432.8,33.8,53.1,1.4
2022-05-09,FCR,50,6.2,"2,913.90","2,899.80","1,064.60","1,055.70","6,851.50","6,867.90",16.1,-1.1,0.4,0.3,454.9,42.2,76.4,15.7
2022-05-09,FCR,50,8,"2,913.50","3,647.40","1,083.10","1,093.30","6,897.80","6,871.60",16.6,0.1,0.2,0.2,"1,023.10",152.9,303.8,251
2022-05-09,FCR,50,9,"2,880.60",,"1,077.40",,"6,861.30",,17,,0.1,,"1,301.20",,477.8,
2022-05-09,FCR,100,0.1,,"3,204.10",,845.3,,"10,200.30",,5.8,,-0.3,,5.7,,1
2022-05-09,FCR,200,0.1,,"3,277.40",,"1,232.90",,"10,550.80",,12.8,,0.4,,880.9,,65.3
2022-05-09,BVR,50,0.1,"2,070.40","2,010.70",679.3,669.6,"5,635.50","5,435.10",-1.9,11.3,-0.4,-0.4,216,15.5,45.9,0.8
2022-05-09,BVR,50,3,"2,108.50","2,062.00",693.2,679.5,"5,565.10","5,586.80",9.2,-1.5,-0.5,-0.5,208.2,15.3,47.2,1.2
2022-05-09,BVR,50,6,"2,025.10","2,053.00",696.1,698.4,"5,597.40","5,624.90",11,-1.6,-0.6,-0.5,478.8,8.7,101.8,4.9
2022-05-09,BVR,50,9,"2,081.60","2,108.00",739.8,732.2,"5,908.30","5,897.90",14.5,-1.3,-0.7,-0.7,"3,933.50","3,334.60",597.8,573.1
2022-05-09,BVR,40,0.1,"2,062.30","2,051.40",687.9,680.5,"5,574.30","5,574.20",6.6,-2,-0.6,-0.6,230.2,21,53.3,0.6
2022-05-09,FCR,40,3,"2,080.50","2,238.10",712.1,723.7,"5,657.10","5,608.30",6.9,7.3,-0.6,-0.5,335,41.2,76.2,6.3
2022-05-09,BVR,40,4,"2,037.10","2,056.40",696.6,695.1,"5,556.60","5,576.40",6.4,-1.5,-0.7,-0.7,343,33.7,96.4,2
2022-05-17,FCR,50,0.1,"2,978.00","2,926.50","1,051.70","1,033.60","7,010.50","6,961.60",5.6,0.7,1.5,1.1,254.6,114.5,16.3,2.4
2022-05-17,FCR,50,1.6,"2,954.80","2,954.70","1,045.00","1,034.00","7,144.90","7,046.90",4.4,-0.1,0.8,0.7,261.5,109.9,15.9,1.3
2022-05-17,FCR,50,3.8,"2,897.50","2,888.00","1,042.00","1,031.00","6,894.10","6,913.90",7.4,-0.4,0.6,0.4,281,93.6,26.6,0.6
2022-05-17,FCR,50,5,"2,855.20","2,873.90","1,065.30","1,033.70","6,792.80","6,749.20",19,-0.6,0.3,0.3,510.7,36.3,67.8,4.9
2022-05-17,FCR,50,6.2,"2,878.00","2,851.40","1,097.00","1,138.30","6,833.60","6,800.90",24,-1.3,0.3,0.3,701.4,5,117.2,20.4
2022-05-17,FCR,50,8,"2,828.30","2,829.70","1,083.90","1,078.90","6,791.80","6,783.10",10,-2.8,0.1,0,"1,514.80",522.7,578.3,562.5
2022-05-17,FCR,50,9,"2,875.80","2,828.10","1,171.20","1,149.70","6,890.00","6,765.40",9.1,-0.1,-0.3,-0.4,"8,715.30","8,033.10","1,524.90","1,485.40"
2022-05-17,FCR,100,0.1,,"3,466.00",,928.7,,"11,044.40",,7.7,,-0.5,,13.7,,0.8
2022-05-17,FCR,200,0.1,,"3,386.80",,"1,254.70",,"11,031.30",,18.4,,0.5,,"1,029.80",,50.7
2022-05-17,BVR,50,0.1,"2,024.60","2,017.60",672.5,658.2,"5,500.70","5,465.70",3.6,-2,-0.6,-0.8,201.3,32.1,42.2,1.8
2022-05-17,BVR,50,3,"2,012.10","2,004.70",673.3,664.4,"5,469.50","5,456.90",4.7,-1.6,-0.7,-0.9,196.7,28.6,41.4,1
2022-05-17,BVR,50,6,"1,999.00","2,017.50",701,703.9,"5,542.50","5,605.20",15.1,-2.4,-0.7,-0.7,"1,034.00",11.9,343.7,306.7
2022-05-17,BVR,50,9,"2,065.90","2,040.00",735.7,731.7,"6,036.80","5,939.00",14.4,-0.7,-1,-1.2,"6,916.00","6,752.30",725.9,711.9
2022-05-17,BVR,40,0.1,"2,019.80","3,004.20",677.5,672.7,"5,487.80","5,486.80",4.5,-0.6,-0.8,-0.8,214.2,37,40,1.1
2022-05-17,BVR,40,3,"2,002.80","2,466.30",679.4,693,"5,510.00","5,541.10",3.1,-0.5,-0.8,-0.8,219.7,33.4,42.9,0.8
2022-05-17,BVR,40,4,"2,005.20","2,089.10",689.7,700,"5,521.50","5,570.40",5.7,-2.2,-0.9,-0.9,259.3,25.6,58.9,5.8
2022-05-23,FCR,50,0.1,"3,065.30","3,092.00","1,076.60","1,062.40","7,562.30","7,656.90",9.4,-0.2,0.8,0.7,316.3,157.4,17.4,1.7
2022-05-23,FCR,50,1.6,"3,054.20","3,041.90","1,080.00","1,053.80","7,578.70","7,666.40",9.2,-0.4,0.6,0.5,347.5,142.2,18.6,0.6
2022-05-23,FCR,50,3.8,"3,075.60","3,052.70","1,088.90","1,063.20","7,600.60","7,573.60",10.4,-1,0.7,0.5,391.3,132.6,26.1,0.5
2022-05-23,FCR,50,5,"3,023.20","3,018.50","1,110.60","1,087.90","7,463.60","7,454.50",19.2,0.4,0.6,0.5,503.9,56.9,76.5,15.9
2022-05-23,FCR,50,6.2,"3,050.10","2,986.90","1,144.80","1,115.60","7,481.10","7,305.90",19.3,-1.8,0.6,0.4,"1,754.90",70.1,429.8,348.1
2022-05-23,FCR,50,8,"3,026.00","2,997.20","1,155.60","1,132.80","7,539.20","7,358.80",18.2,-2.1,0.5,0.4,"2,152.20",83.6,543.6,461.5
2022-05-23,FCR,50,9,"2,994.50","2,992.00","1,139.70","1,127.50","7,395.60","7,284.40",16.9,-2,0.4,0.4,"2,247.50",38.8,577.6,482
2022-05-23,FCR,100,0.1,,"2,186.10",,729,,"6,289.20",,2.6,,-0.1,,51.2,,4.8
2022-05-23,FCR,200,0.1,,"3,449.90",,"1,470.80",,"11,204.30",,27.1,,0.2,,"1,538.00",,92.8
2022-05-23,BVR,50,0.1,"2,111.40","2,093.20",692.8,670,"5,920.80","5,783.60",7.2,-0.4,-0.2,-0.4,276.8,67.5,49.4,1
2022-05-23,BVR,50,3,"2,114.60","2,126.20",712.8,696,"5,922.50","5,908.80",7.7,0,-0.3,-0.3,262.5,62.2,48.3,2
2022-05-23,BVR,50,6,"2,114.40","2,073.40",728.9,724.4,"5,975.90","5,921.50",11.5,-1.4,-0.3,-0.3,380.2,20.9,135.3,117.3
2022-05-23,BVR,50,9,"2,114.20","2,140.30",776.3,771.2,"6,526.30","6,476.60",18.9,16.5,-0.6,-0.6,"8,269.60","8,098.30",775.2,774.5
2022-05-23,BVR,40,0.1,"2,140.90","2,105.50",704.5,677.1,"5,890.30","5,907.30",11.6,-1.1,-0.3,-0.5,315.9,71.5,52.3,1
2022-05-23,BVR,40,3,"2,133.00",,719.3,,"5,882.70",,6.9,,-0.5,,312.3,,53.9,
2022-05-23,BVR,40,4,"2,080.60","2,123.60",713,723.9,"5,759.20","5,840.00",13.4,0.2,-0.2,-0.5,294.3,45.8,47.9,17.6
2022-05-31,FCR,50,0.1,"2,632.80","2,677.50",963.5,955,"7,529.50","7,514.40",5,-0.6,0.1,0.1,333.7,203,13.7,1.6
2022-05-31,FCR,50,1.6,"2,652.00","2,650.60",975.4,962.1,"7,481.80","7,512.60",7.3,-0.2,0.1,0.1,351.9,177.2,14.3,0.9
2022-05-31,FCR,50,3.8,"2,922.30","2,947.00","1,071.40","1,077.70","7,665.80","7,686.80",7.1,-1.2,0.1,0.2,465.3,127.8,33.1,1
2022-05-31,FCR,50,5,"2,973.40","2,938.80","1,126.30","1,103.10","7,702.80","7,560.50",1.8,-1.6,-0.1,0.1,433.2,79.2,224.4,22.3
2022-05-31,FCR,50,6.2,"2,972.50","2,970.40","1,134.70","1,115.40","7,530.30","7,459.20",15,-2.5,0.2,0.1,"1,974.60",11.3,541.2,365.6
2022-05-31,FCR,50,8,"3,000.40","3,027.80","1,180.70","1,176.60","7,591.90","7,472.60",19.2,-2.9,0.1,0.2,"2,792.80",25.6,779.3,590.7
2022-05-31,FCR,50,9,,"3,018.50",,"1,162.40",,"7,458.10",,-2.3,,0.2,,17.9,,597.6
2022-05-31,FCR,100,0.1,,"2,208.30",,788,,"6,450.10",,3.3,,-0.3,,162.1,,9
2022-05-31,FCR,200,0.1,,"3,223.90",,"1,240.80",,"11,140.80",,25.2,,1.5,,563.7,,44
2022-05-31,BVR,50,0.1,"2,060.00","2,195.50",682.6,672.2,"5,815.80","5,797.30",4.3,-0.9,-0.5,-0.4,399.9,128.7,55.9,5
2022-05-31,BVR,50,3,"2,045.40","2,110.00",714.2,718.6,"5,771.10","5,791.10",5.7,-0.9,-0.4,-0.4,460.2,112.4,62.3,2.1
2022-05-31,BVR,50,6,"2,135.50","2,177.90",757.7,770.2,"6,121.60","6,132.70",13.1,-2.6,-0.4,-0.4,"1,586.00","1,189.20",591.4,552.5
2022-05-31,BVR,50,9,"2,165.60","2,282.90",787,800.6,"6,639.80","6,829.60",28.6,11.3,-0.7,-0.7,"10,567.80","10,501.70",848.9,861.3
2022-05-31,BVR,40,0.1,"2,125.60","2,105.60",714.4,678.2,"6,001.50","5,910.90",7.7,-0.8,-0.3,-0.4,491.7,150.2,61.6,6.1
2022-05-31,BVR,40,3,"2,073.00","2,100.00",718.2,709.5,"5,882.10","5,885.00",6.5,-1,-0.4,-0.5,492.1,126.9,72.1,2.8
2022-06-07,FCR,50,0.1,"2,466.40","2,460.90",887.8,859.8,"6,726.20","6,765.40",12.3,0.4,0,0.2,437.5,248,19.3,3
2022-06-07,FCR,50,1.6,"2,540.10","2,535.20",938.8,893.5,"7,048.70","6,998.40",23.8,0.9,0.5,0.3,505.9,266.9,23.3,2.6
2022-06-07,FCR,50,3.8,"2,771.40","2,802.20","1,027.90","1,036.10","7,120.50","7,175.20",14.1,-0.7,0.4,0.4,460.7,137.8,33.7,2.7
2022-06-07,FCR,50,5,"3,000.70","2,958.00","1,146.80","1,129.50","7,205.20","7,101.40",17.6,-0.4,0.5,0.4,"1,515.60",51.3,600.1,416.1
2022-06-07,FCR,50,6.2,"2,958.30","2,916.10","1,156.30","1,117.60","7,169.10","6,951.70",27.1,-1.5,0.3,0.2,"2,653.60",56,825.7,580.8
2022-06-07,FCR,50,8,"2,949.80","2,963.00","1,158.20","1,153.70","7,165.70","7,022.30",22.7,-1.5,0.2,0.2,"2,799.30",41.8,888,679.8
2022-06-07,FCR,50,9,"2,921.20","2,925.70","1,146.00","1,127.60","7,156.40","7,033.60",24.5,-1.7,0.3,0.2,"2,591.70",42.8,810.1,634.1
2022-06-07,FCR,100,0.1,,"2,164.60",,766.9,,"5,988.40",,5.7,,-0.1,,134.3,,3.4
2022-06-07,BVR,50,0.1,"2,070.20","2,098.50",683.9,682.7,"5,606.60","5,693.10",-4.1,-2.5,-0.4,-0.4,-1,151.8,0.1,2
2022-06-07,BVR,50,3,"2,058.00","2,045.40",721.1,674.5,"5,565.20","5,646.90",-4.5,-3.2,-0.4,-0.5,0.3,132.4,0.1,0.6
2022-06-07,BVR,50,6,"2,064.80","2,084.20",732,745.1,"5,813.40","5,833.10",-1.7,-4.3,-0.6,-0.5,223.8,"1,376.90",1.5,544
2022-06-13,FCR,50,0.1,"2,811.00","2,411.20","1,045.20",837.6,"7,139.90","6,657.00",12,-0.1,1.3,0.7,482,234.6,48.8,2.3
2022-06-13,FCR,50,1.6,"2,416.30","2,732.40",867.5,"1,019.00","6,565.30","7,047.30",12.8,-1.3,0.6,1,350.7,116.3,10,7.7
2022-06-13,FCR,50,3.8,"2,781.50","2,757.90","1,040.50","1,020.40","6,976.70","7,078.40",10.2,-1.3,0.9,0.6,548.2,118.7,71.3,7.3
2022-06-13,FCR,50,5,"2,798.20","2,793.20","1,085.90","1,090.10","6,993.70","6,919.00",15.3,-1.4,0.4,0.4,"1,842.10",144.8,575.1,539.4
2022-06-13,FCR,50,6.2,"2,820.20","2,838.80","1,090.30","1,093.30","6,989.00","6,936.80",19.4,-1.8,0.4,0.3,"2,084.80",64,677.9,569
2022-06-13,FCR,50,8,"2,874.00","2,902.00","1,133.00","1,138.80","7,033.00","7,012.60",20.1,-1.4,0.3,0.3,"2,826.00",33.9,900.2,758.4
2022-06-13,FCR,50,9,"2,907.90","2,869.40","1,138.60","1,121.90","7,137.00","6,917.10",21.9,-0.9,0.3,0.2,"2,897.90",34.6,902,742.6
2022-06-13,FCR,100,0.1,,"2,096.40",,748.4,,"5,847.80",,1.5,,-0.1,,132.5,,4.8
2022-06-13,FCR,200,0.1,,"3,406.50",,"1,270.40",,"11,243.80",,20.5,,0.4,,"1,122.30",,52.3
2022-06-13,BVR,50,0.1,"2,039.10","2,025.10",649.7,618.5,"5,538.00","5,531.60",10.7,0.1,0.2,-0.3,483.4,227.5,25.5,5
2022-06-13,BVR,50,3,"1,997.40","2,028.90",702,681.4,"5,524.50","5,539.90",8.4,-0.3,0.1,-0.3,458.7,202.7,38.3,7.1
2022-06-13,BVR,50,6,"2,038.10","2,026.40",739.3,730.9,"6,050.90","5,946.50",16.1,0.8,-0.4,-0.6,"6,670.60","6,330.30",780.9,762.2
2022-06-13,BVR,50,9,"2,015.00","2,156.90",734.6,741.8,"6,234.40","6,285.60",39.4,19.1,-0.8,-0.7,"12,183.80","12,005.50",837.8,848.8
2022-06-20,FCR,50,0.1,"2,408.90","2,641.10",854.2,835.8,"6,576.20","6,640.70",13.4,0.4,-0.2,-0.2,489.7,339.3,19.9,4.9
2022-06-20,FCR,50,1.6,"2,409.00","2,393.20",865.2,834.3,"6,672.60","6,661.40",15.7,-0.3,0,-0.2,516.5,343.3,22.2,5.5
2022-06-20,FCR,50,3.8,"2,788.50","2,914.80","1,047.40","1,038.70","7,133.00","7,059.50",16,-1.1,0.1,0,543,189.3,224.1,205.3
2022-06-20,FCR,50,5,"2,852.10","2,890.60","1,118.00","1,114.20","7,135.70","7,169.80",12.7,-1,-0.1,0,"2,674.70","1,617.50",749.4,642.3
2022-06-20,FCR,50,6.2,"2,897.70","2,870.90","1,144.60","1,129.30","7,118.90","6,981.20",12.7,-2.2,-0.1,-0.1,"2,474.70",353,814.9,771.6
