"","Sample","Date","7Li","23Na","24Mg","27Al","29Si","31P","34S","35Cl","39K","44Ca","48Ti","51V","52Cr","54Fe","55Mn","59Co","60Ni","65Cu","66Zn","75As","78Se","88Sr","95Mo","107Ag","111Cd","120Sn","138Ba","208Pb","238U","Reservoir","Sample Depth (m)","Filter","Site"
"11",1,2022-03-29,3e-04,3.0476,1.0645,0.0543,6.7293,0.0111,-3e-04,-0.0015,1.0223,2.3026,0.0011,-4e-04,2e-04,0.4396,0.0421,1e-04,1e-04,0.0015,0.0014,1e-04,3e-04,0.015,0.001,0,0,-4e-04,0.016,3e-04,0,"FCR",0.1,"T",50
"12",1,2022-09-05,3e-04,2.7359,1.0142,0.0278,4.1004,0.0146,0,5e-04,1.1954,2.2881,7e-04,2e-04,0,0.4267,0.0222,1e-04,-3e-04,0.0011,0.0021,1e-04,1e-04,0.0158,0,0,0,-4e-04,0.023,4e-04,0,"FCR",0.1,"T",50
"13",1,2022-07-25,2e-04,2.7281,1.004,0.0134,7.6891,0.0137,8e-04,-6e-04,1.3013,2.2485,0.0011,-3e-04,-1e-04,0.7045,0.0234,1e-04,-3e-04,2e-04,4e-04,-1e-04,-3e-04,0.0151,0,0,0,-1e-04,0.0207,1e-04,0,"FCR",0.1,"T",50
"14",1,2022-05-02,4e-04,2.9904,1.0274,0.0264,7.0459,0.01,-1e-04,-6e-04,0.9826,2.4892,0.002,1e-04,1e-04,0.3448,0.0324,1e-04,2e-04,0.0029,0.0206,-1e-04,0.0014,0.0156,0.0018,0,0,2e-04,0.0148,5e-04,0,"FCR",0.1,"T",50
"15",1,2022-09-26,4e-04,2.7458,1.042,0.0162,4.0277,0.0125,1e-04,-0.0016,1.2111,2.3817,-0.0013,0,-4e-04,0.4419,0.0679,1e-04,-0.0012,-1e-04,-4e-04,-1e-04,-7e-04,0.017,-4e-04,0,0,-7e-04,0.0259,1e-04,0,"FCR",0.1,"T",50
"16",1,2022-07-11,2e-04,2.4383,0.8779,0.0176,6.8831,0.0136,-4e-04,-0.0012,1.2329,1.9535,0.001,0,0,0.7855,0.0502,2e-04,1e-04,8e-04,0.0023,1e-04,-0.0012,0.0129,-2e-04,0,0,-2e-04,0.0204,1e-04,0,"FCR",0.1,"T",50
"17",1,2022-06-07,5e-04,2.4664,0.8878,0.0276,6.7262,0.0123,0,5e-04,1.0867,1.9707,9e-04,2e-04,1e-04,0.4375,0.0193,1e-04,1e-04,5e-04,0.0016,1e-04,3e-04,0.0132,2e-04,0,0,-2e-04,0.0151,2e-04,0,"FCR",0.1,"T",50
"18",1,2022-10-03,5e-04,2.9385,1.1421,0.0224,5.0093,0.0166,8e-04,0.0015,1.3259,2.7715,0.0014,0,0,0.7661,0.1597,3e-04,1e-04,9e-04,0.0044,2e-04,1e-04,0.0182,4e-04,0,0,0.0035,0.0316,1e-04,1e-04,"FCR",0.1,"T",50
"19",1,2022-09-19,4e-04,2.7287,1.0271,0.0149,3.7522,0.0132,5e-04,-0.0015,1.2125,2.3646,3e-04,1e-04,-3e-04,0.436,0.0224,1e-04,-0.0012,-1e-04,3e-04,-1e-04,-6e-04,0.0164,-5e-04,0,0,-1e-04,0.0243,1e-04,0,"FCR",0.1,"T",50
"20",1,2022-08-22,3e-04,2.6749,1.0056,0.0289,4.5292,0.0158,-3e-04,5e-04,1.211,2.2668,0.001,1e-04,0,0.398,0.0159,1e-04,-3e-04,8e-04,0.0037,1e-04,2e-04,0.0156,1e-04,0,0,-2e-04,0.0238,2e-04,0,"FCR",0.1,"T",50
"21",1,2022-10-24,3e-04,2.977,1.1972,0.0102,5.2615,0.0139,3e-04,3e-04,1.3639,2.9009,7e-04,-1e-04,0,0.4302,0.1096,1e-04,1e-04,8e-04,0.0021,0,2e-04,0.0189,-1e-04,0,0,0.0024,0.0289,0,0,"FCR",0.1,"T",50
"22",1,2022-05-17,4e-04,2.978,1.0517,0.0135,7.0105,0.0056,0.0015,-5e-04,0.9185,2.3529,4e-04,1e-04,2e-04,0.2546,0.0163,1e-04,1e-04,0.0011,9e-04,1e-04,-5e-04,0.0151,0,0,0,-3e-04,0.0127,1e-04,0,"FCR",0.1,"T",50
"23",1,2022-07-05,3e-04,2.4516,0.868,0.0377,6.941,0.0237,5e-04,-3e-04,1.2894,1.9383,-7e-04,3e-04,1e-04,0.6333,0.0309,2e-04,1e-04,8e-04,0.002,1e-04,9e-04,0.0127,1e-04,0,0,0,0.0167,1e-04,0,"FCR",0.1,"T",50
"24",1,2022-11-16,3e-04,2.8483,1.1566,0.0457,5.1649,0.0157,1e-04,1e-04,1.3913,2.6818,0.0013,-1e-04,1e-04,0.3912,0.1021,2e-04,1e-04,0.0011,0.0033,0,-3e-04,0.0177,-2e-04,0,0,0.0022,0.0252,1e-04,0,"FCR",0.1,"T",50
"25",1,2022-10-11,4e-04,2.696,1.0517,0.0154,4.7673,0.0117,2e-04,-0.0017,1.2269,2.5201,3e-04,-1e-04,-3e-04,0.3312,0.0562,1e-04,-0.0012,-3e-04,3e-04,-1e-04,-8e-04,0.0176,-5e-04,0,0,-8e-04,0.0265,6e-04,0,"FCR",0.1,"T",50
"26",1,2022-06-20,3e-04,2.4089,0.8542,0.0302,6.5762,0.0134,-2e-04,-1e-04,1.1402,1.8753,7e-04,1e-04,1e-04,0.4897,0.0199,1e-04,1e-04,4e-04,0.001,1e-04,1e-04,0.0125,1e-04,0,0,-6e-04,0.0159,1e-04,0,"FCR",0.1,"T",50
"27",1,2022-02-24,3e-04,3.0439,1.0701,0.0401,6.6359,0.0149,0,-8e-04,1.1329,2.3246,9e-04,-4e-04,1e-04,0.3941,0.0451,1e-04,1e-04,0.0013,0.0017,1e-04,7e-04,0.015,0.0013,0,0,2e-04,0.0166,2e-04,0,"FCR",0.1,"T",50
"28",1,0022-05-23,5e-04,3.0653,1.0766,0.0158,7.5623,0.0094,8e-04,0.0011,0.9989,2.416,0.001,2e-04,1e-04,0.3163,0.0174,1e-04,0,5e-04,-2e-04,1e-04,0,0.0154,2e-04,0,0,-3e-04,0.013,1e-04,0,"FCR",0.1,"T",50
"29",1,2022-05-09,4e-04,2.9894,1.049,0.0187,7.2222,0.0117,5e-04,-1e-04,0.9347,2.3859,6e-04,1e-04,2e-04,0.3501,0.0282,1e-04,1e-04,0.0012,0.0049,1e-04,1e-04,0.015,1e-04,0,0,-1e-04,0.014,3e-04,0,"FCR",0.1,"T",50
"30",1,2022-06-27,3e-04,2.4821,0.867,0.0184,6.7509,0.0192,0.001,4e-04,1.229,1.8649,8e-04,2e-04,1e-04,0.5498,0.0259,2e-04,1e-04,6e-04,0.0015,1e-04,-2e-04,0.013,0,0,0,4e-04,0.016,2e-04,0,"FCR",0.1,"T",50
"31",1,2022-09-13,4e-04,2.7034,1.0134,0.0168,3.6497,0.0148,0.0018,-0.0011,1.2096,2.3289,5e-04,1e-04,-3e-04,0.4457,0.0281,1e-04,-0.0011,1e-04,9e-04,-1e-04,-8e-04,0.0162,-4e-04,0,0,0.0687,0.0244,8e-04,0,"FCR",0.1,"T",50
"32",1,2022-08-29,3e-04,2.735,1.0288,0.0286,4.4448,0.0163,-4e-04,5e-04,1.2072,2.2948,7e-04,1e-04,0,0.4074,0.0316,1e-04,-3e-04,6e-04,0.0017,1e-04,2e-04,0.0159,0,0,0,-3e-04,0.0235,1e-04,0,"FCR",0.1,"T",50
"33",1,2022-10-17,3e-04,2.9,1.1486,0.0179,5.0525,0.0159,6e-04,6e-04,1.339,2.766,9e-04,-1e-04,0,0.2117,0.0286,1e-04,1e-04,8e-04,0.0022,0,1e-04,0.018,-1e-04,0,0,0.0024,0.0254,0,0,"FCR",0.1,"T",50
"34",1,2022-11-08,3e-04,2.9645,1.2004,0.0153,4.6955,0.0221,0,2e-04,1.3969,2.7981,8e-04,-2e-04,1e-04,0.3015,0.0605,1e-04,1e-04,0.0013,0.0052,0,0,0.0184,-1e-04,0,0,0.0024,0.0252,1e-04,0,"FCR",0.1,"T",50
"35",2,2022-09-05,3e-04,2.7348,1.012,0.0069,3.9717,0.0011,0,5e-04,1.1914,2.2491,5e-04,1e-04,0,0.1335,0.0125,0,-3e-04,0.0014,0.0088,1e-04,2e-04,0.0157,2e-04,0,0,5e-04,0.0225,2e-04,0,"FCR",0.1,"S",50
"36",2,2022-08-18,4e-04,2.6683,0.9812,0.0071,4.558,0.0021,2e-04,8e-04,1.204,2.2342,9e-04,1e-04,-1e-04,0.1455,0.0078,0,-2e-04,0.002,0.0216,2e-04,2e-04,0.0152,4e-04,0,0,4e-04,0.0256,1e-04,0,"FCR",0.1,"S",50
"37",2,2022-05-02,4e-04,2.9875,1.0149,0.0222,7.0245,0.0011,0,-6e-04,0.9328,2.4441,5e-04,1e-04,1e-04,0.0992,0.0027,0,1e-04,0.0013,0.0074,-1e-04,0.0016,0.0152,0.0018,0,0,2e-04,0.0131,2e-04,0,"FCR",0.1,"S",50
"38",2,2022-03-29,3e-04,3.0625,1.0505,0.0175,6.7065,0.0012,-2e-04,-0.0015,1.0135,2.2934,4e-04,-5e-04,1e-04,0.1486,0.0068,0,0,0.001,0.0065,1e-04,5e-04,0.0148,0.001,0,0,-4e-04,0.0146,2e-04,0,"FCR",0.1,"S",50
"39",2,2022-03-17,3e-04,3.0651,1.0604,0.0189,6.5794,0.0011,-1e-04,-0.0012,1.0492,2.2706,4e-04,-5e-04,1e-04,0.15,0.0101,0,0,0.0015,0.0117,1e-04,3e-04,0.0146,0.0011,0,0,-2e-04,0.0158,2e-04,0,"FCR",0.1,"S",50
"40",2,2022-04-12,4e-04,2.9897,1.0182,0.0222,6.767,0.0015,0.0018,-1e-04,0.9792,2.3882,6e-04,0,1e-04,0.1245,0.0046,0,1e-04,0.0015,0.006,-1e-04,0.0012,0.015,0.0018,0,0,0.0191,0.0142,6e-04,0,"FCR",0.1,"S",50
"41",2,2022-06-13,3e-04,2.4112,0.8376,0.016,6.657,-1e-04,7e-04,0,1.0437,1.828,4e-04,0,1e-04,0.2346,0.0023,1e-04,1e-04,1e-04,0.0013,1e-04,2e-04,0.012,0,0,0,-5e-04,0.0115,1e-04,0,"FCR",0.1,"S",50
"42",2,2022-06-27,3e-04,2.4414,0.8267,0.0142,6.7018,0.0029,0.001,3e-04,1.123,1.7377,6e-04,2e-04,1e-04,0.3799,0.0113,1e-04,0,4e-04,0.003,1e-04,-2e-04,0.0121,-1e-04,0,0,2e-04,0.0149,1e-04,0,"FCR",0.1,"S",50
"43",2,2022-07-11,7e-04,2.603,0.8644,0.0146,6.9498,0.0037,-4e-04,-9e-04,1.2792,1.8935,9e-04,-1e-04,0,0.6169,0.0239,2e-04,3e-04,0.0043,0.0142,1e-04,-0.0013,0.0124,-2e-04,0,0,-2e-04,0.0186,2e-04,0,"FCR",0.1,"S",50
"44",2,2022-08-22,4e-04,2.6669,0.9883,0.0126,4.4186,0.0046,-3e-04,5e-04,1.1931,2.2163,6e-04,1e-04,0,0.1478,0.0015,0,-3e-04,4e-04,0.0083,1e-04,2e-04,0.0154,1e-04,0,0,-2e-04,0.0231,1e-04,0,"FCR",0.1,"S",50
"45",2,2022-04-19,4e-04,2.9225,1.0089,0.0152,6.787,-1e-04,2e-04,-5e-04,0.9583,2.4327,5e-04,0,3e-04,0.0771,0.0018,0,2e-04,0.0012,0.0202,-1e-04,0.0015,0.0151,0.0017,0,0,3e-04,0.0141,2e-04,0,"FCR",0.1,"S",50
"46",2,2022-08-01,3e-04,2.6279,0.9447,0.0054,6.3238,-2e-04,3e-04,5e-04,1.2153,2.139,8e-04,1e-04,-1e-04,0.2709,0.0046,1e-04,-4e-04,-1e-04,0.0047,1e-04,2e-04,0.0143,0,0,0,-5e-04,0.0209,1e-04,0,"FCR",0.1,"S",50
"47",2,2022-02-24,3e-04,3.0524,1.0696,0.0211,6.5866,0.0014,0,-9e-04,1.1302,2.3177,4e-04,-5e-04,1e-04,0.1409,0.0341,1e-04,1e-04,9e-04,0.0095,1e-04,6e-04,0.0149,0.0012,0,0,0,0.0159,2e-04,0,"FCR",0.1,"S",50
"48",2,2022-10-24,3e-04,2.9254,1.1597,0.0083,5.1699,3e-04,3e-04,4e-04,1.351,2.8112,6e-04,-2e-04,1e-04,0.0756,0.0642,1e-04,1e-04,7e-04,0.0096,0,1e-04,0.0184,-1e-04,0,0,0.0024,0.0275,0,0,"FCR",0.1,"S",50
"49",2,2022-07-25,2e-04,2.7471,0.9917,0.0081,7.6089,0.0032,6e-04,-5e-04,1.2986,2.2214,9e-04,-3e-04,-1e-04,0.4186,0.0166,1e-04,-4e-04,0.001,0.0191,-1e-04,-6e-04,0.0152,0,0,0,-1e-04,0.0325,1e-04,0,"FCR",0.1,"S",50
"50",2,2022-09-26,3e-04,2.7562,1.0291,0.0057,3.9667,-2e-04,2e-04,-0.0016,1.2152,2.3817,1e-04,-1e-04,-4e-04,0.085,0.0076,0,-0.0012,-6e-04,0.0033,-1e-04,-6e-04,0.0169,-4e-04,0,0,-8e-04,0.024,1e-04,0,"FCR",0.1,"S",50
"51",2,2022-05-09,4e-04,3.0024,1.0391,0.0151,7.1654,1e-04,4e-04,-1e-04,0.9262,2.3618,4e-04,1e-04,1e-04,0.1184,0.0033,0,1e-04,9e-04,0.0104,1e-04,-1e-04,0.0148,0,0,0,-2e-04,0.0131,2e-04,0,"FCR",0.1,"S",50
"52",2,2022-11-16,3e-04,2.8455,1.1411,0.0168,5.0292,0.0029,1e-04,2e-04,1.3954,2.6671,8e-04,-2e-04,1e-04,0.0969,0.0496,1e-04,1e-04,0.001,0.0105,0,0,0.0175,-2e-04,0,0,0.0022,0.0238,1e-04,0,"FCR",0.1,"S",50
"53",2,2022-08-08,3e-04,2.6844,0.967,0.0027,5.5897,-0.0016,2e-04,4e-04,1.2342,2.1894,7e-04,0,-1e-04,0.2027,0.0052,0,-3e-04,-1e-04,0.009,1e-04,3e-04,0.0146,0,0,0,-6e-04,0.0229,0,0,"FCR",0.1,"S",50
"54",2,0022-05-31,3e-04,2.6775,0.955,0.0334,7.5144,-6e-04,1e-04,6e-04,1.0305,2.19,0.0012,2e-04,2e-04,0.203,0.0016,0,-1e-04,-1e-04,3e-04,1e-04,2e-04,0.0143,1e-04,0,0,-4e-04,0.0138,1e-04,0,"FCR",0.1,"S",50
"55",2,2022-10-03,4e-04,2.8701,1.1115,0.0069,4.8621,-2e-04,7e-04,0.0012,1.2913,2.7164,9e-04,-1e-04,0,0.066,0.0075,0,0,3e-04,0.0083,1e-04,0,0.018,2e-04,0,0,0.0031,0.0281,0,0,"FCR",0.1,"S",50
"56",2,2022-09-19,4e-04,2.7331,1.013,0.0088,3.7692,0.002,6e-04,-0.0015,1.2061,2.3216,3e-04,0,-3e-04,0.1348,0.0065,0,-0.0012,1e-04,0.0087,-1e-04,-6e-04,0.0163,-3e-04,0,0,6e-04,0.0225,1e-04,0,"FCR",0.1,"S",50
"57",2,2022-05-17,4e-04,2.9265,1.0336,0.0101,6.9616,7e-04,0.0011,-4e-04,0.8983,2.3444,3e-04,1e-04,1e-04,0.1145,0.0024,0,1e-04,9e-04,0.0285,1e-04,-3e-04,0.0149,0,0,0,-2e-04,0.0122,1e-04,0,"FCR",0.1,"S",50
"58",2,2022-11-08,3e-04,2.9325,1.1671,0.0094,4.65,0.0012,0,2e-04,1.3858,2.7199,6e-04,-2e-04,1e-04,0.0845,0.0225,0,1e-04,7e-04,0.0131,0,1e-04,0.0181,-1e-04,0,0,0.0023,0.0247,1e-04,0,"FCR",0.1,"S",50
"59",2,2022-01-31,3e-04,3.7523,1.1718,0.0145,6.748,0.0024,-1e-04,-4e-04,1.0854,2.6543,4e-04,-5e-04,2e-04,0.0915,0.0151,1e-04,0,0.0013,0.001,1e-04,6e-04,0.0163,0.001,0,0,-4e-04,0.0153,2e-04,0,"FCR",0.1,"S",50
"60",2,0022-05-23,4e-04,3.092,1.0624,0.0134,7.6569,-2e-04,7e-04,9e-04,0.9903,2.3652,7e-04,2e-04,1e-04,0.1574,0.0017,0,0,3e-04,0.0058,1e-04,0,0.015,1e-04,0,0,-3e-04,0.0139,1e-04,0,"FCR",0.1,"S",50
"61",2,2022-10-11,4e-04,2.7193,1.0447,0.0086,4.74,0.0024,2e-04,-0.0016,1.234,2.5125,2e-04,-1e-04,-3e-04,0.056,0.0117,0,-0.0012,-5e-04,0.0355,-1e-04,-8e-04,0.0177,-5e-04,0,0,-0.001,0.0268,4e-04,0,"FCR",0.1,"S",50
"62",2,2022-07-18,2e-04,2.5227,0.8838,0.0224,7.1507,0.0056,-3e-04,-0.0013,1.2204,1.9559,0,-2e-04,1e-04,0.5383,0.0079,1e-04,1e-04,0.0012,0.0046,1e-04,-0.0016,0.0131,-2e-04,0,1e-04,0,0.0167,1e-04,0,"FCR",0.1,"S",50
"63",2,2022-08-29,3e-04,2.8178,1.0191,0.0091,4.352,0.0025,-2e-04,6e-04,1.2557,2.2755,6e-04,1e-04,0,0.16,0.0174,0,-2e-04,0.0024,0.018,1e-04,1e-04,0.0157,0,0,0,-4e-04,0.024,1e-04,0,"FCR",0.1,"S",50
"64",2,2022-06-07,4e-04,2.4609,0.8598,0.0197,6.7654,4e-04,2e-04,4e-04,1.0416,1.871,7e-04,1e-04,1e-04,0.248,0.003,1e-04,1e-04,4e-04,0.0021,1e-04,2e-04,0.0123,1e-04,0,0,-2e-04,0.0125,1e-04,0,"FCR",0.1,"S",50
"65",2,2022-10-17,3e-04,2.8945,1.1386,0.0089,5.0176,9e-04,5e-04,6e-04,1.339,2.7769,6e-04,-2e-04,1e-04,0.0446,0.0041,0,1e-04,8e-04,0.0188,0,1e-04,0.018,-1e-04,0,0,0.0023,0.0248,1e-04,0,"FCR",0.1,"S",50
"66",2,2022-06-20,3e-04,2.6411,0.8358,0.0271,6.6407,4e-04,-2e-04,2e-04,1.1967,1.8574,0.0021,1e-04,1e-04,0.3393,0.0049,1e-04,1e-04,8e-04,0.0192,1e-04,3e-04,0.012,1e-04,0,0,-3e-04,0.0143,1e-04,0,"FCR",0.1,"S",50
"67",2,2022-07-05,3e-04,2.4725,0.8028,0.0259,6.8915,0.0057,4e-04,-4e-04,1.1938,1.7308,0.0012,3e-04,1e-04,0.5334,0.0201,2e-04,1e-04,0.0014,0.0056,1e-04,5e-04,0.0116,0,0,0,-1e-04,0.0149,1e-04,0,"FCR",0.1,"S",50
"68",3,2022-09-05,3e-04,2.8033,1.0377,0.0215,4.1109,0.0131,1e-04,5e-04,1.2063,2.3166,-7e-04,2e-04,0,0.4275,0.0233,1e-04,-3e-04,8e-04,0.0022,1e-04,2e-04,0.016,1e-04,0,0,2e-04,0.0239,1e-04,0,"FCR",1.6,"T",50
"69",3,2022-09-19,3e-04,2.712,1.0235,0.017,3.708,0.0149,8e-04,-0.0015,1.2025,2.3284,4e-04,1e-04,-3e-04,0.4568,0.0245,1e-04,-0.0012,-1e-04,7e-04,-1e-04,-7e-04,0.0164,-4e-04,0,0,4e-04,0.0246,2e-04,0,"FCR",1.6,"T",50
"70",3,0022-05-23,4e-04,3.0542,1.08,0.0167,7.5787,0.0092,6e-04,8e-04,0.9793,2.4054,8e-04,2e-04,1e-04,0.3475,0.0186,1e-04,-1e-04,4e-04,-6e-04,1e-04,2e-04,0.0154,1e-04,0,0,-4e-04,0.0131,1e-04,0,"FCR",1.6,"T",50
"71",3,2022-08-01,3e-04,2.6622,0.9732,0.0098,6.4209,0.0103,5e-04,5e-04,1.2638,2.2439,0.001,2e-04,-1e-04,0.5422,0.0177,1e-04,-3e-04,1e-04,-0.001,1e-04,2e-04,0.0147,0,0,0,-4e-04,0.0209,1e-04,0,"FCR",1.6,"T",50
"72",3,2022-09-13,4e-04,2.7083,1.0165,0.021,3.6933,0.0154,0.0016,-0.0012,1.211,2.3067,6e-04,1e-04,-3e-04,0.4775,0.0262,1e-04,-0.0012,1e-04,-1e-04,-1e-04,-7e-04,0.0161,-4e-04,0,0,0.0221,0.0246,2e-04,0,"FCR",1.6,"T",50
"73",3,2022-04-12,4e-04,2.9227,1.0134,0.0346,6.683,0.015,0.0015,-3e-04,0.9936,2.5246,0.001,1e-04,1e-04,0.4505,0.035,1e-04,1e-04,0.0016,0.0091,-1e-04,0.0012,0.0151,0.0018,0,0,0.0129,0.0153,3e-04,0,"FCR",1.6,"T",50
"74",3,2022-05-02,4e-04,2.98,1.0364,0.0266,7.1223,0.0122,0,-6e-04,0.9587,2.5083,0.001,1e-04,1e-04,0.3511,0.0312,1e-04,1e-04,0.0018,0.013,-1e-04,0.0015,0.0158,0.0018,0,0,2e-04,0.0242,3e-04,0,"FCR",1.6,"T",50
"75",3,2022-07-18,2e-04,2.4884,0.9172,0.029,7.2618,0.0184,-2e-04,-0.0013,1.2446,2.0863,0.0011,-2e-04,1e-04,0.7814,0.0314,2e-04,1e-04,6e-04,0.0011,1e-04,-0.0013,0.0138,-2e-04,0,0,-1e-04,0.0211,1e-04,0,"FCR",1.6,"T",50
"76",3,2022-10-17,3e-04,2.8853,1.1531,0.0136,4.9502,0.0148,5e-04,6e-04,1.3266,2.7799,7e-04,-1e-04,0,0.2111,0.0291,1e-04,1e-04,8e-04,0.0033,0,2e-04,0.0179,-1e-04,0,0,0.0024,0.0251,1e-04,0,"FCR",1.6,"T",50
"77",3,2022-09-26,3e-04,2.7333,1.041,0.0123,4.0023,0.0145,3e-04,-0.0016,1.2191,2.3858,3e-04,0,-3e-04,0.3863,0.0677,1e-04,-0.0012,-1e-04,3e-04,-1e-04,-6e-04,0.0169,-4e-04,0,0,-7e-04,0.0259,1e-04,0,"FCR",1.6,"T",50
"78",3,2022-02-24,2e-04,3.0139,1.0736,0.0413,6.6096,0.017,0,-9e-04,1.1266,2.3193,8e-04,-4e-04,1e-04,0.3999,0.0466,1e-04,1e-04,0.0013,0.0041,1e-04,5e-04,0.015,0.0011,0,0,-1e-04,0.0166,2e-04,0,"FCR",1.6,"T",50
"79",3,2022-07-05,3e-04,2.4963,0.9198,0.0337,6.9686,0.0225,5e-04,-4e-04,1.2167,2.0322,-0.0014,1e-04,1e-04,0.7562,0.0826,2e-04,1e-04,7e-04,0.0029,1e-04,-1e-04,0.0136,0,0,0,0,0.0248,2e-04,0,"FCR",1.6,"T",50
"80",3,2022-03-17,3e-04,3.074,1.0649,0.0356,6.596,0.0124,-1e-04,-0.0011,1.0666,2.3082,7e-04,-5e-04,1e-04,0.3522,0.0302,1e-04,1e-04,0.0014,0.0019,1e-04,4e-04,0.0148,0.0011,0,0,-2e-04,0.0155,3e-04,0,"FCR",1.6,"T",50
"81",3,2022-04-19,4e-04,2.9188,1.0188,0.0264,6.8558,0.0107,1e-04,-5e-04,0.9674,2.4517,8e-04,1e-04,1e-04,0.3887,0.0254,1e-04,1e-04,0.0015,0.0032,-1e-04,0.0014,0.0153,0.0017,0,0,3e-04,0.0147,2e-04,0,"FCR",1.6,"T",50
"82",3,2022-03-29,3e-04,3.0358,1.0586,0.0383,6.7002,0.0109,-3e-04,-0.0015,1.0122,2.2799,8e-04,-4e-04,1e-04,0.4346,0.0418,1e-04,1e-04,0.0014,0.0022,1e-04,2e-04,0.015,0.001,0,0,-4e-04,0.0158,3e-04,0,"FCR",1.6,"T",50
"83",3,2022-10-11,4e-04,2.7386,1.074,0.0168,4.7611,0.0159,2e-04,-0.0017,1.2631,2.5708,3e-04,-1e-04,-3e-04,0.3926,0.071,1e-04,-0.0012,-3e-04,0,-1e-04,-8e-04,0.0179,-5e-04,0,0,-9e-04,0.0274,6e-04,0,"FCR",1.6,"T",50
"84",3,2022-10-24,3e-04,2.9414,1.1851,0.0112,5.243,0.0142,4e-04,3e-04,1.3486,2.8482,7e-04,-1e-04,1e-04,0.4343,0.1092,1e-04,1e-04,8e-04,0.0028,0,1e-04,0.0189,-1e-04,0,0,0.0024,0.0285,0,0,"FCR",1.6,"T",50
"85",3,2022-06-13,3e-04,2.4163,0.8675,0.0206,6.5653,0.0128,6e-04,0,1.1153,1.9448,5e-04,0,1e-04,0.3507,0.01,1e-04,1e-04,3e-04,0.0023,1e-04,1e-04,0.0126,0,0,0,-4e-04,0.0131,1e-04,0,"FCR",1.6,"T",50
