"Date","Volume_L","Reservoir"
2022-11-23,522833216.911407,"BVR"
2022-11-24,522886210.731561,"BVR"
2022-11-25,523456666.168747,"BVR"
2022-11-26,523260364.073741,"BVR"
2022-11-27,523866977.833641,"BVR"
2022-11-28,522972593.980694,"BVR"
2022-11-29,521295847.6093,"BVR"
2022-11-30,524332648.861963,"BVR"
2022-12-01,528237281.704906,"BVR"
2022-12-02,528237233.542325,"BVR"
2022-12-03,529788340.871696,"BVR"
2022-12-04,530569388.952,"BVR"
2022-12-05,530737704.120247,"BVR"
2022-12-06,531058447.519935,"BVR"
