"Sample ID","Type","WL750.0","WL665.0","WL664.0","WL663.0","WL647.0","WL630.0","WL490.0","WL384.0","Comments"
"11_before","Unknown",0.001,0.078,0.078,0.077,0.026,0.018,0.034,0.091,""
"11_after","Unknown",0.002,0.049,0.049,0.047,0.016,0.008,0.031,0.102,""
"12_before","Unknown",0.002,0.104,0.104,0.103,0.039,0.028,0.038,0.125,""
"12_after","Unknown",0.003,0.065,0.064,0.063,0.023,0.013,0.037,0.140,""
"13_before","Unknown",0.002,0.041,0.041,0.040,0.016,0.011,0.017,0.050,""
"13_after","Unknown",0.002,0.026,0.026,0.025,0.010,0.005,0.015,0.055,""
"14_before","Unknown",0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.006,""
"14_after","Unknown",0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.004,""
"15_before","Unknown",0.001,0.060,0.060,0.059,0.020,0.014,0.027,0.071,""
"15_after","Unknown",0.001,0.038,0.037,0.036,0.013,0.006,0.025,0.079,""
"15_after_correct","Unknown",0.001,0.038,0.037,0.036,0.012,0.006,0.024,0.079,""
"16_before","Unknown",0.002,0.034,0.034,0.033,0.013,0.010,0.020,0.051,""
"16_after","Unknown",0.002,0.023,0.023,0.022,0.009,0.006,0.018,0.053,""
"17_before","Unknown",0.002,0.042,0.042,0.042,0.017,0.012,0.020,0.053,""
"17_after","Unknown",0.002,0.027,0.027,0.026,0.011,0.006,0.018,0.059,""
"18_before","Unknown",0.001,0.025,0.025,0.025,0.010,0.007,0.019,0.038,""
"18_after","Unknown",0.001,0.017,0.016,0.016,0.006,0.003,0.016,0.040,""
"19_before","Unknown",0.001,0.127,0.127,0.125,0.041,0.028,0.065,0.151,""
"19_after","Unknown",0.002,0.078,0.077,0.075,0.025,0.013,0.062,0.168,""
"20_before","Unknown",0.002,0.167,0.166,0.163,0.048,0.037,0.115,0.182,""
"20_after","Unknown",0.002,0.099,0.097,0.094,0.027,0.015,0.107,0.208,""
"21_before","Unknown",0.001,0.033,0.032,0.032,0.012,0.008,0.018,0.047,""
"21_after","Unknown",0.002,0.023,0.022,0.021,0.008,0.005,0.016,0.051,""
"22_before","Unknown",0.003,0.396,0.394,0.387,0.109,0.082,0.173,0.381,""
"22_after","Unknown",0.003,0.229,0.224,0.217,0.058,0.031,0.169,0.450,""
"23_before","Unknown",0.003,0.042,0.042,0.042,0.017,0.012,0.021,0.052,""
"23_after","Unknown",0.003,0.029,0.029,0.028,0.011,0.006,0.019,0.062,""
"24_before","Unknown",0.003,0.161,0.160,0.157,0.048,0.037,0.097,0.175,""
"24_after","Unknown",0.004,0.096,0.094,0.091,0.028,0.017,0.090,0.200,""
"25_before","Unknown",0.001,0.045,0.045,0.045,0.017,0.011,0.019,0.052,""
"25_after","Unknown",0.002,0.029,0.029,0.028,0.010,0.005,0.018,0.060,""
"26_before","Unknown",0.001,0.040,0.040,0.039,0.015,0.010,0.017,0.053,""
"26_after","Unknown",0.001,0.025,0.025,0.024,0.009,0.005,0.015,0.057,""
"27_before","Unknown",0.001,0.043,0.043,0.042,0.015,0.011,0.020,0.051,""
"27_after","Unknown",0.001,0.027,0.026,0.026,0.009,0.005,0.017,0.057,""
"28_before","Unknown",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,""
"28_after","Unknown",0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.001,""
"29_before","Unknown",0.002,0.388,0.386,0.379,0.108,0.080,0.164,0.370,""
"29_after","Unknown",0.002,0.224,0.220,0.213,0.058,0.030,0.163,0.437,""
"30_before","Unknown",0.002,0.058,0.058,0.057,0.020,0.014,0.025,0.069,""
"30_after","Unknown",0.002,0.039,0.039,0.038,0.013,0.007,0.024,0.081,""
"31_before","Unknown",0.001,0.081,0.081,0.080,0.026,0.019,0.036,0.095,""
"31_after","Unknown",0.001,0.051,0.050,0.049,0.016,0.008,0.033,0.106,""
"32_before","Unknown",0.001,0.039,0.039,0.039,0.015,0.010,0.017,0.050,""
"32_after","Unknown",0.002,0.026,0.025,0.025,0.010,0.005,0.016,0.055,""
"33_before","Unknown",0.002,0.040,0.040,0.039,0.015,0.011,0.018,0.052,""
"33_after","Unknown",0.002,0.026,0.026,0.025,0.010,0.006,0.015,0.056,""
