"Sample ID","Type","WL750.0","WL665.0","WL664.0","WL663.0","WL647.0","WL630.0","WL490.0","WL384.0","Comments"
"a12","Unknown",0.000,0.033,0.032,0.031,0.014,0.006,0.027,0.087,""
"b13","Unknown",0.000,0.047,0.046,0.046,0.021,0.011,0.030,0.066,""
"a13","Unknown",0.001,0.032,0.030,0.030,0.016,0.005,0.029,0.076,""
"b14","Unknown",0.001,0.065,0.064,0.064,0.027,0.016,0.024,0.079,""
"a14","Unknown",0.002,0.040,0.038,0.038,0.017,0.006,0.024,0.092,""
"b16","Unknown",0.002,0.151,0.149,0.147,0.056,0.032,0.087,0.177,""
"a16","Unknown",0.004,0.099,0.097,0.095,0.038,0.015,0.082,0.197,""
"b15","Unknown",-0.000,0.076,0.075,0.074,0.024,0.013,0.047,0.093,""
"a15","Unknown",0.000,0.047,0.045,0.044,0.015,0.004,0.044,0.103,""
"b17","Unknown",0.001,0.077,0.075,0.074,0.026,0.015,0.065,0.082,""
"a17","Unknown",0.001,0.043,0.042,0.041,0.015,0.003,0.060,0.093,""
"b18","Unknown",0.000,0.086,0.085,0.084,0.028,0.015,0.068,0.091,""
"a18","Unknown",0.001,0.049,0.047,0.047,0.016,0.004,0.065,0.105,""
"b19","Unknown",0.002,0.335,0.332,0.326,0.098,0.068,0.225,0.344,""
"a19","Unknown",0.003,0.192,0.188,0.182,0.054,0.025,0.219,0.404,""
"b20","Unknown",0.000,0.137,0.135,0.134,0.044,0.029,0.072,0.151,""
"a20","Unknown",0.001,0.080,0.077,0.076,0.025,0.009,0.070,0.176,""
"b21","Unknown",0.003,0.149,0.147,0.145,0.049,0.034,0.087,0.167,""
"a21","Unknown",0.003,0.088,0.085,0.084,0.030,0.013,0.084,0.195,""
"b22","Unknown",0.001,0.126,0.124,0.122,0.036,0.023,0.139,0.140,""
"a22","Unknown",0.001,0.076,0.074,0.072,0.021,0.008,0.136,0.165,""
"b23","Unknown",0.002,0.072,0.071,0.071,0.028,0.018,0.030,0.084,""
"a23","Unknown",0.003,0.043,0.042,0.042,0.018,0.007,0.029,0.098,""
"b24","Unknown",0.004,0.051,0.050,0.050,0.023,0.014,0.024,0.078,""
"a24","Unknown",0.003,0.035,0.033,0.033,0.017,0.007,0.023,0.087,""
"b25","Unknown",0.002,0.117,0.116,0.115,0.039,0.024,0.102,0.130,""
"a25","Unknown",0.003,0.112,0.110,0.109,0.037,0.022,0.101,0.133,""
"b26","Unknown",0.001,0.082,0.081,0.081,0.036,0.018,0.046,0.109,""
"a26","Unknown",0.001,0.056,0.054,0.054,0.027,0.009,0.045,0.124,""
"b27","Unknown",0.003,0.056,0.055,0.054,0.024,0.013,0.034,0.075,""
"a27","Unknown",0.003,0.053,0.052,0.051,0.022,0.012,0.033,0.077,""
"b28","Unknown",0.003,0.143,0.142,0.140,0.058,0.031,0.084,0.172,""
"a28","Unknown",0.003,0.111,0.110,0.108,0.047,0.021,0.084,0.195,""
"b29","Unknown",0.002,0.116,0.115,0.113,0.048,0.027,0.065,0.161,""
"a29","Unknown",0.002,0.107,0.106,0.105,0.045,0.023,0.063,0.166,""
"b30","Unknown",0.001,0.109,0.108,0.107,0.036,0.021,0.094,0.121,""
"a30","Unknown",0.001,0.090,0.088,0.087,0.030,0.015,0.094,0.134,""
"b31","Unknown",0.002,0.057,0.057,0.056,0.024,0.014,0.032,0.083,""
"a31","Unknown",0.003,0.047,0.046,0.045,0.021,0.010,0.031,0.090,""
"b32","Unknown",0.002,0.102,0.100,0.099,0.035,0.022,0.046,0.118,""
"a32","Unknown",0.003,0.065,0.063,0.062,0.023,0.009,0.045,0.138,""
"b33","Unknown",0.004,0.039,0.038,0.038,0.018,0.011,0.031,0.055,""
"a33","Unknown",0.005,0.031,0.029,0.029,0.016,0.008,0.029,0.061,""
"b34","Unknown",0.002,0.158,0.157,0.155,0.052,0.035,0.096,0.188,""
"a34","Unknown",0.002,0.103,0.100,0.098,0.034,0.016,0.098,0.223,""
"b35","Unknown",0.005,0.063,0.062,0.061,0.028,0.017,0.041,0.091,""
"a35","Unknown",0.005,0.047,0.046,0.045,0.023,0.012,0.040,0.100,""
"b36","Unknown",0.001,0.088,0.087,0.087,0.031,0.017,0.070,0.101,""
"a36","Unknown",0.001,0.053,0.051,0.050,0.019,0.005,0.066,0.114,""
"b37","Unknown",0.001,0.161,0.160,0.158,0.058,0.034,0.083,0.199,""
"a37","Unknown",0.001,0.102,0.100,0.098,0.038,0.014,0.077,0.221,""
"b38","Unknown",0.000,0.076,0.075,0.075,0.033,0.015,0.045,0.098,""
"a38","Unknown",0.001,0.049,0.048,0.048,0.024,0.006,0.040,0.108,""
"b39","Unknown",0.000,0.147,0.146,0.144,0.049,0.028,0.103,0.162,""
"a39","Unknown",0.001,0.087,0.085,0.083,0.029,0.010,0.098,0.186,""
"b4DIL","Unknown",0.001,0.026,0.025,0.025,0.014,0.005,0.010,0.029,""
"a4DIL","Unknown",0.001,0.014,0.013,0.013,0.009,0.000,0.007,0.032,""
