"Sample ID","Type","WL750.0","WL665.0","WL664.0","WL663.0","WL647.0","WL630.0","WL490.0","WL384.0","Comments"
"43_b","Unknown",0.003,0.234,0.232,0.227,0.064,0.051,0.330,0.275,""
"43_a","Unknown",0.002,0.134,0.132,0.127,0.034,0.019,0.311,0.311,""
"9_b","Unknown",0.001,0.135,0.134,0.132,0.041,0.033,0.166,0.177,""
"9_a","Unknown",0.001,0.082,0.081,0.078,0.023,0.013,0.153,0.200,""
"10_b","Unknown",0.000,0.025,0.025,0.024,0.008,0.006,0.030,0.038,""
"10_a","Unknown",0.001,0.016,0.015,0.015,0.005,0.002,0.028,0.042,""
"18_b","Unknown",0.001,0.169,0.169,0.167,0.068,0.041,0.080,0.188,""
"18_a","Unknown",0.001,0.103,0.102,0.100,0.040,0.017,0.071,0.215,""
"22_b","Unknown",0.001,0.046,0.045,0.045,0.016,0.011,0.053,0.062,""
"22_a","Unknown",0.001,0.029,0.028,0.028,0.010,0.005,0.051,0.070,""
"27_b","Unknown",0.001,0.114,0.114,0.112,0.038,0.026,0.133,0.135,""
"27_a","Unknown",0.001,0.068,0.067,0.066,0.022,0.011,0.124,0.156,""
"19_b","Unknown",0.001,0.146,0.145,0.143,0.050,0.034,0.124,0.175,""
"19_a","Unknown",0.001,0.088,0.087,0.085,0.029,0.014,0.115,0.199,""
"17_b","Unknown",0.001,0.046,0.046,0.045,0.015,0.012,0.031,0.065,""
"17_a","Unknown",0.001,0.029,0.029,0.028,0.009,0.005,0.029,0.071,""
"5_b","Unknown",0.002,0.138,0.138,0.137,0.060,0.035,0.061,0.153,""
"5_a","Unknown",0.003,0.085,0.085,0.084,0.036,0.016,0.054,0.176,""
"24_b","Unknown",0.003,0.030,0.030,0.029,0.012,0.010,0.023,0.047,""
"24_a","Unknown",0.003,0.020,0.020,0.019,0.009,0.006,0.021,0.051,""
"59_b","Unknown",0.003,0.004,0.004,0.004,0.002,0.002,0.004,0.005,""
"59_a","Unknown",0.001,0.002,0.002,0.002,0.001,0.000,0.002,0.004,""
"32_b","Unknown",0.010,0.119,0.118,0.116,0.045,0.043,0.160,0.190,""
"32_a","Unknown",0.009,0.076,0.075,0.073,0.029,0.022,0.134,0.204,""
"36_b","Unknown",0.002,0.031,0.030,0.030,0.011,0.009,0.024,0.048,""
"36_a","Unknown",0.002,0.020,0.020,0.019,0.007,0.004,0.022,0.052,""
"16_b","Unknown",-0.002,0.217,0.215,0.211,0.062,0.045,0.327,0.276,""
"16_a","Unknown",0.002,0.134,0.131,0.128,0.039,0.020,0.307,0.305,""
"33_b","Unknown",0.002,0.139,0.138,0.135,0.043,0.035,0.174,0.188,""
"33_a","Unknown",0.002,0.085,0.083,0.081,0.025,0.014,0.159,0.210,""
"48_b","Unknown",0.002,0.253,0.250,0.245,0.067,0.053,0.399,0.277,""
"48_a","Unknown",0.002,0.143,0.141,0.136,0.036,0.020,0.371,0.320,""
"66_b","Unknown",-0.003,0.328,0.325,0.319,0.082,0.073,0.504,0.367,""
"66_a","Unknown",0.002,0.190,0.186,0.180,0.045,0.024,0.451,0.407,""
"30_b","Unknown",0.003,0.145,0.144,0.141,0.046,0.037,0.130,0.209,""
"30_a","Unknown",0.003,0.095,0.093,0.090,0.030,0.017,0.117,0.227,""
"29_b","Unknown",0.002,0.137,0.136,0.133,0.042,0.036,0.175,0.200,""
"29_a","Unknown",0.003,0.086,0.085,0.082,0.026,0.016,0.155,0.220,""
"39_b","Unknown",0.002,0.084,0.083,0.082,0.029,0.020,0.075,0.106,""
"39_a","Unknown",0.002,0.052,0.051,0.050,0.017,0.009,0.070,0.118,""
"28_b","Unknown",0.002,0.171,0.170,0.167,0.055,0.043,0.129,0.214,""
"28_a","Unknown",0.003,0.105,0.103,0.100,0.032,0.018,0.112,0.246,""
"40_b","Unknown",0.003,0.024,0.023,0.023,0.011,0.010,0.021,0.048,""
"40_a","Unknown",0.003,0.017,0.017,0.016,0.008,0.006,0.019,0.050,""
"14_b","Unknown",0.001,0.025,0.025,0.024,0.008,0.007,0.018,0.036,""
"14_a","Unknown",0.001,0.015,0.015,0.015,0.005,0.002,0.016,0.039,""
"35_b","Unknown",0.002,0.135,0.134,0.131,0.042,0.033,0.120,0.196,""
"35_a","Unknown",0.002,0.087,0.085,0.083,0.026,0.015,0.105,0.211,""
"13_b","Unknown",0.001,0.318,0.315,0.308,0.083,0.065,0.500,0.335,""
"13_a","Unknown",0.002,0.180,0.176,0.170,0.044,0.023,0.466,0.393,""
"25_b","Unknown",0.001,0.033,0.033,0.032,0.011,0.009,0.024,0.045,""
"25_a","Unknown",0.001,0.021,0.021,0.020,0.007,0.004,0.023,0.051,""
"15_b","Unknown",0.001,0.295,0.293,0.287,0.080,0.061,0.365,0.317,""
"15_a","Unknown",0.001,0.170,0.167,0.162,0.043,0.023,0.344,0.367,""
"26_b","Unknown",0.002,0.033,0.032,0.032,0.013,0.011,0.027,0.064,""
"26_a","Unknown",0.002,0.023,0.023,0.022,0.009,0.006,0.026,0.068,""
"38_b","Unknown",0.005,0.199,0.198,0.195,0.074,0.050,0.251,0.278,""
"38_a","Unknown",0.005,0.129,0.127,0.124,0.047,0.025,0.236,0.306,""
"37_b","Unknown",0.002,0.051,0.050,0.050,0.017,0.014,0.048,0.066,""
"37_a","Unknown",0.002,0.032,0.031,0.031,0.011,0.006,0.045,0.076,""
"34_b","Unknown",0.003,0.290,0.289,0.284,0.096,0.070,0.247,0.376,""
"34_a","Unknown",0.003,0.179,0.176,0.172,0.057,0.030,0.212,0.423,""
"57_b","Unknown",-0.001,0.002,0.002,0.002,0.000,0.000,0.002,0.002,""
"57_a","Unknown",-0.000,0.003,0.003,0.003,0.000,0.000,0.003,0.006,""
