"Sample ID","Type","WL750.0","WL665.0","WL664.0","WL663.0","WL647.0","WL630.0","WL490.0","WL384.0","Comments"
"before_11","Unknown",0.006,0.047,0.047,0.046,0.022,0.017,0.051,0.114,""
"after_11","Unknown",0.006,0.037,0.036,0.036,0.018,0.014,0.046,0.107,""
"before_12","Unknown",0.001,0.109,0.109,0.107,0.036,0.028,0.063,0.137,""
"after_12","Unknown",0.002,0.068,0.067,0.065,0.022,0.013,0.060,0.152,""
"before_13","Unknown",0.001,0.159,0.158,0.156,0.058,0.037,0.091,0.208,""
"after_13","Unknown",0.001,0.101,0.100,0.098,0.037,0.017,0.080,0.223,""
"before_14","Unknown",-0.000,0.219,0.218,0.214,0.071,0.050,0.121,0.302,""
"after_14","Unknown",0.000,0.142,0.140,0.136,0.045,0.023,0.113,0.326,""
"before_15","Unknown",0.004,0.026,0.025,0.025,0.013,0.011,0.031,0.068,""
"after_15","Unknown",0.004,0.020,0.020,0.020,0.011,0.009,0.027,0.063,""
"before_16","Unknown",0.003,0.040,0.040,0.039,0.017,0.013,0.029,0.071,""
"after_16","Unknown",0.003,0.028,0.028,0.027,0.012,0.008,0.025,0.070,""
"before_17","Unknown",-0.000,0.167,0.166,0.164,0.063,0.037,0.082,0.196,""
"after_17","Unknown",-0.000,0.105,0.104,0.101,0.040,0.017,0.073,0.216,""
"after_17_check","Unknown",-0.000,0.094,0.093,0.091,0.033,0.014,0.064,0.200,""
"before_18","Unknown",-0.001,0.193,0.192,0.189,0.060,0.043,0.116,0.239,""
"after_18","Unknown",-0.000,0.118,0.116,0.112,0.035,0.017,0.107,0.266,""
"before_19","Unknown",0.005,0.027,0.027,0.028,0.015,0.012,0.033,0.072,""
"after_19","Unknown",0.005,0.021,0.021,0.021,0.012,0.010,0.029,0.066,""
"before_20","Unknown",-0.001,0.019,0.018,0.018,0.007,0.005,0.017,0.070,""
"after_20","Unknown",-0.001,0.011,0.011,0.011,0.004,0.003,0.013,0.060,""
"before_21","Unknown",-0.001,0.249,0.248,0.244,0.075,0.056,0.143,0.293,""
"after_21","Unknown",-0.000,0.151,0.148,0.144,0.043,0.021,0.134,0.331,""
"before_22","Unknown",-0.003,-0.002,-0.002,-0.002,-0.003,-0.003,-0.003,-0.002,""
"after_22","Unknown",-0.002,-0.002,-0.002,-0.002,-0.003,-0.003,-0.003,-0.003,""
"before_23","Unknown",0.002,0.041,0.041,0.040,0.015,0.010,0.030,0.077,""
"after_23","Unknown",0.002,0.030,0.030,0.029,0.012,0.007,0.026,0.073,""
"before_24","Unknown",0.002,0.029,0.029,0.028,0.011,0.008,0.024,0.061,""
"after_24","Unknown",0.002,0.022,0.022,0.021,0.009,0.006,0.021,0.058,""
"before_25","Unknown",0.000,0.026,0.026,0.025,0.009,0.007,0.018,0.046,""
"after_25","Unknown",0.000,0.018,0.018,0.017,0.006,0.004,0.015,0.044,""
"before_27","Unknown",-0.000,0.023,0.023,0.022,0.007,0.005,0.022,0.053,""
"after_27","Unknown",0.001,0.019,0.019,0.018,0.007,0.004,0.019,0.049,""
"before_28","Unknown",-0.001,0.162,0.162,0.159,0.052,0.037,0.086,0.205,""
"after_28","Unknown",-0.001,0.103,0.101,0.098,0.032,0.016,0.081,0.225,""
"before_26","Unknown",0.000,0.008,0.008,0.008,0.004,0.003,0.008,0.024,""
"after_26","Unknown",0.000,0.005,0.005,0.005,0.002,0.001,0.006,0.021,""
"before_29","Unknown",0.002,0.023,0.023,0.022,0.012,0.012,0.029,0.079,""
"after_29","Unknown",0.002,0.018,0.018,0.017,0.009,0.008,0.025,0.070,""
"before_31","Unknown",0.004,0.024,0.024,0.023,0.012,0.010,0.028,0.064,""
"after_31","Unknown",0.004,0.020,0.020,0.019,0.011,0.009,0.025,0.059,""
"before_32","Unknown",0.000,0.094,0.094,0.092,0.030,0.022,0.060,0.133,""
"after_32","Unknown",0.001,0.061,0.060,0.059,0.020,0.011,0.054,0.142,""
"before_33","Unknown",0.000,0.171,0.171,0.168,0.055,0.041,0.125,0.246,""
"after_33","Unknown",0.000,0.107,0.105,0.102,0.033,0.017,0.113,0.267,""
"before_30","Unknown",0.002,0.023,0.023,0.022,0.010,0.010,0.030,0.067,""
"after_30","Unknown",0.002,0.018,0.018,0.018,0.009,0.008,0.026,0.062,""
"before_34","Unknown",0.001,0.052,0.052,0.052,0.020,0.013,0.032,0.070,""
"after_34","Unknown",0.001,0.032,0.032,0.031,0.013,0.006,0.028,0.074,""
"before_35","Unknown",0.008,0.059,0.059,0.059,0.027,0.022,0.050,0.096,""
"after_35","Unknown",0.007,0.041,0.041,0.040,0.020,0.015,0.044,0.096,""
"before_36","Unknown",0.000,0.046,0.046,0.045,0.018,0.015,0.039,0.159,""
"after_36","Unknown",0.000,0.029,0.029,0.028,0.012,0.009,0.035,0.134,""
"before_38","Unknown",0.003,0.041,0.041,0.040,0.017,0.013,0.030,0.070,""
"after_38","Unknown",0.003,0.028,0.028,0.027,0.012,0.008,0.027,0.070,""
"before_39","Unknown",0.000,0.007,0.007,0.007,0.003,0.003,0.008,0.023,""
"after_39","Unknown",0.000,0.005,0.005,0.005,0.002,0.001,0.007,0.020,""
"before_40","Unknown",-0.001,0.104,0.104,0.101,0.031,0.022,0.057,0.138,""
"after_40","Unknown",-0.001,0.067,0.065,0.064,0.019,0.009,0.052,0.148,""
"before_37_2mlDilute","Unknown",0.002,0.012,0.011,0.011,0.006,0.006,0.014,0.033,""
"after_37_2mlDilute","Unknown",0.001,0.008,0.007,0.007,0.004,0.003,0.009,0.026,""
