Reservoir,Site,DateTime,Secchi_m,Flag_DateTime,Flag_Secchi_m
BVR,50,2017-06-15 10:50:00,1.83,0,0
BVR,50,2017-06-22 10:40:00,1,0,0
BVR,50,2017-06-29 11:10:00,0.92,0,0
BVR,50,2017-07-07 12:00:00,0.87,1,0
BVR,50,2017-07-13 10:35:00,1.26,0,0
BVR,50,2017-07-20 12:00:00,1.09,1,0
BVR,50,2017-07-27 11:05:00,0.9,0,0
BVR,50,2017-08-03 10:50:00,0.96,0,0
BVR,50,2017-08-10 10:10:00,1.1,0,0
BVR,50,2017-08-17 14:42:00,1.17,0,0
BVR,50,2017-08-24 10:48:00,1.15,0,0
BVR,50,2017-09-05 14:46:00,1.18,0,0
BVR,50,2017-09-19 14:27:00,1.1,0,0
BVR,50,2017-10-03 14:42:00,1,0,0
BVR,50,2017-10-17 14:40:00,1.07,0,0
BVR,50,2017-11-07 15:10:00,1.05,0,0
BVR,50,2018-05-04 11:46:00,2.01,0,0
BVR,50,2018-05-11 10:17:00,2,0,0
BVR,50,2018-05-17 11:30:00,2.08,0,0
BVR,50,2018-05-24 10:00:00,2.16,0,0
BVR,50,2018-05-31 10:47:00,1.86,0,0
BVR,50,2018-06-07 12:00:00,2.34,1,0
BVR,50,2018-06-14 11:34:00,1.85,0,0
BVR,50,2018-06-21 12:00:00,1.9,1,0
BVR,50,2018-06-28 11:15:00,1.15,0,0
BVR,50,2018-07-05 11:30:00,0.92,0,0
BVR,50,2018-07-12 10:12:00,1.12,0,0
BVR,50,2018-07-19 12:12:00,1.09,0,0
BVR,50,2018-07-26 12:05:00,0.92,0,0
BVR,50,2018-08-09 12:15:00,1.03,0,0
BVR,50,2018-08-16 11:04:00,1.12,0,0
BVR,50,2018-08-24 14:50:00,1.87,0,0
BVR,50,2018-09-07 14:22:00,2.57,0,0
BVR,50,2018-09-21 14:16:00,1.89,0,0
BVR,50,2018-10-05 15:02:00,2.08,0,0
BVR,50,2018-10-19 13:15:00,1.72,0,0
BVR,50,2018-11-16 14:38:00,1.9,0,0
BVR,50,2019-04-08 12:25:00,4.18,0,0
BVR,50,2019-04-29 13:40:00,3.1,0,0
BVR,50,2019-05-16 12:22:00,4.5,0,0
BVR,50,2019-05-23 10:30:00,4.35,0,0
BVR,50,2019-05-30 14:10:00,3.6,0,0
BVR,50,2019-06-13 11:44:00,3.5,0,0
BVR,50,2019-06-20 12:56:00,4.44,0,0
BVR,50,2019-06-27 14:42:00,4.6,0,0
BVR,50,2019-07-03 11:38:00,3.5,0,0
BVR,50,2019-07-11 09:20:00,3.95,0,0
BVR,50,2019-07-18 15:35:00,3.25,0,0
BVR,50,2019-07-25 12:38:00,2.63,0,0
BVR,50,2019-08-01 11:20:00,2.36,0,0
BVR,50,2019-08-08 12:15:00,2.3,0,0
BVR,50,2019-08-14 14:10:00,2.5,0,0
BVR,50,2019-09-04 13:04:00,2.8,0,0
BVR,50,2019-09-20 13:00:00,2,0,0
BVR,50,2019-10-04 14:39:00,2.1,0,0
BVR,50,2019-10-18 13:15:00,0.9,0,0
BVR,50,2019-10-28 14:45:00,1,0,0
BVR,50,2019-11-15 14:00:00,1.05,0,0
BVR,50,2019-12-06 15:30:00,1.27,0,0
BVR,50,2020-03-16 11:01:00,1.92,0,0
BVR,50,2020-03-30 13:19:00,1,0,0
BVR,50,2020-05-14 11:57:00,3.75,0,0
BVR,50,2020-06-04 12:34:00,3.8,0,0
BVR,50,2020-06-25 12:48:00,2.7,0,0
BVR,50,2020-07-02 13:37:00,2.4,0,0
BVR,50,2020-07-09 12:00:00,2.75,1,0
BVR,50,2020-07-17 14:52:00,3.1,0,0
BVR,50,2020-07-23 11:31:00,2.6,0,0
BVR,50,2020-07-30 12:53:00,2.5,0,0
BVR,50,2020-08-06 12:25:00,2.2,0,0
BVR,50,2020-08-12 13:55:00,2.4,0,0
BVR,50,2020-08-20 09:06:00,2.5,0,0
BVR,50,2020-08-26 11:00:00,1.8,0,0
BVR,50,2020-09-03 13:24:00,1.75,0,0
BVR,50,2020-09-16 11:31:00,1.3,0,0
BVR,50,2020-10-01 11:48:00,1.1,0,0
BVR,50,2020-10-05 10:38:00,1.5,0,0
BVR,50,2020-10-14 10:01:00,1.25,0,0
BVR,50,2020-10-26 13:45:00,1.25,0,0
BVR,50,2020-11-10 11:01:00,0.9,0,0
BVR,50,2020-12-02 10:43:00,1.5,0,0
BVR,50,2021-03-08 11:20:00,2.26,0,0
BVR,50,2021-04-05 11:00:00,1.3,0,0
BVR,50,2021-05-03 10:45:00,2.2,0,0
BVR,50,2021-05-14 11:26:00,2.75,0,0
BVR,50,2021-05-31 10:18:00,3,0,0
BVR,50,2021-06-15 17:26:00,3.1,0,0
BVR,50,2021-06-28 11:27:00,2.8,0,0
BVR,50,2021-07-12 14:28:00,2.85,0,0
BVR,50,2021-07-26 10:30:00,2.4,0,0
BVR,50,2021-08-09 10:40:00,1.4,0,0
BVR,50,2021-08-23 10:05:00,1.3,0,0
BVR,50,2021-09-06 10:35:00,1.25,0,0
BVR,50,2021-09-21 10:55:00,2.25,0,0
BVR,50,2021-10-12 12:00:00,1.95,1,0
BVR,50,2021-10-26 12:09:00,1,0,0
BVR,50,2021-11-09 11:39:00,1.2,0,0
BVR,50,2021-11-22 10:09:00,1.8,0,0
BVR,50,2021-12-06 10:27:00,1.75,0,0
BVR,50,2022-01-26 13:45:00,1.75,0,0
BVR,50,2022-02-24 10:43:00,1.5,0,0
BVR,50,2022-03-22 11:09:00,1.6,0,0
BVR,50,2022-04-12 15:18:00,1.4,0,0
BVR,50,2022-05-02 11:06:00,1.95,0,0
BVR,40,2022-05-09 11:03:00,1.5,0,0
BVR,50,2022-05-09 11:30:00,1.6,0,0
BVR,40,2022-05-17 11:50:00,1.75,0,0
BVR,50,2022-05-17 12:20:00,1.75,0,0
BVR,50,2022-05-23 12:00:00,1.6,1,0
BVR,40,2022-05-31 10:47:00,1.25,0,0
BVR,50,2022-05-31 12:56:00,1,0,0
BVR,50,2022-06-07 11:53:00,0.85,0,0
BVR,50,2022-06-13 12:59:00,0.7,0,0
BVR,50,2022-06-27 10:30:00,0.5,0,0
BVR,40,2022-07-05 10:30:00,0.45,0,0
BVR,50,2022-07-11 12:05:00,0.6,0,0
BVR,40,2022-07-18 10:30:00,1.4,0,0
BVR,50,2022-07-25 10:38:00,1.4,0,0
BVR,50,2022-08-01 11:06:00,1.55,0,0
BVR,50,2022-08-08 10:30:00,1.4,0,0
BVR,50,2022-08-18 10:10:00,1.7,0,0
BVR,50,2022-08-22 11:10:00,1.4,0,0
BVR,50,2022-09-05 09:58:00,2.2,0,0
BVR,50,2022-09-19 10:31:00,1.2,0,0
BVR,50,2022-10-11 11:35:00,1.3,0,0
BVR,50,2022-10-24 12:04:00,1.35,0,0
BVR,50,2022-11-08 10:25:00,1.35,0,0
BVR,50,2022-11-16 10:33:00,1,0,0
BVR,50,2022-11-28 10:26:00,1.4,0,0
BVR,50,2022-12-16 11:00:00,1.9,0,0
BVR,50,2023-03-21 11:58:00,2.5,0,0
BVR,50,2023-04-24 11:34:00,2.5,0,0
BVR,50,2023-05-01 11:17:00,1.9,0,0
BVR,50,2023-05-08 11:15:00,3.75,0,0
BVR,50,2023-05-22 11:42:00,2.95,0,0
BVR,50,2023-05-29 10:40:00,4,0,0
BVR,50,2023-06-05 12:29:00,3.8,0,0
BVR,50,2023-06-14 11:42:00,3.42,0,0
BVR,50,2023-06-19 10:34:00,4,0,0
BVR,50,2023-06-26 10:01:00,2.95,0,0
BVR,50,2023-07-03 10:22:00,3.35,0,0
BVR,50,2023-07-10 11:12:00,3.55,0,0
BVR,50,2023-07-17 13:17:00,2.9,0,0
BVR,50,2023-07-24 14:13:00,3,0,0
BVR,50,2023-07-31 10:35:00,2.6,0,0
BVR,50,2023-08-07 11:35:00,1.85,0,0
BVR,50,2023-08-14 11:40:00,1.65,0,0
BVR,50,2023-08-22 11:17:00,1.5,0,0
BVR,50,2023-08-29 11:16:00,1.8,0,0
BVR,50,2023-09-05 11:20:00,2.25,0,0
BVR,50,2023-09-12 11:43:00,2.2,0,0
BVR,50,2023-09-18 11:34:00,1.3,0,0
BVR,50,2023-09-26 11:58:00,1.15,0,0
BVR,50,2023-10-03 11:14:00,1.5,0,0
BVR,50,2023-10-09 11:12:00,1.35,0,0
BVR,50,2023-10-17 10:45:00,1.07,0,0
BVR,50,2023-10-24 11:55:00,1.1,0,0
BVR,50,2023-10-31 11:43:00,1.5,0,0
BVR,50,2023-11-06 11:07:00,1.75,0,0
BVR,50,2023-11-14 11:26:00,1.3,0,0
BVR,50,2023-12-04 12:00:00,1.1,1,0
BVR,50,2024-03-05 12:00:00,2.17,1,0
BVR,50,2024-03-18 10:35:00,1.5,0,0
BVR,50,2024-04-01 12:20:00,1.3,0,0
BVR,50,2024-04-15 11:32:00,1.5,0,0
BVR,50,2024-04-29 11:16:00,1.4,0,0
BVR,50,2024-05-06 10:27:00,1.6,0,0
BVR,50,2024-05-13 10:57:00,1.3,0,0
BVR,50,2024-05-20 11:38:00,1.25,0,0
BVR,50,2024-05-27 11:25:00,0.8,0,0
BVR,50,2024-06-03 11:09:00,0.7,0,0
BVR,50,2024-06-10 10:55:00,0.7,0,0
BVR,50,2024-06-17 11:36:00,0.5,0,0
BVR,50,2024-06-24 10:06:00,0.4,0,0
BVR,50,2024-07-01 09:18:00,1,0,0
BVR,50,2024-07-15 09:40:00,1.3,0,0
BVR,50,2024-07-22 09:57:00,1.3,0,0
BVR,50,2024-07-29 10:04:00,1.5,0,0
BVR,50,2024-08-05 09:46:00,0.99,0,0
BVR,50,2024-08-19 09:35:00,1,0,0
BVR,50,2024-08-26 09:48:00,1,0,0
BVR,50,2024-09-02 10:28:00,1,0,0
BVR,50,2024-09-23 11:36:00,2.2,0,0
BVR,50,2024-10-07 10:39:00,2.4,0,0
BVR,50,2024-10-21 11:40:00,2.6,0,0
BVR,50,2024-11-04 10:19:00,1.8,0,0
BVR,50,2024-11-19 11:01:00,1,0,0
BVR,50,2024-12-03 11:55:00,1.8,0,0
BVR,50,2024-12-16 11:24:00,2.4,0,0
CCR,50,2013-08-30 12:00:00,2.5,1,0
CCR,50,2014-04-20 13:00:00,2.5,0,0
CCR,50,2014-05-02 11:00:00,2.5,0,0
CCR,50,2014-05-08 09:30:00,3.3,0,0
CCR,50,2014-05-15 09:15:00,2.4,0,0
CCR,50,2014-05-27 11:00:00,3.8,0,0
CCR,50,2014-06-04 09:15:00,4.3,0,0
CCR,50,2014-06-12 09:30:00,4.3,0,0
CCR,50,2014-06-26 09:45:00,4.5,0,0
CCR,50,2014-07-03 09:00:00,4.3,0,0
CCR,50,2014-07-10 10:00:00,4,0,0
CCR,50,2014-07-24 10:30:00,5,0,0
CCR,50,2014-08-07 13:30:00,4.5,0,0
CCR,50,2014-08-21 09:30:00,3.1,0,0
CCR,50,2014-09-05 09:30:00,5.2,0,0
CCR,50,2014-09-19 14:00:00,3.5,0,0
CCR,50,2014-10-03 15:30:00,3.6,0,0
CCR,50,2014-10-24 14:00:00,3,0,0
CCR,50,2015-05-08 12:00:00,3.2,1,0
CCR,50,2015-05-22 12:00:00,3.5,1,0
CCR,50,2015-05-29 12:00:00,4.8,1,0
CCR,50,2015-06-12 12:00:00,4.6,1,0
CCR,50,2015-06-26 12:00:00,4.3,1,0
CCR,50,2015-07-10 12:00:00,4.2,1,0
CCR,50,2015-07-24 12:00:00,5.4,1,0
CCR,50,2015-08-07 12:00:00,4.6,1,0
CCR,50,2015-08-26 12:00:00,4.6,1,0
CCR,50,2015-09-09 12:00:00,4.9,1,0
CCR,50,2015-09-23 12:00:00,3.2,1,0
CCR,50,2015-10-28 12:00:00,3,1,0
CCR,50,2016-05-13 09:42:00,3.5,0,0
CCR,50,2016-05-27 12:00:00,3.3,1,0
CCR,50,2016-05-27 12:15:00,3.3,0,0
CCR,50,2016-05-27 20:25:00,2.9,0,0
CCR,50,2016-05-28 00:45:00,2,0,0
CCR,50,2016-05-28 01:45:00,2,0,0
CCR,50,2016-05-28 06:00:00,3.05,0,0
CCR,50,2016-05-28 11:15:00,3.6,0,0
CCR,50,2016-05-28 12:00:00,3.6,1,0
CCR,50,2016-06-11 12:00:00,3.8,1,0
CCR,50,2016-06-29 10:05:00,4.5,0,0
CCR,50,2016-07-15 10:05:00,5.6,0,0
CCR,50,2016-07-29 10:21:00,4.5,0,0
CCR,50,2016-08-12 12:45:00,5.4,0,0
CCR,50,2016-08-12 20:15:00,3.5,0,0
CCR,50,2016-08-13 00:55:00,2.6,0,0
CCR,50,2016-08-13 01:45:00,2.5,0,0
CCR,50,2016-08-13 06:30:00,4.35,0,0
CCR,50,2016-08-13 10:30:00,5.2,0,0
CCR,50,2016-08-29 09:15:00,4.9,0,0
CCR,50,2016-09-12 08:46:00,4.3,0,0
CCR,50,2016-09-26 09:44:00,3.8,0,0
CCR,50,2016-10-10 09:24:00,3.1,0,0
CCR,50,2018-05-16 09:50:00,3.3,0,0
CCR,50,2018-05-30 10:34:00,2.9,0,0
CCR,50,2018-06-13 10:10:00,3.5,0,0
CCR,50,2018-06-27 10:15:00,3.05,0,0
CCR,50,2018-07-11 10:55:00,4.07,0,0
CCR,50,2018-07-24 11:58:00,4.22,0,0
CCR,50,2018-08-08 10:40:00,4.75,0,0
CCR,50,2018-08-22 14:44:00,3.5,0,0
CCR,50,2018-09-12 14:50:00,2.86,0,0
CCR,50,2018-10-12 12:15:00,1.59,0,0
CCR,50,2019-06-28 11:35:00,4.14,0,0
CCR,50,2020-07-15 14:04:00,3.65,0,0
CCR,50,2020-07-21 11:22:00,3.43,0,0
CCR,50,2020-07-29 09:23:00,4.3,0,0
CCR,50,2020-08-05 11:15:00,3.7,0,0
CCR,50,2020-08-19 12:21:00,2.67,0,0
CCR,50,2020-09-23 12:41:00,2.12,0,0
CCR,50,2021-04-19 10:54:00,2.9,0,0
CCR,50,2021-07-01 11:00:00,3.4,0,0
CCR,50,2021-07-28 10:41:00,2.7,0,0
CCR,50,2021-08-19 12:18:00,2.35,0,2
CCR,50,2021-09-23 14:24:00,2.1,0,0
CCR,50,2021-11-19 12:56:00,1.79,0,0
CCR,50,2022-02-28 10:35:00,2.3,0,0
CCR,50,2022-04-20 10:29:00,1.95,0,0
CCR,50,2022-06-09 11:30:00,3.7,0,0
CCR,50,2022-06-30 11:00:00,4.5,0,0
CCR,50,2022-07-14 11:15:00,5,0,0
CCR,50,2022-07-28 10:15:00,4,0,0
CCR,50,2022-08-19 10:40:00,3.5,0,0
CCR,50,2022-11-17 13:50:00,1.5,0,0
CCR,50,2023-05-04 14:55:00,2.2,0,0
CCR,50,2023-06-01 10:02:00,3.5,0,0
CCR,50,2023-06-30 12:00:00,4.1,1,0
CCR,50,2023-08-09 13:15:00,3.7,0,0
CCR,50,2024-05-22 10:58:00,4,0,0
CCR,50,2024-06-19 09:25:00,5.4,0,0
CCR,50,2024-07-11 09:35:00,4.65,0,0
CCR,50,2024-08-14 09:15:00,3.5,0,0
CCR,50,2024-09-16 10:35:00,2.8,0,0
CCR,50,2024-09-30 14:10:00,2.5,0,0
CCR,50,2024-10-28 10:13:00,2.3,0,0
CCR,50,2024-12-17 10:30:00,1.7,0,0
FCR,10,2013-10-16 12:00:00,1.77,1,0
FCR,20,2013-10-16 12:00:00,1.77,1,0
FCR,30,2013-10-16 12:00:00,1.9,1,0
FCR,40,2013-10-16 12:00:00,1.8,1,0
FCR,50,2013-10-16 12:00:00,2,1,0
FCR,50,2013-10-29 12:00:00,1.75,1,0
FCR,50,2014-04-08 12:00:00,2.5,1,0
FCR,50,2014-04-16 12:00:00,2.7,1,0
FCR,50,2014-04-21 12:00:00,2.5,1,0
FCR,50,2014-04-27 12:00:00,3.5,1,0
FCR,50,2014-05-05 12:00:00,2.75,1,0
FCR,50,2014-05-12 12:00:00,2.5,1,0
FCR,50,2014-05-26 12:00:00,2.75,1,0
FCR,50,2014-06-02 12:00:00,2.75,1,0
FCR,50,2014-06-09 12:00:00,2.7,1,0
FCR,50,2014-06-16 12:00:00,3,1,0
FCR,50,2014-06-23 12:00:00,3,1,0
FCR,50,2014-06-30 12:00:00,3.25,1,0
FCR,50,2014-07-07 12:00:00,3.25,1,0
FCR,50,2014-07-14 12:00:00,3.25,1,0
FCR,50,2014-07-21 12:00:00,3.12,1,0
FCR,50,2014-07-28 12:00:00,3,1,0
FCR,50,2014-08-04 12:00:00,3.2,1,0
FCR,50,2014-08-11 12:00:00,2.8,1,0
FCR,50,2014-08-18 12:00:00,2.55,1,0
FCR,50,2014-08-25 12:00:00,2.3,1,0
FCR,50,2014-09-03 12:00:00,3.2,1,0
FCR,50,2014-09-08 12:00:00,2.8,1,0
FCR,50,2014-09-15 12:00:00,2.4,1,0
FCR,50,2014-09-22 12:00:00,2,1,0
FCR,50,2014-09-29 12:00:00,1.7,1,0
FCR,50,2014-10-04 12:00:00,1.3,1,2
FCR,50,2014-10-15 12:00:00,1.1,1,0
FCR,50,2014-10-23 12:00:00,1.1,1,0
FCR,50,2014-11-10 12:00:00,1,1,0
FCR,50,2015-02-05 12:20:00,1.75,0,0
FCR,50,2015-03-16 12:00:00,1.8,1,0
FCR,50,2015-03-31 12:00:00,2,1,0
FCR,45,2015-04-07 12:00:00,2.25,1,0
FCR,50,2015-04-13 15:31:00,2.1,0,0
FCR,50,2015-04-21 12:01:00,1.4,0,0
FCR,50,2015-04-25 12:40:00,1.5,0,0
FCR,50,2015-04-28 13:45:00,2,0,0
FCR,50,2015-05-01 10:32:00,1.9,0,0
FCR,50,2015-05-04 16:49:00,2.3,0,0
FCR,50,2015-05-05 11:41:00,2.5,0,0
FCR,50,2015-05-11 12:00:00,3,1,0
FCR,50,2015-05-18 12:00:00,2.8,1,0
FCR,50,2015-05-25 12:00:00,2.5,1,0
FCR,50,2015-06-01 12:00:00,2.9,1,0
FCR,50,2015-06-03 12:00:00,2.4,1,0
FCR,50,2015-06-08 12:00:00,1.7,1,0
FCR,50,2015-06-15 12:00:00,2.4,1,0
FCR,50,2015-06-22 12:00:00,2.33,1,0
FCR,50,2015-06-29 12:00:00,2.45,1,0
FCR,50,2015-07-06 12:00:00,1.24,1,0
FCR,50,2015-07-13 12:00:00,1.35,1,0
FCR,50,2015-07-20 12:00:00,2.4,1,0
FCR,50,2015-07-27 12:00:00,2.85,1,0
FCR,50,2015-08-03 12:00:00,2.5,1,0
FCR,50,2015-08-10 12:00:00,1.7,1,0
FCR,50,2015-08-17 12:00:00,1.6,1,0
FCR,50,2015-08-24 12:00:00,1.25,1,0
FCR,50,2015-08-31 12:00:00,1.4,1,0
FCR,50,2015-10-05 12:00:00,1.6,1,0
FCR,50,2015-12-07 12:00:00,1.5,1,0
FCR,50,2016-01-11 11:47:00,2.11,0,0
FCR,50,2016-02-05 12:17:00,2.6,0,0
FCR,50,2016-03-23 15:01:00,2.45,0,0
FCR,50,2016-03-28 12:35:00,2.5,0,0
FCR,50,2016-03-30 09:27:00,3,0,0
FCR,50,2016-04-11 11:30:00,2.43,0,0
FCR,50,2016-04-18 12:13:00,3.12,0,0
FCR,50,2016-04-25 13:00:00,3.04,0,0
FCR,50,2016-05-02 13:53:00,2.96,0,0
FCR,50,2016-05-09 13:55:00,1.92,0,0
FCR,50,2016-05-12 12:00:00,2.13,1,0
FCR,50,2016-05-16 13:22:00,3.2,0,0
FCR,50,2016-05-19 12:50:00,3.1,0,0
FCR,50,2016-05-23 15:20:00,3.4,0,0
FCR,50,2016-05-26 11:45:00,2.94,0,0
FCR,50,2016-05-30 09:17:00,2.48,0,0
FCR,50,2016-05-30 12:01:00,2.59,0,0
FCR,50,2016-05-31 09:50:00,2.45,0,0
FCR,50,2016-06-02 14:00:00,2.2,0,0
FCR,50,2016-06-06 14:24:00,1.72,0,0
FCR,50,2016-06-13 09:45:00,2.3,0,0
FCR,50,2016-06-20 12:00:00,2.23,1,0
FCR,50,2016-06-27 09:54:00,2.68,0,0
FCR,50,2016-06-27 12:00:00,2.03,1,0
FCR,50,2016-06-27 14:41:00,2.04,0,0
FCR,50,2016-06-28 12:00:00,2.26,1,0
FCR,50,2016-06-30 12:00:00,2.03,1,0
FCR,50,2016-07-05 12:00:00,2.32,1,0
FCR,50,2016-07-11 12:00:00,2.69,1,0
FCR,50,2016-07-18 12:00:00,2.23,1,0
FCR,50,2016-07-25 12:00:00,2.67,1,0
FCR,50,2016-07-27 12:00:00,2.46,1,0
FCR,50,2016-07-28 12:00:00,2.64,1,0
FCR,50,2016-08-01 12:00:00,2.72,1,0
FCR,50,2016-08-08 12:00:00,3.14,1,0
FCR,50,2016-08-15 12:00:00,3.3,1,0
FCR,50,2016-08-26 12:00:00,2.14,1,0
FCR,50,2016-09-02 12:00:00,1.67,1,0
FCR,50,2016-09-09 12:00:00,2.1,1,0
FCR,50,2016-09-20 12:00:00,2.08,1,0
FCR,50,2016-09-30 12:00:00,1.5,1,0
FCR,50,2016-10-07 12:00:00,1.45,1,0
FCR,50,2016-10-14 12:00:00,1.68,1,0
FCR,50,2017-02-06 09:30:00,1.35,0,0
FCR,50,2017-02-27 12:14:00,1.39,0,0
FCR,50,2017-03-27 09:56:00,1.25,0,0
FCR,50,2017-04-10 12:19:00,1.4,0,0
FCR,50,2017-04-17 10:12:00,1.71,0,0
FCR,50,2017-04-24 11:22:00,2,0,0
FCR,50,2017-05-08 13:10:00,1.01,0,0
FCR,50,2017-05-29 12:40:00,1.3,0,0
FCR,47,2017-05-29 13:53:00,1.65,0,0
FCR,50,2017-05-29 14:44:00,1.43,0,0
FCR,20,2017-05-30 15:18:00,1.3,0,0
FCR,30,2017-05-30 15:32:00,1.4,0,0
FCR,45,2017-05-30 15:46:00,1.4,0,0
FCR,50,2017-05-30 16:08:00,1.45,0,0
FCR,50,2017-06-01 11:45:00,1.98,0,0
FCR,10,2017-06-05 11:25:00,1.95,0,0
FCR,20,2017-06-05 11:38:00,2.14,0,0
FCR,30,2017-06-05 12:00:00,2.68,1,0
FCR,45,2017-06-05 12:19:00,2.7,0,0
FCR,50,2017-06-05 12:40:00,2.84,0,0
FCR,50,2017-06-12 11:15:00,3.15,0,0
FCR,50,2017-06-19 14:30:00,2.29,0,0
FCR,50,2017-06-26 13:14:00,2.58,0,0
FCR,50,2017-07-10 11:20:00,1.79,0,0
FCR,50,2017-07-13 14:30:00,1.29,0,0
FCR,50,2017-07-17 12:30:00,1.41,0,0
FCR,50,2017-07-24 10:00:00,1.08,0,0
FCR,50,2017-08-07 14:00:00,2.55,0,0
FCR,50,2017-08-14 12:32:00,2.47,0,0
FCR,50,2017-08-21 13:01:00,2.94,0,0
FCR,50,2017-08-28 15:15:00,2.36,0,0
FCR,50,2017-09-04 13:00:00,1.87,0,0
FCR,50,2017-09-11 14:30:00,1.88,0,0
FCR,50,2017-09-25 15:05:00,2.5,0,0
FCR,50,2017-10-23 15:45:00,2.2,0,0
FCR,50,2017-11-06 13:21:00,2.5,0,0
FCR,50,2018-01-15 12:30:00,2.5,0,0
FCR,50,2018-02-19 13:00:00,1.61,0,0
FCR,50,2018-03-19 12:30:00,1.5,0,0
FCR,50,2018-04-04 12:40:00,1.53,0,0
FCR,50,2018-04-10 11:38:00,1.95,0,0
FCR,50,2018-04-23 12:47:00,2.81,0,0
FCR,50,2018-04-30 17:00:00,2.8,0,0
FCR,50,2018-05-07 12:20:00,3.14,0,0
FCR,50,2018-05-14 12:35:00,3.68,0,0
FCR,50,2018-05-21 12:00:00,1.3,1,0
FCR,50,2018-05-28 12:00:00,1.58,1,0
FCR,50,2018-06-04 13:30:00,2.62,0,0
FCR,50,2018-06-11 13:00:00,2.04,0,0
FCR,50,2018-06-18 14:54:00,2.65,0,0
FCR,50,2018-06-25 12:00:00,1.84,1,0
FCR,50,2018-07-02 12:00:00,2.37,1,0
FCR,50,2018-07-09 12:00:00,2.07,1,0
FCR,50,2018-07-23 11:42:00,1.54,0,0
FCR,50,2018-07-30 13:00:00,1.13,0,0
FCR,50,2018-08-06 11:24:00,1.86,0,0
