Reservoir,Site,Depth_m,Filter,DataStream,Sample_ID,Sample_Date,start_parameter,end_parameter,flag,notes
FCR,100,0.1,T,Metals,15,6/14/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,6/19/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,6/26/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,7/3/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,1.6,T,Metals,3,7/10/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,7/10/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,7/17/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,7/24/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,7/24/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,7/31/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,5,T,Metals,7,7/31/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,6.2,T,Metals,9,7/31/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,8,T,Metals,11,7/31/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,7/31/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,3,S,Metals,22,7/31/2023,Li_mgL,Ba_mgL,8,Filtered sample had particulates. Set to NA for improper procedure
BVR,50,6,T,Metals,23,7/31/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,7/31/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,1.6,T,Metals,3,8/7/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,8/7/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,8/7/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,3,T,Metals,21,8/7/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,6,T,Metals,23,8/7/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,8/7/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,200,0.1,T,Metals,17,8/14/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,8/22/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,8/22/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,8/29/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,8/29/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,0.1,T,Metals,1,9/5/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,1.6,T,Metals,3,9/5/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,9/5/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,S,Metals,6,9/5/2023,Li_mgL,Ba_mgL,8,Filtered sample had particulates. Set to NA for improper procedure
FCR,100,0.1,T,Metals,15,9/5/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,8,T,Metals,11,9/12/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,9/12/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,9,T,Metals,25,9/12/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,6,T,Metals,23,9/25/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,10/3/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,5,T,Metals,7,10/9/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
BVR,50,3,T,Metals,21,10/14/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,50,3.8,T,Metals,5,10/17/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100,0.1,T,Metals,15,10/31/2023,Li_mgL,Ba_mgL,4,sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,4/19/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,4/19/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/2/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/9/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,5/9/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/17/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,5/17/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/23/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,5/23/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,6/7/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,6/7/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,6/20/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,6/20/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,6/27/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/5/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/5/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/18/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/18/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/1/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/1/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/29/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/29/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,4/16/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,4/16/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,4/26/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/6/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,5/6/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/24/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,5/24/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/8/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/27/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,5/29/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,5/29/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,6/7/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,6/7/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,6/21/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,6/21/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,6/26/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,6/26/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/12/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/12/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/21/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/21/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/3/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/3/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/10/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/10/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/17/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/17/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/24/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/24/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,7/31/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,7/31/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/10/2020,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/10/2020,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/2/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/2/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/16/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/16/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/31/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/31/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/7/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/7/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/14/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/14/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,8/22/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,8/29/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,9/2/2020,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,9/2/2020,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,9/30/2020,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,9/14/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,9/14/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,9/27/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,9/27/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,9/13/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,9/13/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,9/12/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,9/12/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/5/2020,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/11/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,10/11/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/25/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,10/25/2021,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/3/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/17/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,10/17/2022,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/3/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,10/3/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/17/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,10/17/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,10/31/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,30,10/31/2023,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
FCR,100.1,0.1,T,Metals,29,11/2/2020,Li_mgL,Ba_mgL,4,Sample had particulates and was microwave digested. See digestion notebook
