"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","InitialSampleVolume_mL","Subsample","SubsampleVolume_mL","Zooplankton_No."
"FCR",50,2021-06-11 23:54:00,1,1,"1","Schindler",500,"C",3,40
"FCR",50,2021-06-11 00:47:00,1,1,"2","Schindler",500,"A",1,18
"FCR",50,2021-06-11 00:47:00,1,1,"2","Schindler",500,"B",3,27
"FCR",50,2021-06-11 00:47:00,1,1,"2","Schindler",500,"C",4,45
"FCR",50,2021-06-11 00:47:00,1,1,"2","Schindler",500,"D",1,16
"BVR",50,2021-06-15 12:55:00,4,0,"1","Tow",2000,"A",1,25
"BVR",50,2021-06-15 12:55:00,4,0,"1","Tow",2000,"B",1,19
"BVR",50,2021-06-15 12:55:00,4,0,"1","Tow",2000,"C",3,96
"BVR",50,2021-06-15 12:35:00,4,0,"2","Tow",2000,"A",2,91
"BVR",50,2021-06-15 12:35:00,4,0,"2","Tow",2000,"B",1,44
"BVR",50,2021-06-15 12:35:00,4,0,"2","Tow",2000,"C",1,40
"FCR",50,2021-06-10 12:09:00,2,2,"1","Schindler",500,"A",3,54
"FCR",50,2021-06-10 12:09:00,2,2,"1","Schindler",500,"B",1,32
"FCR",50,2021-06-10 12:09:00,2,2,"1","Schindler",500,"C",1,24
"FCR",50,2021-06-10 13:08:00,2,2,"2","Schindler",500,"A",3,32
"FCR",50,2021-06-10 13:08:00,2,2,"2","Schindler",500,"B",3,55
"FCR",50,2021-06-10 13:08:00,2,2,"2","Schindler",500,"C",1,11
"FCR",50,2021-06-11 23:59:00,2,2,"1","Schindler",500,"A",1,21
"FCR",50,2021-06-11 23:59:00,2,2,"1","Schindler",500,"B",2,34
"FCR",50,2021-06-11 23:59:00,2,2,"1","Schindler",500,"C",3,52
"BVR",50,2021-06-16 00:10:00,10,0,"1","Tow",2000,"A",1,137
"BVR",50,2021-06-16 00:10:00,10,0,"1","Tow",2000,"B",1,147
"BVR",50,2021-06-16 00:10:00,10,0,"1","Tow",2000,"C",1,100
"BVR",50,2021-06-16 00:15:00,10,0,"2","Tow",2000,"A",1,77
"BVR",50,2021-06-16 00:15:00,10,0,"2","Tow",2000,"B",1,59
"BVR",50,2021-06-16 00:15:00,10,0,"2","Tow",2000,"C",1,39
"FCR",50,2021-06-11 00:52:00,2,2,"2","Schindler",500,"A",2,46
"FCR",50,2021-06-11 00:52:00,2,2,"2","Schindler",500,"B",2,23
"FCR",50,2021-06-11 00:52:00,2,2,"2","Schindler",500,"C",2,47
"FCR",50,2021-06-10 12:13:00,3,3,"1","Schindler",500,"A",2,15
"FCR",50,2021-06-10 12:13:00,3,3,"1","Schindler",500,"B",5,43
"FCR",50,2021-06-10 12:13:00,3,3,"1","Schindler",500,"C",5,53
"FCR",50,2021-06-10 13:03:00,3,3,"2","Schindler",500,"A",3,45
"FCR",50,2021-06-10 13:03:00,3,3,"2","Schindler",500,"B",2,33
"FCR",50,2021-06-10 13:03:00,3,3,"2","Schindler",500,"C",1,15
"BVR",50,2021-06-16 23:36:00,4,0,"1","Tow",2000,"A",1,43
"BVR",50,2021-06-16 23:36:00,4,0,"1","Tow",2000,"B",1,45
"BVR",50,2021-06-16 23:36:00,4,0,"1","Tow",2000,"C",1,34
"BVR",50,2021-06-16 23:46:00,4,0,"2","Tow",2000,"A",1,68
"BVR",50,2021-06-16 23:46:00,4,0,"2","Tow",2000,"B",1,32
"BVR",50,2021-06-16 23:46:00,4,0,"2","Tow",2000,"C",1,52
"FCR",50,2021-06-11 00:05:00,3,3,"1","Schindler",1000,"A",2,19
"FCR",50,2021-06-11 00:05:00,3,3,"1","Schindler",1000,"B",5,46
"FCR",50,2021-06-11 00:05:00,3,3,"1","Schindler",1000,"C",4,23
"FCR",50,2021-06-11 00:05:00,3,3,"1","Schindler",1000,"D",1,6
"FCR",50,2021-06-11 00:55:00,3,3,"2","Schindler",1000,"A",4,28
"FCR",50,2021-06-11 00:55:00,3,3,"2","Schindler",1000,"B",5,40
"FCR",50,2021-06-11 00:55:00,3,3,"2","Schindler",1000,"C",5,41
"FCR",50,2021-06-10 12:18:00,4,4,"1","Schindler",500,"A",2,36
"FCR",50,2021-06-10 12:18:00,4,4,"1","Schindler",500,"B",2,25
"FCR",50,2021-06-10 12:18:00,4,4,"1","Schindler",500,"C",3,38
"FCR",50,2021-06-10 13:12:00,4,4,"2","Schindler",500,"A",3,48
"FCR",50,2021-06-10 13:12:00,4,4,"2","Schindler",500,"B",2,23
"FCR",50,2021-06-10 13:12:00,4,4,"2","Schindler",500,"C",2,32
"FCR",50,2021-06-11 00:08:00,4,4,"1","Schindler",500,"A",3,39
"FCR",50,2021-06-11 00:08:00,4,4,"1","Schindler",500,"B",3,50
"FCR",50,2021-06-11 00:08:00,4,4,"1","Schindler",500,"C",1,11
"FCR",50,2021-06-11 00:58:00,4,4,"2","Schindler",500,"A",3,32
"FCR",50,2021-06-11 00:58:00,4,4,"2","Schindler",500,"B",3,39
"FCR",50,2021-06-11 00:58:00,4,4,"2","Schindler",500,"C",3,36
"BVR",50,2021-06-16 23:54:00,6.3,0,"1","Tow",2000,"A",1,72
"BVR",50,2021-06-16 23:54:00,6.3,0,"1","Tow",2000,"B",1,64
"BVR",50,2021-06-16 23:54:00,6.3,0,"1","Tow",2000,"C",1,56
"BVR",50,2021-06-16 23:59:00,6.3,0,"2","Tow",2000,"A",1,44
"BVR",50,2021-06-16 23:59:00,6.3,0,"2","Tow",2000,"B",1,68
"BVR",50,2021-06-16 23:59:00,6.3,0,"2","Tow",2000,"C",1,67
"BVR",50,2021-06-16 12:17:00,6.6,0,"1","Tow",2000,"A",1,46
"BVR",50,2021-06-16 12:17:00,6.6,0,"1","Tow",2000,"B",1,35
"BVR",50,2021-06-16 12:17:00,6.6,0,"1","Tow",2000,"C",1,37
"BVR",50,2021-06-16 12:49:00,6.6,0,"2","Tow",2000,"A",1,45
"BVR",50,2021-06-16 12:49:00,6.6,0,"2","Tow",2000,"B",1,47
"BVR",50,2021-06-16 12:49:00,6.6,0,"2","Tow",2000,"C",1,70
"BVR",50,2021-06-15 12:57:00,10,0,"1","Tow",2000,"A",1,72
"BVR",50,2021-06-15 12:57:00,10,0,"1","Tow",2000,"B",1,66
"BVR",50,2021-06-15 12:57:00,10,0,"1","Tow",2000,"C",1,56
"BVR",50,2021-06-15 13:07:00,10,0,"2","Tow",2000,"A",1,61
"BVR",50,2021-06-15 13:07:00,10,0,"2","Tow",2000,"B",1,80
"BVR",50,2021-06-15 13:07:00,10,0,"2","Tow",2000,"C",1,78
"BVR",50,2021-06-15 18:46:00,4,0,"1","Tow",2000,"A",1,58
"BVR",50,2021-06-15 18:46:00,4,0,"1","Tow",2000,"B",1,55
"BVR",50,2021-06-15 18:46:00,4,0,"1","Tow",2000,"C",1,92
"BVR",50,2021-06-15 18:52:00,4,0,"2","Tow",2000,"A",1,60
"BVR",50,2021-06-15 18:52:00,4,0,"2","Tow",2000,"B",1,47
"BVR",50,2021-06-15 18:52:00,4,0,"2","Tow",2000,"C",1,37
"BVR",50,2021-06-15 19:44:00,4,0,"1","Tow",2000,"A",1,128
"BVR",50,2021-06-15 19:44:00,4,0,"1","Tow",2000,"B",1,102
"BVR",50,2021-06-15 19:44:00,4,0,"1","Tow",2000,"C",1,82
"BVR",50,2021-06-15 19:49:00,4,0,"2","Tow",2000,"A",1,88
"BVR",50,2021-06-15 19:49:00,4,0,"2","Tow",2000,"B",1,56
"BVR",50,2021-06-15 19:49:00,4,0,"2","Tow",2000,"C",1,68
"BVR",50,2021-06-15 20:43:00,4,0,"1","Tow",2000,"A",1,55
"BVR",50,2021-06-15 20:43:00,4,0,"1","Tow",2000,"B",1,53
"BVR",50,2021-06-15 20:43:00,4,0,"1","Tow",2000,"C",1,42
"BVR",50,2021-06-15 20:47:00,4,0,"2","Tow",2000,"A",1,36
"BVR",50,2021-06-15 20:47:00,4,0,"2","Tow",2000,"B",1,54
"BVR",50,2021-06-15 20:47:00,4,0,"2","Tow",2000,"C",1,50
"BVR",50,2021-06-15 21:43:00,4,0,"1","Tow",2000,"A",1,82
"BVR",50,2021-06-15 21:43:00,4,0,"1","Tow",2000,"B",1,105
"BVR",50,2021-06-15 21:43:00,4,0,"1","Tow",2000,"C",1,92
"BVR",50,2021-06-15 21:50:00,4,0,"2","Tow",2000,"A",1,48
"BVR",50,2021-06-15 21:50:00,4,0,"2","Tow",2000,"B",1,87
"BVR",50,2021-06-15 21:50:00,4,0,"2","Tow",2000,"C",1,131
"BVR",50,2021-06-16 03:45:00,4,0,"1","Tow",2000,"A",1,55
"BVR",50,2021-06-16 03:45:00,4,0,"1","Tow",2000,"B",1,64
"BVR",50,2021-06-16 03:45:00,4,0,"1","Tow",2000,"C",1,67
"BVR",50,2021-06-16 03:52:00,4,0,"2","Tow",2000,"A",1,45
"BVR",50,2021-06-16 03:52:00,4,0,"2","Tow",2000,"B",1,44
"BVR",50,2021-06-16 03:52:00,4,0,"2","Tow",2000,"C",1,42
"BVR",50,2021-06-16 05:02:00,4,0,"1","Tow",2000,"A",1,60
"BVR",50,2021-06-16 05:02:00,4,0,"1","Tow",2000,"B",1,38
"BVR",50,2021-06-16 05:02:00,4,0,"1","Tow",2000,"C",1,80
"BVR",50,2021-06-16 05:09:00,4,0,"2","Tow",2000,"A",1,41
"BVR",50,2021-06-16 05:09:00,4,0,"2","Tow",2000,"B",1,24
"BVR",50,2021-06-16 05:09:00,4,0,"2","Tow",2000,"C",1,48
"BVR",50,2021-06-16 06:02:00,4,0,"1","Tow",2000,"A",1,62
"BVR",50,2021-06-16 06:02:00,4,0,"1","Tow",2000,"B",1,35
"BVR",50,2021-06-16 06:02:00,4,0,"1","Tow",2000,"C",1,39
"BVR",50,2021-06-16 06:09:00,4,0,"2","Tow",2000,"A",1,30
"BVR",50,2021-06-16 06:09:00,4,0,"2","Tow",2000,"B",1,43
"BVR",50,2021-06-16 06:09:00,4,0,"2","Tow",2000,"C",1,36
"BVR",50,2021-06-16 07:00:00,4,0,"1","Tow",2000,"A",1,22
"BVR",50,2021-06-16 07:00:00,4,0,"1","Tow",2000,"B",1,63
"BVR",50,2021-06-16 07:00:00,4,0,"1","Tow",2000,"C",1,44
"BVR",50,2021-06-16 07:04:00,4,0,"2","Tow",2000,"A",1,84
"BVR",50,2021-06-16 07:04:00,4,0,"2","Tow",2000,"B",1,72
"BVR",50,2021-06-16 07:04:00,4,0,"2","Tow",2000,"C",1,53
"BVR",50,2021-07-07 12:00:00,4,0,"1","Tow",2000,"A",1,24
"BVR",50,2021-07-07 12:00:00,4,0,"1","Tow",2000,"B",1,26
"BVR",50,2021-07-07 12:00:00,4,0,"1","Tow",2000,"C",1,25
"BVR",50,2021-07-07 12:00:00,4,0,"1","Tow",2000,"D",1,33
"BVR",50,2021-07-07 12:10:00,4,0,"2","Tow",2000,"A",1,37
"BVR",50,2021-07-07 12:10:00,4,0,"2","Tow",2000,"B",3,83
"BVR",50,2021-07-07 12:10:00,4,0,"2","Tow",2000,"C",3,53
"BVR",50,2021-07-07 12:24:00,10,0,"1","Tow",2000,"A",1,75
"BVR",50,2021-07-07 12:24:00,10,0,"1","Tow",2000,"B",1,47
"BVR",50,2021-07-07 12:24:00,10,0,"1","Tow",2000,"C",1,52
"BVR",50,2021-07-07 12:31:00,10,0,"2","Tow",2000,"A",1,46
"BVR",50,2021-07-07 12:31:00,10,0,"2","Tow",2000,"B",1,53
"BVR",50,2021-07-07 12:31:00,10,0,"2","Tow",2000,"C",1,63
"BVR",50,2021-07-07 12:38:00,5.3,0,"1","Tow",2000,"A",1,37
"BVR",50,2021-07-07 12:38:00,5.3,0,"1","Tow",2000,"B",1,47
"BVR",50,2021-07-07 12:38:00,5.3,0,"1","Tow",2000,"C",1,43
"BVR",50,2021-07-07 12:44:00,5.3,0,"2","Tow",2000,"A",1,50
"BVR",50,2021-07-07 12:44:00,5.3,0,"2","Tow",2000,"B",1,37
"BVR",50,2021-07-07 12:44:00,5.3,0,"2","Tow",2000,"C",1,32
"BVR",50,2021-07-08 11:45:00,4,0,"1","Tow",2000,"A",1,31
"BVR",50,2021-07-08 11:45:00,4,0,"1","Tow",2000,"B",1,85
"BVR",50,2021-07-08 11:45:00,4,0,"1","Tow",2000,"C",2,62
"BVR",50,2021-07-08 11:48:00,4,0,"2","Tow",2000,"A",2,46
"BVR",50,2021-07-08 11:48:00,4,0,"2","Tow",2000,"B",2,79
"BVR",50,2021-07-08 11:48:00,4,0,"2","Tow",2000,"C",2,40
"BVR",50,2021-07-08 11:59:00,10,0,"1","Tow",2000,"A",1,30
"BVR",50,2021-07-08 11:59:00,10,0,"1","Tow",2000,"B",1,31
"BVR",50,2021-07-08 11:59:00,10,0,"1","Tow",2000,"C",2,45
"BVR",50,2021-07-08 12:04:00,10,0,"2","Tow",2000,"A",1,40
"BVR",50,2021-07-08 12:04:00,10,0,"2","Tow",2000,"B",1,49
"BVR",50,2021-07-08 12:04:00,10,0,"2","Tow",2000,"C",1,30
"BVR",50,2021-07-08 12:10:00,5.3,0,"1","Tow",2000,"A",1,37
"BVR",50,2021-07-08 12:10:00,5.3,0,"1","Tow",2000,"B",1,59
"BVR",50,2021-07-08 12:10:00,5.3,0,"1","Tow",2000,"C",1,65
"BVR",50,2021-07-08 12:15:00,5.3,0,"2","Tow",2000,"A",1,71
"BVR",50,2021-07-08 12:15:00,5.3,0,"2","Tow",2000,"B",1,63
"BVR",50,2021-07-08 12:15:00,5.3,0,"2","Tow",2000,"C",1,34
"BVR",50,2021-07-08 00:30:00,10,0,"1","Tow",2000,"A",1,26
"BVR",50,2021-07-08 00:30:00,10,0,"1","Tow",2000,"B",1,52
"BVR",50,2021-07-08 00:30:00,10,0,"1","Tow",2000,"C",1,29
"BVR",50,2021-07-08 00:36:00,10,0,"2","Tow",2000,"A",1,85
"BVR",50,2021-07-08 00:36:00,10,0,"2","Tow",2000,"B",1,78
"BVR",50,2021-07-08 00:36:00,10,0,"2","Tow",2000,"C",1,64
"BVR",50,2021-07-08 00:16:00,5.2,0,"1","Tow",2000,"A",1,34
"BVR",50,2021-07-08 00:16:00,5.2,0,"1","Tow",2000,"B",1,20
"BVR",50,2021-07-08 00:16:00,5.2,0,"1","Tow",2000,"C",1,18
"BVR",50,2021-07-08 00:16:00,5.2,0,"1","Tow",2000,"D",2,67
"BVR",50,2021-07-08 00:21:00,5.2,0,"2","Tow",2000,"A",1,42
"BVR",50,2021-07-08 00:21:00,5.2,0,"2","Tow",2000,"B",1,100
"BVR",50,2021-07-08 00:21:00,5.2,0,"2","Tow",2000,"C",1,85
"BVR",50,2021-07-08 23:54:00,4,0,"1","Tow",2000,"A",1,30
"BVR",50,2021-07-08 23:54:00,4,0,"1","Tow",2000,"B",1,34
"BVR",50,2021-07-08 23:54:00,4,0,"1","Tow",2000,"C",2,109
"BVR",50,2021-07-08 00:02:00,4,0,"2","Tow",2000,"A",1,17
"BVR",50,2021-07-08 00:02:00,4,0,"2","Tow",2000,"B",2,33
"BVR",50,2021-07-08 00:02:00,4,0,"2","Tow",2000,"C",4,60
"BVR",50,2021-07-08 04:02:00,4,0,"1","Tow",2000,"A",1,28
"BVR",50,2021-07-08 04:02:00,4,0,"1","Tow",2000,"B",1,34
"BVR",50,2021-07-08 04:02:00,4,0,"1","Tow",2000,"C",2,70
"BVR",50,2021-07-08 04:08:00,4,0,"2","Tow",2000,"A",1,51
"BVR",50,2021-07-08 04:08:00,4,0,"2","Tow",2000,"B",1,39
"BVR",50,2021-07-08 04:08:00,4,0,"2","Tow",2000,"C",1,37
"BVR",50,2021-07-08 05:02:00,4,0,"1","Tow",2000,"A",1,31
"BVR",50,2021-07-08 05:02:00,4,0,"1","Tow",2000,"B",1,23
"BVR",50,2021-07-08 05:02:00,4,0,"1","Tow",2000,"C",2,47
"BVR",50,2021-07-08 05:08:00,4,0,"2","Tow",2000,"A",2,40
"BVR",50,2021-07-08 05:08:00,4,0,"2","Tow",2000,"B",2,58
"BVR",50,2021-07-08 05:08:00,4,0,"2","Tow",2000,"C",2,35
"BVR",50,2021-07-08 06:00:00,4,0,"1","Tow",2000,"A",2,42
"BVR",50,2021-07-08 06:00:00,4,0,"1","Tow",2000,"B",2,40
"BVR",50,2021-07-08 06:00:00,4,0,"1","Tow",2000,"C",2,34
"BVR",50,2021-07-08 06:05:00,4,0,"2","Tow",2000,"A",2,79
"BVR",50,2021-07-08 06:05:00,4,0,"2","Tow",2000,"B",2,69
"BVR",50,2021-07-08 06:05:00,4,0,"2","Tow",2000,"C",2,86
"BVR",50,2021-07-08 07:01:00,4,0,"1","Tow",1500,"A",1,24
"BVR",50,2021-07-08 07:01:00,4,0,"1","Tow",1500,"B",2,40
"BVR",50,2021-07-08 07:01:00,4,0,"1","Tow",1500,"C",2,43
"BVR",50,2021-07-08 07:07:00,4,0,"2","Tow",1200,"A",2,46
"BVR",50,2021-07-08 07:07:00,4,0,"2","Tow",1200,"B",2,37
"BVR",50,2021-07-08 07:07:00,4,0,"2","Tow",1200,"C",2,36
"BVR",50,2021-07-07 18:58:00,4,0,"2","Tow",2000,"A",2,43
"BVR",50,2021-07-07 18:58:00,4,0,"2","Tow",2000,"B",2,45
"BVR",50,2021-07-07 18:58:00,4,0,"2","Tow",2000,"C",2,51
"BVR",50,2021-07-07 18:47:00,4,0,"1","Tow",2000,"A",2,54
"BVR",50,2021-07-07 18:47:00,4,0,"1","Tow",2000,"B",2,65
"BVR",50,2021-07-07 18:47:00,4,0,"1","Tow",2000,"C",2,77
"BVR",50,2021-07-07 19:47:00,4,0,"1","Tow",2000,"A",2,66
"BVR",50,2021-07-07 19:47:00,4,0,"1","Tow",2000,"B",2,79
"BVR",50,2021-07-07 19:47:00,4,0,"1","Tow",2000,"C",2,84
"BVR",50,2021-07-07 19:52:00,4,0,"2","Tow",2000,"A",2,75
"BVR",50,2021-07-07 19:52:00,4,0,"2","Tow",2000,"B",2,89
"BVR",50,2021-07-07 19:52:00,4,0,"2","Tow",2000,"C",2,70
"BVR",50,2021-07-07 20:46:00,4,0,"1","Tow",2000,"A",1,38
"BVR",50,2021-07-07 20:46:00,4,0,"1","Tow",2000,"B",1,39
"BVR",50,2021-07-07 20:46:00,4,0,"1","Tow",2000,"C",1,39
"BVR",50,2021-07-07 20:52:00,4,0,"2","Tow",2000,"A",1,38
"BVR",50,2021-07-07 20:52:00,4,0,"2","Tow",2000,"B",1,50
"BVR",50,2021-07-07 20:52:00,4,0,"2","Tow",2000,"C",1,33
"BVR",50,2021-07-07 21:46:00,4,0,"1","Tow",2000,"A",1,40
"BVR",50,2021-07-07 21:46:00,4,0,"1","Tow",2000,"B",1,28
"BVR",50,2021-07-07 21:46:00,4,0,"1","Tow",2000,"C",1,19
"BVR",50,2021-07-07 21:46:00,4,0,"1","Tow",2000,"D",1,26
"BVR",50,2021-07-07 21:53:00,4,0,"2","Tow",2000,"A",1,38
"BVR",50,2021-07-07 21:53:00,4,0,"2","Tow",2000,"B",1,32
"BVR",50,2021-07-07 21:53:00,4,0,"2","Tow",2000,"C",2,81
"BVR",51,2021-07-08 11:45:00,2,0,"1","Tow",700,"A",1,54
"BVR",51,2021-07-08 11:45:00,2,0,"1","Tow",700,"B",1,87
"BVR",51,2021-07-08 11:45:00,2,0,"1","Tow",700,"C",2,152
"BVR",51,2021-07-08 11:50:00,2,0,"2","Tow",700,"A",2,62
"BVR",51,2021-07-08 11:50:00,2,0,"2","Tow",700,"B",2,105
"BVR",51,2021-07-08 11:50:00,2,0,"2","Tow",700,"C",2,140
"BVR",51,2021-07-07 12:01:00,2,0,"1","Tow",700,"A",2,18
"BVR",51,2021-07-07 12:01:00,2,0,"1","Tow",700,"B",4,88
"BVR",51,2021-07-07 12:01:00,2,0,"1","Tow",700,"C",5,50
"BVR",51,2021-07-07 12:08:00,2,0,"2","Tow",500,"A",2,16
"BVR",51,2021-07-07 12:08:00,2,0,"2","Tow",500,"B",5,66
"BVR",51,2021-07-07 12:08:00,2,0,"2","Tow",500,"C",5,121
"BVR",51,2021-07-08 00:03:00,2,0,"1","Tow",1000,"A",1,44
"BVR",51,2021-07-08 00:03:00,2,0,"1","Tow",1000,"B",5,157
"BVR",51,2021-07-08 00:03:00,2,0,"1","Tow",1000,"C",5,110
"BVR",51,2021-07-08 00:10:00,2,0,"2","Tow",700,"A",2,122
"BVR",51,2021-07-08 00:10:00,2,0,"2","Tow",700,"B",2,106
"BVR",51,2021-07-08 00:10:00,2,0,"2","Tow",700,"C",2,36
"BVR",51,2021-07-07 18:45:00,2,0,"1","Tow",500,"A",2,165
"BVR",51,2021-07-07 18:45:00,2,0,"1","Tow",500,"B",2,117
"BVR",51,2021-07-07 18:45:00,2,0,"1","Tow",500,"C",2,72
"BVR",51,2021-07-07 18:52:00,2,0,"2","Tow",500,"A",2,113
"BVR",51,2021-07-07 18:52:00,2,0,"2","Tow",500,"B",2,114
"BVR",51,2021-07-07 18:52:00,2,0,"2","Tow",500,"C",2,184
"BVR",51,2021-07-07 19:45:00,2,0,"1","Tow",500,"A",1,85
"BVR",51,2021-07-07 19:45:00,2,0,"1","Tow",500,"B",2,116
"BVR",51,2021-07-07 19:45:00,2,0,"1","Tow",500,"C",2,147
"BVR",51,2021-07-07 19:50:00,2,0,"2","Tow",500,"A",2,86
"BVR",51,2021-07-07 19:50:00,2,0,"2","Tow",500,"B",2,199
"BVR",51,2021-07-07 19:50:00,2,0,"2","Tow",500,"C",2,170
"BVR",51,2021-07-07 20:45:00,2,0,"1","Tow",500,"A",2,126
"BVR",51,2021-07-07 20:45:00,2,0,"1","Tow",500,"B",2,110
"BVR",51,2021-07-07 20:45:00,2,0,"1","Tow",500,"C",2,157
"BVR",51,2021-07-07 20:50:00,2,0,"2","Tow",500,"A",2,123
"BVR",51,2021-07-07 20:50:00,2,0,"2","Tow",500,"B",2,144
"BVR",51,2021-07-07 20:50:00,2,0,"2","Tow",500,"C",2,185
"BVR",51,2021-07-07 21:45:00,2,0,"2","Tow",500,"A",2,74
"BVR",51,2021-07-07 21:45:00,2,0,"2","Tow",500,"B",2,110
"BVR",51,2021-07-07 21:45:00,2,0,"2","Tow",500,"C",2,139
"BVR",51,2021-07-07 21:50:00,2,0,"1","Tow",500,"A",2,112
"BVR",51,2021-07-07 21:50:00,2,0,"1","Tow",500,"B",2,208
"BVR",51,2021-07-07 21:50:00,2,0,"1","Tow",500,"C",2,151
"BVR",51,2021-07-08 04:00:00,2,0,"1","Tow",500,"A",2,65
"BVR",51,2021-07-08 04:00:00,2,0,"1","Tow",500,"B",2,120
"BVR",51,2021-07-08 04:00:00,2,0,"1","Tow",500,"C",2,93
"BVR",51,2021-07-08 04:05:00,2,0,"2","Tow",500,"A",2,42
"BVR",51,2021-07-08 04:05:00,2,0,"2","Tow",500,"B",2,107
"BVR",51,2021-07-08 04:05:00,2,0,"2","Tow",500,"C",2,90
"BVR",51,2021-07-08 05:00:00,2,0,"1","Tow",500,"A",2,71
"BVR",51,2021-07-08 05:00:00,2,0,"1","Tow",500,"B",2,135
"BVR",51,2021-07-08 05:00:00,2,0,"1","Tow",500,"C",2,104
"BVR",51,2021-07-08 05:05:00,2,0,"2","Tow",500,"A",2,53
"BVR",51,2021-07-08 05:05:00,2,0,"2","Tow",500,"B",2,105
"BVR",51,2021-07-08 05:05:00,2,0,"2","Tow",500,"C",2,82
"BVR",51,2021-07-08 06:00:00,2,0,"1","Tow",500,"A",2,133
"BVR",51,2021-07-08 06:00:00,2,0,"1","Tow",500,"B",2,85
"BVR",51,2021-07-08 06:00:00,2,0,"1","Tow",500,"C",2,133
"BVR",51,2021-07-08 06:05:00,2,0,"2","Tow",500,"A",2,59
"BVR",51,2021-07-08 06:05:00,2,0,"2","Tow",500,"B",2,75
"BVR",51,2021-07-08 06:05:00,2,0,"2","Tow",500,"C",2,50
"BVR",51,2021-07-08 07:00:00,2,0,"1","Tow",300,"A",2,30
"BVR",51,2021-07-08 07:00:00,2,0,"1","Tow",300,"B",5,76
"BVR",51,2021-07-08 07:00:00,2,0,"1","Tow",300,"C",5,66
"BVR",51,2021-07-08 07:05:00,2,0,"2","Tow",300,"A",5,239
"BVR",51,2021-07-08 07:05:00,2,0,"2","Tow",300,"B",5,158
"BVR",51,2021-07-08 07:05:00,2,0,"2","Tow",300,"C",5,195
"BVR",51,2021-06-15 18:45:00,2,0,"1","Tow",500,"A",2,140
"BVR",51,2021-06-15 18:45:00,2,0,"1","Tow",500,"B",2,97
"BVR",51,2021-06-15 18:45:00,2,0,"1","Tow",500,"C",2,119
"BVR",51,2021-06-15 18:52:00,2,0,"2","Tow",500,"A",2,108
"BVR",51,2021-06-15 18:52:00,2,0,"2","Tow",500,"B",2,86
"BVR",51,2021-06-15 18:52:00,2,0,"2","Tow",500,"C",2,82
"BVR",51,2021-06-15 19:45:00,2,0,"1","Tow",500,"A",2,101
"BVR",51,2021-06-15 19:45:00,2,0,"1","Tow",500,"B",2,123
"BVR",51,2021-06-15 19:45:00,2,0,"1","Tow",500,"C",2,141
"BVR",51,2021-06-15 19:50:00,2,0,"2","Tow",500,"A",2,114
"BVR",51,2021-06-15 19:50:00,2,0,"2","Tow",500,"B",2,108
"BVR",51,2021-06-15 19:50:00,2,0,"2","Tow",500,"C",2,125
"BVR",51,2021-06-15 20:46:00,2,0,"1","Tow",700,"A",2,75
"BVR",51,2021-06-15 20:46:00,2,0,"1","Tow",700,"B",2,81
"BVR",51,2021-06-15 20:46:00,2,0,"1","Tow",700,"C",2,98
"BVR",51,2021-06-15 20:52:00,2,0,"2","Tow",700,"A",2,98
"BVR",51,2021-06-15 20:52:00,2,0,"2","Tow",700,"B",2,119
"BVR",51,2021-06-15 20:52:00,2,0,"2","Tow",700,"C",2,110
"BVR",51,2021-06-15 21:43:00,2,0,"1","Tow",700,"A",2,71
"BVR",51,2021-06-15 21:43:00,2,0,"1","Tow",700,"B",2,75
"BVR",51,2021-06-15 21:43:00,2,0,"1","Tow",700,"C",2,72
"BVR",51,2021-06-15 21:49:00,2,0,"2","Tow",700,"A",2,121
"BVR",51,2021-06-15 21:49:00,2,0,"2","Tow",700,"B",1,52
"BVR",51,2021-06-15 21:49:00,2,0,"2","Tow",700,"C",1,46
"BVR",51,2021-06-16 04:00:00,2,0,"1","Tow",700,"A",1,52
"BVR",51,2021-06-16 04:00:00,2,0,"1","Tow",700,"B",1,66
"BVR",51,2021-06-16 04:00:00,2,0,"1","Tow",700,"C",1,53
"BVR",51,2021-06-16 04:05:00,2,0,"2","Tow",700,"A",1,68
"BVR",51,2021-06-16 04:05:00,2,0,"2","Tow",700,"B",1,44
"BVR",51,2021-06-16 04:05:00,2,0,"2","Tow",700,"C",1,97
"BVR",51,2021-06-16 05:00:00,2,0,"1","Tow",700,"A",1,56
"BVR",51,2021-06-16 05:00:00,2,0,"1","Tow",700,"B",1,44
"BVR",51,2021-06-16 05:00:00,2,0,"1","Tow",700,"C",1,57
"BVR",51,2021-06-16 05:05:00,2,0,"2","Tow",700,"A",1,52
"BVR",51,2021-06-16 05:05:00,2,0,"2","Tow",700,"B",1,56
"BVR",51,2021-06-16 05:05:00,2,0,"2","Tow",700,"C",1,47
"BVR",51,2021-06-16 06:00:00,2,0,"1","Tow",700,"A",1,46
"BVR",51,2021-06-16 06:00:00,2,0,"1","Tow",700,"B",1,44
"BVR",51,2021-06-16 06:00:00,2,0,"1","Tow",700,"C",1,77
"BVR",51,2021-06-16 06:06:00,2,0,"2","Tow",700,"A",1,61
"BVR",51,2021-06-16 06:06:00,2,0,"2","Tow",700,"B",1,62
"BVR",51,2021-06-16 06:06:00,2,0,"2","Tow",700,"C",1,106
"BVR",51,2021-06-16 07:00:00,2,0,"1","Tow",700,"A",1,43
